Product code	Product label	Turkey's imports from France-Value in 2001	Turkey's imports from France-Value in 2002	Turkey's imports from France-Value in 2003	Turkey's imports from France-Value in 2004	Turkey's imports from France-Value in 2005	Turkey's imports from France-Value in 2006	Turkey's imports from France-Value in 2007	Turkey's imports from France-Value in 2008	Turkey's imports from France-Value in 2009	Turkey's imports from France-Value in 2010	Turkey's imports from France-Value in 2011	Turkey's imports from France-Value in 2012	Turkey's imports from France-Value in 2013	Turkey's imports from France-Value in 2014	Turkey's imports from France-Value in 2015	Turkey's imports from France-Value in 2016	Turkey's imports from France-Value in 2017	France's exports to world- 	France's exports to world-Value in 2001	France's exports to world-Value in 2002	France's exports to world-Value in 2003	France's exports to world-Value in 2004	France's exports to world-Value in 2005	France's exports to world-Value in 2006	France's exports to world-Value in 2007	France's exports to world-Value in 2008	France's exports to world-Value in 2009	France's exports to world-Value in 2010	France's exports to world-Value in 2011	France's exports to world-Value in 2012	France's exports to world-Value in 2013	France's exports to world-Value in 2014	France's exports to world-Value in 2015	France's exports to world-Value in 2016	France's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
1601	"Sausages and similar products, of meat, offal or blood; food preparations based on these products"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		112319	117375	141113	161205	164786	180126	212839	235992	208868	216141	222486	218067	233709	225542	187785	206578	232910		56	23	2	36	25	74	118	157	122	219	243	457	727	1194	2059	825	98	
1603	"Extracts and juices of meat, fish or crustaceans, molluscs and other aquatic invertebrates"	0	0	0	0	0	0	0	0	0	0	6	5	0	0	0	0	0		4610	5589	6732	8533	6677	6650	8494	11215	11334	12907	10958	11386	14209	16832	21118	18681	22232		0	0	1	1	0	3	4	0	1	84	44	57	61	19	13	11	17	
2516	"Granite, porphyry, basalt, sandstone and other monumental or building stone, whether or not ..."	0	1	1	0	0	0	0	10	0	0	0	0	0	0	0	0	0		11072	10038	15260	14149	12914	13310	16422	15748	12230	14386	14030	10711	11209	14388	10337	7323	9055		7281	8209	8568	15906	19292	21415	26968	23034	10567	6790	3258	5338	8506	7058	3200	2162	2395	
2603	"Copper ores and concentrates"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		85	19	723	20	47	173	10	12	282	779	101	159	4131	105	64	915	11172		14680	13479	9348	4588	37067	27340	157	6155	1	362	35	354	230	43	6772	10	98	
2608	"Zinc ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3116	2932	5906	9564	15926	51135	62237	44970	20608	34219	39584	43850	74375	75716	50929	57205	98396		125	273	289	143	66	94	57	0	2	21	3	4	61	48	22	23	120	
2611	"Tungsten ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		45	1	9	34	10	14	0	38	19	49	114	0	1463	21	1	34	26		0	0	0	5	0	0	0	0	0	0	2	15	3	5	0	0	0	
2703	"Peat, incl. peat litter, whether or not agglomerated"	9	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0		1353	1232	1445	2710	3320	2855	5179	5018	5593	5469	5716	5103	3505	4837	4144	1486	1497		2362	3147	2886	4353	6211	5889	9263	12282	8171	12747	15395	14429	21320	19887	15209	15201	16873	
2714	"Bitumen and asphalt, natural; bituminous or oil-shale and tar sands; asphaltites and asphaltic ..."	0	0	0	0	581	181	0	0	0	0	0	0	0	0	0	0	0		723	1310	1308	1542	1446	1789	1033	2351	2426	2333	4310	6094	3284	2045	2384	3131	4220		145	295	183	227	755	324	353	230	157	249	751	1617	828	401	890	1601	1244	
3825	"Residual products of the chemical or allied industries, n.e.s.; municipal waste; sewage sludge; ..."	0	47	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0		0	1508	2522	1547	2841	7944	7370	9703	5938	4190	1608	2960	2045	1777	1002	1965	2117		0	334	1	0	4	1	1	5	37	2	26	0	13	5	0	0	0	
5108	"Carded or combed yarn of fine animal hair (excluding that of wool or that put up for retail ..."	0	1	0	0	0	2	2	1	0	0	4	0	0	1	0	0	0		12077	9987	9556	13233	11491	11791	10737	9439	3521	1160	1571	763	209	165	197	231	430		21	50	109	441	409	1549	2318	1738	1508	2215	3169	3638	1878	2752	2743	3766	3293	
5405	"Artificial monofilament of >= 67 decitex and with a cross sectional dimension of <= 1 mm; strip ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		301	830	248	272	240	112	58	97	96	32	116	9	2	27	48	47	6		8	12	30	35	61	185	146	116	7	75	14	44	6	10	5	26	20	
5803	"Gauze (excluding narrow woven fabrics of heading 5806)"	76	48	27	14	9	21	0	0	1	0	0	0	0	2	0	0	0		442	660	1038	1874	581	1196	493	646	732	325	709	547	347	196	190	261	178		123	76	76	90	148	64	122	431	167	273	330	265	467	32	78	47	34	
6701	"Skins and other parts of birds with their feathers or down, feathers, parts of feathers, down ..."	1	8	9	0	3	2	2	7	0	0	7	0	0	2	1	0	0		460	393	750	1092	1591	1439	1004	932	1035	1878	2783	2742	2076	2458	1511	1299	2817		98	226	260	272	509	553	424	450	423	518	745	501	287	416	405	248	518	
6904	"Ceramic building bricks, flooring blocks, support or filler tiles and the like (excluding those ..."	0	0	0	0	0	0	0	0	88	0	0	0	0	1	0	0	0		15044	13556	18778	21964	19446	16114	12133	8917	6284	4236	3424	1975	2210	2552	1771	2121	2449		28	254	147	230	752	666	943	449	255	115	135	373	2435	2289	2063	1069	902	
6310	"Used or new rags, scrap twine, cordage, rope and cables and worn-out articles thereof, of textile ..."	0	5	0	0	42	0	37	1	35	0	0	2	12	1	103	0	0		4344	4241	4686	8408	4875	3349	3061	3726	2893	2924	4198	5704	5539	5465	4266	3210	4724		242	528	741	857	1405	2136	3462	2226	2475	8238	14580	7865	5286	7602	6801	8225	14765	
7101	"Pearls, natural or cultured, whether or not worked or graded, but not strung, mounted or set, ..."	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0		11840	14373	11543	12332	12036	13875	17714	17636	9288	11383	11417	9126	10310	9148	6828	5604	4059		117	169	160	355	630	459	768	597	249	309	362	249	179	237	256	219	255	
7227	"Bars and rods of alloy steel other than stainless, hot-rolled, in irregularly wound coils"	51	14	0	0	0	0	488	655	26	3	0	5	0	0	0	0	0		86249	77821	94432	113146	126809	136394	159804	156538	69608	111148	131162	102690	86454	88473	70389	61041	74201		11368	18464	23876	46101	40607	35284	44261	84171	26272	46531	66338	56515	59735	104077	123027	128155	98946	
7803	"Lead bars, rods, profiles and wire, n.e.s."	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0		288	558	649	454	530	363	0	0	0	0	0	0	0	0	0	0	0		76	286	183	162	375	374	0	0	0	0	0	0	0	0	0	0	0	
8107	"Cadmium and articles thereof, n.e.s.; cadmium waste and scrap (excluding ash and residues containing ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1006	1033	1088	910	946	1988	4114	4158	3894	2329	1617	1366	1165	620	84	657	1416		14	29	39	23	18	47	92	91	77	65	93	49	57	42	145	11	34	
8113	"Cermets and articles thereof, n.e.s.; waste and scrap of cermets (excluding ash and residues ..."	0	0	0	1	0	0	0	0	1	0	0	0	0	14	45	3	0		1017	1253	1294	1764	2116	3352	3931	4204	1744	3816	7005	8723	9464	10026	11143	13932	18867		250	280	442	889	1136	1443	1299	3480	1841	2924	4989	4973	5614	7200	11019	10183	12391	
8446	"Weaving machines "looms""	42	129	2639	4089	2316	1260	1453	327	1128	0	786	27	55	0	135	625	0		24367	13874	19174	16548	20111	18845	14621	13219	9004	12428	7773	5525	3277	7280	3003	3144	1871		80524	207914	378428	306531	290736	300522	208692	161688	39834	148464	277749	412513	443435	320874	149690	205693	244402	
8485	"Machinery parts not specified or included elsewhere in this chapter (excluding parts containing ..."	1500	109	704	4178	3033	1666	0	0	0	0	0	0	0	0	0	0	0		267791	276833	322971	407466	515063	521570	0	0	0	0	0	0	0	0	0	0	0		29642	14987	31951	33715	53265	46711	0	0	0	0	0	0	0	0	0	0	0	
8710	"Tanks and other armoured fighting vehicles, motorised, whether or not fitted with weapons, ..."	267	429	587	6	0	0	0	0	0	0	0	0	0	0	0	0	0																				3311	25225	11704	4686	0	0	0	0	0	0	0	0	0	0	0	0	0	
8904	"Tugs and pusher craft"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		5249	809	538	143	10072	4479	7192	4298	26073	8107	27006	25544	169	956	6597	10394	4223		11091	30007	1	0	288	2670	0	0	0	10100	1803	15444	18	0	7093	13276	0	
9009	"Photocopying apparatus incorporating an optical system or of the contact type and thermo-copying ..."	1386	1355	951	1214	1281	1199	0	0	0	0	0	0	0	0	0	0	0		300864	436432	450101	400310	412981	636323	0	0	0	0	0	0	0	0	0	0	0		36394	44464	53103	79882	84424	96447	0	0	0	0	0	0	0	0	0	0	0	
9307	"Swords, cutlasses, bayonets, lances and similar arms and parts thereof, and scabbards and sheaths ..."	0	0	0	0	0	0	0	0	0	0	21	64	32	28	39	0	0		1626	860	1320	1984	2164	2149	2412	3123	2791	3090	2417	3110	3004	3785	3729	4848	4983		0	1	2	119	25	150	3	44	4	312	46	176	117	62	47	0	1	
9704	"Postage or revenue stamps, stamp-postmarks, first-day covers, postal stationery, stamped paper ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		4543	11845	27937	22781	17464	6137	5316	7430	7946	6039	6861	4170	1267	3723	2206	4590	5009		4	0	12	0	3	2	5	2	1	0	1	7	10	183	0	9	10	
0501	"Human hair, unworked, whether or not washed or scoured; waste of human hair"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	26	6	294	261	64	67	111	89	40	14	13	65	19	15	48	8		0	3	6	13	27	2	9	63	72	172	742	422	53	24	33	19	12	
0603	"Cut flowers and flower buds of a kind suitable for bouquets or for ornamental purposes, fresh, ..."	0	0	0	0	0	3	0	2	7	0	0	0	0	0	9	1	0		21038	23824	23127	22876	20631	21145	20952	22243	19035	22438	20169	15153	15290	18041	17379	17590	18780		146	126	158	308	426	432	244	329	401	731	1433	2012	2563	6342	4883	4129	3529	
0702	"Tomatoes, fresh or chilled"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		72598	119261	105117	113597	172466	164239	270930	288546	299248	355118	368200	365702	407216	422858	347854	353758	374037		8	29	9	16	31	0	24	89	11	467	616	101	45	61	426	570	450	
0308	"Aquatic invertebrates other than crustaceans and molluscs, live, fresh, chilled, frozen, dried, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	612	751	1016	861	1331	3159		0	0	0	0	0	0	0	0	0	0	0	94	172	239	178	201	114	
0907	"Cloves, whole fruit, cloves and stems"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		868	560	460	213	233	262	292	808	1826	1425	954	1973	1928	1842	1802	1797	1644		14	178	148	126	121	195	137	99	253	363	406	382	173	571	594	353	726	
0908	"Nutmeg, mace and cardamoms"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1007	947	1003	1234	811	1234	1151	1767	3843	3216	7340	8869	8030	5943	4397	4240	3856		35	41	44	61	26	36	53	67	82	91	109	140	105	160	588	774	1109	
1004	"Oats"	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	5	0		3526	6749	9374	11730	11423	10368	9730	11990	10174	14951	19583	9300	14923	21352	18165	12418	14635		13	318	43	2770	789	75	3017	1450	760	0	2815	495	0	27	674	7	36	
1201	"Soya beans, whether or not broken"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0		1364	5551	11241	8442	11431	13261	11358	8613	10521	18108	31229	27640	19351	22573	34597	52090	48297		67387	139614	226525	226828	328533	264797	409656	647900	429299	742426	687498	684804	642979	1119756	968176	885301	947920	
1208	"Flours and meals of oil seeds or oleaginous fruits (excluding mustard)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		516	936	2179	1004	574	1273	955	1450	1152	1679	2036	1875	1329	2330	2055	1847	1665		123	27	129	912	950	2531	2957	6502	42343	6888	8065	22042	14921	34566	50967	33379	3093	
1505	"Wool grease and fatty substances derived therefrom, incl. lanolin"	156	90	140	54	2	2	3	4	1	1	1	1	0	0	0	0	0		9085	7215	7471	6411	4036	1616	841	941	2558	2484	2739	2904	4066	4605	3112	2692	3069		534	553	739	792	868	967	936	1264	933	1300	2002	2031	2235	1910	1935	777	1161	
1508	"Groundnut oil and its fractions, whether or not refined, but not chemically modified"	0	0	0	0	6	0	4	0	2	3	0	2	0	1	0	0	0		15364	14200	28212	24763	22782	14572	21538	31506	18422	11770	19621	21008	13495	13635	12579	15506	12590		7	14	28	17	15	18	20	13	10	65	77	58	71	64	72	76	52	
1510	"Other oils and their fractions, obtained solely from olives, whether or not refined, but not ..."	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0		1237	1406	251	215	233	360	361	476	604	847	2422	1615	1507	2627	492	2196	2045		0	102	0	0	0	0	0	109	13	58	148	1	0	41	37	90	0	
1511	"Palm oil and its fractions, whether or not refined (excluding chemically modified)"	0	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2312	1724	1759	2893	1651	2602	8586	3769	3187	3203	3942	2677	2156	2401	1925	1906	7383		80555	103051	157664	182276	205014	255350	263039	462337	264408	318412	453718	439480	499240	491540	418368	406078	435002	
1903	"Tapioca and substitutes therefor prepared from starch, in the form of flakes, grains, pearls, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1896	1495	1671	2178	1667	1952	2253	2620	2552	3325	4136	3731	4027	4113	3060	3902	4127		0	1	1	1	5	2	1	5	3	2	0	18	1	2	0	0	0	
2306	"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		17943	17249	19823	29674	23653	22601	44344	89408	87676	86054	145103	177645	217570	175897	168360	133184	116411		6661	8841	13797	59971	40347	49172	72684	74873	51322	127546	182821	223258	179791	251182	224117	189809	200043	
2527	"Natural cryolite and natural chiolite"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2528	"Borates, natural, and concentrates thereof, whether or not calcined, and natural boric acids ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		60	393	474	572	719	693	982	395	111	114	44	74	98	94	25	8	23		0	34	0	14	2	2	164	9	5	30	7	14	95	11	12	1	1	
2604	"Nickel ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		33	73	274	185	27	84	296	1013	799	1490	830	485	126	204	124	208	304		0	0	0	0	0	2	1	0	0	1	1	1	1	0	0	3	1	
2607	"Lead ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		47	42	402	86	0	80	54	84	33	97	166	1	23	6	2	3	24		1	0	8	0	0	0	1	5	0	14	7	0	909	97	221	12	20	
2813	"Sulphides of non-metals; commercial phosphorus trisulphide"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0		7	56	32	73	116	1436	1564	2074	179	54	22	12	50	24	5	199	410		2	10	3	4	6	6	8	14	16	15	27	32	41	43	34	32	60	
3703	"Photographic paper, paperboard and textiles, sensitised, unexposed"	62	11	1	62	47	8	49	32	97	31	2	18	0	0	21	0	0		112611	92633	100703	124019	112098	223144	202357	194060	137538	118628	105351	55519	18942	1062	3599	9386	7604		18143	18181	19687	23369	24027	24523	19634	15425	13551	14937	16184	15010	13756	12331	10898	10756	10323	
4106	"Tanned or crust hides and skins of goats or kids, pigs, reptiles and other animals, without ..."	618	7	0	0	0	0	0	0	0	25	4	3	1	93	0	0	0		13780	12975	12307	14287	9545	12090	15194	17974	8915	11658	20789	20253	16869	22162	19741	18731	17952		7766	2316	1905	1973	4165	5079	4423	4096	3420	6800	10291	11030	11110	10981	7601	9528	8409	
4108	"Chamois leather, incl. combination chamois leather(excluding glace-tanned leather subsequently ..."	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4110	"Parings and other waste of leather, parchment-dressed leather or composition leather, not suitable ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4111	"Composition leather based on leather or leather fibre, in slabs, sheets or strip, whether or ..."	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4417	"Tools, tool bodies, tool handles, broom or brush bodies and handles, of wood; boot or shoe ..."	0	0	2	8	7	30	1	20	12	12	5	10	4	1	12	1	0		2476	2263	2668	2904	3289	3609	4294	3186	2148	2561	3301	3763	5418	2879	3191	3659	4187		223	221	204	423	718	981	909	1099	928	1275	1555	1721	2280	2159	2813	2829	2300	
5105	"Wool and fine or coarse animal hair, carded or combed, incl. combed wool in fragments"	10355	12840	7330	3002	2044	24	91	121	0	0	6	0	0	0	0	19	0		183864	188718	204045	164178	118748	66783	32218	25539	15031	7337	7695	4281	1595	1150	594	1093	931		48616	69810	95583	92230	102632	116574	139445	127747	80779	114134	139725	132195	117377	120372	93495	84494	93180	
5110	"Yarn of coarse animal hair or of horsehair, incl. gimped horsehair yarn, whether or not put ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		77	42	106	149	22	16	47	52	26	48	8	17	9	3	1	50	8		1	0	128	0	0	0	70	172	140	0	298	620	560	679	597	564	91	
5305	"Coconut, abaca "Manila hemp or Musa textilis Nee", ramie, agave and other vegetable textile ..."	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	2	0		111	247	596	1236	587	483	613	475	720	325	312	298	241	157	142	178	190		28	22	15	182	477	467	862	609	295	277	420	601	512	321	480	300	189	
5504	"Artificial staple fibres, not carded, combed or otherwise processed for spinning"	0	0	2	25	0	10	0	0	0	381	0	0	0	0	0	0	0		2949	4225	3182	2117	880	1393	1111	472	2023	1144	1050	938	636	187	380	236	339		77934	112770	144441	205902	192504	260699	435972	412925	399497	567085	689956	632905	512921	485351	479219	540988	547377	
6501	"Hat-forms, hat bodies and hoods of felt, neither blocked to shape nor with made brims; plateaux ..."	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0		10	15	5	2	42	82	18	13	8	134	75	93	54	64	74	105	99		1	0	1	3	15	1	7	5	3	1	13	15	34	19	14	4	189	
6502	"Hat-shapes, plaited or made by assembling strips of any material (excluding blocked to shape, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		593	919	867	317	204	267	250	184	90	40	75	87	79	106	70	177	119		0	0	3	0	0	0	0	4	0	4	6	0	10	0	3	1	22	
7012	"Glass inners for vacuum flasks or for other vacuum vessels"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		144	274	324	335	238	156	0	0	0	0	0	0	0	0	0	0	0		72	129	106	124	72	23	0	0	0	0	0	0	0	0	0	0	0	
7301	"Sheet piling of iron or steel, whether or not drilled, punched or made from assembled elements; ..."	57	0	2	0	0	6	6	0	1	4	23	8	76	69	4	3	0		18802	16763	25374	23601	25349	23250	26876	27576	14453	13950	12027	19293	15148	20295	11003	10446	13664		1409	707	6586	592	1720	1258	2933	1145	1014	1637	1682	4338	14206	13179	2438	2596	4377	
7503	"Waste and scrap, of nickel (excluding ingots or other similar unwrought shapes, of remelted ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		22290	14688	18034	32687	37869	39710	64329	47224	31870	49317	60049	57843	46124	51489	37103	25128	31368		0	0	0	0	0	0	0	0	1	37	66	14	0	0	95	135	298	
7904	"Zinc bars, rods, profiles and wire, n.e.s."	14	32	23	75	36	21	16	0	64	210	99	56	97	62	224	102	0		376	503	487	653	692	1803	1599	1062	1255	742	754	625	426	491	337	597	896		1066	1062	852	740	698	801	1589	1506	1640	1614	1073	1556	1621	1301	1227	2131	2778	
8002	"Tin waste and scrap (excluding ash and residues from the manufacture of tin of heading 2620, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3453	975	623	1771	1326	4773	3554	2739	2019	3641	5207	6376	4940	3555	2863	3933	4464		0	0	0	3	20	6	0	22	0	0	0	6	8	0	0	32	33	
8005	"Tin foil of a thickness "without any backing" <= 0,2 mm, whether or not printed or backed with ..."	3	3	1	12	6	14	0	0	0	0	0	0	0	0	0	0	0		9563	9227	10999	12342	15551	22594	0	0	0	0	0	0	0	0	0	0	0		8	5	29	126	66	122	0	0	0	0	0	0	0	0	0	0	0	
8110	"Antimony and articles thereof, n.e.s.; antimony waste and scrap (excluding ash and residues ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0		169	178	43	255	596	321	296	266	326	1668	423	1129	1168	817	784	794	808		35	223	385	237	140	983	1828	2242	2093	2156	3622	3316	2963	2350	2625	1853	1667	
8601	"Rail locomotives powered from an external source of electricity or by electric accumulators"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		26694	19438	8164	29	80	8828	98588	425	51411	112760	2	9576	149132	96230	37937	77649	5502		718	0	0	58	175	439	125	4781	593	339	367	533	125000	62740	47128	1195	1218	
9502	"Dolls representing only human beings"	0	0	0	337	0	3	0	0	0	0	0	0	0	0	0	0	0		36101	41478	62946	51924	45450	40010	0	0	0	0	0	0	0	0	0	0	0		4013	3977	7238	13115	15560	16821	0	0	0	0	0	0	0	0	0	0	0	
9604	"Hand sieves and hand riddles (excluding colanders)"	0	0	3	0	1	0	0	1	0	0	10	0	0	0	0	1	0		489	464	445	499	448	540	590	662	839	492	708	855	604	774	474	491	835		72	91	109	86	179	172	180	122	251	312	348	286	238	266	166	150	225	
9103	"Clocks with watch movements (excluding wrist-watches, pocket-watches and other watches of heading ..."	1	10	9	7	2	38	7	2	2	2	3	32	0	0	0	0	0		2391	2235	1676	1617	2311	2729	4941	3993	3041	3273	4852	3519	4063	4093	2911	6293	8974		791	855	981	1109	619	276	377	321	235	287	278	316	421	419	270	272	199	
9302	"Revolvers and pistols (excluding those of heading 9303 or 9304 and sub-machine guns for military ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																				1992	5912	845	3256	3101	1675	5776	5199	1807	1936	3204	5948	8024	7486	2380	5633	500	
0202	"Meat of bovine animals, frozen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		42138	56653	133012	104460	67015	69994	83004	111733	78383	79394	81916	63811	71562	73810	64689	68459	69156		0	0	0	74	0	0	0	0	0	19004	2754	5762	3966	0	49824	0	39594	
0209	"Pig fat, free of lean meat, and poultry fat, not rendered or otherwise extracted, fresh, chilled, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		21648	20418	26192	43549	39801	37950	33677	70842	46937	39164	59049	57855	55532	20978	13731	22565	18597		0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	3	
0210	"Meat and edible offal, salted, in brine, dried or smoked; edible flours and meals of meat or ..."	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0		126892	112534	123241	127433	116415	117422	129703	155668	131079	112434	114173	103624	113513	112743	87461	77317	78138		16	10	49	7	16	0	0	0	0	0	0	68	2	0	0	0	0	
0305	"Fish, fit for human consumption, dried, salted or in brine; smoked fish, fit for human consumption, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		53302	48331	54960	62802	59437	62250	81345	89022	85167	83634	97115	94882	98007	86797	80305	87109	96869		275	335	255	618	822	1174	1363	1791	959	1336	751	601	423	389	655	544	579	
