Product code	Product label	Turkey's imports from Iran, Islamic Republic of-Value in 2001	Turkey's imports from Iran, Islamic Republic of-Value in 2002	Turkey's imports from Iran, Islamic Republic of-Value in 2003	Turkey's imports from Iran, Islamic Republic of-Value in 2004	Turkey's imports from Iran, Islamic Republic of-Value in 2005	Turkey's imports from Iran, Islamic Republic of-Value in 2006	Turkey's imports from Iran, Islamic Republic of-Value in 2007	Turkey's imports from Iran, Islamic Republic of-Value in 2008	Turkey's imports from Iran, Islamic Republic of-Value in 2009	Turkey's imports from Iran, Islamic Republic of-Value in 2010	Turkey's imports from Iran, Islamic Republic of-Value in 2011	Turkey's imports from Iran, Islamic Republic of-Value in 2012	Turkey's imports from Iran, Islamic Republic of-Value in 2013	Turkey's imports from Iran, Islamic Republic of-Value in 2014	Turkey's imports from Iran, Islamic Republic of-Value in 2015	Turkey's imports from Iran, Islamic Republic of-Value in 2016	Turkey's imports from Iran, Islamic Republic of-Value in 2017	Iran, Islamic Republic of's exports to world- 	Iran, Islamic Republic of's exports to world-Value in 2001	Iran, Islamic Republic of's exports to world-Value in 2002	Iran, Islamic Republic of's exports to world-Value in 2003	Iran, Islamic Republic of's exports to world-Value in 2004	Iran, Islamic Republic of's exports to world-Value in 2005	Iran, Islamic Republic of's exports to world-Value in 2006	Iran, Islamic Republic of's exports to world-Value in 2007	Iran, Islamic Republic of's exports to world-Value in 2008	Iran, Islamic Republic of's exports to world-Value in 2009	Iran, Islamic Republic of's exports to world-Value in 2010	Iran, Islamic Republic of's exports to world-Value in 2011	Iran, Islamic Republic of's exports to world-Value in 2012	Iran, Islamic Republic of's exports to world-Value in 2013	Iran, Islamic Republic of's exports to world-Value in 2014	Iran, Islamic Republic of's exports to world-Value in 2015	Iran, Islamic Republic of's exports to world-Value in 2016	Iran, Islamic Republic of's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
3821	"Prepared culture media for the development or maintenance of micro-organisms "incl. viruses ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	1	0	0	0	0	0	0	0	38	0		0	2		2892	4184	4711	6156	6336	7970	8792	12020	11877	12761	14312	15529	18193	20034	18748	17669	19097	
4206	"Articles of gut, goldbeater's skin, bladders or tendons (excluding silkworm gut, sterile catgut, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	1	0	0	0	0	0	0	0	0		0			253	421	369	377	269	104	56	5	1	0	5	1	9	11	13	7	11	
4302	"Tanned or dressed furskins, incl. heads, tails, paws and other pieces, scraps and remnants, ..."	0	0	0	0	28	0	0	0	0	0	1	0	0	0	0	0	0		1	0	0	57	0	8	21	31	0	0	0	0	0	0		28			91818	118146	107752	83586	76224	104426	112109	89772	43114	68010	85196	86218	88483	71148	27226	21063	30627	
4403	"Wood in the rough, whether or not stripped of bark or sapwood, or roughly squared (excluding ..."	15	8	0	0	0	0	2	0	0	0	0	10	0	0	0	10	0		2287	4332	1291	1284	7731	13433	7729	193	382	7	498	105	2917	5503		10	7		66509	78408	100732	172825	208316	229455	254091	210506	113160	146994	175003	146782	107556	103788	89696	62218	33431	
4405	"Wood wool; wood flour "wood powder able to pass through a fine", 0,63 mm mesh, sieve with a ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	3	14	9	2	164	591	836	901	877	974	1234	1313	1539		1132			47	95	156	224	329	2233	2398	6343	1432	1987	3669	2633	2167	161	128	44	96	
4410	"Particle board, oriented strand board "OSB" and similar board "e.g. waferboard" of wood or ..."	4	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0		1106	1179	1380	617	2853	8706	6441	5454	1926	954	1917	2292	4052	6664		9619	479		7591	12180	25381	54061	56004	44828	52779	59570	59272	86776	89715	111756	110405	78541	80177	55759	61430	
4412	"Plywood, veneered panel and similar laminated wood (excluding sheets of compressed wood, cellular ..."	0	4	0	0	0	1	0	5	0	0	0	0	11	0	0	0	0		811	798	200	105	133	190	138	113	69	10	0	19	71	131		17	16		8391	12209	21919	39863	65268	90672	110367	126214	69863	179878	272389	298861	325750	335490	311830	310815	269012	
4420	"Wood marquetry and inlaid wood; caskets and cases for jewellery or cutlery, and similar articles, ..."	36	36	2	13	5	2	7	4	30	10	4	5	15	1	2	0	0		1013	2411	3834	1361	2238	2713	906	2502	13259	14548	3803	3319	1020	864		406	56		1025	1007	1910	3790	5265	6022	6434	7364	6517	8691	10954	8586	10372	9158	7895	5585	5360	
4703	"Chemical wood pulp, soda or sulphate (excluding dissolving grades)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0		0	0	0	0	0	5	4	0	0	0	0	0	0	2		36	39		129965	154893	164072	200638	253664	322292	387838	440700	323682	512794	563521	532829	620826	641009	678690	658393	778493	
4707	"Recovered "waste and scrap" paper or paperboard (excluding paper wool)"	0	13	0	0	0	3	9	0	0	0	0	0	0	0	0	0	0		2561	5535	7630	7433	10776	15019	14495	10499	10741	14532	3695	2675	11	52		2160	131		6986	23815	12211	9412	5482	8984	4631	15334	11526	17277	16100	8991	13198	33277	47526	73192	145881	
4801	"Newsprint as specified in Note 4 to chapter 48, in rolls of a width > 36 cm or in square or ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		8	68	638	532	13	3	34	93	26	0	0	0	0	206		1			124395	106773	165615	235249	311629	362340	382491	395413	294970	299436	336595	294786	276277	243789	172708	131627	112524	
4803	"Toilet or facial tissue stock, towel or napkin stock and similar paper for household or sanitary ..."	0	0	0	0	0	0	39	0	0	0	0	0	0	6410	763	0	0		116	187	130	355	593	882	554	16	184	135	5	470	1071	11296		10690	919		7179	13651	13936	18287	15690	22241	20543	14337	13781	19425	18921	13292	12140	18065	10667	5953	5020	
4906	"Plans and drawings for architectural, engineering, industrial, commercial, topographical or ..."	0	0	0	0	0	0	0	0	0	0	1	0	9	0	0	0	0		220	1	0	1	0	0	0	0	0	0	0	0	0	0		2			8205	2144	1053	622	5340	551	1449	1024	648	1487	3533	300	381	2118	1684	992	2433	
4006	"Rods, bars, tubes, profiles and other forms of unvulcanised rubber, incl. mixed rubber, and ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	1	0	0	2	8	26	0	0	0	1	0	0	0		0	4		2629	3002	2306	3113	3282	4041	5267	5497	5038	5166	9245	8537	8208	7371	6084	5724	5806	
5001	"Silkworm cocoons suitable for reeling"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		80	166	0	0	26	257	532	196	0	0	0	0	0	32		0			2	0	0	0	0	2	0	0	0	0	0	0	0	1	6	0	0	
5104	"Garnetted stock of wool or of fine or coarse animal hair, neither carded nor combed"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	1	0	0	0	0		0			0	0	8	4	0	0	0	171	155	140	0	0	0	0	10	15	1	
5201	"Cotton, neither carded nor combed"	505	1000	0	0	0	28	59	0	0	0	168	0	0	270	0	0	0		721	8	2	8	104	108	211	425	127	424	1	0	19	1		24	2383		497301	492620	667313	836428	908201	969759	1277700	1000136	1002940	1720010	1849973	1274929	1681402	1750112	1232451	1238673	1676281	
5207	"Cotton yarn put up for retail sale (excluding sewing thread)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		109	90	51	92	29	31	28	63	26	751	377	128	4	3		1	2		161	147	390	693	579	313	508	912	608	1413	1845	1052	1552	1597	1539	1535	2983	
5307	"Yarn of jute or of other textile bast fibres of heading 5303"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		88	36	154	247	42	47	92	194	78	227	317	188	74	64		38	18		22600	32872	39246	63467	75914	99430	97708	115166	104193	206932	194671	198207	183508	207386	197713	183707	266864	
6107	"Men's or boys' underpants, briefs, nightshirts, pyjamas, bathrobes, dressing gowns and similar ..."	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0		1203	2273	2078	1500	6444	1218	923	949	769	905	720	1814	716	692		1146	14		1166	944	1849	2263	2393	2791	7202	9225	6463	7535	9729	6874	8843	11940	11513	8878	8755	
6203	"Men's or boys' suits, ensembles, jackets, blazers, trousers, bib and brace overalls, breeches ..."	0	0	0	29	68	56	82	357	353	83	0	37	33	9	3	0	0		16910	15410	10345	1574	2582	2703	1470	643	15573	1590	1254	979	4021	1014		444	23		24177	29925	44849	82601	102278	118082	169278	251561	229240	307028	341362	293315	367141	345528	303431	253757	224565	
6205	"Men's or boys' shirts (excluding knitted or crocheted, nightshirts, singlets and other vests)"	0	0	1	0	17	15	0	0	0	9	0	3	0	3	0	0	0		2540	818	422	62	82	346	1352	754	172	255	114	82	655	3832		191	13		6915	7007	10324	18329	18555	26873	46390	88263	96536	139380	157672	122271	173646	176698	169435	122225	91126	
5806	"Narrow woven fabrics of textile materials, with a width of <= 30 cm (excluding labels, badges ..."	0	0	0	0	0	1	27	160	25	47	39	0	0	0	0	0	0		427	1428	182	322	47	294	580	1331	5954	86	190	55	276	124		50	124		14685	23519	28294	34529	34391	36349	41483	41745	34353	47611	51735	49275	56735	56606	52985	57327	63428	
6601	"Umbrellas and sun umbrellas, incl. walking-stick umbrellas, garden umbrellas and similar umbrellas ..."	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0		5	3	1	3	1	19	1	19	21	9	35	26	26	2		1			2743	3777	5312	8166	9095	9953	15132	19818	21461	37646	43282	28996	30236	28064	35458	32948	21160	
7104	"Precious and semi-precious stones, synthetic or reconstructed, whether or not worked or graded ..."	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0		0	0	0	0	0	0	79	0	0	0	0	86	7	0		0	1		980	1263	1539	2770	2660	2884	3820	3067	2391	2813	3365	3663	4305	4156	2972	2231	2535	
7106	"Silver, incl. silver plated with gold or platinum, unwrought or in semi-manufactured forms, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0		0			10720	23635	29411	51163	55700	48345	54011	47109	13952	28373	160096	215787	202856	174544	161538	163536	147411	
7114	"Articles of goldsmiths' or silversmiths' wares and parts thereof, of precious metal or of metal ..."	0	2	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0		143	997	9756	16164	1554	7875	4013	11774	26047	84031	40724	623481	57159	3747		932	4		893	800	554	941	556	1025	1467	1315	1119	930	906	1073	1710	874	529	1156	1383	
7116	"Articles of natural or cultured pearls, precious or semi-precious stones "natural, synthetic ..."	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	14	20	0	0	0	0	0	0	0		0	2		109	140	137	369	388	445	794	1025	849	2554	2784	1854	1597	1608	1995	2224	1668	
7206	"Iron and non-alloy steel in ingots or other primary forms (excluding remelting scrap ingots, ..."	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0		10229	74133	14269	106957	332670	208962	185150	80523	95754	39733	2829	7187	120141	254667		569871	40147		5	8	2	101	10	599	1276	8300	284	23	72	28	172	952	540	509	520	
7220	"Flat-rolled products of stainless steel, of a width of < 600 mm, hot-rolled or cold-rolled ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	18	0	1	155	121	57	679	0	155	56	0	3	0		103	41		23247	32423	49838	79038	97549	114822	140516	131757	88742	122248	134685	118804	107459	129929	103484	99209	129340	
7223	"Wire of stainless steel, in coils (excluding bars and rods)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		7	0	0	33	0	45	8	0	31	31	1396	390	0	8		175	88		5575	8659	11579	14606	18407	21209	36952	33900	17988	30314	38336	34428	34881	38388	36015	31549	38954	
6808	"Panels, boards, tiles, blocks and similar articles of vegetable fibre, of straw or of shavings, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		18	44	0	0	0	14	9	1	0	3	0	13	0	1		0	193		145	485	324	767	452	437	325	632	108	179	452	331	291	672	319	324	693	
6813	"Friction material and articles thereof, e.g., sheets, rolls, strips, segments, discs, washers, ..."	131	19	24	0	0	0	40	74	52	158	0	55	0	106	0	0	0		213	271	203	167	495	977	276	237	543	472	441	778	933	1218		1006	10		7194	11877	18438	24550	26645	32312	42840	44513	37335	46050	58122	36706	35687	33771	34373	32477	34545	
6815	"Articles of stone or of other mineral substances, incl. carbon fibres, articles of carbon fibres ..."	0	0	3	9	3	0	0	0	0	0	0	0	0	0	0	0	0		1605	3301	9387	6448	10947	19324	5754	3440	2740	1474	1709	766	650	360		223	202		3857	5714	10048	8493	9114	11235	14222	19126	18345	29280	46951	45139	38672	55950	60766	68308	79206	
6908	"Glazed ceramic flags and paving, hearth or wall tiles; glazed ceramic mosaic cubes and the ..."	0	0	5	28	47	16	57	0	0	0	0	0	46	95	276	78	0		14979	17842	24725	37045	57348	83361	106075	122294	194550	248381	280418	363132	445988	452482		339138	24211		7409	8147	8354	21358	31505	43040	36602	34692	20196	27769	36562	35100	54524	54613	39688	33331	0	
6913	"Statuettes and other ornamental ceramic articles, n.e.s."	38	152	170	139	225	193	142	112	19	37	158	5	55	5	9	2	0		266	164	469	952	941	622	899	421	2485	115	147	280	5849	14819		1170	157		2550	5213	7099	10365	9367	10325	9761	12519	11246	19989	25305	18174	21770	22727	19668	11116	8579	
7002	"Glass in balls, rods or tubes, unworked (excluding glass microspheres <= 1 mm in diameter, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		14	1	7	7	78	12	0	14	11	0	1	0	12	0		98	14		10974	8684	9451	11202	11907	11763	12575	12617	10891	10245	10785	8537	9200	9344	7493	10305	9640	
7309	"Reservoirs, tanks, vats and similar containers, of iron or steel, for any material "other than ..."	5	0	0	0	0	2	6	0	0	5	0	3	13	63	6	0	0		975	11278	3161	1594	5384	5276	2570	11013	29478	38121	18236	67652	135429	9718		10118	67		7579	12872	19075	11705	9761	15798	19999	25217	13181	25564	45827	29582	30384	30660	28840	115056	45816	
7324	"Sanitary ware, and parts thereof, of iron or steel (excluding cans, boxes and similar containers ..."	0	0	0	0	3	15	0	0	0	0	1	0	0	0	0	0	0		4804	6027	7873	7568	5993	5896	1795	1147	1752	6403	1635	1019	1866	1310		1201	53		3006	3180	4523	7774	10338	12591	14139	13520	9958	13802	15425	13126	16448	14983	13038	11739	12257	
7406	"Powders and flakes, of copper (excluding grains of copper and spangles of heading 8308)"	0	0	0	0	2	0	0	0	0	0	0	0	0	0	328	0	0		0	0	0	0	51	20	0	0	0	1113	13	1	0	363		26			1019	1515	1975	2658	2687	3538	3630	4857	3006	4619	5277	4808	5506	5015	4523	3543	4626	
7506	"Plates, sheets, strip and foil, of nickel (excluding expanded plates, sheets or strip)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	12	2	0	0	0	0	0	0	0		0	328		3420	3276	5000	7240	10033	13146	16359	17831	11246	12295	13481	12480	7897	7734	7966	6517	4987	
7609	"Aluminium tube or pipe fittings "e.g., couplings, elbows, sleeves""	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0		43	37	137	73	74	52	167	118	58	2	43	13	4	0		0	23		643	718	744	1983	2384	2657	7890	5618	4568	6475	8451	8949	9168	10687	9071	7953	10811	
7613	"Aluminium containers for compressed or liquefied gas"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		53	151	170	361	0	2	0	1	0	16	0	17	58	96		3			671	671	1083	1459	1495	1036	2186	3794	1474	2357	2408	2167	2289	3042	8055	4943	7534	
8416	"Furnace burners for liquid fuel, for pulverised solid fuel or for gas; mechanical stokers, ..."	1	0	0	43	69	163	71	30	0	25	86	31	0	2	0	0	0		121	661	710	783	4258	2141	1927	2390	3065	1951	1138	1539	1014	2361		799	326		10507	35138	32198	28341	34769	41480	45698	52804	33522	39521	52840	53067	80585	64182	50033	48770	67207	
8426	"Ships' derricks; cranes, incl. cable cranes (excluding wheel-mounted cranes and vehicle cranes ..."	0	0	0	9	0	0	0	0	22	0	0	0	0	0	1	92	0		46	81	378	210	269	395	778	1214	1072	101	755	4761	589	1363		619	1020		50837	49077	47512	114935	98559	165479	274299	255363	188173	164583	174605	220142	328321	323232	433066	271208	132317	
8427	"Fork-lift trucks; other works trucks fitted with lifting or handling equipment (excluding straddle ..."	0	0	0	0	38	0	0	0	0	0	59	0	0	3	3	0	0		382	222	51	27	57	374	107	49	39	105	89	21	150	74		189	973		20198	55935	70514	107473	123934	159614	203369	188505	93093	150889	252977	232902	277095	291101	284818	302421	317421	
8209	"Plates, sticks, tips and the like for tools, unmounted, of sintered metal carbides or cermets"	0	0	0	18	33	1	0	0	0	0	0	0	0	0	13	0	0		0	0	7	27	0	1	38	2	46	0	0	0	2	0		0	14		9336	12589	22197	38863	45981	54286	68415	71530	40023	64413	90054	91818	90449	100840	90288	84795	96295	
8214	"Articles of cutlery, n.e.s., e.g. hair clippers, butchers' or kitchen cleavers, choppers and ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		5	4	189	426	148	7	13	6	8	3	1	1	0	0		1	3		1530	1802	2092	2945	3580	3991	5065	5341	3800	5356	6521	7140	7526	8452	7642	7971	8162	
8461	"Machine tools for planing, shaping, slotting, broaching, gear cutting, gear grinding or gear ..."	14	0	0	0	0	0	0	0	0	0	0	9	7	0	0	0	0		34	141	166	207	129	153	125	834	1401	1054	955	1689	2086	982		560	16		14426	16006	12887	28849	26568	38287	33709	31245	41175	28633	42635	38951	33262	43572	36352	48940	46855	
8467	"Tools for working in the hand, pneumatic, hydraulic or with self-contained electric or non-electric ..."	1	0	0	0	0	0	0	0	0	2	0	4	0	8	2	0	0		199	87	94	34	12	55	18	112	60	80	136	16	87	43		157	248		11026	42930	71485	112888	156174	172741	196096	196812	140022	232317	263397	264821	236182	242792	241979	228681	227877	
8482	"Ball or roller bearings (excluding steel balls of heading 7326); parts thereof"	9	13	0	0	4	0	19	7	24	35	0	2	0	34	0	0	0		2	4	62	13	236	516	145	197	473	82	36	96	36	138		73	322		69710	101679	143594	205510	230041	270337	313021	367983	245756	347276	420926	411227	412179	414814	374095	371963	448924	
8540	"Thermionic, cold cathode or photo-cathode valves and tubes, e.g. vacuum or vapour or gas filled ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	3	114	0	1170	175	164	228	545	536	0	56	0	24		5			492853	769359	897260	1139526	708834	617075	269361	146247	51746	33194	22187	12305	10270	15432	21571	18252	15263	
8608	"Railway or tramway track fixtures and fittings (excluding sleepers of wood, concrete or steel, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	3	8	0	0	3	72	0	9	0	0		2	37		26002	5992	2086	2699	14613	39859	54126	26768	22370	39984	12950	6873	43232	37781	26310	13622	11324	
8706	"Chassis fitted with engines, for tractors, motor vehicles for the transport of ten or more ..."	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0		15	37	0	0	63	371	15	24	0	13	118	120	279	148		0			1098	779	4455	3969	3727	1692	2542	5480	234	841	1967	425	10532	6456	1726	4977	3971	
8714	"Parts and accessories for motorcycles and bicycles and for carriages for disabled persons, ..."	3	8	39	50	60	62	53	41	50	124	3	78	134	156	9	5	0		807	727	1031	1304	7846	6467	5562	2587	4314	9801	5698	4005	3816	3641		6172	169		19643	19615	35148	66570	76052	72809	86992	102278	70972	113569	153930	147010	130889	141296	149232	130240	99240	
8903	"Yachts and other vessels for pleasure or sports; rowing boats and canoes"	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0		6	1	6	133	154	40	20	14	42	14	54	46	37	19		75	2		16957	17179	10045	7688	19613	26704	31537	28641	510062	38222	54642	19333	59449	27810	30736	33346	1754451	
9004	"Spectacles, goggles and the like, corrective, protective or other (excluding spectacles for ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0		2	1	18	3	58	1	0	27	4	45	10	12	1	17		2	35		15074	16157	22522	32572	45563	53504	79078	91637	65624	85850	123577	128763	140100	155905	153419	146670	140067	
9010	"Apparatus and equipment for photographic or cinematographic laboratories, not elsewhere specified ..."	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0		1	4	52	266	83	37	612	123	335	203	3	28	41	0		2	13		15857	20420	35854	53052	45644	24831	22164	18587	13167	11797	10684	9090	7476	7826	4593	3436	2866	
9112	"Clock and watch cases and parts thereof, n.e.s. (excluding for wrist-watches, pocket-watches ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	1	61	26	2	5	0	0	8	6	17	253	650		123			41	105	97	112	155	188	127	158	35	137	95	189	175	268	151	211	105	
9114	"Clock or watch parts, n.e.s."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	3	0	14	0	9	4	3	0	0	0	0	0		0	65		576	1335	526	516	969	944	1209	1091	1009	1128	1440	1342	1608	1972	1530	1632	1522	
9203	"Keyboard pipe organs; harmoniums and similar keyboard instruments with free metal reeds (excluding ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0		0			6	4	47	0	7	2	0	0	0	0	0	0	0	0	0	0	0	
9205	"Wind musical instruments "e.g. clarinets, trumpets, bagpipes, keyboard pipe organs, harmoniums ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	1	0	0	0	383	0	614	0	0	0	0	0		4			335	581	717	1221	1420	1757	2242	3778	3239	3167	3502	3556	3617	3479	4316	5158	6652	
9208	"Musical boxes, fairground organs, mechanical street organs, mechanical singing birds, musical ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	7	8	0	0		0			153	278	271	359	289	430	398	351	319	534	859	592	651	615	783	630	1219	
9507	"Fishing rods, fish-hooks and other line fishing tackle n.e.s; fish landing nets, butterfly ..."	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0		0	25	0	0	4	0	0	0	0	0	0	0	0	0		0	5		2795	2657	4167	6945	6370	7324	8103	10423	7014	12746	15280	14883	14896	17992	18254	16523	17324	
9609	"Pencils, crayons, pencil leads, pastels, drawing charcoals, writing or drawing chalks and tailors' ..."	9	0	14	45	0	0	0	0	0	0	0	0	0	0	0	26	0		88	88	70	65	10	29	112	23	47	76	31	153	463	406		348			4692	7143	8874	10253	15153	16558	14509	17288	14561	18606	25639	18952	22637	23227	23420	45871	30433	
9615	"Combs, hair-slides and the like; hairpins; curling pins, curling grips, hair-curlers and the ..."	1	4	6	5	6	0	0	0	0	0	0	0	0	0	14	21	0		137	130	159	253	331	653	299	261	238	218	201	297	123	806		419	103		3788	5056	5383	7545	9858	9791	16169	36223	25120	27088	33079	26561	25582	25295	17283	16329	17207	
9617	"Vacuum flasks and other vacuum vessels, and parts thereof (excluding glass inners)"	205	235	271	122	161	162	487	567	8	109	11	12	21	9	0	0	0		8	5	41	26	4	51	0	2	6	41	76	907	947	1909		3176	83		1893	2466	4442	5528	4838	6688	8493	9075	5206	8156	14520	14086	17043	13986	17024	18238	19420	
9705	"Collections and collector's pieces of zoological, botanical, mineralogical, anatomical, historical, ..."	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0		0	0	2	0	1	0	0	0	1	0	0	0	0	0		0	338		7514	82	523	196	324	286	1040	134	218	817	2534	3116	1069	616	862	1015	469	
8508	"Vacuum cleaners, incl. dry cleaners and wet vacuum cleaners"	3	0	0	0	0	0	0	0	0	0	1	0	0	0	23	0	1		8	201	0	0	0	0	0	0	0	132	92	92	254	153		194	80		21252	0	0	0	0	0	93762	103299	80039	102493	136810	134031	194837	195886	155434	110218	136919	
8450	"Household or laundry-type washing machines, incl. machines which both wash and dry; parts thereof"	0	3	1	5	13	825	0	5	3	0	0	0	13	0	0	0	1		92	42	54	141	60	287	340	3865	3395	5079	3747	3297	3212	2705		2340	66		36770	33485	48943	65727	67915	82774	89787	100320	108648	139524	202274	177908	182255	174873	146433	123365	122564	
5602	"Felt, whether or not impregnated, coated, covered or laminated, n.e.s."	0	0	0	0	0	0	0	0	0	0	0	139	236	171	278	57	1		28	2371	4	0	48	127	164	390	380	423	350	524	448	2719		931	280		3974	6065	8277	12117	11861	15036	18871	20213	12540	16334	18402	22592	24305	26179	27386	25062	27459	
3304	"Beauty or make-up preparations and preparations for the care of the skin, incl. sunscreen or ..."	0	0	0	0	0	0	0	58	0	0	14	1	4	0	21	0	1		1437	850	2034	2058	4137	3627	7085	10182	7506	8073	5478	4105	3952	4688		10266	630		37447	47240	70245	100463	114842	130815	162009	163732	149625	174826	218876	213717	242052	253070	244282	266276	300436	
0604	"Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, mosses ..."	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	1		14	39	49	42	233	170	160	542	1769	2883	1067	808	799	693		737	343		106	406	267	414	511	325	461	495	326	507	451	683	635	719	704	735	713	
5705	"Carpets and other textile floor coverings, whether or not made up (excluding knotted, woven ..."	11	31	23	28	60	61	39	39	69	44	40	23	0	0	0	0	1		3615	1404	1251	1541	2514	3272	3305	2893	4340	6286	5352	10038	16566	19855		3464	1121		885	919	1511	2088	2818	3235	4559	4858	3291	3761	5191	2985	5801	4498	4314	4367	4007	
4401	"Fuel wood, in logs, billets, twigs, faggots or similar forms; wood in chips or particles; sawdust ..."	0	0	882	20	214	524	491	15	56	0	38	24	0	0	3	0	1		37	1	66	123	148	96	84	92	7	225	310	57	2530	304		51	21		3544	9135	26601	54987	71674	125860	148705	153768	129127	161452	190033	316104	207551	225878	316863	234983	198288	
4202	"Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels, spectacle cases, ..."	0	7	0	3	0	97	29	16	52	14	3	0	23	5	14	2	1		12511	6211	7441	6489	4551	3592	2907	3058	3208	2819	3391	1510	2052	1195		1173	465		27709	36711	56714	122573	231568	296114	390297	405386	222534	264521	353072	334251	403519	415528	339255	237777	227601	
3924	"Tableware, kitchenware, other household articles and toilet articles, of plastics (excluding ..."	26	44	93	37	50	22	29	33	77	1	7	136	159	26	119	20	1		21031	19376	27694	18174	46220	78904	86337	99506	83615	91864	170313	179558	190023	204197		229935	3802		6529	8630	12415	18791	27970	34027	49250	59911	51352	66151	90617	81860	91128	93346	80982	68253	60142	
8308	"Clasps, frames with clasps, buckles, buckle-clasps, hooks, eyes, eyelets and the like, of base ..."	0	0	1	0	0	0	0	0	0	3	0	0	15	0	0	2	1		1878	122	109	73	94	156	83	66	137	41	36	52	101	150		240	5		9836	14360	17944	25785	29009	31401	40851	43178	35444	48576	51762	55191	57458	54948	42634	37589	44202	
2519	"Natural magnesium carbonate "magnesite"; fused magnesia; dead-burned "sintered" magnesia, whether ..."	0	0	0	0	0	0	7	2	4	0	0	0	0	8	0	0	1		0	0	0	107	269	188	13	451	158	7	3	3	8	57		92	126		8804	16138	20556	17263	25160	26329	34816	42665	29247	42385	46361	36845	39493	40807	28863	31626	34597	
