Product code	Product label	Turkey's imports from Algeria-Value in 2001	Turkey's imports from Algeria-Value in 2002	Turkey's imports from Algeria-Value in 2003	Turkey's imports from Algeria-Value in 2004	Turkey's imports from Algeria-Value in 2005	Turkey's imports from Algeria-Value in 2006	Turkey's imports from Algeria-Value in 2007	Turkey's imports from Algeria-Value in 2008	Turkey's imports from Algeria-Value in 2009	Turkey's imports from Algeria-Value in 2010	Turkey's imports from Algeria-Value in 2011	Turkey's imports from Algeria-Value in 2012	Turkey's imports from Algeria-Value in 2013	Turkey's imports from Algeria-Value in 2014	Turkey's imports from Algeria-Value in 2015	Turkey's imports from Algeria-Value in 2016	Turkey's imports from Algeria-Value in 2017	Algeria's exports to world- 	Algeria's exports to world-Value in 2001	Algeria's exports to world-Value in 2002	Algeria's exports to world-Value in 2003	Algeria's exports to world-Value in 2004	Algeria's exports to world-Value in 2005	Algeria's exports to world-Value in 2006	Algeria's exports to world-Value in 2007	Algeria's exports to world-Value in 2008	Algeria's exports to world-Value in 2009	Algeria's exports to world-Value in 2010	Algeria's exports to world-Value in 2011	Algeria's exports to world-Value in 2012	Algeria's exports to world-Value in 2013	Algeria's exports to world-Value in 2014	Algeria's exports to world-Value in 2015	Algeria's exports to world-Value in 2016	Algeria's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
2936	"Provitamins and vitamins, natural or reproduced by synthesis, incl. natural concentrates, derivatives ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		19306	25574	34182	36982	34621	36648	47081	85747	77953	85208	83087	79757	68952	72471	67683	79640	101179	
3005	"Wadding, gauze, bandages and the like, e.g. dressings, adhesive plasters, poultices, impregnated ..."	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0		86	10	2	18	22	30	6	61	0	0	4	18	14	0	0	0	0		5050	5618	9365	10414	11013	13770	13285	20620	16557	20572	28185	25624	26026	24088	22490	19651	23443	
3101	"Animal or vegetable fertilisers, whether or not mixed together or chemically treated; fertilisers ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		297	444	804	1936	3091	2455	3468	5560	2771	4037	6023	6237	5568	7087	5857	5741	6640	
3204	"Synthetic organic colouring matter, whether or not chemically defined; preparations based on ..."	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0		27	1	0	0	2	0	72	18	13	0	0	0	1	0	0	1	0		209405	284097	323354	349617	352375	390483	452943	446673	367471	427910	442898	478751	550120	656983	548520	499776	544334	
3206	"Inorganic or mineral colouring matter, n.e.s.; preparations based on inorganic or mineral colouring ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		93838	133144	178153	232936	250890	291856	315966	323251	275087	365231	559523	472676	443561	446765	356971	362974	493213	
3302	"Mixtures of odoriferous substances and mixtures, incl. alcoholic solutions, based on one or ..."	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0		0	3	0	3	5	2	124	10	104	48	144	8	1	12	13	20	1		96197	119901	139697	187177	199911	233070	280646	341111	336681	382612	412094	406418	432044	435388	390966	394623	415572	
3304	"Beauty or make-up preparations and preparations for the care of the skin, incl. sunscreen or ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3	0	1	9	16	7	11	2	11	19	3	30	11	8	7	8	12		37447	47240	70245	100463	114842	130815	162009	163732	149625	174826	218876	213717	242052	253070	244282	266276	300436	
3502	"Albumins, incl. concentrates of two or more whey proteins containing by weight > 80% whey proteins, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1237	1375	1285	2133	1811	2930	3221	3339	3203	3800	3132	4356	5854	7444	5463	3914	4788	
3504	"Peptones and their derivatives; other protein substances and their derivatives, n.e.s.; hide ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1484	1568	2091	3245	4050	7432	8990	14018	19561	34403	24565	19600	16462	13485	8384	5498	3828	
3806	"Rosin, resin acids and derivatives thereof; rosin spirit and rosin oils; run gums"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0		7396	9398	9852	14066	16056	22052	21592	22489	18795	33855	56860	43148	44367	55137	47523	41644	45170	
3808	"Insecticides, rodenticides, fungicides, herbicides, anti-sprouting products and plant-growth ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	2	1	4	387	3	701	10	3	0	0	12	418	73	1288	928		77361	85613	107551	138808	156216	199155	224358	254202	208502	277032	360847	331557	324263	329759	362903	356288	371378	
3821	"Prepared culture media for the development or maintenance of micro-organisms "incl. viruses ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4		2892	4184	4711	6156	6336	7970	8792	12020	11877	12761	14312	15529	18193	20034	18748	17669	19097	
3823	"Industrial monocarboxylic fatty acids; acid oils from refining; industrial fatty alcohols"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	23	0	643	0	0	0	0	0	0	33	51	175	16	0	17	66		12384	18702	28989	38249	38361	42419	57586	73162	58599	85787	115136	117302	103988	114712	93477	100429	108255	
3906	"Acrylic polymers, in primary forms"	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0		0	8	0	0	0	0	59	13	47	0	9	4	15	0	0	0	65		60289	84568	119098	159791	188252	220600	253765	275609	232704	305640	367448	374936	447052	451549	370241	301547	363575	
4004	"Waste, parings and scrap of soft rubber and powders and granules obtained therefrom"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		467	120	293	517	585	1314	1015	1023	68	1261	1251	2550	6235	5294	3494	3267	5295	
4006	"Rods, bars, tubes, profiles and other forms of unvulcanised rubber, incl. mixed rubber, and ..."	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0		2629	3002	2306	3113	3282	4041	5267	5497	5038	5166	9245	8537	8208	7371	6084	5724	5806	
4010	"Conveyor or transmission belts or belting, of vulcanised rubber"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		20	26	14	21	0	9	4	5	2	6	2	0	4	0	8	1	3		18333	26347	36380	51282	50773	62695	67319	78009	65411	83191	103089	88155	90486	95229	95882	97072	106261	
4206	"Articles of gut, goldbeater's skin, bladders or tendons (excluding silkworm gut, sterile catgut, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		253	421	369	377	269	104	56	5	1	0	5	1	9	11	13	7	11	
4302	"Tanned or dressed furskins, incl. heads, tails, paws and other pieces, scraps and remnants, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		91818	118146	107752	83586	76224	104426	112109	89772	43114	68010	85196	86218	88483	71148	27226	21063	30627	
4403	"Wood in the rough, whether or not stripped of bark or sapwood, or roughly squared (excluding ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	29	0	17	0	14	52	30	9	0	0	4	0	0	0	0	0		66509	78408	100732	172825	208316	229455	254091	210506	113160	146994	175003	146782	107556	103788	89696	62218	33431	
4405	"Wood wool; wood flour "wood powder able to pass through a fine", 0,63 mm mesh, sieve with a ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		47	95	156	224	329	2233	2398	6343	1432	1987	3669	2633	2167	161	128	44	96	
4410	"Particle board, oriented strand board "OSB" and similar board "e.g. waferboard" of wood or ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	211	0	0	7	0	0	14	0	0	0	0	0	0	0	0	0		7591	12180	25381	54061	56004	44828	52779	59570	59272	86776	89715	111756	110405	78541	80177	55759	61430	
4412	"Plywood, veneered panel and similar laminated wood (excluding sheets of compressed wood, cellular ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		8391	12209	21919	39863	65268	90672	110367	126214	69863	179878	272389	298861	325750	335490	311830	310815	269012	
4420	"Wood marquetry and inlaid wood; caskets and cases for jewellery or cutlery, and similar articles, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	1	1	0	1	1	2	1	1	0	0	0	0	0	0	0	0		1025	1007	1910	3790	5265	6022	6434	7364	6517	8691	10954	8586	10372	9158	7895	5585	5360	
4703	"Chemical wood pulp, soda or sulphate (excluding dissolving grades)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		129965	154893	164072	200638	253664	322292	387838	440700	323682	512794	563521	532829	620826	641009	678690	658393	778493	
5001	"Silkworm cocoons suitable for reeling"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2	0	0	0	0	2	0	0	0	0	0	0	0	1	6	0	0	
5104	"Garnetted stock of wool or of fine or coarse animal hair, neither carded nor combed"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	8	4	0	0	0	171	155	140	0	0	0	0	10	15	1	
5201	"Cotton, neither carded nor combed"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	15	49	0	0	28	0	0	0	0	0	0	0	0		497301	492620	667313	836428	908201	969759	1277700	1000136	1002940	1720010	1849973	1274929	1681402	1750112	1232451	1238673	1676281	
5207	"Cotton yarn put up for retail sale (excluding sewing thread)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		161	147	390	693	579	313	508	912	608	1413	1845	1052	1552	1597	1539	1535	2983	
5307	"Yarn of jute or of other textile bast fibres of heading 5303"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		22600	32872	39246	63467	75914	99430	97708	115166	104193	206932	194671	198207	183508	207386	197713	183707	266864	
5602	"Felt, whether or not impregnated, coated, covered or laminated, n.e.s."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	4	0	0	25	0	0	0	0	0	0	0	0	0		3974	6065	8277	12117	11861	15036	18871	20213	12540	16334	18402	22592	24305	26179	27386	25062	27459	
5701	"Carpets and other textile floor coverings, of textile materials, knotted, whether or not made ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	1	3	11	1	1	1	0	9	26	0	3	0	0	0	0	85		27797	25447	29246	40124	55387	83672	109902	122329	89382	111617	110970	104804	100034	94097	30164	9326	5393	
5806	"Narrow woven fabrics of textile materials, with a width of <= 30 cm (excluding labels, badges ..."	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0		14685	23519	28294	34529	34391	36349	41483	41745	34353	47611	51735	49275	56735	56606	52985	57327	63428	
5808	"Braids of textile materials, in the piece; ornamental trimmings of textile materials, in the ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1769	1854	2614	3289	3919	3375	3388	4746	12622	21627	22099	13185	9611	10046	10103	6458	8153	
6107	"Men's or boys' underpants, briefs, nightshirts, pyjamas, bathrobes, dressing gowns and similar ..."	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0		1166	944	1849	2263	2393	2791	7202	9225	6463	7535	9729	6874	8843	11940	11513	8878	8755	
6203	"Men's or boys' suits, ensembles, jackets, blazers, trousers, bib and brace overalls, breeches ..."	8	0	0	0	0	0	0	3	112	0	0	1	0	0	0	0	0		16	0	5	1	12	0	10	5	0	0	0	0	1	2	0	0	0		24177	29925	44849	82601	102278	118082	169278	251561	229240	307028	341362	293315	367141	345528	303431	253757	224565	
6205	"Men's or boys' shirts (excluding knitted or crocheted, nightshirts, singlets and other vests)"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0		8	0	0	0	0	0	4	123	10	0	0	0	0	0	0	0	0		6915	7007	10324	18329	18555	26873	46390	88263	96536	139380	157672	122271	173646	176698	169435	122225	91126	
6303	"Curtains, incl. drapes, and interior blinds; curtain or bed valances of all types of textile ..."	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0		82	117	287	12	14	4	14	85	1	0	4	4	0	0	0	0	0		2074	1358	2451	2258	4788	6012	6968	5931	10434	9954	14516	10124	9450	12070	11575	8939	9342	
6601	"Umbrellas and sun umbrellas, incl. walking-stick umbrellas, garden umbrellas and similar umbrellas ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2743	3777	5312	8166	9095	9953	15132	19818	21461	37646	43282	28996	30236	28064	35458	32948	21160	
6802	"Monumental or building stone, natural (excluding slate), worked, and articles; mosaic cubes ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		7	24	16	61	13	0	0	7	0	6	5	4	4	12	32	9	10		14693	14812	18971	28390	63283	115147	127758	144888	139139	168472	209023	187049	235329	230479	200872	197877	172203	
6808	"Panels, boards, tiles, blocks and similar articles of vegetable fibre, of straw or of shavings, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	253		145	485	324	767	452	437	325	632	108	179	452	331	291	672	319	324	693	
6813	"Friction material and articles thereof, e.g., sheets, rolls, strips, segments, discs, washers, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		52	31	0	20	4	0	0	33	2	0	0	20	0	0	0	0	0		7194	11877	18438	24550	26645	32312	42840	44513	37335	46050	58122	36706	35687	33771	34373	32477	34545	
6815	"Articles of stone or of other mineral substances, incl. carbon fibres, articles of carbon fibres ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	10	0	0	0	1	0	0	13	0	0	0	0	0	0	0	3		3857	5714	10048	8493	9114	11235	14222	19126	18345	29280	46951	45139	38672	55950	60766	68308	79206	
6908	"Glazed ceramic flags and paving, hearth or wall tiles; glazed ceramic mosaic cubes and the ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2393	3128	915	239	192	559	959	1330	1075	692	3	292	965	441	233	229	0		7409	8147	8354	21358	31505	43040	36602	34692	20196	27769	36562	35100	54524	54613	39688	33331	0	
6913	"Statuettes and other ornamental ceramic articles, n.e.s."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2	34	20	15	15	7	13	12	5	27	0	44	7	5	1	0	0		2550	5213	7099	10365	9367	10325	9761	12519	11246	19989	25305	18174	21770	22727	19668	11116	8579	
7002	"Glass in balls, rods or tubes, unworked (excluding glass microspheres <= 1 mm in diameter, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		10974	8684	9451	11202	11907	11763	12575	12617	10891	10245	10785	8537	9200	9344	7493	10305	9640	
7004	"Sheets of glass, drawn or blown, whether or not having an absorbent, reflecting or non-reflecting ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1124	1459	819	1251	1607	1288	1320	1577	804	1069	1620	1060	1885	1972	1361	1337	1583	
7104	"Precious and semi-precious stones, synthetic or reconstructed, whether or not worked or graded ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		980	1263	1539	2770	2660	2884	3820	3067	2391	2813	3365	3663	4305	4156	2972	2231	2535	
7106	"Silver, incl. silver plated with gold or platinum, unwrought or in semi-manufactured forms, ..."	0	0	0	0	0	0	0	0	3	0	33	34	37	0	0	0	0		0	0	0	0	0	8	6	37	0	0	0	0	0	0	0	0	0		10720	23635	29411	51163	55700	48345	54011	47109	13952	28373	160096	215787	202856	174544	161538	163536	147411	
7114	"Articles of goldsmiths' or silversmiths' wares and parts thereof, of precious metal or of metal ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0		893	800	554	941	556	1025	1467	1315	1119	930	906	1073	1710	874	529	1156	1383	
7116	"Articles of natural or cultured pearls, precious or semi-precious stones "natural, synthetic ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		109	140	137	369	388	445	794	1025	849	2554	2784	1854	1597	1608	1995	2224	1668	
7206	"Iron and non-alloy steel in ingots or other primary forms (excluding remelting scrap ingots, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		5	8	2	101	10	599	1276	8300	284	23	72	28	172	952	540	509	520	
7220	"Flat-rolled products of stainless steel, of a width of < 600 mm, hot-rolled or cold-rolled ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0		23247	32423	49838	79038	97549	114822	140516	131757	88742	122248	134685	118804	107459	129929	103484	99209	129340	
7223	"Wire of stainless steel, in coils (excluding bars and rods)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0		5575	8659	11579	14606	18407	21209	36952	33900	17988	30314	38336	34428	34881	38388	36015	31549	38954	
7406	"Powders and flakes, of copper (excluding grains of copper and spangles of heading 8308)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1019	1515	1975	2658	2687	3538	3630	4857	3006	4619	5277	4808	5506	5015	4523	3543	4626	
7408	"Copper wire (excluding surgical sutures, stranded wire, cables, plaited bands and the like ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		24274	17925	20084	89347	138417	272277	375050	483792	277025	313089	536020	591825	574890	574513	303950	292204	402693	
7506	"Plates, sheets, strip and foil, of nickel (excluding expanded plates, sheets or strip)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3420	3276	5000	7240	10033	13146	16359	17831	11246	12295	13481	12480	7897	7734	7966	6517	4987	
7609	"Aluminium tube or pipe fittings "e.g., couplings, elbows, sleeves""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	4	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2		643	718	744	1983	2384	2657	7890	5618	4568	6475	8451	8949	9168	10687	9071	7953	10811	
7613	"Aluminium containers for compressed or liquefied gas"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0		671	671	1083	1459	1495	1036	2186	3794	1474	2357	2408	2167	2289	3042	8055	4943	7534	
7903	"Zinc dust, powders and flakes (excluding grains of zinc, and spangles of heading 8308)"	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0		129	176	103	60	204	1082	115	347	0	0	0	0	0	0	0	0	0		484	484	566	1081	1180	4160	4969	3244	2113	2203	3116	4089	3884	5137	5942	4714	4906	
8209	"Plates, sticks, tips and the like for tools, unmounted, of sintered metal carbides or cermets"	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	6	1	1	3	18	2		9336	12589	22197	38863	45981	54286	68415	71530	40023	64413	90054	91818	90449	100840	90288	84795	96295	
8214	"Articles of cutlery, n.e.s., e.g. hair clippers, butchers' or kitchen cleavers, choppers and ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0		0	0	1147	322	0	0	111	0	0	0	0	0	0	0	0	0	0		1530	1802	2092	2945	3580	3991	5065	5341	3800	5356	6521	7140	7526	8452	7642	7971	8162	
4803	"Toilet or facial tissue stock, towel or napkin stock and similar paper for household or sanitary ..."	0	0	0	0	0	0	0	8	0	0	0	0	0	24	0	0	0		4	0	12	92	80	0	1704	362	0	0	0	0	0	0	0	860	3528		7179	13651	13936	18287	15690	22241	20543	14337	13781	19425	18921	13292	12140	18065	10667	5953	5020	
4906	"Plans and drawings for architectural, engineering, industrial, commercial, topographical or ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0		8205	2144	1053	622	5340	551	1449	1024	648	1487	3533	300	381	2118	1684	992	2433	
7309	"Reservoirs, tanks, vats and similar containers, of iron or steel, for any material "other than ..."	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0		0	27	31	0	465	0	0	47	2	29	0	0	99	9	6	0	2		7579	12872	19075	11705	9761	15798	19999	25217	13181	25564	45827	29582	30384	30660	28840	115056	45816	
7324	"Sanitary ware, and parts thereof, of iron or steel (excluding cans, boxes and similar containers ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0		0	0	0	0	0	0	0	49	0	0	0	2	0	0	0	0	0		3006	3180	4523	7774	10338	12591	14139	13520	9958	13802	15425	13126	16448	14983	13038	11739	12257	
8416	"Furnace burners for liquid fuel, for pulverised solid fuel or for gas; mechanical stokers, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0		10507	35138	32198	28341	34769	41480	45698	52804	33522	39521	52840	53067	80585	64182	50033	48770	67207	
8426	"Ships' derricks; cranes, incl. cable cranes (excluding wheel-mounted cranes and vehicle cranes ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	26	9	3	0	0	574	1	0	0	0	0	169	0	177	0	0		50837	49077	47512	114935	98559	165479	274299	255363	188173	164583	174605	220142	328321	323232	433066	271208	132317	
8427	"Fork-lift trucks; other works trucks fitted with lifting or handling equipment (excluding straddle ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3007	1224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		20198	55935	70514	107473	123934	159614	203369	188505	93093	150889	252977	232902	277095	291101	284818	302421	317421	
8431	"Parts suitable for use solely or principally with the machinery of heading 8425 to 8430, n.e.s."	0	0	0	20	0	0	0	0	0	0	0	0	136	0	24	0	0		1127	2259	2567	2742	4780	1913	4066	5297	2325	3189	3016	3867	1586	3121	1019	1413	594		62772	116945	69210	99837	168685	238089	261851	255576	265778	377273	472098	355505	405152	435784	345992	412023	442851	
8450	"Household or laundry-type washing machines, incl. machines which both wash and dry; parts thereof"	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0		0	1	2	0	0	2	71	0	16	62	114	170	3	3	3	13651	33788		36770	33485	48943	65727	67915	82774	89787	100320	108648	139524	202274	177908	182255	174873	146433	123365	122564	
8484	"Gaskets and similar joints of metal sheeting combined with other material or of two or more ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0		98	102	51	63	18	18	17	12	31	88	8	22	15	81	119	15	22		15078	19192	24403	29156	32538	36689	43182	51087	41283	65999	70663	68584	80970	88186	89538	91632	101705	
8508	"Vacuum cleaners, incl. dry cleaners and wet vacuum cleaners"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2	0	0	0	0	0	0	0	0	95	0	0	0	0	0	2	1		21252	0	0	0	0	0	93762	103299	80039	102493	136810	134031	194837	195886	155434	110218	136919	
8540	"Thermionic, cold cathode or photo-cathode valves and tubes, e.g. vacuum or vapour or gas filled ..."	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0		0	2	0	0	0	27	0	49	0	0	0	0	4	0	1	0	1		492853	769359	897260	1139526	708834	617075	269361	146247	51746	33194	22187	12305	10270	15432	21571	18252	15263	
8608	"Railway or tramway track fixtures and fittings (excluding sleepers of wood, concrete or steel, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0		26002	5992	2086	2699	14613	39859	54126	26768	22370	39984	12950	6873	43232	37781	26310	13622	11324	
8704	"Motor vehicles for the transport of goods, incl. chassis with engine and cab"	0	0	0	0	0	64	25	0	0	0	0	0	0	0	0	0	0		1646	9047	165	5218	1011	396	32	33	173	163	0	0	1635	312	0	0	0		201224	233162	843944	1872141	1593243	1144359	1089041	1168033	405141	784208	1279881	1069581	1088993	1132926	1323416	1153914	1291360	
8706	"Chassis fitted with engines, for tractors, motor vehicles for the transport of ten or more ..."	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	267	0	0	0	0	0	0	0	0	0		1098	779	4455	3969	3727	1692	2542	5480	234	841	1967	425	10532	6456	1726	4977	3971	
8714	"Parts and accessories for motorcycles and bicycles and for carriages for disabled persons, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	1	0	0	0	0	67	79	47	27		19643	19615	35148	66570	76052	72809	86992	102278	70972	113569	153930	147010	130889	141296	149232	130240	99240	
8903	"Yachts and other vessels for pleasure or sports; rowing boats and canoes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	5	7	0	0	0	0	0	0	5	0	0	0		16957	17179	10045	7688	19613	26704	31537	28641	510062	38222	54642	19333	59449	27810	30736	33346	1754451	
9004	"Spectacles, goggles and the like, corrective, protective or other (excluding spectacles for ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0		0	0	0	0	0	0	1	0	0	3	0	2	0	0	0	0	0		15074	16157	22522	32572	45563	53504	79078	91637	65624	85850	123577	128763	140100	155905	153419	146670	140067	
9010	"Apparatus and equipment for photographic or cinematographic laboratories, not elsewhere specified ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0		15857	20420	35854	53052	45644	24831	22164	18587	13167	11797	10684	9090	7476	7826	4593	3436	2866	
9022	"Apparatus based on the use of X-rays or of alpha, beta or gamma radiations, whether or not ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	14	61	201	34	0	7	3	0	1	0	5	49	589	29	22	35		46341	49994	64922	105484	151439	192572	212241	247762	189404	207277	238809	220030	241218	249956	270155	248577	277606	
