Product code	Product label	Turkey's imports from Poland-Value in 2001	Turkey's imports from Poland-Value in 2002	Turkey's imports from Poland-Value in 2003	Turkey's imports from Poland-Value in 2004	Turkey's imports from Poland-Value in 2005	Turkey's imports from Poland-Value in 2006	Turkey's imports from Poland-Value in 2007	Turkey's imports from Poland-Value in 2008	Turkey's imports from Poland-Value in 2009	Turkey's imports from Poland-Value in 2010	Turkey's imports from Poland-Value in 2011	Turkey's imports from Poland-Value in 2012	Turkey's imports from Poland-Value in 2013	Turkey's imports from Poland-Value in 2014	Turkey's imports from Poland-Value in 2015	Turkey's imports from Poland-Value in 2016	Turkey's imports from Poland-Value in 2017	Poland's exports to world- 	Poland's exports to world-Value in 2001	Poland's exports to world-Value in 2002	Poland's exports to world-Value in 2003	Poland's exports to world-Value in 2004	Poland's exports to world-Value in 2005	Poland's exports to world-Value in 2006	Poland's exports to world-Value in 2007	Poland's exports to world-Value in 2008	Poland's exports to world-Value in 2009	Poland's exports to world-Value in 2010	Poland's exports to world-Value in 2011	Poland's exports to world-Value in 2012	Poland's exports to world-Value in 2013	Poland's exports to world-Value in 2014	Poland's exports to world-Value in 2015	Poland's exports to world-Value in 2016	Poland's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
3924	"Tableware, kitchenware, other household articles and toilet articles, of plastics (excluding ..."	77	15	42	42	130	203	290	362	692	826	1343	992	472	613	412	476	590		78958	87930	107879	149980	188159	195343	243530	279159	220720	255356	283309	271208	319108	348205	308564	342820	375933		6529	8630	12415	18791	27970	34027	49250	59911	51352	66151	90617	81860	91128	93346	80982	68253	60142	
7009	"Glass mirrors, whether or not framed, incl. rear-view mirrors (excluding optical mirrors, optically ..."	6	1	12	2	27	21	45	168	144	201	334	374	576	703	811	531	603		12487	19375	27824	41784	50954	54989	74669	111923	58705	54573	81241	84433	90363	105555	92179	90878	132070		7382	10611	18132	32640	34198	40089	48102	52064	36053	51508	64755	57131	64141	72985	65269	58065	64948	
5404	"Synthetic monofilament of >= 67 decitex and with a cross sectional dimension of <= 1 mm; strip ..."	5	13	9	316	465	559	637	878	987	742	1333	861	865	880	952	615	604		7930	10122	11098	12382	15504	19267	21056	24534	16600	22485	25635	23832	24133	24342	19135	19383	22326		12945	17503	19238	24868	22530	28760	34474	24511	21862	25155	36427	32585	38927	40691	39282	33083	46232	
4901	"Printed books, brochures and similar printed matter, whether or not in single sheets (excluding ..."	0	1	13	1	1	6	6	40	47	174	85	86	267	804	1305	510	614		32128	47750	84996	115203	148140	138281	151507	157601	131437	170750	166263	146444	177529	261650	750875	808865	852876		16943	16950	21470	36165	40651	44960	50920	51822	43695	46389	57547	62055	64517	65741	72933	50579	60053	
6307	"Made-up articles of textile materials, incl. dress patterns, n.e.s."	23	28	44	62	43	76	278	154	72	95	94	92	219	236	205	209	620		60489	69686	117350	140714	155188	119002	128388	131275	116213	139266	147963	140828	156261	171430	172372	191838	215579		4672	6416	7721	12077	16316	22754	42543	41449	37712	50227	68514	66412	80266	84646	79510	80073	77432	
7801	"Unwrought lead :"	0	0	0	0	0	0	0	89	1130	139	0	0	0	230	0	0	624		18874	16141	21406	34424	46643	57210	89560	94876	82037	92827	142533	125645	141660	201125	177614	116514	155859		22970	34578	42559	65444	78966	108398	232926	199954	142249	173209	223309	223398	216807	244590	202328	211794	304375	
9029	"Revolution counters, production counters, taximeters, milometers, pedometers and the like (excluding ..."	9	3	1	25	65	15	20	40	5	17	50	422	102	391	162	114	651		943	1590	1766	4248	4624	5326	6132	7799	5209	7475	11701	10228	13632	12062	17797	31632	29325		9721	16675	30317	53866	59316	61213	78597	102242	64917	83079	95076	91484	106618	112553	133422	152642	199607	
3911	"Petroleum resins, coumarone-indene resins, polyterpenes, polysulphides, polysulphones and other ..."	0	0	0	0	0	0	1	0	0	0	71	68	172	111	525	748	673		0	65	138	348	507	1257	1731	3786	3623	8799	9954	6627	6496	7201	7922	10927	13704		6337	9551	13399	17538	19581	27152	39488	46462	39385	53303	81803	77603	85780	98845	89357	90899	97290	
9107	"Time switches with clock or watch movement or with synchronous motor"	0	1	9	4	11	42	133	281	264	63	986	636	722	877	236	344	681		4206	4427	5922	12346	12256	16970	17558	12284	21211	21420	21222	13646	6885	8837	6605	5844	6098		9066	11777	15141	18723	19107	16317	13773	14180	12205	13142	18224	17893	18345	19221	16440	15065	21659	
6805	"Natural or artificial abrasive powder or grain, on a base of textile material, paper, paperboard ..."	26	22	26	31	101	242	298	312	487	386	639	382	447	548	448	577	690		12823	13193	17624	30529	34076	42343	57835	64828	56754	88800	119144	117574	135957	133210	115388	142151	142906		12376	18053	24369	31928	37964	41500	44776	49130	33912	45782	55126	51751	56293	62817	51390	47791	52266	
7301	"Sheet piling of iron or steel, whether or not drilled, punched or made from assembled elements; ..."	0	0	0	0	0	0	71	12	38	18	0	710	304	90	639	2000	695		13592	8548	9088	23558	39641	36359	46650	52322	39647	80755	101091	72851	102989	129495	92407	93850	113396		1409	707	6586	592	1720	1258	2933	1145	1014	1637	1682	4338	14206	13179	2438	2596	4377	
7306	"Tubes, pipes and hollow profiles "e.g., open seam or welded, riveted or similarly closed", ..."	4	9	71	10	12	22	63	57	83	22	190	1118	1219	808	1234	776	698		53888	37948	55548	103384	110597	182466	231782	310747	195880	242097	306124	284871	305565	312943	261753	262674	310417		24393	50241	47309	79779	114731	155398	257709	250928	157776	176423	234721	249134	314156	243694	213313	192710	220077	
8503	"Parts suitable for use solely or principally with electric motors and generators, electric ..."	21	5	17	15	62	364	596	673	2056	1807	1553	13	201	2063	882	1751	700		62730	75369	81292	115490	115673	164440	239941	299361	274459	342855	322043	320978	298454	327120	285369	249414	321640		58524	63682	30798	47500	49395	50901	64491	57144	180828	190179	220516	304995	142592	206626	225768	118268	82371	
6804	"Millstones, grindstones, grinding wheels and the like, without frameworks, for milling, grinding, ..."	21	73	74	125	46	59	392	562	220	297	723	531	750	833	1296	1244	703		2792	8739	24915	41577	57232	53264	66599	114215	77214	97409	111397	107186	116203	117707	98042	106757	95959		10425	13070	16514	23966	26116	28939	43968	43260	23030	40755	56644	60139	65910	70280	70788	70023	68477	
2104	"Soups and broths and preparations therefor; food preparations consisting of finely homogenised ..."	0	0	0	0	299	492	538	1300	1188	1240	1288	1530	1502	1116	1045	952	705		6358	8369	9491	16721	40326	52182	87740	128323	116505	140594	147988	123490	149319	142986	136363	127927	142304		718	235	211	856	1947	2341	2330	4222	2756	2791	5363	5234	6187	4698	4423	3396	3649	
6401	"Waterproof footwear with outer soles and uppers of rubber or of plastics, the uppers of which ..."	0	0	0	8	0	0	5	49	91	64	142	217	381	272	512	675	735		2830	2679	2516	3262	3892	4478	9207	9145	8130	11205	12225	8653	12693	14598	17973	17460	20610		155	254	382	636	816	1098	1442	1709	3278	5496	4228	4994	8355	5171	7676	4377	5621	
4421	"Other articles of wood, n.e.s."	86	54	78	123	263	350	543	473	558	653	730	662	476	424	672	548	750		197975	224022	305510	389445	414808	432738	538952	521592	391379	430600	477923	427268	430922	470308	415679	424102	439774		3841	4468	5702	7274	10639	12361	16993	20049	13809	21291	24659	27040	30071	29609	27417	24846	24481	
2208	"Undenatured ethyl alcohol of an alcoholic strength of < 80%; spirits, liqueurs and other spirituous ..."	0	0	0	18	8	178	205	400	288	401	508	1217	996	1523	1162	665	776		35839	42209	49426	67258	75452	95648	117324	146288	134547	162910	182576	177892	198021	210435	178560	187758	183889		5960	7415	9130	9313	7056	13205	14682	19729	43231	40007	85996	87684	108358	132298	125055	98122	127074	
6815	"Articles of stone or of other mineral substances, incl. carbon fibres, articles of carbon fibres ..."	0	305	0	232	790	1178	1213	159	122	34	327	476	583	424	699	869	788		6396	10322	17127	28846	33630	46880	59685	78926	65899	64350	86188	85478	86754	103908	101795	111231	129887		3857	5714	10048	8493	9114	11235	14222	19126	18345	29280	46951	45139	38672	55950	60766	68308	79206	
8425	"Pulley tackle and hoists (other than skip hoists); winches and capstans; jacks"	104	562	359	1533	1316	1735	3196	4431	684	704	878	3123	3208	1587	1199	3187	792		17858	29798	26113	30346	32684	43621	88434	111338	90570	113102	98773	120535	147732	127923	100324	98966	93393		6551	7879	11880	17766	31839	38098	44136	63958	36044	41767	54972	61361	72428	82565	72268	75476	73670	
6402	"Footwear with outer soles and uppers of rubber or plastics (excluding waterproof footwear of ..."	0	36	2	35	2	30	44	62	72	35	118	89	145	116	136	350	799		18259	13110	11563	14207	20777	24512	31218	44388	44950	61351	74909	97785	153446	265679	281766	304108	349099		18019	28900	54029	95971	145110	179234	163655	207971	172104	218085	301904	283309	295706	260288	177899	135862	123844	
8404	"Auxiliary plant for use with boilers of heading 8402 or 8403, e.g. economizers, superheaters, ..."	0	1	0	0	114	1541	3814	0	166	0	87	0	4228	237	1238	3	810		3653	9330	8081	11974	11071	28377	18140	20815	16627	20981	21927	14774	18064	21841	18229	8715	13698		73893	81028	29742	15935	27298	24665	34771	29691	28360	11351	82660	59790	125460	24168	47110	106370	13515	
9016	"Balances of a sensitivity of 50 mg or better, with or without weights"	0	0	0	10	51	106	160	206	209	247	321	324	329	586	612	562	819		811	866	1707	3169	4939	7252	9988	9966	6166	7712	8776	9891	12141	11120	11280	11062	13304		1734	3004	3452	3767	3510	3928	5076	4729	3078	3842	5202	4782	6697	6186	5181	4767	5644	
7407	"Bars, rods and profiles, of copper, n.e.s."	1	0	1	0	8	3	2	51	35	26	6	47	15	253	348	424	824		46079	22667	31009	55661	55697	107284	106830	93673	39117	83162	119476	103130	159442	143005	124797	104652	132828		4072	4417	9030	15818	33434	71331	56760	49353	22580	53091	31200	30566	35320	36069	54927	42806	34217	
7616	"Articles of aluminium, n.e.s."	4	2	45	19	112	847	1172	630	215	474	950	661	840	679	1212	946	853		119160	148126	203507	253876	268288	337189	423192	475948	367708	426099	510547	398577	495324	552233	539258	612061	713233		9414	12954	15480	22651	29029	40293	49538	62683	52601	56594	68074	62738	72285	84338	77804	89616	94590	
2803	"Carbon "carbon blacks and other forms of carbon", n.e.s."	0	0	13	11	69	37	0	0	129	17	84	29	175	548	327	113	860		5352	8913	14174	26800	29082	44190	37897	56049	51840	159133	250250	248455	285783	254855	146566	100271	117449		26977	36314	53142	68194	84855	97119	128944	180743	129465	202357	299568	258980	261042	254319	173622	142263	202823	
8434	"Milking machines and dairy machinery (excluding refrigerating or heat treatment equipment, ..."	0	3	73	145	120	271	763	668	135	1883	1158	1332	791	826	186	1122	865		7147	9840	15761	15085	21463	42191	62155	90730	40262	50612	77272	90073	97343	105315	80161	50909	75741		3806	3838	6140	9618	14304	11230	24563	21453	11312	27888	44857	35811	28183	49852	21474	23282	13229	
8480	"Moulding boxes for metal foundry; mould bases; moulding patterns; moulds for metal (other than ..."	0	161	642	552	1813	1752	1881	1228	2396	824	570	623	1535	951	1930	1844	870		44637	47972	68628	98420	96227	103542	117786	140305	112436	169708	146129	154744	178666	198096	159163	164732	176966		129478	193203	189214	184665	287652	279089	278547	313580	275582	194097	265847	337788	395223	364470	274716	311319	281502	
4414	"Wooden frames for paintings, photographs, mirrors or similar objects"	0	0	1	2	50	44	92	197	92	202	241	188	410	415	565	708	874		15878	12386	9414	17181	24147	22398	29099	34033	36166	42286	36963	26429	34946	48119	57103	59940	71888		742	681	1307	1310	1871	2165	2304	3031	1819	3320	3982	3091	3911	3654	3139	3030	3001	
6203	"Men's or boys' suits, ensembles, jackets, blazers, trousers, bib and brace overalls, breeches ..."	373	1072	1791	2560	3092	3668	2832	5601	3973	3685	3540	5623	3865	1835	2016	1627	900		363566	351852	410661	431267	438524	428832	466793	525068	414524	410969	435882	395925	455480	529727	475257	633057	729040		24177	29925	44849	82601	102278	118082	169278	251561	229240	307028	341362	293315	367141	345528	303431	253757	224565	
2708	"Pitch and pitch coke, obtained from coal tar or from other mineral tars"	0	0	0	0	0	0	0	0	0	261	514	797	420	702	506	539	917		9486	11848	15051	27368	27830	24336	61028	53234	21865	18769	16995	19940	16	17054	16630	14288	8100		4104	1933	3180	3260	4459	1367	6979	3511	2092	6154	4298	5960	4931	995	679	1476	1071	
9999	"Commodities not elsewhere specified"	0	51	0	8	15	0	51	1129	582	31101	0	14455	19827	5726	1	0	930		3111	3396	4188	4044	1865838	1290991	1674378	2843854	2229708	62271	116110	133365	241256	90001	114359	165025	277797		2510861	2224681	3422565	3689466	6214911	9287654	10924866	34131572	19125400	24383848	35423236	40729748	36542161	35565420	25065939	16352330	21569047	
0406	"Cheese and curd"	3181	1954	0	2279	444	0	839	0	0	0	230	0	683	376	369	914	931		86288	88110	130671	235776	339647	395227	495915	702192	507091	573030	671276	702088	915340	869626	650336	672713	799504		6394	8665	9137	16517	20034	16454	27112	18920	27748	26541	27911	34855	42072	45746	43342	37148	37578	
9027	"Instruments and apparatus for physical or chemical analysis, e.g. polarimeters, refractometers, ..."	1	48	23	15	423	468	447	330	850	1679	1317	1480	2137	2464	1093	985	931		4381	5246	14747	20036	23856	27303	40123	48082	45742	134578	151698	150395	180455	256984	276369	388319	437347		81060	106551	143317	219422	282648	268850	304356	298206	279405	329039	347597	299666	336215	334688	308426	339130	390816	
2908	"Halogenated, sulphonated, nitrated or nitrosated derivatives of phenols or phenol-alcohols"	0	0	0	0	0	0	0	0	0	0	7	0	272	674	905	907	950		79	334	461	1107	543	577	637	640	425	560	1090	1059	1409	1106	996	1159	1412		2105	2141	3237	3828	3878	5283	6908	9744	8677	4983	4647	4212	5821	6079	6166	4126	4002	
4821	"Paper or paperboard labels of all kinds, whether or not printed"	1	12	5	6	13	161	2518	2336	198	153	152	87	298	1398	1113	1219	967		10600	10509	13946	22917	18727	24336	34523	45742	37055	36285	48096	52217	64397	85299	80734	89361	93126		16572	22988	23716	29568	28598	31143	40445	40429	35663	38848	40356	40387	42673	48910	41765	45125	41850	
7321	"Stoves, ranges, grates, cookers, incl. those with subsidiary boilers for central heating, barbecues, ..."	0	0	31	0	35	103	137	138	74	12	226	373	621	1002	946	935	973		45744	67770	94344	160293	213336	250394	328121	371305	246241	263673	294031	265103	261965	257844	210523	179223	178266		5250	7228	11302	17356	22576	29515	40436	51423	31526	40565	57008	48258	54477	60915	54411	49225	48235	
7604	"Bars, rods and profiles, of aluminium, n.e.s."	319	174	617	900	848	1176	124	240	227	157	98	432	466	331	713	539	976		41966	55239	74339	107902	128061	221390	297274	328187	208652	212565	298891	255497	300106	311622	318069	313403	365955		9570	11111	13261	21281	25612	38655	54775	58253	33417	37895	45195	41513	71358	55141	59857	49295	64156	
6911	"Tableware, kitchenware, other household articles and toilet articles, of porcelain or china ..."	84	669	2813	4742	5982	4705	5157	3606	5476	3016	3903	2940	2663	1759	378	801	982		85868	76502	91585	95760	92538	78694	88571	80689	58617	62033	62900	60406	75604	69033	59735	66335	72696		8449	11138	19233	24621	44621	90409	121999	123753	91190	127824	146490	135058	147327	201072	200728	130895	121785	
0602	"Live plants incl. their roots, cuttings and slips; mushroom spawn (excluding bulbs, tubers, ..."	0	0	0	0	33	28	39	47	106	13	58	44	93	170	334	556	991		18649	23463	34324	47309	49782	44953	64602	89485	72140	74608	87237	91662	118260	101281	92447	92267	97293		8980	10885	13975	21262	30664	43739	46468	51538	31412	42958	59620	59216	82203	78447	65804	73287	71935	
6506	"Headgear, whether or not lined or trimmed, n.e.s."	0	0	0	0	0	0	0	6	0	24	258	513	691	1470	1443	1441	1000		792	1225	1183	1609	1924	2124	3624	3709	6839	9733	10484	18845	22051	22583	26776	27324	27154		1172	1414	2424	3512	5948	10388	9170	9370	7384	9198	11722	15180	17827	29961	25744	26309	24353	
8311	"Wire, rods, tubes, plates, electrodes and similar products, of base metal or of metal carbides, ..."	0	0	0	34	514	1387	1515	685	72	405	954	3706	1504	2697	2560	1906	1002		1215	1583	4604	20219	23200	29925	42633	55740	34695	42329	50087	41750	48596	45192	39463	34519	43090		8223	6484	11376	14453	16662	22089	31802	33342	18116	20135	22990	25802	26342	30381	29540	25657	28272	
8528	"Monitors and projectors, not incorporating television reception apparatus; reception apparatus ..."	1973	580	838	2861	11123	7990	14538	20778	63763	152718	116981	82829	71910	60307	17158	4392	1008		905433	1086803	1105791	1231720	1791985	3390124	4585702	5898416	6725056	7364730	6222282	4891559	4744663	5068027	5073025	3981598	4457991		97091	90839	119425	193849	221869	324402	770666	845534	705699	971851	1106548	1149011	1049010	1106476	884199	799420	736959	
4703	"Chemical wood pulp, soda or sulphate (excluding dissolving grades)"	0	0	0	80	0	0	0	0	0	0	0	0	0	110	644	812	1010		14941	9499	10964	17338	20394	15462	12166	14780	11547	22865	27569	10935	58158	124489	125698	130770	143909		129965	154893	164072	200638	253664	322292	387838	440700	323682	512794	563521	532829	620826	641009	678690	658393	778493	
3906	"Acrylic polymers, in primary forms"	0	0	0	0	0	2	0	0	0	0	0	0	1	141	445	477	1044		1384	1067	2638	3711	5313	7940	9030	9903	9285	13649	18194	25857	38278	54893	31918	26209	38335		60289	84568	119098	159791	188252	220600	253765	275609	232704	305640	367448	374936	447052	451549	370241	301547	363575	
3302	"Mixtures of odoriferous substances and mixtures, incl. alcoholic solutions, based on one or ..."	0	0	6	0	0	0	0	1	2	0	6	52	23	40	10	360	1066		7370	7584	10701	15359	23293	25398	17012	16779	13387	23387	24690	23178	28490	41173	46361	52745	58208		96197	119901	139697	187177	199911	233070	280646	341111	336681	382612	412094	406418	432044	435388	390966	394623	415572	
8438	"Machinery, not specified or included elsewhere in this chapter, for the industrial preparation ..."	15	99	15	8	49	265	666	749	243	449	3134	623	2321	2455	1128	1467	1088		37798	33788	46160	62750	75987	147351	121903	125661	88445	105198	137977	168277	224717	187198	151064	153316	171280		26119	45870	62767	116989	94818	214103	184964	229166	121255	181457	241543	261300	320576	264709	251299	167892	153487	
2922	"Oxygen-function amino-compounds"	0	0	0	0	0	0	0	0	6	268	121	1072	1274	646	960	1101	1112		1123	906	1286	1757	2629	4821	8197	9705	8379	13757	14811	13088	11108	27097	23457	25349	29512		49772	59702	72276	86543	93329	106305	130879	171978	140328	177222	185731	146007	162998	152254	162635	160148	183930	
3603	"Safety fuses; detonating fuses; percussion or detonating caps; igniters; electric detonators ..."	0	0	0	0	0	0	0	0	0	0	343	1039	1193	1180	1065	1257	1129		764	888	823	2131	2266	2087	3827	4125	4221	4465	6403	7042	7810	8172	6315	8375	12503		3151	4522	2621	3316	5969	8226	14428	14911	14473	20020	29523	30683	32565	34913	25532	25165	29994	
3810	"Pickling preparations for metal surfaces; fluxes and other auxiliary preparations for soldering, ..."	243	237	308	455	484	434	195	675	74	387	513	1245	1249	1092	1460	1337	1150		1954	3317	4186	5270	6893	11180	16132	25700	23524	19024	20723	21059	23379	23645	20838	19129	20458		4598	5957	8452	9087	11383	13270	17481	17330	16073	17914	17654	16412	19111	16622	17621	16426	16621	
3815	"Reaction initiators, reaction accelerators and catalytic preparations, n.e.s. (excluding rubber ..."	0	0	0	0	0	13	0	2	2	1	0	8	69	191	175	521	1178		3329	7681	4566	8786	24866	13925	19015	19142	26866	13475	17768	19037	33470	43769	106256	481207	672823		44526	15753	26179	30524	36228	56083	76688	29315	52354	47823	73109	57078	49698	125964	84198	81351	104715	
7019	"Glass fibres, incl. glass wool, and articles thereof (excluding mineral wools and articles ..."	0	503	249	201	480	565	853	1261	806	436	326	318	621	1209	1008	1226	1196		34831	41243	43612	45593	57199	58398	88443	82724	73869	81181	102247	98034	97976	105762	98689	101598	119556		23575	32673	44906	53905	66041	72839	107412	120288	96641	117230	147390	158276	175036	195357	193303	217616	233789	
7315	"Chain and parts thereof, or iron or steel (excluding watch chains, necklace chains and the ..."	0	0	2	0	26	58	1	194	448	576	474	1021	981	1199	931	846	1202		11044	8234	8570	12782	16594	21489	31191	37671	29265	24795	45098	50614	43282	39588	38660	38091	46080		6545	8940	11865	18287	19157	26822	31209	35172	24566	29972	43638	40971	40558	41981	39382	39598	48159	
9001	"Optical fibres and optical fibre bundles; optical fibre cables (excluding made up of individually ..."	0	5	0	2	0	0	0	166	1	58	1448	2373	3078	12551	9989	3547	1211		3123	2421	10073	26102	37836	51467	64408	71784	82692	110956	147618	128975	139530	151880	152189	165928	177325		30904	27323	25708	30831	40075	47124	58202	80132	70313	104503	122209	113700	137283	186882	169667	165564	175584	
9020	"Breathing appliances and gas masks (excluding protective masks having neither mechanical parts ..."	20	91	23	105	27	144	114	215	119	524	327	441	805	1517	3483	1142	1240		144	447	303	635	822	1210	1413	1192	1512	2758	4285	7363	14255	17526	21204	20782	28216		1281	3726	2756	3521	3310	3485	5642	7540	4932	6687	8757	7603	14089	23102	21340	12176	18297	
3912	"Cellulose and its chemical derivatives, n.e.s., in primary forms"	0	0	32	36	0	0	40	0	12	2	19	96	310	209	95	312	1294		1990	2662	2514	2893	3699	4404	5339	6694	5559	7586	10590	12202	11371	10885	8163	9609	10553		33624	45843	57897	75423	81751	92526	111982	119656	96818	120591	162974	164122	162108	165594	150473	148607	163949	
6204	"Women's or girls' suits, ensembles, jackets, blazers, dresses, skirts, divided skirts, trousers, ..."	243	739	520	1088	1194	2379	3439	2127	3709	1319	2340	1771	1330	1446	1139	1143	1294		542561	501404	518180	599305	558201	536586	551719	708103	613110	644301	792826	749067	801371	898191	851984	828965	806115		31790	41857	71103	90086	127106	176682	240893	347230	301743	395929	449420	355687	442724	414297	359459	311516	302746	
2839	"Silicates; commercial alkali metal silicates (excluding inorganic or organic compounds of mercury)"	0	0	0	0	0	2	0	0	7	0	0	0	0	0	33	49	1295		11553	13398	16399	23614	26338	31484	33607	38499	36754	37006	41484	38644	45577	45502	33402	34557	40919		1151	1425	1840	2580	3581	3955	4767	6073	7095	8344	9272	9783	14841	11929	9415	10024	14662	
7404	"Waste and scrap, of copper (excluding ingots or other similar unwrought shapes, of remelted ..."	0	0	0	0	0	0	0	0	0	10	0	0	0	198	0	0	1296		25877	25077	55883	76141	111837	245579	318226	334952	189226	387890	362533	253961	308566	301419	256262	204855	295955		7170	8760	41489	80336	29229	34884	17301	6011	3976	25115	44063	23015	17780	56024	43785	72101	116500	
2103	"Sauce and preparations therefor; mixed condiments and mixed seasonings; mustard flour and meal, ..."	0	0	17	0	0	0	0	4	6	24	54	313	246	382	475	434	1305		20814	32877	49518	60614	79194	69088	97328	172224	182692	214600	268310	264160	338898	319210	304171	273937	323345		3821	6418	9398	11016	10657	10557	11912	15057	13727	16947	19478	22163	22894	29864	29382	32233	38672	
8716	"Trailers and semi-trailers; other vehicles, not mechanically propelled (excluding railway and ..."	0	0	6	0	8	103	776	185	441	173	174	949	734	687	1180	720	1309		119265	127564	167246	271605	362280	484013	684515	806415	373847	455842	680857	749860	807094	799013	721052	826891	962982		18399	33356	74099	121150	102045	149624	194697	195115	69484	128407	260935	208174	205574	197319	162081	142934	152017	
8509	"Electromechanical domestic appliances, with self-contained electric motor; parts thereof (excluding ..."	360	91	545	2341	5404	5644	2435	3477	3831	3073	2534	2676	2889	3650	2733	1458	1325		58443	58196	65700	83684	107439	113782	106115	121812	61657	140521	158006	150397	113170	119746	180131	203958	193024		29991	25272	43672	75107	116275	129554	53681	58074	48763	70847	77453	67224	70533	68537	60154	42631	41119	
3918	"Floor coverings of plastics, whether or not self-adhesive, in rolls or in the form of tiles; ..."	144	24	51	207	591	689	1612	1074	1474	908	1432	1857	2094	3177	2289	1609	1339		6528	6930	10304	14480	16624	19132	21661	28517	28964	33038	40570	32479	40436	44388	36619	61787	72560		13737	14651	19509	33094	41088	47038	56105	57089	41676	47788	58911	56946	72558	76273	69164	88605	88043	
8406	"Steam turbines and other vapour turbines; parts thereof"	0	0	0	0	0	0	0	0	949	1022	1840	87	520	566	494	6843	1375		73122	41817	58008	62262	100520	99593	163001	283111	246644	248293	175560	135209	188065	277854	209345	164405	152329		166784	200742	47948	26886	57528	17537	36894	47882	265660	137613	86498	155713	490777	143375	200148	276605	154673	
4415	"Packing cases, boxes, crates, drums and similar packings, of wood; cable-drums of wood; pallets, ..."	4	19	77	319	142	306	515	985	834	884	764	685	590	587	799	1584	1387		125203	135448	204689	271087	256348	293759	405462	412688	277664	302500	353791	324956	399124	458260	400461	388822	416584		840	828	1635	2889	3752	4009	3969	6409	3228	7121	6661	8846	9322	9424	8305	6930	8206	
2710	"Petroleum oils and oils obtained from bituminous minerals (excluding crude); preparations containing ..."	0	0	0	2	0	2	1	8804	10383	2647	24182	14841	11461	4187	39	746	1426		447217	455570	465294	685991	1179940	1408505	1543424	2133124	1208894	2081113	3609343	4390324	4622427	4607221	3251070	2209275	1797770		735001	1155627	1721410	2419310	3606817	5729237	7299588	10994889	8529453	10979487	14729109	15619719	15438978	15369360	9023663	7342818	9817276	
2811	"Inorganic acids and inorganic oxygen compounds of non-metals (excluding hydrogen chloride "hydrochloric ..."	13	8	16	9	12	5	9	0	0	72	215	177	182	106	85	50	1432		1828	2596	4133	5119	5118	4827	7334	9932	7126	10170	16734	15698	13697	16612	17758	30101	52939		6876	10057	13266	18202	18424	22553	29495	31560	25020	30514	38072	35065	38837	42508	39862	39160	46732	
2934	"Nucleic acids and their salts, whether or not chemically defined; heterocyclic compounds (excluding ..."	0	0	0	0	0	0	70	1516	2419	3383	2622	1419	2387	1114	1268	1508	1440		1665	2258	3545	1522	2890	1911	3296	2872	2611	6395	8431	11185	9193	11783	13853	42881	14072		70500	83940	100745	126848	151571	146440	140377	145345	111993	118931	111550	92798	88152	91548	96665	95548	125878	
4012	"Retreaded or used pneumatic tyres of rubber; solid or cushion tyres, tyre treads and tyre flaps, ..."	3	2	0	42	2	0	111	82	78	24	0	1	51	329	702	1547	1450		3625	4854	8741	10299	8407	13409	16745	19730	16949	22034	26986	29542	34094	28561	27413	32846	32434		3347	4743	6983	8789	10821	12013	19537	24687	19479	24808	28962	29815	35264	34085	36479	39981	43528	
9030	"Oscilloscopes, spectrum analysers and other instruments and apparatus for measuring or checking ..."	3	1	21	56	45	50	65	236	809	367	675	287	174	465	1752	797	1452		2870	2457	9831	16100	14374	20318	18522	24328	19213	21483	26458	27427	26643	29649	21967	23028	24502		30216	26915	27402	36816	44053	52588	77624	101476	65432	80581	97264	88305	91741	93373	99575	92584	122143	
8468	"Machinery and apparatus for soldering, brazing or welding, whether or not capable of cutting ..."	0	0	0	0	2	4	16	87	228	359	591	428	519	740	465	668	1462		3451	5026	7175	11257	9095	10932	21838	27999	19045	24687	51159	45946	30114	44095	26715	44008	36333		2276	9487	4760	7833	9227	8935	9477	10906	10389	16373	9796	9244	11656	14385	9368	7329	10472	
8424	"Mechanical appliances, whether or not hand-operated, for projecting, dispersing or spraying ..."	12	197	35	464	1430	1210	550	730	434	1182	383	427	688	1573	1207	2626	1490		16734	19474	28319	44560	51620	58699	110652	198564	139188	154857	176704	159260	216556	223472	216829	222306	264222		23499	38465	56684	74858	95868	111938	143396	175346	114729	143628	203089	215010	239991	279654	203195	242511	224853	
3822	"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents ..."	0	0	29	91	329	442	554	951	1014	786	1057	690	731	570	366	654	1501		2715	3260	4223	10642	8057	11888	12239	16343	25898	362717	467688	429591	548253	561915	432160	472414	336777		50939	65197	73474	105997	110976	139186	189361	223938	190391	204966	224536	226499	235595	255168	238745	244166	249749	
