Product code	Product label	Turkey's imports from Japan-Value in 2001	Turkey's imports from Japan-Value in 2002	Turkey's imports from Japan-Value in 2003	Turkey's imports from Japan-Value in 2004	Turkey's imports from Japan-Value in 2005	Turkey's imports from Japan-Value in 2006	Turkey's imports from Japan-Value in 2007	Turkey's imports from Japan-Value in 2008	Turkey's imports from Japan-Value in 2009	Turkey's imports from Japan-Value in 2010	Turkey's imports from Japan-Value in 2011	Turkey's imports from Japan-Value in 2012	Turkey's imports from Japan-Value in 2013	Turkey's imports from Japan-Value in 2014	Turkey's imports from Japan-Value in 2015	Turkey's imports from Japan-Value in 2016	Turkey's imports from Japan-Value in 2017	Japan's exports to world- 	Japan's exports to world-Value in 2001	Japan's exports to world-Value in 2002	Japan's exports to world-Value in 2003	Japan's exports to world-Value in 2004	Japan's exports to world-Value in 2005	Japan's exports to world-Value in 2006	Japan's exports to world-Value in 2007	Japan's exports to world-Value in 2008	Japan's exports to world-Value in 2009	Japan's exports to world-Value in 2010	Japan's exports to world-Value in 2011	Japan's exports to world-Value in 2012	Japan's exports to world-Value in 2013	Japan's exports to world-Value in 2014	Japan's exports to world-Value in 2015	Japan's exports to world-Value in 2016	Japan's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
5811	"Quilted textile products in the piece, composed of one or more layers of textile materials ..."	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		8379	10642	9242	7657	7106	7663	7558	9079	6348	7565	17919	8823	6965	6777	7113	7635	7735		51051	77464	76637	31816	21186	19668	28181	26420	2509	1477	1162	1515	2209	5583	11541	17475	5573	
5501	"Synthetic filament tow as specified in Note 1 to chapter 55"	1	247	185	110	29	0	6	53	946	642	201	148	0	0	17	395	0		136105	128906	111467	115966	146739	177154	231659	223345	180430	233617	269820	273379	267132	311162	334011	326878	273535		46191	93462	95649	107523	118722	126490	121888	133384	94370	129394	129876	146794	143517	145140	98592	99956	125455	
5508	"Sewing thread of man-made staple fibres, whether or not put up for retail sale"	0	1	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0		8996	6127	6122	6269	6955	6925	6417	6124	5760	6786	8625	6695	5380	6001	4938	4949	4923		9016	12022	11585	12506	16058	22092	27827	29436	36085	43764	49660	50174	50933	50449	46508	46259	50184	
6002	"Knitted or crocheted fabrics, of a width <=  30 cm, containing by weight >= 5% of elastomeric ..."	4	0	0	2	0	4	0	87	4	0	0	0	0	0	0	0	0		349885	26022	34499	36187	35845	35550	36980	38301	34628	34541	37585	33216	25055	20740	18055	20459	18072		63870	5641	4067	2990	6639	7466	6741	5059	4591	6405	6013	6307	5677	5542	4555	4686	6946	
6216	"Gloves, mittens and mitts, of all types of textile materials (excluding knitted or crocheted ..."	2	2	11	2	0	1	0	4	0	0	1	4	3	1	6	1	0		1228	857	986	969	711	703	693	746	584	712	971	879	474	445	357	486	630		522	684	1302	1428	2665	2444	2679	1863	2077	2481	3432	3241	5035	3316	3182	3495	6140	
6305	"Sacks and bags, of a kind used for the packing of goods, of all types of textile materials"	0	0	0	0	54	0	0	1	0	0	7	0	0	0	1	0	0		929	1400	1691	2166	2578	2487	1848	1975	1439	1571	1706	2145	1515	2205	2424	2128	2669		3535	4438	9651	9236	10023	10531	13147	15311	8868	12474	8951	8528	11732	10441	9984	10717	6539	
6403	"Footwear with outer soles of rubber, plastics, leather or composition leather and uppers of ..."	7	0	0	3	4	3	19	12	7	34	14	14	15	4	3	3	0		11277	9498	8212	9957	12571	11896	13056	18247	10813	15052	18338	14950	14561	13803	13959	14083	12774		40055	53514	84852	128145	169485	224995	269830	302161	230190	263087	320274	314181	351106	337290	280482	251420	225563	
6603	"Parts, trimmings and accessories for umbrellas and sun umbrellas of heading 6601 or for walking ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2069	765	373	275	169	243	116	71	114	67	41	61	46	34	82	20	19		737	1076	1878	3247	3798	3979	4190	7333	5428	3827	5009	2644	2999	3876	5127	1914	1104	
6703	"Human hair, dressed, thinned, bleached or otherwise worked; wool, other animal hair or other ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		726	704	826	668	586	876	677	970	773	446	509	1218	2028	1609	1186	1638	725		68	169	236	432	589	1032	758	894	1506	2090	2029	2220	3270	2595	2551	3058	3175	
7111	"Base metals, silver or gold, clad with platinum, not further worked than semi-manufactured"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0		1749	1268	2210	5130	5479	2140	1339	1004	183	508	927	1700	1184	7981	10290	9246	10713		13	1	8	8	27	43	43	30	7	16	1	2	0	27	29	12	8	
7112	"Waste and scrap of precious metal or of metal clad with precious metal; other waste and scrap ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0		77959	72057	92167	130615	143042	367277	363898	769102	465146	907379	1959521	1425595	1083767	588866	729749	1490814	2002792		14	0	272	67	0	0	0	0	0	1	2361	38	4	4435	4293	942	255	
7201	"Pig iron and spiegeleisen, in pigs, blocks or other primary forms"	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0		57933	77267	17393	9903	8920	9749	15329	23271	170967	16436	29156	159802	98898	19837	16726	7322	11887		22448	40738	49682	88572	120293	119362	317312	468674	227954	253575	598263	623942	414088	391691	342938	274005	361045	
7401	"Copper mattes; cement copper "precipitated copper""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	5	13	4	686	2073	2661	5066	3604	5343	6070	3917	2975	2850	1694	2243	3457		33	0	83	59	0	21	0	1	0	0	0	0	16	2	7324	13	30	
7504	"Powders and flakes, of nickel (excluding nickel oxide sinters)"	52	0	0	0	0	1	3	6	10	0	0	0	0	0	0	0	0		24602	26242	33154	50846	47992	55046	84160	59365	61543	99888	94689	106394	102649	104439	97462	91897	107149		596	594	837	1413	1883	2965	3949	4249	2135	3126	4089	3127	3588	2901	3558	2555	3009	
7801	"Unwrought lead :"	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0		2243	8984	7444	12821	11136	15347	76179	84078	127753	133172	127470	71851	52244	25502	21455	27600	14174		22970	34578	42559	65444	78966	108398	232926	199954	142249	173209	223309	223398	216807	244590	202328	211794	304375	
7906	"Zinc tubes, pipes and tube or pipe fittings "e.g., couplings, elbows, sleeves""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		94	106	102	103	137	399	0	0	0	0	0	0	0	0	0	0	0		18	14	15	38	145	227	0	0	0	0	0	0	0	0	0	0	0	
8434	"Milking machines and dairy machinery (excluding refrigerating or heat treatment equipment, ..."	0	0	0	0	0	0	0	0	0	0	0	0	1371	0	1	2	0		939	1027	1427	1456	1741	1733	1421	2671	1341	2195	3072	3247	2294	1377	722	767	714		3806	3838	6140	9618	14304	11230	24563	21453	11312	27888	44857	35811	28183	49852	21474	23282	13229	
8524	"Records, tapes and other recorded media for sound or other similarly recorded phenomena, incl. ..."	391	1226	721	548	2072	1742	0	0	0	0	0	0	0	0	0	0	0		345716	371469	414178	510096	595630	497593	0	0	0	0	0	0	0	0	0	0	0		141296	100128	132400	128662	236238	200487	0	0	0	0	0	0	0	0	0	0	0	
8606	"Railway or tramway goods vans and wagons (excluding self-propelled and luggage vans and post ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		241	2448	5586	3982	375	2313	385	961	423	158	62	1471	2036	758	1185	308	1155		1458	333	2259	9372	13924	30740	12535	11789	6110	5904	19189	5187	7610	30301	3068	4415	1442	
9107	"Time switches with clock or watch movement or with synchronous motor"	118	102	32	17	48	15	13	24	1	1	2	3	2	1	2	5	0		18099	14252	13004	13439	11620	10863	8609	9079	7618	7033	7802	5610	4730	3938	3787	3234	3669		9066	11777	15141	18723	19107	16317	13773	14180	12205	13142	18224	17893	18345	19221	16440	15065	21659	
0206	"Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		725	54	87	57	19	139	518	1364	2580	1041	1196	1152	1838	1610	1442	1711	2579		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0208	"Meat and edible offal of rabbits, hares, pigeons and other animals, fresh, chilled or frozen ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	152	0	0	3	0	25	0	0	0	0	15	0	0	0	0		0	0	66	183	8	38	0	117	19	54	165	0	62	0	0	0	1	
0307	"Molluscs, fit for human consumption, even smoked, whether in shell or not, live, fresh, chilled, ..."	0	64	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0		108062	131362	177732	143197	174717	155859	213755	271315	272068	326240	408821	346742	487554	484694	543911	571691	471040		1050	1960	2673	2707	3781	2792	3382	5329	3858	5183	14415	17312	15066	14728	18224	14763	15587	
0406	"Cheese and curd"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0		994	1253	1881	2136	2585	2998	3378	3305	3720	3461	3591	3799	4809	5628	6844	8824	9377		6394	8665	9137	16517	20034	16454	27112	18920	27748	26541	27911	34855	42072	45746	43342	37148	37578	
0408	"Birds' eggs, not in shell, and egg yolks, fresh, dried, cooked by steaming or by boiling in ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1168	1095	1028	1206	1155	692	669	809	572	547	483	619	729	713	1679	1065	1475		544	407	142	350	260	369	266	596	805	844	610	435	448	444	369	231	280	
0409	"Natural honey"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		166	376	291	32	352	318	766	433	272	156	583	459	479	433	429	539	272		466	690	1212	639	521	126	215	4002	113	2	0	1	0	68	2	6	3	
0703	"Onions, shallots, garlic, leeks and other alliaceous vegetables, fresh or chilled"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		380	703	281	105	1337	867	858	919	580	38	26	75	164	130	5054	8380	4090		167	911	1441	189	56	1629	4343	6730	2124	4276	10516	4634	6796	6627	8615	8065	1365	
0803	"Bananas, incl. plantains, fresh or dried"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		42	86	27	7	9	10	272	12	8	3	7	23	16	11	0	0	0		16490	25622	36350	43250	61597	75220	100749	104829	84358	95349	110436	110391	115317	102537	108339	103121	102683	
0811	"Fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not ..."	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0		345	117	57	50	51	57	61	55	204	384	233	15	89	35	38	82	71		126	77	213	372	588	421	1336	2549	1085	2302	4068	3613	2800	5358	7491	7400	6844	
0814	"Peel of citrus fruit or melons, incl. watermelons, fresh, frozen, dried or provisionally preserved ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		23	82	61	5	34	50	132	133	56	189	391	822	187	277	262	430	398		0	0	40	17	30	0	26	52	7	15	48	9	21	13	51	6	198	
0905	"Vanilla"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		94	426	534	504	131	194	182	80	133	165	15	24	6	2	44	2	3		8	0	1	0	19	45	45	53	29	41	95	165	141	243	318	181	180	
0906	"Cinnamon and cinnamon-tree flowers"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		24	0	0	4	27	26	33	35	0	0	0	0	0	0	0	0	0		163	297	300	377	255	530	500	413	581	1272	684	1061	1130	1732	1265	2083	3396	
0909	"Seeds of anis, badian, fennel, coriander, cumin or caraway; juniper berries"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	48	86	77	10	0	6	131	32	39	42	16	0	0	0	0		1367	599	553	875	3008	1296	2007	1720	1375	4337	2313	4449	3693	6391	7430	10632	11596	
0910	"Ginger, saffron, turmeric "curcuma", thyme, bay leaves, curry and other spices (excluding pepper ..."	0	4	56	0	0	3	0	5	0	0	0	0	0	0	15	0	0		5030	5544	6454	7035	7178	7342	6508	6559	8566	9810	9698	8614	7569	6961	6228	7302	7366		780	2055	1228	1026	1895	2094	6767	5120	4259	8005	5869	9297	10636	11660	14348	14494	16112	
1003	"Barley"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	7	0	3	0	0	3	11	6	3	0	0	14	40	43	60		6327	2435	15718	39814	10608	12850	13588	92092	27770	11933	13693	26706	85782	164189	48081	9807	72391	
1102	"Cereal flours (excluding wheat or meslin)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		256	519	375	656	766	709	847	1109	849	1054	766	450	520	312	693	893	723		4	5	3	6	7	21	134	99	88	99	58	61	107	41	117	160	120	
1202	"Groundnuts, whether or not shelled or broken (excluding roasted or otherwise cooked)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		581	211	102	87	105	153	91	10	41	132	118	25	22	23	15	52	8		401	34	237	3578	24948	2236	20150	21448	4099	11302	20005	21976	10807	16309	58711	21485	23405	
1207	"Other oil seeds and oleaginous fruits, whether or not broken (excluding edible nuts, olives, ..."	0	0	0	0	0	0	0	0	0	0	0	97	0	12	135	262	0		536	380	433	568	737	771	1311	1879	1500	1201	702	1522	1398	1254	3298	1938	2112		22547	41531	44719	79728	88781	80584	95344	130380	131269	147405	142373	170941	226534	283975	275745	288877	299325	
1507	"Soya-bean oil and its fractions, whether or not refined (excluding chemically modified)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1132	313	324	479	396	315	372	537	533	2713	663	775	790	749	2860	834	669		56213	71738	72670	47590	105484	124146	37372	25738	10484	7339	3349	1097	7053	6165	106	63	94	
1512	"Sunflower-seed, safflower or cotton-seed oil and fractions thereof, whether or not refined, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0		106	216	3234	1325	246	373	503	266	644	1516	1097	717	494	631	203	302	200		63077	51745	54047	50576	138411	241095	140088	650122	471843	273625	629466	988450	918712	1201108	1101296	1015561	661061	
1513	"Coconut "copra", palm kernel or babassu oil and fractions thereof, whether or not refined, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0		183	276	121	104	125	121	104	149	197	169	360	129	231	202	238	360	223		23424	33473	41766	67206	75412	75156	92471	141968	102130	125685	191343	128825	107383	136816	104347	105375	127559	
1520	"Glycerol, crude; glycerol waters and glycerol lyes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		388	402	556	767	435	438	470	475	803	528	765	670	831	877	890	880	1158		70	42	60	72	117	37	1843	4640	987	1365	2166	2690	1553	3326	2919	5169	5300	
1701	"Cane or beet sugar and chemically pure sucrose, in solid form"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0		1191	1297	1452	1654	1819	1813	3894	1913	2015	2265	2494	2569	1983	1958	2302	2653	2554		551	919	746	789	2762	5436	3996	4408	4844	4919	5524	6075	9390	4536	76606	153378	120315	
1703	"Molasses resulting from the extraction or refining of sugar"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		68	65	61	148	90	77	57	145	532	1463	626	84	82	87	58	100	37		620	7895	8753	16664	22720	14826	29251	41017	20314	16996	18815	55866	55198	75411	39310	46240	40545	
1802	"Cocoa shells, husks, skins and other cocoa waste"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	11	0	0	0	0	0	4	0	0		0	5	56	425	309	319	0	0	0	0	0	0	0	2	296	6	78	
1805	"Cocoa powder, not containing added sugar or other sweetening matter"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		447	134	847	1736	2074	2313	3385	3518	3414	2652	1664	1424	1290	903	803	683	1010		5133	10983	20024	21496	13292	14111	19526	20460	26480	45856	71773	58329	64021	50481	49245	45678	57727	
2207	"Undenatured ethyl alcohol of an alcoholic strength of >= 80%; ethyl alcohol and other spirits, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1652	1850	837	1343	7152	1715	1764	1738	6995	5783	5898	2059	1374	2103	1250	1067	1001		63	96	2960	17978	28116	33827	41356	46744	48764	56824	61684	62262	67921	73227	63074	58716	64508	
2302	"Bran, sharps and other residues, whether or not in the form of pellets, derived from the sifting, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		163	40	76	305	54	347	206	389	1946	2774	2013	1431	3191	1300	1750	1202	1389		3041	13565	29884	97540	50321	36266	58704	73377	42980	73353	121567	147353	192561	224758	212622	241271	320035	
2305	"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	
2529	"Feldspar; leucite, nepheline and nepheline syenite; fluorspar"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		606	831	999	1109	2121	1059	1196	1497	1580	1957	2685	2521	2138	1916	1610	1048	729		4031	2410	4268	8257	8256	9126	12038	13566	13085	15284	18280	24045	23454	22643	23297	19777	22842	
2606	"Aluminium ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		228	146	230	367	265	2	47	1370	29	107	32	0	0	0	0	0	0		3509	4383	5253	6716	9682	8347	12865	19429	7092	14710	16980	13337	15976	14307	10371	9831	16980	
2609	"Tin ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	5	0	0	0	2	9	0	5	0	13	171	879	256	0	0	0		0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	6	0	
2701	"Coal; briquettes, ovoids and similar solid fuels manufactured from coal"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		775	401	351	545	1243	856	1051	1680	1171	1966	2290	2388	1458	637	735	1022	1102		297355	678154	926362	1217531	1573086	1971979	2560462	1253441	1127003	1148499	1274731	1134598	899664	826365	2956530	2627918	3899058	
2814	"Ammonia, anhydrous or in aqueous solution"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		6276	8669	11054	14420	16716	13991	15679	16765	13134	12201	11516	8045	5782	4048	3443	4454	4601		62586	71647	105600	151351	120129	176131	223654	338732	230041	304874	331546	316023	349205	292944	240364	167627	223601	
2826	"Fluorides; fluorosilicates, fluoroaluminates and other complex fluorine salts (excluding inorganic ..."	0	0	1	0	11	17	12	88	33	118	22	0	0	0	0	2	0		41359	51505	58498	70324	71774	82693	99036	140257	98029	134192	128636	107542	74814	68869	71277	100641	113554		2470	7563	4401	3403	5540	6604	8603	9019	3018	7846	7560	7707	8212	8157	9384	5926	6786	
2834	"Nitrites; nitrates"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0		5428	5796	6718	7989	10386	11055	11777	13552	9214	11909	9942	14083	8564	8652	8304	7431	9700		2874	7115	7526	9276	16179	20734	20078	28771	25671	40256	43563	42645	33403	44038	35408	37537	33719	
2838	"Fulminates, cyanates and thiocyanates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2968	1497	1611	2265	1909	1874	0	0	0	0	0	0	0	0	0	0	0		119	146	197	185	228	258	0	0	0	0	0	0	0	0	0	0	0	
2851	"Inorganic compounds, incl. distilled or conductivity water and water of similar purity, n.e.s.; ..."	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0		19459	16771	13988	13852	17351	22969	0	0	0	0	0	0	0	0	0	0	0		493	830	1582	949	644	587	0	0	0	0	0	0	0	0	0	0	0	
2913	"Halogenated, sulphonated, nitrated or nitrosated derivatives of cyclic polymers of aldehydes ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		10054	11361	8743	18286	18583	17134	19688	16187	15570	12397	15330	12032	11011	12151	9495	12212	9204		1286	849	1571	128	176	125	105	228	193	84	180	121	289	171	227	200	157	
3003	"Medicaments consisting of two or more constituents mixed together for therapeutic or prophylactic ..."	6918	3852	1834	1889	199	506	0	3	927	2459	1489	1735	0	0	149	72	0		295089	224652	335688	297286	268185	255398	314434	335185	296446	256297	309887	299955	265632	216285	164785	231629	263464		70544	76841	95904	112064	121678	126553	128048	127637	125634	120351	131678	109164	98767	97176	102835	108719	119223	
4105	"Tanned or crust skins of sheep or lambs, without wool on, whether or not split (excluding further ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2628	299	224	185	152	62	248	158	123	238	92	91	176	157	135	153	98		79817	13157	11032	9016	5531	4766	12321	17151	9651	21329	31522	24322	28101	29045	27358	13361	11860	
4107	"Leather further prepared after tanning or crusting "incl. parchment-dressed leather", of bovine ..."	0	4	0	11	62	0	0	0	0	2	3	4	7	13	0	2	0		13658	58906	69147	81680	83706	93372	99128	105933	89969	101642	113967	115988	91693	84965	71136	69890	68400		8546	51932	63095	62185	65532	73034	78547	75349	54047	69606	87698	85574	93658	75777	59399	49998	61987	
4112	"Leather further prepared after tanning or crusting "incl. parchment-dressed leather", of sheep ..."	0	4	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0		0	1923	1729	2857	2607	2348	2615	2869	2055	2710	1902	2179	1680	1397	1052	1309	1162		0	69417	61720	70588	64905	81217	95484	94799	60471	73350	71798	61953	64714	57367	33173	25073	22244	
4408	"Sheets for veneering, incl. those obtained by slicing laminated wood, for plywood or for other ..."	0	0	0	5	0	0	0	0	26	45	4	0	2	16	0	0	0		10330	10354	10825	10535	13036	10586	10936	10347	8279	7693	6847	7340	6235	5849	5011	3807	4164		2597	5192	7632	12377	13144	15999	26086	32532	20291	27867	38303	39409	41153	47666	48648	41430	48752	
4419	"Tableware and kitchenware, of wood (excluding interior fittings, ornaments, cooperage products, ..."	2	1	0	0	0	0	0	2	4	1	1	6	5	9	5	1	0		5034	4561	4358	5110	4613	4160	5002	5761	4501	5717	4850	5538	4581	5627	6160	7055	7068		843	604	991	2126	1942	2010	3570	4759	4700	6461	8525	7360	11572	12923	17185	17156	11436	
4815	"Floor coverings on a base of paper or paperboard, whether or not cut to size (excluding similar ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		56	40	6	9	7	2	0	0	0	0	0	0	0	0	0	0	0		3	312	9	14	10	10	0	0	0	0	0	0	0	0	0	0	0	
5106	"Carded wool yarn (excluding that put up for retail sale)"	0	0	4	3	0	0	8	18	0	0	0	0	0	0	0	0	0		4133	4671	5411	4288	4209	5439	3605	2530	2133	2044	2238	2721	1945	1465	1879	2710	2380		8290	12546	15820	15853	14088	13054	14301	15268	12313	10928	14765	12676	14167	15162	10877	9348	9801	
5304	"Sisal and other textile fibres of the genus Agave, raw or processed, but not spun; tow and ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0		233	282	269	524	259	387	0	0	0	0	0	0	0	0	0	0	0	
5505	"Waste of man-made staple fibres, incl. noils, yarn waste and garnetted stock"	0	0	0	0	0	0	0	0	0	0	163	78	0	0	0	0	0		6934	9647	11008	14617	15704	13208	13943	17036	11168	16480	21466	19197	15920	16157	14590	14375	14897		2327	4852	8986	9932	11494	9326	13815	11082	5740	9220	11160	6724	4988	5770	4518	5631	9535	
6113	"Garments, knitted or crocheted, rubberised or impregnated, coated or covered with plastics ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		455	462	972	367	282	454	812	521	187	231	177	164	158	415	319	302	286		183	160	427	642	663	763	961	1372	1533	2057	2737	2389	3717	4594	4868	5537	4919	
6503	"Felt hats and other felt headgear, made from the hat bodies, hoods or plateaux of heading 6501, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		18	9	47	20	22	27	0	0	0	0	0	0	0	0	0	0	0		28	32	57	99	337	212	0	0	0	0	0	0	0	0	0	0	0	
6213	"Handkerchiefs, of which no side exceeds 60 cm (excluding knitted or crocheted)"	0	0	0	3	0	0	0	0	0	0	0	2	0	2	0	0	0		1758	1589	1955	2915	2426	1644	1731	2249	1752	2003	2567	1928	1495	1433	1277	1518	1246		34	33	122	129	279	766	1267	1210	859	902	1075	508	615	812	731	702	788	
7204	"Ferrous waste and scrap; remelting scrap ingots of iron or steel (excluding slag, scale and ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0		700097	735114	1039693	1871767	2169057	2690152	3047883	3346969	3305231	3295682	3371150	4302763	3805222	3236177	2404429	2321776	2949015		477778	1018977	1855776	3013745	3143293	3911821	5591881	8961208	4240377	7122433	9767305	9418971	7511208	7150484	4288070	3962158	6138232	
7214	"Bars and rods, of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn ..."	0	9	0	0	0	0	15	0	0	0	0	0	3	0	0	0	0		214570	221090	365652	444494	459274	430425	478731	930792	468522	700610	687017	713563	592195	575131	587057	528237	552912		4587	6115	7577	19101	16310	21363	28610	53465	22214	61278	74466	38947	75100	54452	48843	33466	62833	
7313	"Barbed wire of iron or steel; twisted hoop or single flat wire, barbed or not, and loosely ..."	0	1	0	0	0	0	0	0	0	0	0	0	1	1	36	0	0		988	636	1099	731	596	546	317	1148	546	392	644	229	213	19	17	84	30		488	403	211	437	715	921	1846	1434	597	3832	1082	1387	852	1234	1181	508	346	
7416	"Copper springs (excluding clock and watch springs, spring washers and other lock washers)"	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0		4587	5077	4618	4594	6991	7305	0	0	0	0	0	0	0	0	0	0	0		87	70	116	102	60	58	0	0	0	0	0	0	0	0	0	0	0	
7417	"Cooking or heating apparatus of a kind used for domestic purposes, non-electric, and parts ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		472	486	465	197	131	77	0	0	0	0	0	0	0	0	0	0	0		27	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	
7601	"Unwrought aluminium"	0	0	0	9	0	0	45	0	0	17	0	0	0	0	0	0	0		24677	26210	42885	82600	73000	63589	75559	61294	55185	51777	49138	40125	43979	61287	53919	69526	76978		212092	291858	433354	599142	785431	1239573	1619895	1715744	1073850	1752178	2353232	2110921	2188966	2490682	2326951	1854285	2272962	
7905	"Zinc plates, sheets, strip and foil"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0		3464	3134	4084	3774	4037	6666	5902	5623	6598	10368	7180	7024	3134	15118	19399	29550	46482		4	43	140	537	491	1197	1336	1535	958	1949	2342	3209	8778	6692	5393	5203	7147	
8003	"Tin bars, rods, profiles and wire, n.e.s."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3426	6504	8392	14923	16584	24846	24232	31412	17521	32498	44169	35269	29782	27233	18624	21043	22963		182	470	808	1965	2264	2759	3577	2650	3058	2895	3106	3135	2988	3067	2408	1733	1531	
