Product code	Product label	Turkey's imports from Japan-Value in 2001	Turkey's imports from Japan-Value in 2002	Turkey's imports from Japan-Value in 2003	Turkey's imports from Japan-Value in 2004	Turkey's imports from Japan-Value in 2005	Turkey's imports from Japan-Value in 2006	Turkey's imports from Japan-Value in 2007	Turkey's imports from Japan-Value in 2008	Turkey's imports from Japan-Value in 2009	Turkey's imports from Japan-Value in 2010	Turkey's imports from Japan-Value in 2011	Turkey's imports from Japan-Value in 2012	Turkey's imports from Japan-Value in 2013	Turkey's imports from Japan-Value in 2014	Turkey's imports from Japan-Value in 2015	Turkey's imports from Japan-Value in 2016	Turkey's imports from Japan-Value in 2017	Japan's exports to world- 	Japan's exports to world-Value in 2001	Japan's exports to world-Value in 2002	Japan's exports to world-Value in 2003	Japan's exports to world-Value in 2004	Japan's exports to world-Value in 2005	Japan's exports to world-Value in 2006	Japan's exports to world-Value in 2007	Japan's exports to world-Value in 2008	Japan's exports to world-Value in 2009	Japan's exports to world-Value in 2010	Japan's exports to world-Value in 2011	Japan's exports to world-Value in 2012	Japan's exports to world-Value in 2013	Japan's exports to world-Value in 2014	Japan's exports to world-Value in 2015	Japan's exports to world-Value in 2016	Japan's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
8713	"Carriages for disabled persons, whether or not motorised or otherwise mechanically propelled ..."	0	4	2	1	0	3	16	0	0	0	0	2	0	0	0	13	1		2079	1591	3186	3500	4813	5416	6331	6177	5710	5647	4521	4697	3786	4314	5416	3089	2179		981	1206	1044	1697	3428	4471	7167	9084	4426	7157	9393	8441	13423	13520	13123	14742	17029	
7608	"Aluminium tubes and pipes (excluding hollow profiles)"	44	4	9	3	1	3	2	2	2	961	1182	1107	716	15	9	6	1		50544	59574	78641	80464	78812	84330	78941	79079	54612	86495	90266	90514	68676	64621	65744	61684	76708		5864	9670	13393	12262	9691	8070	17449	31330	18572	34638	53252	43479	41767	40540	35079	35928	41158	
7612	"Casks, drums, cans, boxes and similar containers, incl. rigid or collapsible tubular containers, ..."	0	3	0	0	0	1	1	6	4	2	0	1	4	0	1	2	1		7176	5947	14388	19731	15583	11624	16001	14976	19312	32103	31209	13588	9555	13119	15440	20600	26532		2359	4412	5125	7743	8824	11586	13844	20289	19728	35787	41085	42413	53937	54713	51604	45347	33526	
3201	"Tanning extracts of vegetable origin; tannins and their salts, ethers, esters and other derivatives"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1		835	781	1099	733	686	442	603	1218	1685	1232	1950	1385	2647	3478	2844	3039	1884		1926	2550	3297	4764	4533	5798	7116	8717	5165	7924	8348	8728	9483	8067	8733	9891	10205	
0508	"Coral and similar materials, shells of molluscs, crustaceans or echinoderms, cuttle-bone, powder ..."	0	0	0	0	0	0	1	0	0	43	0	0	0	0	0	0	1		5627	8931	10927	10066	10781	23941	16772	13655	17492	39160	50367	56066	57113	57916	65802	63866	51471		144	197	435	941	527	420	778	1079	354	934	376	482	443	741	482	552	370	
6210	"Garments made up of felt or nonwovens, whether or not impregnated, coated, covered or laminated; ..."	0	2	0	0	1	2	3	3	0	0	1	2	1	6	2	2	2		1172	1095	854	891	1265	1068	854	1068	1031	1478	1230	1653	1058	1556	1003	1897	1395		3156	1622	2528	4117	4876	6093	9963	11391	27459	49683	152858	172285	211565	214767	310271	425122	132326	
6001	"Pile fabrics, incl. "long pile" fabrics and terry fabrics, knitted or crocheted"	14	2	18	91	14	97	258	365	86	24	3	89	77	58	67	17	2		22852	27758	23533	27577	24783	26596	29829	26339	23574	25319	25581	29445	23109	20433	19612	18599	20540		10391	18618	29362	39330	35717	32138	35811	47366	48028	78946	159394	123210	168664	213834	197711	147784	167590	
3813	"Preparations and charges for fire-extinguishers; charged fire-extinguishing grenades (excluding ..."	0	0	0	0	0	0	0	0	0	0	1	7	81	3	12	8	2		1002	452	489	724	1474	1628	3572	3003	1224	2758	3452	4584	3365	2289	1682	2039	2318		1546	1731	1590	3276	3756	4834	4455	5138	4325	3378	5390	6980	6744	6989	6256	6008	4735	
2523	"Cement, incl. cement clinkers, whether or not coloured"	0	0	0	2	3	6	1	0	0	46	0	0	0	2	30	12	2		141193	148798	189410	216833	244132	269264	272189	343929	368352	335482	334268	365580	338493	361852	395713	391317	358425		8857	4053	8194	17087	36323	129502	94145	36658	6041	9629	7848	12502	13334	14358	17076	16526	11259	
8404	"Auxiliary plant for use with boilers of heading 8402 or 8403, e.g. economizers, superheaters, ..."	4493	27824	4889	37	93	8	2	9	11	133	2	5	0	0	1	0	2		42432	42870	40612	68409	108471	61532	55418	93333	113020	198417	59267	162509	61554	161084	107216	65707	113616		73893	81028	29742	15935	27298	24665	34771	29691	28360	11351	82660	59790	125460	24168	47110	106370	13515	
8453	"Machinery for preparing, tanning or working hides, skins or leather or for making or repairing ..."	1	0	3	0	0	20	0	0	0	32	0	57	4	17	0	649	2		1302	1574	1144	1942	1343	1263	1545	685	945	1881	1232	1081	985	1205	1277	927	2431		7438	73196	25321	27288	28760	26648	31448	23588	13475	20827	29638	29853	31016	24090	21662	19937	16127	
1401	"Vegetable materials of a kind used primarily for plaiting, e.g. bamboos, rattans, reeds, rushes, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2		355	165	188	292	190	272	163	126	150	139	163	130	89	93	99	146	173		101	118	171	317	417	494	689	846	822	869	1035	868	1357	1728	1552	1356	1678	
2505	"Natural sands of all kinds, whether or not coloured (excluding gold- and platinum-bearing sands, ..."	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	7	2		2852	2857	3316	5173	5528	6233	4285	4922	2929	4728	5686	6586	3787	4201	1993	2164	1980		3990	5012	5993	6473	8431	9491	12065	18830	12729	13615	20168	16801	25472	33403	27532	33936	37260	
6112	"Track-suits, ski-suits and swimwear, knitted or crocheted"	1	0	0	0	0	1	2	1	2	0	0	0	0	0	3	2	2		2500	3145	3143	3019	3088	2007	2587	2429	2546	1876	1448	2038	1373	1167	1610	2321	1849		2859	1898	3853	7650	6621	8405	11048	16039	17947	24017	29686	24536	28216	30907	28904	31650	29170	
6114	"Special garments for professional, sporting or other purposes, n.e.s., knitted or crocheted"	0	0	0	0	0	4	1	2	2	0	4	1	1	0	1	1	2		384	435	647	805	1228	1610	1656	2981	3339	3051	3859	3606	2386	2808	2543	2874	3009		1815	1181	2418	3853	7906	10110	12575	15162	11502	13598	9228	6197	6621	6684	7887	8982	10867	
6201	"Men's or boys' overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, ..."	1	3	15	0	3	3	17	16	4	15	4	5	14	25	18	15	2		4167	4661	5303	5037	4648	5936	7006	8919	9237	10310	12574	11184	10975	9986	10875	11125	12000		9535	13799	24548	39689	41033	55343	89635	118001	119968	160945	177954	137267	157635	171780	158415	111651	146628	
7321	"Stoves, ranges, grates, cookers, incl. those with subsidiary boilers for central heating, barbecues, ..."	1	0	29	48	2	172	170	95	98	78	15	58	66	2	0	0	2		104467	88305	106535	117043	119957	106322	101521	123863	131801	166351	170199	149600	125128	108384	88087	94806	91121		5250	7228	11302	17356	22576	29515	40436	51423	31526	40565	57008	48258	54477	60915	54411	49225	48235	
7010	"Carboys, bottles, flasks, jars, pots, phials, ampoules and other containers, of glass, of a ..."	1	0	2	6	0	4	6	5	2	83	8	2	10	4	7	8	2		16330	13782	16016	22905	22844	19287	25311	25100	22926	30272	35703	35567	33410	35995	37546	42638	48512		12340	16363	26617	35335	51397	53110	58046	47821	40931	69041	63275	59692	126320	132596	76464	61358	59701	
6214	"Shawls, scarves, mufflers, mantillas, veils and similar articles (excluding knitted or crocheted)"	7	1	5	78	2	3	6	35	7	2	12	11	6	5	3	15	2		10755	10462	8677	8017	8120	7052	7126	9114	9363	9764	12229	15312	13553	12278	9407	6782	5930		3596	4440	6858	12253	14591	16081	21079	36257	32695	42839	51552	45230	51521	56333	56067	39745	26361	
6304	"Articles for interior furnishing, of all types of textile materials (excluding blankets and ..."	2	2	0	2	1	2	5	15	38	14	43	18	124	126	59	16	2		976	1197	2180	4028	1632	702	827	837	615	510	943	758	525	671	763	696	332		1380	1529	1436	3775	8284	12370	21797	26938	20152	20360	20988	17037	15938	36368	53178	58656	49468	
8465	"Machine tools, incl. machines for nailing, stapling, glueing or otherwise assembling, for working ..."	108	485	249	502	768	1151	2406	2510	401	362	413	0	0	0	1	6	2		234259	255385	344745	513033	455912	517395	543636	459362	175224	419145	335933	238145	189345	152276	132535	141056	108715		23583	32689	71177	100824	101878	148257	123752	186109	78288	91880	187647	121555	138913	147773	96680	74608	67730	
2920	"Esters of other inorganic acids of non-metals and their salts; their halogenated, sulphonated, ..."	3	14	6	118	10	59	74	133	53	32	35	24	72	32	15	7	2		44597	44667	44988	60800	56455	58484	56819	57146	47037	54055	59294	94833	91594	87947	105252	105947	132290		3746	4287	4346	5862	5401	6668	8279	11113	6411	8075	9501	9074	8052	8940	8354	8278	9941	
5609	"Articles of yarn, strip or the like of heading 5404 or 5405, or of twine, cordage, ropes or ..."	0	0	0	0	0	10	1	4	0	0	1	1	1	3	0	0	2		1386	1994	2748	2586	3071	2226	2203	1754	1979	3102	4548	4214	5000	4315	4586	5469	9185		372	394	506	701	837	1341	1890	1906	1576	1828	2064	2188	2753	2203	2039	2097	2898	
4904	"Music, printed or in manuscript, whether or not bound or illustrated"	0	0	0	0	0	0	0	0	0	1	0	0	0	4	4	4	2		922	1063	1168	1335	1112	934	1026	1489	1976	2571	2928	2515	2090	2439	1491	2623	9426		24	23	25	32	49	59	124	53	47	17	60	23	72	42	75	194	152	
6306	"Tarpaulins, awnings and sunblinds; tents; sails for boats, sailboards or landcraft; camping ..."	0	0	0	0	0	4	10	5	9	7	10	2	8	4	2	7	2		2016	655	1008	906	2430	2054	4567	26015	64450	30515	2743	2732	1463	1923	2398	2074	3240		7805	4052	4040	3184	5351	6365	10128	10480	6846	7028	15046	20930	10397	9720	6763	19990	8200	
4805	"Other paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular ..."	2	0	24	58	8	2	1	0	1	25	6	60	1	3	0	0	2		106071	98366	84841	100184	102340	119192	118673	143130	99367	149251	155404	148230	183133	246751	230814	267958	352331		31520	55756	94708	113784	131785	192605	248649	212942	170742	257900	308474	258152	284332	279278	209026	204214	236116	
6209	"Babies' garments and clothing accessories of textile materials (excluding knitted or crocheted ..."	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2		399	335	392	279	312	221	356	598	465	350	684	284	210	281	523	1292	1199		992	2995	1143	1525	2903	3668	6322	8774	13130	15131	19701	14351	19477	20614	21388	23509	16497	
7006	"Sheets or profiles of glass, whether or not having an absorbent, reflecting or non-reflecting ..."	0	0	0	7	1184	4459	6238	4375	83	1	123	112	0	1	8	0	2		200090	246455	506256	865770	903469	360468	477551	377330	505507	693782	825290	769090	550975	494040	398345	486986	497442		2454	4050	6279	9224	13480	14942	16838	19399	16295	19005	23127	22478	22933	25694	21778	25445	32403	
6303	"Curtains, incl. drapes, and interior blinds; curtain or bed valances of all types of textile ..."	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	2		717	775	1106	530	866	1181	1615	1733	947	1152	1417	3637	1372	1532	1710	1482	2884		2074	1358	2451	2258	4788	6012	6968	5931	10434	9954	14516	10124	9450	12070	11575	8939	9342	
4412	"Plywood, veneered panel and similar laminated wood (excluding sheets of compressed wood, cellular ..."	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2		7972	8957	11194	8135	6747	7476	6477	6424	5457	6451	7084	8781	10549	12822	24990	45484	56338		8391	12209	21919	39863	65268	90672	110367	126214	69863	179878	272389	298861	325750	335490	311830	310815	269012	
6802	"Monumental or building stone, natural (excluding slate), worked, and articles; mosaic cubes ..."	0	0	12	0	62	0	0	1	0	2	0	3	0	0	2	1	2		1741	1251	1736	2081	1953	1877	3701	5917	2770	2966	1779	3436	6194	7097	4537	7996	8959		14693	14812	18971	28390	63283	115147	127758	144888	139139	168472	209023	187049	235329	230479	200872	197877	172203	
9617	"Vacuum flasks and other vacuum vessels, and parts thereof (excluding glass inners)"	45	2	13	12	18	14	12	267	8	36	0	0	0	15	0	12	3		49790	47243	45465	45350	45837	40878	47001	53600	42116	48785	48586	52810	45454	53574	49956	64770	50092		1893	2466	4442	5528	4838	6688	8493	9075	5206	8156	14520	14086	17043	13986	17024	18238	19420	
7216	"Angles, shapes and sections of iron or non-alloy steel, n.e.s."	7	122	0	0	28	1	0	0	125	0	0	474	0	0	127	0	3		233360	284174	339872	452980	443227	504555	723040	1077833	539291	645344	734250	708932	691352	612027	563387	353349	351449		25720	49285	56038	124418	181310	245124	442948	317772	152648	209524	335934	363192	376086	252735	256389	251841	178180	
2843	"Colloidal precious metals; inorganic or organic compounds of precious metals, whether or not ..."	50	18	121	128	131	148	333	4	30	19	0	0	0	0	7	0	3		124934	103746	142199	242530	233136	288686	432947	551705	338767	475866	565325	498556	417333	426494	354818	382637	490588		1848	2083	1927	3057	3590	6312	7082	7968	5213	7999	7919	10635	10215	9600	9701	19290	19817	
6504	"Hats and other headgear, plaited or made by assembling strips of any material, whether or not ..."	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3		73	140	88	78	96	260	125	171	88	126	131	74	85	100	126	270	354		315	348	632	454	386	598	515	696	430	1164	1494	1663	2598	1788	2363	2746	3352	
6105	"Men's or boys' shirts, knitted or crocheted (excluding nightshirts, T-shirts, singlets and ..."	0	0	0	0	2	0	0	3	0	4	0	5	7	5	6	3	3		7873	13211	11711	15188	16138	13325	16162	21471	16047	21186	21119	18672	13403	12506	11842	12951	9968		1968	1388	3010	2641	3276	6941	9896	24316	31549	40991	47105	33058	35683	39541	42633	26865	26806	
1905	"Bread, pastry, cakes, biscuits and other bakers' wares, whether or not containing cocoa; communion ..."	19	0	4	8	11	22	0	0	0	80	0	0	7	3	11	9	3		82687	79138	83996	93370	108762	113792	133209	161155	152689	183226	180154	208284	218306	251601	280654	330201	312955		5757	5909	7231	13468	15440	18745	24265	36591	39198	48554	56400	63101	75091	60175	61465	63257	64569	
2102	"Yeasts, active or inactive; other dead single-cell micro-organisms, prepared baking powders ..."	0	0	0	0	0	1	40	0	0	0	0	0	0	0	0	0	3		14194	17500	19662	24892	23141	19425	20470	20699	20337	20255	19211	18256	15080	14939	13509	14990	14006		2581	2722	3547	3751	4510	5634	7266	7069	5560	8592	11485	12044	12702	14094	18206	18838	20752	
4407	"Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, ..."	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	3		7381	10422	11770	13893	12626	11239	15537	25361	22815	31401	32310	30354	27845	30157	27006	34576	48024		21539	25839	27641	46722	66032	99675	113248	159720	99440	132290	210967	222298	238438	278957	281418	236491	240147	
7418	"Table, kitchen or other household articles, sanitary ware, and parts thereof, of copper; pot ..."	0	2	0	0	0	0	0	0	0	3	0	0	0	0	2	1	3		1074	1454	1484	1455	1902	2175	2130	1921	2074	2324	2699	3981	4767	3932	3475	3294	3083		269	525	548	515	919	629	2101	2327	1856	2470	5056	4101	6018	6660	6640	5095	5036	
2836	"Carbonates; peroxocarbonates "percarbonates"; commercial ammonium carbonate containing ammonium ..."	0	0	1	0	0	33	92	129	44	46	4	3	4	0	0	3	3		37897	41353	45679	48519	48691	50521	61234	65092	53848	71761	67709	71574	60628	58900	55229	63045	65832		33939	49656	60614	70041	72120	78210	107272	130329	128949	114124	116652	112055	106731	114331	84445	97739	76997	
5803	"Gauze (excluding narrow woven fabrics of heading 5806)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3		8544	9211	8778	10351	9325	9522	9361	11419	10232	10228	11882	13086	13289	14086	14319	13918	13274		123	76	76	90	148	64	122	431	167	273	330	265	467	32	78	47	34	
1212	"Locust beans, seaweeds and other algae, sugar beet and sugar cane, fresh, chilled, frozen or ..."	13	33	2	0	11	0	23	0	0	0	17	0	0	0	8	12	3		14651	16548	16255	21304	23153	18480	20599	26687	25015	24990	22789	21267	19694	20626	29784	34311	34895		2081	3547	3910	3211	2540	4494	2380	1632	2040	1995	3571	6940	4938	8437	11613	7987	23950	
9620	"Monopods, bipods, tripods and similar articles"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2414		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4257	
2906	"Cyclic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives"	27	24	0	0	5	9	12	10	18	47	24	93	468	75	2	0	3		40078	40655	69183	99569	104738	122600	179293	181240	144761	176309	226607	243738	274815	247547	201917	163293	166860		1781	2571	3165	3327	3260	4325	5753	6739	3937	6999	9883	11111	12441	11911	10168	11039	12552	
6905	"Roofing tiles, chimney pots, cowls, chimney liners, architectural ornaments and other ceramic ..."	0	0	0	0	0	10	0	0	0	0	0	0	0	0	15	0	3		8572	7483	10711	13854	16072	16403	11383	13552	8352	12800	13696	12649	12975	10718	9817	10071	10150		51	118	274	600	867	1112	1540	1656	991	787	1148	751	1481	1057	1521	705	473	
9008	"Image projectors, and photographic enlargers and reducers (excluding cinematographic)"	130	143	83	40	48	30	108	16	30	34	14	0	0	0	2	0	3		96951	78454	70138	53251	50299	34154	25353	22313	11715	12302	7194	10647	6387	5097	2727	2669	3238		2488	2784	3376	1237	1570	908	1242	1192	174	195	302	164	196	119	77	47	106	
7103	"Precious stones and semi-precious stones, whether or not worked or graded, but not strung, ..."	0	0	0	0	0	0	0	0	0	0	0	1	32	6	1	0	4		2692	3877	5971	8589	4267	5715	6982	7896	2658	4677	5135	5504	15207	58580	9425	10149	10968		709	803	819	2879	1763	965	1249	2451	1362	2753	2116	2007	1457	1514	1593	2282	2484	
6505	"Hats and other headgear, knitted or crocheted, or made up from lace, felt or other textile ..."	1	2	2	11	3	4	17	5	1	6	1	3	3	11	5	4	4		2102	2420	2780	2811	2991	3200	3492	3906	3311	3777	4729	3926	3298	4267	3788	4400	4441		2413	2685	4420	6181	11725	17836	22748	25573	22240	31435	39080	33442	37657	35411	36785	34874	29870	
1521	"Vegetable waxes, beeswax, other insect waxes and spermaceti, whether or not refined or coloured ..."	0	0	0	0	0	0	0	0	0	2	3	5	28	5	11	4	4		5222	4863	4834	5755	5856	5914	6914	8068	7163	10517	10876	12567	10187	10583	9168	9336	8045		355	400	510	979	1286	1795	1565	1534	2238	5488	4847	3046	2195	3270	2420	1650	2487	
7605	"Aluminium wire (excluding stranded wire, cables, plaited bands and the like and other articles ..."	0	28	0	16	122	163	20	9	2	11	199	120	80	183	67	4	4		28891	31535	34650	42635	32352	47066	48803	54263	30597	51515	51143	47677	39084	45634	40789	34043	38481		6492	7540	9574	15513	20571	17118	21901	43380	21247	36645	47189	58331	71526	64337	46675	47327	90798	
2504	"Natural graphite"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	16	4		10060	9981	11624	13141	12358	16560	23359	30855	17936	39223	40482	20019	18053	19002	18341	15166	13615		2526	2636	2726	3904	5255	4499	5531	9110	4864	8361	18038	11268	12422	8578	8302	8825	11331	
6103	"Men's or boys' suits, ensembles, jackets, blazers, trousers, bib and brace overalls, breeches ..."	0	0	0	0	0	0	1	1	2	0	6	0	4	2	2	5	4		784	923	775	836	1455	1669	2002	1304	749	1050	2943	1841	1999	1920	3132	4435	5509		2688	1707	2802	3217	4228	5773	8184	14545	13705	24437	23809	22276	30541	34391	35799	41947	44759	
8508	"Vacuum cleaners, incl. dry cleaners and wet vacuum cleaners"	1600	0	0	0	0	0	2	9	1	2	4	2	3	11	5	2	4		447942	0	0	0	0	0	32892	38329	30218	39212	41007	25533	21987	25807	25610	26202	27546		21252	0	0	0	0	0	93762	103299	80039	102493	136810	134031	194837	195886	155434	110218	136919	
8214	"Articles of cutlery, n.e.s., e.g. hair clippers, butchers' or kitchen cleavers, choppers and ..."	1	3	0	2	8	6	10	3	5	8	3	5	8	4	11	2	5		8720	7805	7840	7928	8309	10733	12930	14182	10091	12416	13599	11227	11199	9267	9364	10620	10416		1530	1802	2092	2945	3580	3991	5065	5341	3800	5356	6521	7140	7526	8452	7642	7971	8162	
2707	"Oils and other products of the distillation of high temperature coal tar; similar products ..."	0	0	0	0	0	0	0	1	0	0	34	0	4	0	0	4	5		85742	98267	169829	245191	282528	478978	693865	909670	514077	655035	898877	855046	1195657	1762077	1343589	1375004	1739477		2242	2576	4424	8709	12857	14254	9583	13628	8095	14008	40175	23169	45892	74323	84949	47406	54360	
0301	"Live fish"	0	0	0	0	0	0	0	0	0	6	16	0	0	0	0	0	5		28941	35635	45083	49880	58302	72227	77880	79105	68253	69421	72253	65959	53979	59151	53889	67518	70466		222	354	458	3167	16503	20573	14742	18739	10105	4486	7942	8150	11976	15733	20462	8649	12697	
8306	"Bells, gongs and the like, non-electric, of base metal (excluding musical instruments); statuettes ..."	3	12	1	2	4	2	3	3	5	6	5	4	7	3	12	11	5		5593	4010	3658	4470	5581	4776	5106	6247	6093	7971	8785	7871	7561	9597	7699	7313	6842		1615	1975	2227	2912	4068	4904	5858	7800	5045	9434	13409	11663	14998	14476	13352	12037	9471	
2001	"Vegetables, fruit, nuts and other edible parts of plants, prepared or preserved by vinegar ..."	9	9	0	0	4	3	22	0	0	2	0	0	0	0	0	0	5		2661	2041	2410	3409	4062	3894	3907	4691	4284	4808	3921	3363	2851	2487	2762	3106	3120		233	255	264	451	505	271	607	1249	957	487	795	468	560	867	591	575	703	
8112	"Beryllium, chromium, germanium, vanadium, gallium, hafnium "celtium", indium, niobium "columbium", ..."	2	0	0	6	0	11	0	5	13	0	0	21	4	0	0	1	5		38897	40577	54426	101593	213811	260034	141246	119045	46866	75798	78998	79428	81607	91121	61625	42105	54222		249	277	566	1058	982	1295	1597	4349	4624	1746	2628	2298	2612	3145	3879	4433	4030	
8607	"Parts of railway or tramway locomotives or rolling stock, n.e.s."	0	0	0	5	0	0	3	9	601	1606	57	543	0	150	0	288	5		231748	148569	60381	79880	107810	295701	290721	433221	381195	399316	550055	459009	370667	458951	392573	419320	424775		11062	21860	11351	50566	44036	33979	55618	76558	57697	74581	103737	86498	94247	96559	80854	105234	69697	
0306	"Crustaceans, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5		24096	21389	22995	38345	41300	40580	46855	24106	24057	24955	17537	16865	18240	23105	14014	13424	17576		35	37	257	787	2717	1723	2174	2084	2407	3565	9636	6948	5634	9082	6856	3671	5220	
7015	"Clock or watch glasses and similar glasses, glasses for non-corrective or corrective spectacles, ..."	0	2	0	21	1	4	1	1	17	23	18	6	4	10	3	2	6		5958	8119	13606	9887	8566	13061	8083	6572	3150	570	862	1780	1855	1929	1418	980	504		1444	1911	1676	1604	2300	1714	1827	1869	1853	1387	1913	1397	1060	1579	1687	1233	1009	
4818	"Toilet paper and similar paper, cellulose wadding or webs of cellulose fibres, of a kind used ..."	2	4	7	52	14	616	19	1842	2193	1756	242	0	5	37	5	165	6		92598	94621	100510	127586	158388	164374	186878	249239	294135	442893	533026	46672	36322	39434	35056	35706	35481		26394	23589	25639	28307	37131	40216	42664	50614	72790	67500	79322	27999	25787	25698	18533	15973	17186	
2820	"Manganese oxides"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6		33769	34722	31123	36629	37778	38178	33125	40494	37514	43323	44653	40341	34954	33190	32779	32467	33626		138	318	592	720	1080	1204	1656	2696	2101	2265	3272	1582	1621	1631	879	637	1158	
0710	"Vegetables, uncooked or cooked by steaming or boiling in water, frozen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6		361	404	292	682	465	415	730	848	684	716	702	640	618	508	635	394	542		365	897	878	3308	2637	1536	4285	11291	10679	15246	26193	13704	11715	14277	11263	6693	4599	
7609	"Aluminium tube or pipe fittings "e.g., couplings, elbows, sleeves""	0	2	3	3	0	3	36	4	5	146	185	11	146	146	183	34	6		5118	5219	8968	8304	7451	7957	7555	9511	6636	10084	9020	13803	13625	15285	14583	13237	12724		643	718	744	1983	2384	2657	7890	5618	4568	6475	8451	8949	9168	10687	9071	7953	10811	
7011	"Glass envelopes, incl. bulbs and tubes, open, and glass parts thereof, without fittings, for ..."	0	0	0	5	0	6	6	0	0	1	3	8	12	2	2	1	7		803712	835906	730704	617461	305143	103077	80264	61708	26583	19109	19123	13833	14719	30746	16030	16358	11154		1125	2970	357	3365	14419	6633	1058	1430	404	554	697	956	1119	874	710	364	682	
9703	"Original sculptures and statuary, in any material"	0	109	0	0	0	0	0	0	0	0	1	0	0	22	0	0	7		6127	3310	5338	8144	16514	20656	34941	27280	29412	47782	41911	42870	59781	38013	40951	82967	48252		105	164	157	162	133	859	1965	1486	2333	3125	5290	9976	9993	18386	10149	9466	6944	
9505	"Festival, carnival or other entertainment articles, incl. conjuring tricks and novelty jokes, ..."	0	5	2	0	0	0	7	0	2	3	0	0	0	0	7	3	7		778	930	722	763	1766	1440	926	575	864	694	350	1607	471	536	851	1154	860		1438	1517	3045	5533	5948	4895	5854	7358	5215	9263	32056	25279	25342	28376	32203	21161	24524	
5902	"Tyre cord fabric of high-tenacity yarn of nylon or other polyamides, polyesters or viscose ..."	0	0	0	2	0	0	0	0	0	0	0	0	32	13	613	0	7		19957	15617	15520	20255	23240	24687	29754	37537	37573	49198	63884	64339	52456	42930	40239	38704	32021		17539	14650	14449	11909	15272	17284	29288	42537	36821	55474	67519	51533	49676	60681	50422	43163	47443	
9110	"Complete, unassembled or partly assembled watch or clock movements or movement sets; incomplete ..."	4	25	68	13	4	0	41	72	0	0	0	2	2	2	1	0	7		127931	144827	147735	161603	150573	189798	267944	206633	142671	102068	81527	88382	73935	86489	84721	73310	56905		72	88	215	129	106	9	236	243	31	76	441	211	65	53	70	74	61	
6106	"Women's or girls' blouses, shirts and shirt-blouses, knitted or crocheted (excluding T-shirts ..."	0	0	0	7	4	9	12	40	7	12	6	11	4	12	21	12	7		7517	44623	62678	67907	18219	14269	15229	17867	14056	13921	15309	11953	9423	10250	9180	10335	7385		2221	2498	5114	11190	11904	16370	26113	41999	35156	44911	44390	27794	34250	28607	24631	17915	15236	
8436	"Agricultural, horticultural, forestry, poultry-keeping or bee-keeping machinery, incl. germination ..."	0	0	0	0	0	15	6	22	75	1	1	0	1	0	0	0	7		4959	3525	3723	3817	4536	4478	6292	7673	6366	10045	10909	9590	6854	9288	7810	11254	7644		6600	6786	6178	9588	10822	11115	17961	20636	18615	46138	49441	41791	52937	42287	37477	28234	49050	
2209	"Vinegar, fermented vinegar and substitutes for vinegar obtained from acetic acid"	2	7	4	0	0	0	0	0	0	0	0	0	0	0	5	0	7		5959	7129	7764	9940	9708	10939	11737	13848	14584	17254	17694	18541	16874	18702	16727	20480	19694		125	180	386	260	635	705	227	466	293	412	618	433	555	722	710	462	436	
1302	"Vegetable saps and extracts; pectic substances, pectinates and pectates; agar-agar and other ..."	5	4	12	7	0	0	0	0	52	32	20	35	48	16	75	27	7		19403	24924	20739	31138	30791	32393	32963	36336	36820	35456	40573	34700	32607	28457	30032	32579	30248		18008	24465	36662	39252	36106	27488	18988	22954	24654	29375	33538	34455	38870	36608	34213	35593	37367	
