Product code	Product label	Turkey's imports from Netherlands-Value in 2001	Turkey's imports from Netherlands-Value in 2002	Turkey's imports from Netherlands-Value in 2003	Turkey's imports from Netherlands-Value in 2004	Turkey's imports from Netherlands-Value in 2005	Turkey's imports from Netherlands-Value in 2006	Turkey's imports from Netherlands-Value in 2007	Turkey's imports from Netherlands-Value in 2008	Turkey's imports from Netherlands-Value in 2009	Turkey's imports from Netherlands-Value in 2010	Turkey's imports from Netherlands-Value in 2011	Turkey's imports from Netherlands-Value in 2012	Turkey's imports from Netherlands-Value in 2013	Turkey's imports from Netherlands-Value in 2014	Turkey's imports from Netherlands-Value in 2015	Turkey's imports from Netherlands-Value in 2016	Turkey's imports from Netherlands-Value in 2017	Netherlands's exports to world- 	Netherlands's exports to world-Value in 2001	Netherlands's exports to world-Value in 2002	Netherlands's exports to world-Value in 2003	Netherlands's exports to world-Value in 2004	Netherlands's exports to world-Value in 2005	Netherlands's exports to world-Value in 2006	Netherlands's exports to world-Value in 2007	Netherlands's exports to world-Value in 2008	Netherlands's exports to world-Value in 2009	Netherlands's exports to world-Value in 2010	Netherlands's exports to world-Value in 2011	Netherlands's exports to world-Value in 2012	Netherlands's exports to world-Value in 2013	Netherlands's exports to world-Value in 2014	Netherlands's exports to world-Value in 2015	Netherlands's exports to world-Value in 2016	Netherlands's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
4905	"Maps and hydrographic or similar charts of all kinds, incl. atlases, wall maps, topographical ..."	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0		1532	3200	5578	6168	5588	6209	7036	6303	5818	9060	10456	15375	12689	12631	9774	6233	13408		360	1588	625	621	1172	1066	2105	2312	2042	1449	1272	1451	1541	1783	1222	596	316	
5002	"Raw silk "non-thrown""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	1	0	2	0	12	0	0	0	0	0	4	0	0	0	0		3792	2931	2951	3821	2910	2448	2764	1924	1146	2205	3359	1575	2425	2291	1524	1014	614	
5103	"Waste of wool or of fine or coarse animal hair, incl. yarn waste (excluding garnetted stock, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		46	28	59	32	36	9	26	40	25	5	74	68	23	30	6	1	0		301	437	598	1560	1279	1471	1944	1939	1053	1353	818	1594	901	1316	594	785	445	
5202	"Cotton waste, incl. yarn waste and garnetted stock"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0		1525	1026	1976	1372	934	1407	1680	2032	1349	190	5069	171	3896	6821	5596	6253	5134		2551	3510	6888	7300	2767	3891	4998	5597	5176	5600	14053	4542	7132	7165	10124	7909	21983	
5306	"Flax yarn"	0	0	11	0	0	0	0	0	0	0	6	0	0	0	0	0	0		9	17	115	189	60	75	117	66	121	232	33	665	1500	1343	546	615	277		4293	7967	7215	9782	10200	12020	20859	14000	10677	13489	21196	27356	25975	24683	23928	19826	19869	
5308	"Yarn of vegetable textile fibres; paper yarn (excluding flax yarn, yarn of jute or of other ..."	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0		400	266	339	442	282	150	316	223	244	296	387	981	450	408	380	368	281		879	683	1277	1782	2615	1567	1335	1070	961	849	1274	806	810	1453	1524	1457	1439	
5311	"Woven fabrics of other vegetable textile fibres; woven fabrics of paper yarn (excluding those ..."	12	1	60	317	219	130	2	0	3	2	26	16	1	0	0	0	0		428	517	524	1806	1858	1740	4880	6139	4568	4309	5152	5035	4602	3609	2780	2744	2720		4887	4932	9024	18913	16209	6356	2302	1321	1280	1749	2468	3857	6398	9149	3756	3913	3917	
5805	"Hand-woven tapestries of the type Gobelin, Flanders, Aubusson, Beauvais and the like, and needle-worked ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		508	27	28	22	30	26	4	37	10	9	1	16	16	16	275	25	49		18	52	194	232	113	71	76	50	41	66	27	37	35	40	133	65	120	
6309	"Worn clothing and clothing accessories, blankets and travelling rugs, household linen and articles ..."	10	1	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0		85190	88899	98665	106249	91218	120626	136139	145012	142458	151791	207239	213267	216899	187834	154643	156166	205220		14	2	5	4	1	13	73	48	6	8	5	2	13	1	0	0	9	
6801	"Setts, curbstones and flagstones, of natural stone (excluding slate)"	0	0	0	1	18	0	0	0	0	0	0	0	0	1	0	0	0		5314	2267	4940	5866	6149	4876	11345	13031	10262	10023	11364	11474	12219	6449	4426	4823	19192		583	20	419	812	6115	9041	5060	1283	2137	1109	809	1310	2756	1066	509	1574	2616	
6803	"Worked slate and articles of slate or of agglomerated slate (excluding slate granules, chippings ..."	0	11	0	2	0	0	0	0	0	0	0	2	0	0	1	0	0		539	442	502	449	213	232	129	155	292	899	1636	2009	2544	2695	2174	2322	3531		356	1165	999	1199	1207	1409	592	640	414	594	624	706	1427	898	863	432	454	
6812	"Fabricated asbestos fibres; mixtures with a basis of asbestos or with a basis of asbestos and ..."	2	10	14	9	396	0	0	2	1	4	1	0	0	0	0	0	0		337	165	96	719	193	220	62	133	88	210	1828	63	781	223	259	411	738		5714	7482	6508	4716	3684	2117	2430	2133	1296	1901	143	1	0	0	0	0	0	
7003	"Cast glass and rolled glass, in sheets or profiles, whether or not having an absorbent, reflecting ..."	0	12	0	0	0	0	32	13	0	0	1	0	0	0	0	1	0		2238	2141	2374	1578	2440	1589	1610	1404	3657	5474	5296	2582	2065	1972	2131	2163	2241		588	953	2150	2126	3771	6966	4768	4569	3716	3516	2895	3203	3996	3127	2304	2446	2897	
7103	"Precious stones and semi-precious stones, whether or not worked or graded, but not strung, ..."	0	0	0	10	76	0	0	0	0	0	0	0	0	2	0	0	0		82	537	154	197	357	183	718	1004	1019	881	784	457	565	132	191	1077	736		709	803	819	2879	1763	965	1249	2451	1362	2753	2116	2007	1457	1514	1593	2282	2484	
7105	"Dust and powder of natural or synthetic precious or semi-precious stones"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		253	759	1268	1326	81	112	163	84	307	88	105	150	1081	3445	2310	5846	7586		2748	2475	3138	3364	4462	4172	4415	3640	3822	4722	5280	5888	5653	5692	4904	4212	4524	
7221	"Bars and rods of stainless steel, hot-rolled, in irregularly wound coils"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0		245	240	473	117	26	422	497	616	375	212	1116	952	16436	29339	30374	3889	4181		185	414	518	609	1021	545	567	1327	529	547	719	361	443	653	654	489	245	
7614	"Stranded wire, cables, plaited bands and the like, of aluminium (excluding such products electrically ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		421	65	197	158	91	451	327	1232	315	1170	510	1058	3721	2026	3216	1190	950		14384	3128	590	347	387	330	1873	18961	14738	9586	3566	13944	22396	2436	2375	12321	9576	
7902	"Zinc waste and scrap (excluding ash and residues from zinc production "heading 2620", ingots ..."	0	0	0	22	91	145	2625	434	0	0	0	0	0	51	0	0	0		15037	11557	18870	32129	50391	91404	138504	67549	40610	69374	67163	69295	60762	52067	40469	31711	92575		0	159	54	306	150	2164	5573	2951	304	282	87	139	146	360	312	409	1339	
8103	"Tantalum and articles thereof, n.e.s.; tantalum waste and scrap (excluding ash and residues ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3053	2420	1084	1336	224	1391	653	1497	939	3781	3629	4986	8422	9274	1540	8105	8250		3	0	37	22	148	18	50	198	144	46	26	196	39	515	28	346	69	
8430	"Moving, grading, levelling, scraping, excavating, tamping, compacting, extracting or boring ..."	495	714	494	4	1433	1540	2356	1750	922	1249	892	2161	713	1490	1194	552	0		173921	80390	90548	124256	167960	261709	325284	340709	199057	221122	313257	286485	374078	380200	322008	238476	219856		16797	35991	26180	24054	112322	199380	217807	169135	132785	224816	258477	344936	344797	243627	168493	258937	332571	
8453	"Machinery for preparing, tanning or working hides, skins or leather or for making or repairing ..."	46	2	10	244	16	129	12	12	0	0	22	16	6	0	101	0	0		5139	5373	4692	4220	3712	4528	13646	7045	3544	7515	8293	6657	2394	2931	3478	2242	4970		7438	73196	25321	27288	28760	26648	31448	23588	13475	20827	29638	29853	31016	24090	21662	19937	16127	
8520	"Magnetic tape recorders and other sound recording apparatus whether or not incorporating a ..."	15	6	3	20	12	28	0	0	0	0	0	0	0	0	0	0	0		58999	30747	133024	306089	928065	737765	0	0	0	0	0	0	0	0	0	0	0		947	1187	2255	4503	16442	25448	0	0	0	0	0	0	0	0	0	0	0	
8902	"Fishing vessels; factory ships and other vessels for processing or preserving fishery products ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		9347	24362	15244	5483	6303	270	376	672	53	42	2	54	135	3214	2833	7110	2107		0	0	0	0	31	0	0	0	126	339	0	2818	0	0	0	0	0	
9005	"Binoculars, monoculars, astronomical and other optical telescopes, and mountings therefor; ..."	4	1	0	0	2	0	1	0	2	4	1	0	0	0	0	0	0		2783	2103	2890	4198	2829	2652	5486	3136	5496	26102	31542	29313	27948	27469	24874	31025	34617		4109	780	922	1116	2085	2624	5657	3581	14673	14020	4218	6553	5499	7995	5233	10949	9383	
9113	"Watch straps, watch bands and watch bracelets, and parts thereof, n.e.s."	0	0	0	0	0	0	0	6	10	0	14	30	24	46	50	13	0		717	730	759	765	634	1099	2301	1686	1451	4074	14057	15442	13313	14990	12499	20363	38734		961	1636	1844	2347	2219	2944	3203	2824	2656	2665	3369	2582	3530	4105	4295	2875	2424	
9202	"String musical instruments, e.g. guitars, violins, and harps (excluding with keyboard)"	0	12	0	0	4	0	0	3	0	0	7	0	8	5	0	95	0		4684	5149	6767	8182	9452	8842	9729	2381	12389	24829	32095	51931	78373	77375	74391	65739	77512		1543	2553	2270	2189	2736	2744	4479	4994	5922	7630	8147	10281	7451	6163	7662	5309	5454	
9620	"Monopods, bipods, tripods and similar articles"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	346540		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4257	
9702	"Original engravings, prints and lithographs"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		487	360	1008	561	613	563	390	1105	532	879	937	236	378	611	1038	544	3098		2	2	1	4	3	30	16	71	3	6	243	481	582	155	360	349	122	
0204	"Meat of sheep or goats, fresh, chilled or frozen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		23698	26914	33070	37288	47942	68835	85073	82298	73538	98297	159793	130562	232795	240134	217129	261613	334819		112	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0510	"Ambergris, castoreum, civet and musk; cantharides; bile, whether or not dried; glands and other ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2849	7642	5375	8572	11574	10194	9368	6217	7208	5893	7102	4367	6582	5245	2618	2386	1570		14	12	0	1	1	1	0	1	0	0	0	0	0	1	0	0	1	
0708	"Leguminous vegetables, shelled or unshelled, fresh or chilled"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		19049	26120	44918	42247	56305	51430	67734	97644	87689	88208	113169	110311	123224	118879	113183	123085	146763		48	1	0	0	0	0	0	2	19	0	1	0	0	0	0	0	33	
0801	"Coconuts, Brazil nuts and cashew nuts, fresh or dried, whether or not shelled or peeled"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0		35058	42464	80897	111150	143705	127324	152868	142640	150142	162966	220162	237526	255293	283161	321165	362412	500378		1163	3824	5488	4799	9461	9160	13378	21359	18342	22490	33289	26598	24429	39325	43859	39944	41890	
0812	"Fruit and nuts, provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		242	115	558	643	1634	2418	1603	1787	908	781	958	1449	1696	2148	1733	1693	6460		0	0	0	1	25	17	10	0	0	0	0	0	0	0	4	1	1	
1504	"Fats and oils and their fractions of fish or marine mammals, whether or not refined (excluding ..."	0	0	2	0	0	5	16	6	0	267	390	457	223	0	0	0	0		13632	23504	24917	36099	29506	41314	47073	70035	64539	64786	75103	68196	55477	57781	44356	39573	52069		743	1043	1400	3855	4020	13267	14221	21006	20300	28034	34129	45841	69589	66131	60554	59128	58279	
1601	"Sausages and similar products, of meat, offal or blood; food preparations based on these products"	0	0	0	0	0	13	39	52	4	0	36	0	0	0	0	0	0		59854	70618	81749	92131	99104	104095	112051	130021	126581	116946	156717	150871	160736	137853	130351	131087	156884		56	23	2	36	25	74	118	157	122	219	243	457	727	1194	2059	825	98	
1603	"Extracts and juices of meat, fish or crustaceans, molluscs and other aquatic invertebrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		4720	6942	6102	7228	6232	6289	8797	5591	4671	6816	7259	4307	10122	9189	4729	5368	6490		0	0	1	1	0	3	4	0	1	84	44	57	61	19	13	11	17	
2204	"Wine of fresh grapes, incl. fortified wines; grape must, partly fermented and of an actual ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		72834	61052	60261	60250	84155	122461	135503	138850	110050	136974	267452	271387	240537	264926	244535	276271	348220		152	185	160	1550	2634	3238	3132	4561	3197	5610	7076	9281	9646	15528	11386	7024	8093	
2516	"Granite, porphyry, basalt, sandstone and other monumental or building stone, whether or not ..."	0	0	0	0	0	0	0	3	0	0	8	0	0	0	0	0	0		1573	4812	6088	8997	12740	14473	12946	20867	10391	11410	16009	14818	8459	6067	5805	6328	9255		7281	8209	8568	15906	19292	21415	26968	23034	10567	6790	3258	5338	8506	7058	3200	2162	2395	
2603	"Copper ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		6	0	2	20	20	263	0	0	7	7	20	11907	93019	139007	133433	11422	3125		14680	13479	9348	4588	37067	27340	157	6155	1	362	35	354	230	43	6772	10	98	
2608	"Zinc ores and concentrates"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0		11	9	0	5969	2349	2064	17966	1	258	11961	120426	71259	65776	55597	73381	19781	18337		125	273	289	143	66	94	57	0	2	21	3	4	61	48	22	23	120	
2611	"Tungsten ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		332	6	15	7	0	2715	2681	469	0	143	4	2	166	1058	487	561	209		0	0	0	5	0	0	0	0	0	0	2	15	3	5	0	0	0	
2714	"Bitumen and asphalt, natural; bituminous or oil-shale and tar sands; asphaltites and asphaltic ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1630	1662	288	281	234	681	645	1830	519	298	2270	23009	309	327	1318	6504	13484		145	295	183	227	755	324	353	230	157	249	751	1617	828	401	890	1601	1244	
2802	"Sulphur, sublimed or precipitated; colloidal sulphur"	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0		233	188	184	6	6	4	0	25	10	155	115	104	106	33	9	12	32		55	481	479	146	122	133	235	457	1633	938	358	533	264	179	103	348	1019	
2837	"Cyanides, cyanide oxides and complex cyanides"	0	6	5	4	0	1	0	0	0	0	68	36	2	0	0	2	0		2064	7441	7951	9409	1737	2337	3144	2644	2308	4573	4270	4390	24500	22037	2156	2473	22441		1839	2267	2765	1914	3744	6405	9105	13182	23027	27711	30961	36613	46838	42374	37407	38291	45502	
2845	"Non-radioactive isotopes; inorganic or organic compounds of such isotopes, whether or not chemically ..."	0	0	0	0	0	0	1	0	0	0	0	0	0	0	17	5	0		6748	6150	9349	5258	6424	4023	2987	1120	2104	5100	7048	6121	7981	6222	8334	8185	11190		78	73	688	410	313	284	476	500	503	607	1940	2025	2501	2794	1887	1461	1760	
2908	"Halogenated, sulphonated, nitrated or nitrosated derivatives of phenols or phenol-alcohols"	0	11	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0		6234	5866	5742	6825	2160	1475	2917	2118	2920	2641	2586	1692	1416	812	7784	6844	14847		2105	2141	3237	3828	3878	5283	6908	9744	8677	4983	4647	4212	5821	6079	6166	4126	4002	
3602	"Prepared explosives (excluding propellent powders)"	455	176	5	0	0	0	28	0	0	0	0	0	0	0	0	0	0		774	3447	7189	9692	5446	5625	13536	5785	6901	4742	4736	8813	9508	20015	11845	4455	6474		1836	849	485	1023	3697	1097	1996	2319	1774	4036	4012	2274	4561	1632	4002	2246	1453	
3825	"Residual products of the chemical or allied industries, n.e.s.; municipal waste; sewage sludge; ..."	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0		0	4779	3882	2580	1583	2888	11110	3324	1613	2268	3421	10015	11403	8838	2769	2285	4498		0	334	1	0	4	1	1	5	37	2	26	0	13	5	0	0	0	
4103	"Other raw hides and skins, fresh, or salted, dried, limed, pickled or otherwise preserved, ..."	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		253	669	1560	2735	5771	3552	2603	9590	7009	9906	14387	52065	14356	11118	2851	2000	17578		4518	10814	11305	6082	5007	7487	10196	7913	4176	5752	11015	13616	13000	10147	3519	3013	2479	
4115	"Composition leather with a basis of leather or leather fibre, in slabs, sheets or strip, whether ..."	0	44	6	0	5	8	40	22	21	11	17	12	37	7	5	0	0		0	964	1487	1313	2096	2725	2820	2683	1026	1744	4650	2452	1660	1684	1385	1566	1985		0	4327	5190	4592	5509	6913	6096	4731	2832	2755	3581	3198	3143	3142	3620	3998	3363	
4304	"Artificial fur and articles thereof (excluding gloves made of leather and artificial fur, footware ..."	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	1	0		666	205	817	244	114	124	178	22	135	314	3004	3052	228	280	2663	706	5220		163	179	91	96	153	577	1569	1638	503	1354	620	399	276	511	509	463	529	
4503	"Articles of natural cork (excluding cork in square or rectangular blocks, plates, sheets or ..."	3	5	1	0	0	2	8	4	0	0	0	0	0	4	0	0	0		52	296	691	748	1106	1170	1694	2090	1812	5126	1689	1475	740	932	870	804	769		1212	711	900	1911	2612	1730	1971	1841	1819	2397	2776	2971	2515	2167	2160	1634	1245	
4602	"Basketwork, wickerwork and other articles, made directly to shape from plaiting materials or ..."	35	49	57	3	17	31	11	10	1	17	42	12	64	20	20	1	0		13581	16666	26523	31756	28019	27702	24427	27367	27521	29855	39915	35317	35465	40962	40107	43413	53238		2657	2983	6455	11000	6731	7458	6907	8080	5984	8783	9379	8145	9406	9255	8431	7172	7146	
4702	"Chemical wood pulp, dissolving grades"	0	0	0	17	0	0	17	0	0	0	0	0	0	0	0	0	0		20366	25882	41767	47837	24715	19339	28087	33036	24769	28032	26559	27776	22253	12532	30654	56886	73916		780	424	648	2756	6481	5058	3599	6147	979	1388	756	747	609	829	798	764	465	
4902	"Newspapers, journals and periodicals, whether or not illustrated or containing advertising ..."	209	538	236	1717	1832	1235	1182	917	339	369	63	66	20	14	83	4	0		139978	142810	175806	156927	164740	173897	219965	225649	166817	243847	321297	299915	219719	204884	106019	90060	123706		13576	20787	20308	25584	23229	22645	27215	29824	21092	19444	16518	14865	14345	9154	8536	6709	4569	
5108	"Carded or combed yarn of fine animal hair (excluding that of wool or that put up for retail ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		69	20	0	37	0	3	0	25	0	0	26	107	117	93	1	0	18		21	50	109	441	409	1549	2318	1738	1508	2215	3169	3638	1878	2752	2743	3766	3293	
5109	"Yarn of wool or fine animal hair, put up for retail sale"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0		312	255	292	460	159	68	55	252	67	1325	100	197	1276	1421	1601	1191	674		283	135	137	89	12	321	693	1308	107	268	326	299	393	825	767	389	312	
5301	"Flax, raw or processed, but not spun; flax tow and waste, incl. yarn waste and garnetted stock"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		11628	14972	20757	17536	17298	20705	8352	28866	12436	13064	14955	16037	6181	7158	7923	6077	7426		1359	2571	3078	2560	2316	2312	3331	2131	1479	3179	4249	3989	5861	5512	5575	6687	4107	
5302	"True hemp "Cannabis sativa L.", raw or processed, but not spun; tow and waste of true hemp, ..."	629	1031	0	463	218	585	261	0	0	0	0	0	0	0	0	0	0		700	1636	495	587	811	931	243	27	659	1235	135	4542	215	224	590	1079	7872		1476	1439	0	474	218	585	845	0	104	3	0	1	0	1	5	3	69	
5405	"Artificial monofilament of >= 67 decitex and with a cross sectional dimension of <= 1 mm; strip ..."	1	1	24	30	27	110	28	48	0	0	0	0	0	0	0	0	0		170	64	102	165	200	300	106	66	205	13	123	150	73	12	43	31	27		8	12	30	35	61	185	146	116	7	75	14	44	6	10	5	26	20	
5406	"Man-made filament yarn, put up for retail sale (excluding sewing thread)"	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0		72	41	195	304	85	501	625	1037	1016	256	579	596	704	894	3265	1746	7782		97	29	59	167	309	178	161	154	383	173	78	84	153	394	270	60	117	
5506	"Synthetic staple fibres, carded, combed or otherwise processed for spinning"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0		907	1295	2133	2639	2411	1809	1955	2090	1327	1187	1586	781	120	438	381	292	1303		4329	8034	8384	9313	12563	13014	12632	14151	11979	15986	24516	23289	20403	22066	16220	15417	18645	
5803	"Gauze (excluding narrow woven fabrics of heading 5806)"	0	10	2	0	3	21	24	32	31	5	0	0	0	0	0	0	0		854	912	1169	1320	1266	724	159	128	276	164	197	111	84	43	104	785	36		123	76	76	90	148	64	122	431	167	273	330	265	467	32	78	47	34	
6208	"Women's or girls' singlets and other vests, slips, petticoats, briefs, panties, nightdresses, ..."	9	4	0	113	18	4	1	1	7	2	4	0	1	0	3	1	0		10394	8957	9938	18663	16716	14582	13524	21827	24489	25630	48903	65838	44238	43835	48533	47307	75526		1376	1306	2667	3395	3931	4473	6633	6632	4893	6836	7289	5076	4658	4656	3953	3293	4711	
6904	"Ceramic building bricks, flooring blocks, support or filler tiles and the like (excluding those ..."	0	0	0	0	1	0	0	0	0	0	2	0	0	337	0	5	0		34469	36528	56341	53978	51206	55284	55625	44060	29552	30662	52027	47345	75763	95502	73051	88083	126056		28	254	147	230	752	666	943	449	255	115	135	373	2435	2289	2063	1069	902	
7101	"Pearls, natural or cultured, whether or not worked or graded, but not strung, mounted or set, ..."	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0		1585	1106	1615	1263	1002	1162	2707	1024	1330	1776	2874	1814	1007	1	31	32	32		117	169	160	355	630	459	768	597	249	309	362	249	179	237	256	219	255	
7803	"Lead bars, rods, profiles and wire, n.e.s."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		353	592	1115	1211	1165	634	0	0	0	0	0	0	0	0	0	0	0		76	286	183	162	375	374	0	0	0	0	0	0	0	0	0	0	0	
7804	"Lead plates, sheets, strip and foil; lead powders and flakes (excluding grains of lead, and ..."	4	0	0	0	62	44	62	0	0	0	0	0	0	0	0	0	0		4899	5094	6164	10953	9089	13361	19857	17307	12813	15615	26389	24179	42890	45852	44170	38203	46687		46	115	155	248	313	475	590	494	182	418	397	520	1514	497	1200	457	317	
8107	"Cadmium and articles thereof, n.e.s.; cadmium waste and scrap (excluding ash and residues containing ..."	0	23	29	0	0	0	16	0	0	0	0	0	0	0	0	0	0		484	530	811	842	1608	3048	4062	5122	2016	2259	1929	1617	1645	1586	1606	1173	907		14	29	39	23	18	47	92	91	77	65	93	49	57	42	145	11	34	
8113	"Cermets and articles thereof, n.e.s.; waste and scrap of cermets (excluding ash and residues ..."	9	0	0	0	18	5	0	0	0	0	0	0	0	8	0	0	0		64	300	2252	2387	1265	1405	2608	2764	2704	4902	7067	5154	4469	3005	3143	2585	5850		250	280	442	889	1136	1443	1299	3480	1841	2924	4989	4973	5614	7200	11019	10183	12391	
8446	"Weaving machines "looms""	35	504	92	23	0	0	141	0	0	0	1499	0	20	0	42	0	0		3613	4286	3209	1610	2739	3941	2116	2221	2613	3649	7253	1942	6842	1717	2623	2886	1733		80524	207914	378428	306531	290736	300522	208692	161688	39834	148464	277749	412513	443435	320874	149690	205693	244402	
