Product code	Product label	Turkey's imports from Greece-Value in 2001	Turkey's imports from Greece-Value in 2002	Turkey's imports from Greece-Value in 2003	Turkey's imports from Greece-Value in 2004	Turkey's imports from Greece-Value in 2005	Turkey's imports from Greece-Value in 2006	Turkey's imports from Greece-Value in 2007	Turkey's imports from Greece-Value in 2008	Turkey's imports from Greece-Value in 2009	Turkey's imports from Greece-Value in 2010	Turkey's imports from Greece-Value in 2011	Turkey's imports from Greece-Value in 2012	Turkey's imports from Greece-Value in 2013	Turkey's imports from Greece-Value in 2014	Turkey's imports from Greece-Value in 2015	Turkey's imports from Greece-Value in 2016	Turkey's imports from Greece-Value in 2017	Greece's exports to world- 	Greece's exports to world-Value in 2001	Greece's exports to world-Value in 2002	Greece's exports to world-Value in 2003	Greece's exports to world-Value in 2004	Greece's exports to world-Value in 2005	Greece's exports to world-Value in 2006	Greece's exports to world-Value in 2007	Greece's exports to world-Value in 2008	Greece's exports to world-Value in 2009	Greece's exports to world-Value in 2010	Greece's exports to world-Value in 2011	Greece's exports to world-Value in 2012	Greece's exports to world-Value in 2013	Greece's exports to world-Value in 2014	Greece's exports to world-Value in 2015	Greece's exports to world-Value in 2016	Greece's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
6211	"Tracksuits, ski suits, swimwear and other garments, n.e.s. (excluding knitted or crocheted)"	68	77	45	70	53	24	47	64	44	50	9	5	8	21	15	3	1		5200	5241	5464	4530	6319	6536	6574	7978	7249	7952	6724	7213	7779	7981	7923	8615	11587		4252	5392	8747	11610	17097	23880	34004	46101	43285	54204	73137	47366	67818	53925	47254	84586	43570	
3215	"Printing ink, writing or drawing ink and other inks, whether or not concentrated or solid"	32	4	60	128	111	181	278	287	50	9	63	2	110	40	10	8	1		2940	6117	14316	8367	11150	11870	13221	16005	14711	14508	27486	23017	25841	18947	18016	20961	33670		30636	35007	45833	63245	69474	75347	97097	91877	88612	106233	124366	135299	152403	173675	153943	145746	155646	
8310	"Sign-plates, nameplates, address-plates and similar plates, numbers, letters and other symbols, ..."	0	0	0	0	0	37	33	1	4	1	2	0	0	1	0	1	1		3606	175	496	252	452	66	223	153	74	273	183	70	279	354	276	184	464		740	1104	2102	4159	4058	5082	7593	8108	5150	7210	9559	8951	9132	8275	6738	6405	7407	
7017	"Laboratory, hygienic or pharmaceutical glassware, whether or not graduated or calibrated (excluding ..."	0	0	0	0	0	0	11	7	0	2	0	0	0	4	54	168	1		9	20	26	90	44	104	28	19	62	117	145	67	29	50	96	48	25		3539	4967	7056	8682	10881	9515	9323	8952	7023	7902	9022	9492	9855	10001	9697	10093	10263	
9608	"Ball-point pens; felt tipped and other porous-tipped pens and markers; fountain pens, stylograph ..."	9	11	51	1	4	1	2	4	0	1	0	2	0	0	0	0	1		618	351	367	278	437	837	791	1129	3120	2283	1767	1657	1895	3376	3745	4026	2983		21583	33516	38206	48104	55214	62613	67271	74391	52680	76533	96513	81763	88550	93021	82410	83783	64794	
8442	"Machinery, apparatus and equipment (other than the machine-tools of headings 8456 to 8465) ..."	0	1	0	0	11	165	31	28	13	220	514	0	4	0	2	9	1		1660	1831	2990	2245	1648	3155	3836	3792	4088	7277	4560	4425	4363	6196	7104	8721	8778		4894	9794	15320	18804	14840	19202	34594	55103	35400	43016	34627	32899	32966	28921	29184	28759	23970	
8201	"Hand tools, the following: spades, shovels, mattocks, picks, hoes, forks and rakes, of base ..."	51	90	229	109	174	70	11	1	0	0	0	1	2	1	2	0	1		60	237	115	205	121	281	306	536	467	599	730	934	993	1257	1299	843	1066		1482	1843	2517	3810	5159	5614	6225	6605	4546	9536	16059	11721	11440	8764	7337	6967	6135	
2836	"Carbonates; peroxocarbonates "percarbonates"; commercial ammonium carbonate containing ammonium ..."	52	94	172	151	74	51	72	168	36	197	796	513	70	5	2	0	1		2270	2980	3802	5168	5119	4741	5526	5537	3570	3611	4581	6754	9349	6988	6097	6103	6131		33939	49656	60614	70041	72120	78210	107272	130329	128949	114124	116652	112055	106731	114331	84445	97739	76997	
8513	"Portable electric lamps designed to function by their own source of energy, e.g. dry batteries, ..."	0	18	2	26	31	30	47	11	7	20	22	6	14	22	18	9	1		352	208	313	301	288	301	355	298	409	239	317	274	379	949	417	299	240		3732	2617	5775	6325	6741	9371	13153	12474	6806	12351	14515	16011	16809	15487	13973	10118	11135	
8529	"Parts suitable for use solely or principally with transmission and reception apparatus for ..."	0	8	7	3	9	6	76	28	0	21	105	3	1	8	237	80	1		7321	9294	15223	25993	50482	27349	14218	22237	19969	18731	19196	12921	30720	32253	31909	14629	18533		124913	120121	192850	281723	335958	296106	309160	209212	229189	170634	199853	1022763	1331982	1407648	1294274	997176	1396960	
6101	"Men's or boys' overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, ..."	0	0	5	1	52	1	1	6	9	6	4	0	1	0	20	0	1		553	941	1135	1493	1803	755	1809	2056	2286	1465	1509	1915	1512	877	1362	2751	1883		1107	872	1352	2946	1823	3254	5431	7866	7889	11438	13817	9459	11175	10154	9826	10649	14791	
4602	"Basketwork, wickerwork and other articles, made directly to shape from plaiting materials or ..."	3	10	1	1	1	2	0	1	2	5	7	8	4	6	0	1	1		150	142	234	149	125	213	443	383	318	261	93	129	136	119	82	164	122		2657	2983	6455	11000	6731	7458	6907	8080	5984	8783	9379	8145	9406	9255	8431	7172	7146	
3918	"Floor coverings of plastics, whether or not self-adhesive, in rolls or in the form of tiles; ..."	0	12	0	0	17	43	0	142	0	0	17	69	0	0	0	0	1		337	113	236	96	186	77	193	722	466	100	124	103	231	374	399	530	673		13737	14651	19509	33094	41088	47038	56105	57089	41676	47788	58911	56946	72558	76273	69164	88605	88043	
9618	"Tailors' dummies and other lay figures, automata and other animated displays used for shop ..."	1	1	0	4	8	2	7	11	5	4	4	0	7	0	0	0	1		200	300	245	181	77	329	337	422	347	154	151	133	114	187	131	182	230		420	552	781	1091	1134	1673	3801	3318	1934	3540	5245	4329	5039	5723	4177	3763	4649	
9508	"Roundabouts, swings, shooting galleries and other fairground amusements; travelling circuses ..."	0	0	3	0	36	0	0	1	4	0	10	5	0	0	0	0	1		500	66	820	70	867	265	367	726	141	543	1947	565	91	30	562	77	427		2130	758	3745	1399	9975	3572	8046	16679	13161	11293	24905	19691	97133	98153	34548	11629	10584	
6912	"Tableware, kitchenware, other household articles and toilet articles, of ceramics other than ..."	145	54	13	1	0	5	0	0	0	5	43	0	2	6	0	0	1		707	429	458	698	573	491	949	1279	1073	1355	960	623	483	755	701	643	502		4494	7791	10144	7067	26113	33662	34329	27630	20721	24137	23400	17582	20771	28384	28404	20339	15024	
4910	"Calendars of any kinds, printed, incl. calendars blocks"	0	0	1	1	1	2	1	2	0	0	0	0	0	13	0	2	1		707	320	621	332	165	240	229	454	265	347	305	185	231	339	294	409	169		647	847	1002	1069	951	1243	1275	1275	1151	1143	1174	1255	1182	1026	973	825	714	
4802	"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ..."	927	1003	97	412	27	180	0	136	135	4	176	5	6	23	1	0	1		3914	2846	3634	2993	4148	5812	3298	4968	7199	3715	2943	1771	1841	1831	2153	1721	1768		48569	91218	119243	188617	217845	246876	307201	375759	310981	478982	465724	505251	536321	500338	510765	685819	626187	
3205	"Colour lakes (other than Chinese or Japanese lacquer and paints); preparations based on colour ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1		447	538	675	493	122	73	72	77	46	62	89	66	72	260	24	15	12		393	374	560	674	816	1113	1142	1158	1071	2270	1913	1531	1529	1572	1843	2352	2221	
2935	"Sulphonamides"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1		28	46	29	41	5065	6201	129	142	62	513	126	979	2739	448	1628	1845	1381		37333	29808	33338	34254	29444	39208	27118	21879	21368	28312	31759	24855	21159	22739	21796	21311	27096	
7319	"Sewing needles, knitting needles, bodkins, crochet hoods, embroidery stilettos and similar ..."	0	0	0	0	0	1	0	6	1	0	0	0	1	1	0	0	1		4	5	6	3	21	57	66	146	188	292	168	68	74	38	18	13	24		1051	1137	1350	1417	1897	2010	2330	3039	1944	2631	2341	2575	2640	2302	2202	1954	2438	
6210	"Garments made up of felt or nonwovens, whether or not impregnated, coated, covered or laminated; ..."	21	1	0	1	14	6	42	14	0	1	0	7	1	1	0	0	1		1820	1678	815	1941	2464	2783	5008	5559	4149	3528	3555	4880	3059	2250	11906	15624	14354		3156	1622	2528	4117	4876	6093	9963	11391	27459	49683	152858	172285	211565	214767	310271	425122	132326	
5516	"Woven fabrics of artificial staple fibres"	4	58	16	45	66	58	80	12	31	4	123	17	25	0	0	17	1		910	1233	1509	1621	1739	1670	1283	1416	1252	938	1074	638	1151	1079	1309	2701	3454		54359	76424	65022	68603	47842	73261	95608	83388	67594	91881	122983	108868	122254	125084	110802	98239	89062	
1515	"Fixed vegetable fats and oils, incl. jojoba oil, and their fractions, whether or not refined, ..."	0	0	32	0	0	0	0	0	0	9	0	0	0	0	1	2	1		753	345	498	991	617	2040	1971	3007	3769	11193	2828	1875	2186	2614	2639	3246	2098		40630	65725	75264	75171	95586	93726	107832	150775	80218	68277	69777	53437	57063	36601	41644	60217	46003	
8204	"Hand-operated spanners and wrenches, incl. torque meter wrenches (excluding tap wrenches), ..."	0	0	15	1	0	0	0	0	0	0	0	2	0	0	0	0	2		268	226	305	261	148	198	283	270	172	350	208	224	169	238	261	660	350		3286	4764	6251	9907	12816	13956	22473	26706	17659	31529	47533	42485	52547	48717	39274	26214	24417	
8466	"Parts and accessories suitable for use solely or principally with the machine tools of heading ..."	0	3	2	86	34	11	27	21	17	34	19	43	20	36	9	11	2		2644	1970	2415	6318	5160	9314	14420	7586	4680	3248	2533	7270	2560	5682	2658	4504	4653		30143	35023	41024	70752	87077	94469	119637	137668	71831	95576	139916	140840	150393	163137	148483	148455	157747	
3203	"Colouring matter of vegetable or animal origin, incl. dye extracts (excluding animal black), ..."	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2		44	64	42	59	93	46	49	47	37	103	76	94	149	257	149	157	190		1132	1572	2372	3583	3208	4632	4537	5809	5732	11517	15320	10144	11052	14068	11395	13059	15237	
5007	"Woven fabrics of silk or of silk waste"	0	0	8	59	4	31	1	28	17	1	91	32	0	0	0	0	2		133	295	406	1213	1639	1780	738	1759	2387	1114	1378	1067	792	513	914	1283	621		4449	5706	7765	15717	24027	25174	30041	34603	26811	33348	38645	30754	37050	37115	32253	29061	29676	
9202	"String musical instruments, e.g. guitars, violins, and harps (excluding with keyboard)"	1	0	7	0	0	0	0	0	13	0	17	0	6	0	6	17	2		188	116	199	132	259	353	273	339	285	182	247	142	106	133	103	132	189		1543	2553	2270	2189	2736	2744	4479	4994	5922	7630	8147	10281	7451	6163	7662	5309	5454	
9023	"Instruments, apparatus and models designed for demonstrational purposes, e.g. in education ..."	2	1	0	2	0	1	0	1	1	0	4	5	0	5	3	1	2		576	583	907	160	71	2401	495	2148	822	671	721	4217	3578	610	158	241	591		5719	7674	11964	13713	13350	20831	12596	15308	13153	18310	15551	19302	30191	30088	42042	29506	16454	
9025	"Hydrometers, areometers and similar floating instruments, thermometers, pyrometers, barometers, ..."	86	80	35	10	39	46	248	15	49	5	60	4	18	2	4	1	2		409	548	682	832	765	979	1526	1598	1032	1384	1412	1450	1667	1323	3297	2559	2426		10637	12885	18275	24667	28729	32456	41684	46277	32506	45441	53254	53739	57468	64433	68448	82489	93642	
6401	"Waterproof footwear with outer soles and uppers of rubber or of plastics, the uppers of which ..."	0	1	8	10	2	6	30	5	0	0	0	0	0	0	0	0	2		533	1294	1196	828	300	3386	2664	3783	1385	809	633	1082	1121	1163	1599	1155	554		155	254	382	636	816	1098	1442	1709	3278	5496	4228	4994	8355	5171	7676	4377	5621	
6406	"Parts of footwear, incl. uppers whether or not attached to soles other than outer soles; removable ..."	36	32	103	217	200	249	105	5	15	0	0	0	0	0	0	0	2		4620	7217	9521	8431	9096	10196	10038	12233	11527	10296	9958	9283	10673	7663	5246	4665	4712		8658	12148	15768	16033	13870	17583	29719	34339	25440	34090	55620	57508	58341	58516	65103	66255	58838	
8468	"Machinery and apparatus for soldering, brazing or welding, whether or not capable of cutting ..."	0	0	0	5	6	23	36	1	4	0	275	1	91	35	0	0	2		330	476	521	312	428	256	406	2504	2054	1462	1755	1853	899	702	82	333	1779		2276	9487	4760	7833	9227	8935	9477	10906	10389	16373	9796	9244	11656	14385	9368	7329	10472	
5910	"Transmission or conveyor belts or belting, of textile material, whether or not impregnated, ..."	0	7	2	5	0	3	6	3	0	0	1	5	2	5	0	1	2		345	561	633	1077	1003	1232	1429	1322	638	849	763	534	652	601	751	680	624		1165	2265	2612	2372	3214	3364	4683	4762	4844	4906	5512	5694	5950	7948	7857	8432	10540	
2009	"Fruit juices, incl. grape must, and vegetable juices, unfermented, not containing added spirit, ..."	125	0	0	342	835	571	2156	3966	442	909	1387	304	74	164	147	225	2		14579	8227	9204	10988	12577	21659	26221	16791	19704	21395	31711	36920	27460	29886	27859	35811	40606		4265	5382	6373	9051	11689	23547	34522	35650	17037	23752	28885	27815	29639	25880	22926	18165	16087	
8448	"Auxiliary machinery for use with machines of heading 8444, 8445, 8446 or 8447, e.g. dobbies, ..."	6	6	14	91	8	24	0	1	0	0	0	0	1	6	0	0	2		2953	1284	1036	732	1131	2124	904	888	763	1486	2078	1754	1312	682	725	640	1447		91190	155465	220955	226006	191996	181386	212733	155441	107694	156040	187256	182140	202176	211332	165348	170876	159902	
8505	"Electromagnets (excluding magnets for medical use); permanent magnets and articles intended ..."	0	39	3	0	1	5	1	0	0	0	0	0	14	1	5	2	2		39	72	59	56	83	213	426	893	133	700	196	152	284	171	130	158	162		8652	14542	23570	35905	46136	49102	58814	58524	36614	52613	78496	64090	65699	70099	68864	64901	72304	
2811	"Inorganic acids and inorganic oxygen compounds of non-metals (excluding hydrogen chloride "hydrochloric ..."	206	104	62	128	50	0	4	0	0	3	8	17	21	4	2	2	2		460	452	280	223	329	575	338	846	908	741	2337	412	432	691	495	546	614		6876	10057	13266	18202	18424	22553	29495	31560	25020	30514	38072	35065	38837	42508	39862	39160	46732	
4812	"Filter blocks, slabs and plates, of paper pulp"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	2		499	46	14	1	0	0	0	131	100	1807	140	629	374	84	108	96	102		447	514	870	1270	1753	1869	1896	1828	1256	2546	2744	2602	2786	2640	1715	1475	2265	
9607	"Slide fasteners and parts thereof"	3	32	21	6	30	15	24	41	0	0	1	6	0	0	3	5	2		765	993	1319	1211	1205	1121	1578	2269	1791	1260	1719	1408	1635	1824	1814	2152	2236		27526	44017	57386	65182	63606	71695	85311	64770	49749	71160	71059	71632	75817	79726	64263	64713	71921	
6405	"Footwear with outer soles of rubber or plastics, with uppers other than rubber, plastics, leather ..."	0	1	8	48	260	16	1	0	0	1	0	0	0	0	0	5	2		1871	1767	2821	1185	1417	1408	1914	2497	3459	3037	1939	3219	1270	1944	1170	1860	1663		3383	3998	8439	11389	7052	7913	8684	12747	9767	14759	17889	21586	34491	29567	4666	3223	3573	
8408	"Compression-ignition internal combustion piston engine "diesel or semi-diesel engine""	0	48	3	54	43	0	0	0	865	40	46	27	48	11	2	0	2		744	904	2416	715	1126	567	2663	3243	3641	919	1645	2067	2168	980	695	882	1449		301109	489022	840172	1419928	1806844	2152866	2707440	2881491	1519465	2088211	2662027	2053930	2275790	2278151	2264919	2274270	2424973	
9505	"Festival, carnival or other entertainment articles, incl. conjuring tricks and novelty jokes, ..."	7	43	200	182	216	18	28	62	27	14	3	1	12	1	2	19	2		3740	4481	5582	7664	10079	13094	13453	22617	19166	17721	17636	15217	14657	18182	17515	24267	27105		1438	1517	3045	5533	5948	4895	5854	7358	5215	9263	32056	25279	25342	28376	32203	21161	24524	
4906	"Plans and drawings for architectural, engineering, industrial, commercial, topographical or ..."	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	2		30	51	49	84	32	406	543	954	494	361	345	212	177	333	18	9	12		8205	2144	1053	622	5340	551	1449	1024	648	1487	3533	300	381	2118	1684	992	2433	
8714	"Parts and accessories for motorcycles and bicycles and for carriages for disabled persons, ..."	11	27	3	0	2	5	0	0	1	0	0	0	3	2	0	12	3		4060	1883	1102	1493	1299	1882	4165	5479	6085	3595	3240	3961	4372	6806	4158	4267	6855		19643	19615	35148	66570	76052	72809	86992	102278	70972	113569	153930	147010	130889	141296	149232	130240	99240	
8484	"Gaskets and similar joints of metal sheeting combined with other material or of two or more ..."	3	18	3	1	4	24	12	8	8	5	29	57	64	32	7	6	3		319	349	510	495	472	720	1704	596	636	637	733	2564	592	1001	834	597	658		15078	19192	24403	29156	32538	36689	43182	51087	41283	65999	70663	68584	80970	88186	89538	91632	101705	
6303	"Curtains, incl. drapes, and interior blinds; curtain or bed valances of all types of textile ..."	1	18	43	0	4	62	70	14	18	13	16	0	23	1	2	1	3		4350	3151	3268	2871	2142	1449	1415	1956	2120	2428	3245	2478	3036	3467	2564	3042	3591		2074	1358	2451	2258	4788	6012	6968	5931	10434	9954	14516	10124	9450	12070	11575	8939	9342	
9033	"Parts and accessories for machines, appliances, instruments or other apparatus in chapter 90, ..."	0	0	0	2	0	0	7	1	0	0	0	0	0	0	0	0	3		5027	4749	8306	8568	10603	8725	12693	22299	6855	9318	4045	4957	1547	2713	3662	2250	2117		4932	2892	3994	6623	5751	5611	5741	4864	3365	3170	6804	5260	6557	8203	27831	23322	28606	
2826	"Fluorides; fluorosilicates, fluoroaluminates and other complex fluorine salts (excluding inorganic ..."	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3		1	0	0	6	8	0	6	5	0	2	2	3	1	3	1	2	11		2470	7563	4401	3403	5540	6604	8603	9019	3018	7846	7560	7707	8212	8157	9384	5926	6786	
8542	"Electronic integrated circuits; parts thereof"	28	98	29	5	34	11	18	9	19	34	9	55	17	17	8	6	3		13187	12568	19957	31080	19485	25554	22209	31645	38892	22115	23084	5069	7784	7853	8274	10913	18236		228015	330670	440573	676041	721024	684839	675521	537381	444270	470671	552482	521696	463180	498564	441193	438743	554778	
9017	"Drawing, marking-out or mathematical calculating instruments, e.g. drafting machines, pantographs, ..."	0	3	0	4	0	1	0	0	0	0	0	0	0	0	0	0	3		154	317	59	257	758	1346	1106	1154	449	287	469	298	371	247	509	228	296		11123	14370	12237	13415	14086	21355	22005	21628	12202	22100	26666	24791	33621	29846	26347	23476	27518	
6002	"Knitted or crocheted fabrics, of a width <=  30 cm, containing by weight >= 5% of elastomeric ..."	2847	35	11	0	0	6	4	7	0	2	0	0	12	0	4	4	3		51260	6805	6569	9029	8503	9666	8082	9920	7808	5963	5659	3484	3646	3776	3154	2747	2937		63870	5641	4067	2990	6639	7466	6741	5059	4591	6405	6013	6307	5677	5542	4555	4686	6946	
8535	"Electrical apparatus for switching or protecting electrical circuits, or for making connections ..."	70	8	20	3	2	11	27	54	22	131	71	14	28	3	20	48	3		585	1452	3189	7345	7753	7359	8575	9786	8197	11660	9857	4645	2888	18662	4640	2571	2141		32934	41143	31336	52649	46048	66540	94884	118446	124029	97611	145770	157278	195496	146356	137071	123278	126355	
8518	"Microphones and stands therefor (excluding cordless microphones with built-in transmitter); ..."	0	3	3	26	7	7	12	4	1	33	14	16	16	9	39	9	3		1012	1442	1613	2094	2663	3728	2749	3974	2854	2604	2575	2267	2064	1920	1799	7028	20295		34767	50565	80492	108202	130620	128134	112975	130370	89254	116927	159632	160914	165804	169623	154590	155102	187803	
7215	"Bars and rods, of iron or non-alloy steel, cold-formed or cold-finished, whether or not further ..."	0	0	0	0	0	0	2	0	0	8	0	0	0	0	0	0	3		404	238	151	151	372	316	1450	16881	5031	544	736	522	354	639	2035	818	82		8288	10786	18270	31548	36738	41512	57000	61122	43658	62332	90145	67463	71752	68645	47768	30252	38398	
8205	"Hand tools, incl. glaziers' diamonds, of base metal, n.e.s.; blowlamps and the like; vices, ..."	54	14	282	142	19	64	50	5	2	8	7	18	17	4	3	0	3		1768	3671	3461	3504	4801	5744	6255	8414	5635	5049	4593	2877	2705	4689	4472	4458	5359		9721	9159	10575	16446	20815	27705	33942	38854	27412	40903	58931	48101	52221	58520	52019	34928	35566	
8907	"Rafts, tanks, coffer-dams, landing stages, buoys, beacons and other floating structures (excluding ..."	2	34	317	86	87	242	174	98	62	67	103	37	44	1	6	1	3		1235	1814	2326	2248	2793	3835	4615	10562	7367	8162	7585	5693	5841	7210	6731	5940	5476		18131	7022	1954	28825	46113	6106	4496	14077	3964	10113	3516	5810	2873	3839	6141	3882	4990	
6907	"Unglazed ceramic flags and paving, hearth or wall tiles; unglazed ceramic mosaic cubes and ..."	1	22	57	0	0	0	0	12	63	18	0	1	0	0	0	0	3		248	2259	2663	2672	3179	3366	3614	3309	2813	2156	489	66	104	146	194	114	2415		1949	1293	3382	7086	27362	44835	27111	32616	22285	40467	36545	42021	49780	55519	38516	31770	32683	
4003	"Reclaimed rubber in primary forms or in plates, sheets or strip"	0	0	0	0	0	0	0	0	0	0	21	21	0	0	0	0	3		0	1	11	0	0	0	0	37	30	91	287	101	92	179	218	78	14		473	525	523	981	1275	1858	3854	4796	3128	5550	9259	8950	8862	8953	6011	4875	6026	
6914	"Ceramic articles, n.e.s."	0	11	4	4	0	7	0	0	0	1	72	17	0	0	0	0	4		3409	2030	2067	3659	3295	3161	3019	3963	2395	1740	1270	675	811	701	479	1320	1246		1172	1256	1599	1837	1884	2297	2665	2670	1776	3938	2889	2375	3824	4940	4438	7625	3950	
6911	"Tableware, kitchenware, other household articles and toilet articles, of porcelain or china ..."	91	40	1	77	148	14	6	7	17	5	161	512	25	2	1	3	4		1446	1527	1480	2325	2467	3161	4196	5263	3020	3937	4108	3487	2865	3116	2353	2483	2594		8449	11138	19233	24621	44621	90409	121999	123753	91190	127824	146490	135058	147327	201072	200728	130895	121785	
8208	"Knives and cutting blades, of base metal, for machines or for mechanical appliances"	0	41	26	86	104	102	10	7	1	5	2	3	1	5	6	2	4		37	81	239	411	226	313	287	362	462	654	310	308	280	512	550	598	605		10609	13790	18606	22359	23748	32638	36147	39868	30401	37170	46838	49023	50152	50566	45120	44420	45506	
2101	"Extracts, essences and concentrates, of coffee, tea or maté and preparations with a basis of ..."	0	0	0	0	0	0	0	0	0	0	0	0	2	1	37	0	4		4411	5964	7970	8103	7784	7270	8955	12246	13102	12406	14010	17847	31699	27753	23846	27089	27333		23802	25888	31406	42199	52338	66435	69428	88247	64886	69825	99473	87355	96353	102872	113232	120811	140731	
8509	"Electromechanical domestic appliances, with self-contained electric motor; parts thereof (excluding ..."	0	0	0	1	3	3	3	5	4	3	7	1	11	24	5	1	4		1279	3485	6189	9745	9768	4003	4021	4834	4341	3922	3846	5000	6310	6465	4854	5841	6499		29991	25272	43672	75107	116275	129554	53681	58074	48763	70847	77453	67224	70533	68537	60154	42631	41119	
2505	"Natural sands of all kinds, whether or not coloured (excluding gold- and platinum-bearing sands, ..."	7	0	1	0	0	0	1	0	0	0	0	0	1	30	3	43	4		184	195	239	282	126	191	90	507	227	97	183	129	103	336	114	161	177		3990	5012	5993	6473	8431	9491	12065	18830	12729	13615	20168	16801	25472	33403	27532	33936	37260	
5406	"Man-made filament yarn, put up for retail sale (excluding sewing thread)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4		49	46	309	158	155	136	109	36	2	56	4	3	54	16	9	22	9		97	29	59	167	309	178	161	154	383	173	78	84	153	394	270	60	117	
3405	"Shoe polish, furniture wax and floor waxes, polishes and creams for coachwork, glass or metal, ..."	111	51	100	188	212	1	7	20	24	53	14	44	20	7	14	4	4		20488	29848	6150	5722	4908	1991	15058	50805	39433	27697	33083	4438	3381	2699	1789	1507	1268		4201	5250	6167	7120	8673	9202	11855	12697	11018	14005	18092	16787	18218	17888	15594	14846	14504	
7007	"Safety glass, toughened "tempered", laminated safety glass (excluding multiple-walled insulating ..."	0	0	0	0	5	3	11	7	0	31	25	0	1	0	1	6	4		681	575	1104	1249	1694	1807	1669	3398	2981	1634	1847	1633	2693	2683	1197	2444	3035		18852	20028	30102	51133	45077	47152	46824	61501	56003	66427	72040	75918	82893	84195	97286	105815	154781	
9999	"Commodities not elsewhere specified"	0	0	1	2	149	2	7	26	37	32	93	22	5	79	57	60	4		195426	153795	256195	360028	446556	565606	768876	826759	475928	704029	922145	713857	699383	724015	631536	573177	576610		2510861	2224681	3422565	3689466	6214911	9287654	10924866	34131572	19125400	24383848	35423236	40729748	36542161	35565420	25065939	16352330	21569047	
0307	"Molluscs, fit for human consumption, even smoked, whether in shell or not, live, fresh, chilled, ..."	35	47	59	43	131	85	119	175	42	0	6	13	369	284	392	245	4		16213	23187	29265	40029	37668	42726	42128	42653	37934	37287	40282	36652	31050	33879	28725	35098	34707		1050	1960	2673	2707	3781	2792	3382	5329	3858	5183	14415	17312	15066	14728	18224	14763	15587	
6910	"Ceramic sinks, washbasins, washbasin pedestals, baths, bidets, water closet pans, flushing ..."	40	51	12	7	15	2	0	11	11	0	15	23	9	1	15	3	4		4349	3921	4890	4940	5988	8929	9235	9775	4700	3459	4110	4444	5725	6212	7140	8856	9365		906	1016	1767	3092	3735	7296	8626	9403	6364	8868	8833	7599	9470	9096	9099	7191	7164	
5402	"Synthetic filament yarn, incl. synthetic monofilaments of < 67 decitex (excluding sewing thread ..."	483	926	1390	1398	1172	2095	392	362	65	756	461	125	20	63	31	33	4		6706	7092	7328	8095	7370	8712	10436	9767	5706	7351	10690	9929	10526	14180	12095	13217	14140		277827	408095	471813	546500	663487	735153	1014497	975743	772655	1064000	1296297	1485221	1436204	1614849	1481530	1561588	1684357	
5808	"Braids of textile materials, in the piece; ornamental trimmings of textile materials, in the ..."	13	3	2	2	23	1	0	7	2	1	0	5	0	1	2	5	4		128	111	237	458	821	601	739	643	919	850	934	655	725	698	352	376	395		1769	1854	2614	3289	3919	3375	3388	4746	12622	21627	22099	13185	9611	10046	10103	6458	8153	
6402	"Footwear with outer soles and uppers of rubber or plastics (excluding waterproof footwear of ..."	46	30	148	40	11	19	1	30	23	4	3	23	0	15	46	1	5		7412	7013	7657	6498	7939	8925	12274	10903	9260	11506	19380	18970	18795	20846	20229	26389	27293		18019	28900	54029	95971	145110	179234	163655	207971	172104	218085	301904	283309	295706	260288	177899	135862	123844	
8417	"Industrial or laboratory furnaces and ovens, non-electric, incl. incinerators (excluding drying ..."	0	0	0	0	14	0	5	15	0	0	0	28	14	30	259	11	5		2082	1095	1604	1263	1194	2590	2540	1412	439	1426	510	744	242	3201	1204	117	296		30396	33497	50444	49159	70369	112104	163634	152539	97856	58114	126598	108310	202673	105020	91426	249609	98118	
6404	"Footwear with outer soles of rubber, plastics, leather or composition leather and uppers of ..."	58	13	11	51	90	130	110	81	3	53	1	2	44	0	2	0	5		963	1554	3842	1759	3202	6983	8342	23080	24682	21380	21706	14443	17973	24859	25015	46159	43921		13951	17400	27587	51110	76453	84147	96598	113990	98689	124158	171549	182103	244949	263062	258741	273233	258738	
