Product code	Product label	Turkey's imports from United States of America-Value in 2001	Turkey's imports from United States of America-Value in 2002	Turkey's imports from United States of America-Value in 2003	Turkey's imports from United States of America-Value in 2004	Turkey's imports from United States of America-Value in 2005	Turkey's imports from United States of America-Value in 2006	Turkey's imports from United States of America-Value in 2007	Turkey's imports from United States of America-Value in 2008	Turkey's imports from United States of America-Value in 2009	Turkey's imports from United States of America-Value in 2010	Turkey's imports from United States of America-Value in 2011	Turkey's imports from United States of America-Value in 2012	Turkey's imports from United States of America-Value in 2013	Turkey's imports from United States of America-Value in 2014	Turkey's imports from United States of America-Value in 2015	Turkey's imports from United States of America-Value in 2016	Turkey's imports from United States of America-Value in 2017	United States of America's exports to world- 	United States of America's exports to world-Value in 2001	United States of America's exports to world-Value in 2002	United States of America's exports to world-Value in 2003	United States of America's exports to world-Value in 2004	United States of America's exports to world-Value in 2005	United States of America's exports to world-Value in 2006	United States of America's exports to world-Value in 2007	United States of America's exports to world-Value in 2008	United States of America's exports to world-Value in 2009	United States of America's exports to world-Value in 2010	United States of America's exports to world-Value in 2011	United States of America's exports to world-Value in 2012	United States of America's exports to world-Value in 2013	United States of America's exports to world-Value in 2014	United States of America's exports to world-Value in 2015	United States of America's exports to world-Value in 2016	United States of America's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
7904	"Zinc bars, rods, profiles and wire, n.e.s."	10	57	24	0	0	0	20	0	1	2	6	4	4	7	10	8	10		15388	15473	14612	21932	18951	21047	41266	50033	30142	56116	43423	33075	20252	22488	27604	22887	24735		1066	1062	852	740	698	801	1589	1506	1640	1614	1073	1556	1621	1301	1227	2131	2778	
5401	"Sewing thread of man-made filaments, whether or not put up for retail sale"	47	9	464	28	125	93	227	201	45	66	70	66	93	12	22	4	11		96507	84763	102775	129527	125131	119080	104189	100439	68340	81851	86245	83626	97027	122689	126196	119458	120180		5796	8530	10677	9192	10322	12851	16472	16639	15495	22096	22158	18099	20579	17712	14141	14000	12761	
4502	"Natural cork, debacked or roughly squared, or in square or rectangular blocks, plates, sheets ..."	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11		512	479	216	748	3192	603	1094	1772	1447	426	126	188	376	176	189	379	354		8	38	47	27	5	84	32	12	9	4	8	11	4	0	17	6	20	
6913	"Statuettes and other ornamental ceramic articles, n.e.s."	69	27	9	6	17	6	49	47	29	91	82	89	169	85	22	26	11		26119	24812	24085	21434	27479	22849	29365	25821	17702	20829	23059	24037	27999	26845	21677	20271	20010		2550	5213	7099	10365	9367	10325	9761	12519	11246	19989	25305	18174	21770	22727	19668	11116	8579	
5808	"Braids of textile materials, in the piece; ornamental trimmings of textile materials, in the ..."	189	156	114	61	8	16	6	6	8	26	32	21	44	36	15	21	12		60769	47097	28617	17773	16593	15700	12143	10453	8200	11494	11912	11888	12313	15030	13569	11387	11007		1769	1854	2614	3289	3919	3375	3388	4746	12622	21627	22099	13185	9611	10046	10103	6458	8153	
7006	"Sheets or profiles of glass, whether or not having an absorbent, reflecting or non-reflecting ..."	2	12	3	4	13	13	8	93	16	115	127	81	93	106	49	11	12		270893	168769	62867	73695	62679	46722	40914	34017	33215	42700	69954	41573	40149	37504	29965	25230	26245		2454	4050	6279	9224	13480	14942	16838	19399	16295	19005	23127	22478	22933	25694	21778	25445	32403	
6217	"Made-up clothing accessories and parts of garments or clothing accessories, of all types of ..."	40	67	51	88	88	70	63	41	29	44	231	267	97	95	50	17	12		419897	403295	344110	265349	236872	234139	179452	158793	112879	132855	145348	175640	131824	123690	109257	94324	90965		3992	3581	5542	8339	7327	9368	10204	14421	11487	19533	20717	21769	21236	21322	15239	12162	12408	
7213	"Bars and rods of iron or non-alloy steel, hot-rolled, in irregularly wound coils"	0	0	0	0	0	0	0	0	0	1	19	0	5	0	0	3	12		44352	51785	65816	77947	109160	109601	93297	178886	136232	174753	209682	181419	156190	148636	95049	80084	94915		32820	46198	85809	160114	197038	175763	231724	319765	178805	259168	303863	286383	303206	342409	222630	178427	260897	
6304	"Articles for interior furnishing, of all types of textile materials (excluding blankets and ..."	5	115	19	4	23	17	3	61	5	26	10	41	47	65	47	46	12		18795	21260	26908	26112	30404	36878	38402	32722	31776	35140	38917	51092	57982	46833	40273	35012	37050		1380	1529	1436	3775	8284	12370	21797	26938	20152	20360	20988	17037	15938	36368	53178	58656	49468	
6114	"Special garments for professional, sporting or other purposes, n.e.s., knitted or crocheted"	38	21	3	21	4	3	44	120	70	70	50	66	65	18	34	44	12		131355	150866	142502	114844	95604	94102	88865	69331	69297	83148	98642	96943	108138	109183	92279	84392	74686		1815	1181	2418	3853	7906	10110	12575	15162	11502	13598	9228	6197	6621	6684	7887	8982	10867	
5204	"Cotton sewing thread, whether or not put up for retail sale"	17	3	25	23	9	45	18	32	28	39	16	63	32	64	23	15	12		39974	19366	17549	18182	20619	20025	16708	18224	9351	9093	6886	4844	5701	5787	7317	3813	3091		680	723	606	482	246	336	644	944	1195	2224	3220	4447	4278	2658	3088	3200	2206	
2502	"Unroasted iron pyrites"	0	0	0	0	0	0	0	0	0	0	2	3	15	14	14	2	12		355	309	254	305	378	434	404	898	361	606	614	818	1132	3055	1109	1791	1467		17	30	46	59	47	75	91	112	43	192	155	86	126	157	289	270	279	
4910	"Calendars of any kinds, printed, incl. calendars blocks"	24	18	6	23	11	49	50	53	14	26	29	31	42	55	36	48	13		35838	34817	37102	43314	42797	44493	40674	38982	29725	31561	35679	33813	30957	29375	26980	29383	22865		647	847	1002	1069	951	1243	1275	1275	1151	1143	1174	1255	1182	1026	973	825	714	
7209	"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, cold-rolled "cold-reduced", ..."	1049	331	57	0	4	4	22	256	149	166	67	74	0	4	2	0	13		315322	265871	405824	293212	394202	344277	357487	447628	348544	495782	641109	664090	570087	524357	536678	444067	524895		95041	168187	271406	579741	511156	616180	629852	721087	401099	502307	568766	491248	499944	494521	365284	354293	539824	
9104	"Instrument panel clocks and clocks of a similar type for vehicles, aircraft, vessels and other ..."	5	3	1	21	11	3	55	39	62	24	30	9	8	54	21	95	13		13686	4422	3507	6501	5898	5724	4869	4733	6182	6894	18137	33200	20784	20034	24397	11901	6912		223	235	382	785	564	620	477	511	255	6025	6063	5808	6736	5395	1046	1360	2952	
6906	"Ceramic pipes, conduits, guttering and pipe fittings (excluding of siliceous fossil meals or ..."	0	3	0	0	0	1	3	0	0	1	1	2	3	1	0	10	13		2960	3926	2627	3129	2473	2920	4354	4620	3014	4855	11044	4980	5616	3995	6069	4507	3152		305	63	159	226	145	95	206	140	97	8	158	76	53	88	89	508	386	
4416	"Casks, barrels, vats, tubs and other coopers' products parts thereof, of wood, incl. staves"	0	0	0	0	0	1	42	64	43	44	54	28	19	15	14	11	13		81724	58605	54162	54429	60993	83093	90484	133215	134598	114720	111273	125056	141239	186427	225153	206339	213201		392	511	559	653	793	683	1143	970	726	1498	1656	1250	1360	2426	712	1543	1577	
8707	"Bodies, incl. cabs, for tractors, motor vehicles for the transport of ten or more persons, ..."	43	1	14	6	3	79	72	87	12	53	28	36	28	27	1	0	13		171553	145964	163881	210570	246799	307620	366162	337109	221828	254939	367331	534747	531223	611597	754268	930728	1068124		5208	3293	7243	12833	13178	10957	14142	21627	12684	4531	24473	20240	28500	14746	5962	4423	7619	
2503	"Sulphur of all kinds (excluding sublimed sulphur, precipitated sulphur and colloidal sulphur)"	0	0	0	0	0	36	128	75	21	63	38	0	0	0	0	1	14		48549	40017	46096	54483	45619	39048	74438	247153	78556	166413	249160	360931	222002	312793	277974	211960	251427		5296	6385	10306	10202	13511	15152	14544	52142	8106	15024	30790	28503	17903	22469	27298	26958	32497	
6603	"Parts, trimmings and accessories for umbrellas and sun umbrellas of heading 6601 or for walking ..."	0	0	0	0	0	0	0	2	0	0	4	0	2	0	2	2	14		2988	3046	2557	2487	3375	4225	3230	4808	3636	5389	6726	6309	6279	5740	4937	5234	5300		737	1076	1878	3247	3798	3979	4190	7333	5428	3827	5009	2644	2999	3876	5127	1914	1104	
3705	"Photographic plates and film, exposed and developed (excluding products made of paper, paperboard ..."	36	27	31	37	146	37	10	17	8	21	72	27	38	4	7	11	14		101702	104297	101198	124727	99989	117430	110783	123218	128904	147898	166877	187650	165752	162496	274977	311576	324504		121	134	115	187	625	496	741	322	254	239	438	351	401	505	400	481	424	
5608	"Knotted netting of twine, cordage or rope, by the piece or metre; made-up fishing nets and ..."	2	9	143	21	54	5	17	29	3	8	9	12	6	10	34	25	14		16433	14295	14128	13195	15976	17555	18359	20458	20805	18088	19056	17285	17292	16325	14882	16320	19930		1498	2525	4737	4855	7139	8614	11772	9118	6029	9884	15029	11635	8478	6919	10178	11087	11324	
5901	"Textile fabrics coated with gum or amylaceous substances, of a kind used for the outer covers ..."	0	11	1	15	3	4	39	116	23	28	34	54	17	11	271	10	14		19620	12676	12492	14320	15553	17226	26744	25078	24910	24693	17342	17625	14858	14752	15585	13923	16670		691	1077	1280	1224	1477	1316	1880	2397	1937	3063	4412	4159	4776	4026	1806	1236	1399	
7015	"Clock or watch glasses and similar glasses, glasses for non-corrective or corrective spectacles, ..."	0	5	8	25	9	4	8	2	0	1	1	4	6	2	2	1	14		21233	18686	18562	14365	13443	14584	15861	9951	14725	14944	17045	17379	12181	7566	6776	4893	6671		1444	1911	1676	1604	2300	1714	1827	1869	1853	1387	1913	1397	1060	1579	1687	1233	1009	
9105	"Clocks (excluding wrist-watches, pocket-watches and other watches of heading 9101 or 9102, ..."	48	41	33	33	46	21	14	71	10	264	84	135	101	35	48	124	14		26187	19695	17334	19837	18888	20733	20779	25100	20389	23258	26249	28565	31172	26533	31345	24694	24845		2611	2645	4979	8033	8252	9197	11547	11716	6254	9533	14393	10432	13263	11992	8193	9016	6773	
4402	"Wood charcoal, incl. shell or nut charcoal, whether or not agglomerated (excluding wood charcoal ..."	0	0	0	0	0	2	0	3	0	0	57	58	90	1	2	3	15		3087	3931	5383	6321	8337	9702	9471	10756	11609	10480	11949	13407	16029	16381	12435	13934	12861		319	246	505	1708	2379	3943	5844	4878	6053	7777	10642	17630	32954	29869	36676	39262	39486	
1805	"Cocoa powder, not containing added sugar or other sweetening matter"	0	0	0	0	0	0	0	0	0	0	1	3	4	1	17	0	15		25776	32955	46058	45042	31514	31765	31454	36780	47348	84746	83723	100702	88463	78160	75474	117618	88534		5133	10983	20024	21496	13292	14111	19526	20460	26480	45856	71773	58329	64021	50481	49245	45678	57727	
6117	"Made-up clothing accessories, knitted or crocheted; knitted or crocheted parts of garments ..."	16	12	2	16	24	33	57	67	12	37	28	33	26	34	10	17	15		301266	200420	180564	166473	179395	150885	136479	102597	86583	91321	112613	91810	117961	101092	123352	171795	228837		3567	2234	2839	4964	6763	7994	8381	9706	15539	18499	19819	17647	17653	13498	13080	11937	11132	
6702	"Artificial flowers, foliage and fruit and parts thereof, and articles made of artificial flowers, ..."	4	113	33	4	42	14	119	54	22	94	134	9	98	57	37	26	15		36019	31509	29702	31872	34891	35594	40484	40961	32332	29561	32256	32370	31728	33450	33356	33339	31167		6126	7464	11306	15307	15784	21329	30569	28211	21611	26026	31736	26860	27517	33679	33615	31673	23781	
0106	"Live animals (excluding horses, asses, mules, hinnies, bovine animals, swine, sheep, goats, ..."	6	28	73	93	145	183	235	249	207	212	243	245	176	55	86	42	15		41429	43681	49832	45089	50041	69122	80217	67703	68344	72201	81453	85615	88241	93013	93719	91239	88982		725	1015	730	1052	859	1160	1530	2002	1385	1451	2271	2632	2525	3202	3550	3401	3333	
7116	"Articles of natural or cultured pearls, precious or semi-precious stones "natural, synthetic ..."	0	1	2	0	13	3	8	39	144	67	170	75	83	136	15	108	15		251985	274798	263920	446180	641766	817788	1486922	626697	631984	642138	559811	524324	556176	618522	526493	381906	352807		109	140	137	369	388	445	794	1025	849	2554	2784	1854	1597	1608	1995	2224	1668	
2513	"Pumice stone; emery; natural corundum, natural garnet and other natural abrasives, whether ..."	6	4	15	0	14	2	23	3	6	20	7	29	154	21	29	15	16		21065	22201	19759	17906	17857	15652	15998	18469	16939	22559	24004	24461	27354	23690	22373	20960	28219		121	92	152	328	262	125	357	222	240	255	348	608	977	422	722	617	1416	
4906	"Plans and drawings for architectural, engineering, industrial, commercial, topographical or ..."	2318	5	395	24	14	16	114	48	29	55	59	18	11	13	120	31	16		36640	22025	22942	22040	23047	13520	12863	10881	8366	10887	8434	11413	10216	8001	7863	7396	5297		8205	2144	1053	622	5340	551	1449	1024	648	1487	3533	300	381	2118	1684	992	2433	
5509	"Yarn of synthetic staple fibres (excluding sewing thread and yarn put up for retail sale)"	518	385	612	182	207	73	251	820	35	496	287	62	1	6	62	17	16		104164	91333	94149	121870	179749	197603	223500	295329	230930	356884	496811	451564	430461	482033	497376	440472	452395		115372	172121	231445	250860	218076	253211	357334	325770	281838	373223	487759	450331	453525	448830	390002	400793	461046	
2004	"Vegetables prepared or preserved otherwise than by vinegar or acetic acid, frozen (excluding ..."	28	19	11	54	100	207	282	378	434	7	0	2	40	60	27	31	16		416723	404695	380645	437117	499822	568203	676345	806807	805085	896954	1000158	1153262	1191662	1207266	1181651	1265374	1282974		552	303	281	956	685	412	793	1835	1852	873	1403	1431	1816	3291	8373	1178	1788	
4909	"Printed or illustrated postcards; printed cards bearing personal greetings, messages or announcements, ..."	16	10	3	24	18	29	8	79	27	35	37	39	28	29	14	18	17		187017	161548	189033	176499	174009	178775	183898	198200	173009	168782	134798	134880	140489	131363	140253	144402	129313		118	227	140	210	483	376	361	572	684	674	773	656	584	533	425	363	257	
8305	"Fittings for loose-leaf binders or files, letter clips, letter corners, paper clips, indexing ..."	4	16	3	22	33	81	26	1	7	20	31	24	42	43	40	37	17		44882	38143	48483	51493	40749	45128	40727	42336	33895	38615	40906	41789	46410	47480	48305	51857	52107		2852	4069	4787	6815	8971	9218	11149	13477	11410	14552	15211	14792	14240	16320	13871	13248	12183	
4017	"Hard rubber, e.g. ebonite, in all forms, incl. waste and scrap; articles of hard rubber, n.e.s."	25	110	62	80	81	97	43	44	39	49	59	30	53	57	50	26	17		28400	26208	23053	19518	17443	24514	17689	18155	11170	17788	14132	29074	19496	19149	14611	15878	12389		363	444	612	765	1136	1361	1669	1669	1275	2023	1523	864	1517	1555	1226	1236	1273	
8215	"Spoons, forks, ladles, skimmers, cake-servers, fish-knives, butter-knives, sugar tongs and ..."	27	11	7	2	16	6	8	11	16	5	6	10	23	18	15	18	17		28253	30877	23763	26774	43728	42296	44198	53746	27442	23001	26963	29238	28761	29864	33400	36277	36776		6290	4833	8126	17274	23811	36590	45123	46432	39387	50064	66700	49165	38628	46141	55595	30995	26016	
6207	"Men's or boys' singlets and other vests, underpants, briefs, nightshirts, pyjamas, bathrobes, ..."	0	0	3	5	122	2	2	0	9	0	2	0	2	2	1	1	17		47833	25642	14770	9615	9912	22210	11701	7378	6072	7252	11337	13304	15542	15780	14722	12587	10057		464	258	340	594	1007	1078	2658	2912	1735	2201	3354	2586	2111	2422	1746	1308	1066	
4410	"Particle board, oriented strand board "OSB" and similar board "e.g. waferboard" of wood or ..."	19	36	52	18	26	48	5961	13426	382	2177	3715	362	91	469	29	13	17		175119	167542	153206	145192	122870	169431	192262	224999	122442	153611	162198	170270	189428	194662	175338	162649	144939		7591	12180	25381	54061	56004	44828	52779	59570	59272	86776	89715	111756	110405	78541	80177	55759	61430	
6103	"Men's or boys' suits, ensembles, jackets, blazers, trousers, bib and brace overalls, breeches ..."	4	2	15	14	13	32	35	69	18	15	20	23	16	34	16	19	18		148758	107665	121294	76319	63298	62486	50790	42648	48891	41074	40904	50224	50146	52132	60362	59776	61524		2688	1707	2802	3217	4228	5773	8184	14545	13705	24437	23809	22276	30541	34391	35799	41947	44759	
7319	"Sewing needles, knitting needles, bodkins, crochet hoods, embroidery stilettos and similar ..."	19	54	51	24	13	14	73	23	22	11	51	12	13	30	20	11	18		34792	31989	30397	34476	31252	36492	36316	34795	27690	29880	35879	18682	14584	13096	12965	14011	13037		1051	1137	1350	1417	1897	2010	2330	3039	1944	2631	2341	2575	2640	2302	2202	1954	2438	
7418	"Table, kitchen or other household articles, sanitary ware, and parts thereof, of copper; pot ..."	7	16	8	0	1	23	48	63	25	32	52	22	32	48	7	15	18		10796	10646	13637	12279	12685	11798	13931	15911	14744	16594	21271	13813	13138	11582	12876	9308	10156		269	525	548	515	919	629	2101	2327	1856	2470	5056	4101	6018	6660	6640	5095	5036	
1604	"Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs"	2	79	0	0	0	0	51	1	46	51	14	33	28	9	33	1	19		244558	233141	236005	273086	280642	289563	302994	344189	318306	314596	346091	362158	370316	354593	348940	315066	301996		288	341	634	538	753	1201	730	594	2169	2036	1363	1397	1000	3164	4038	4446	3916	
1109	"Wheat gluten, whether or not dried"	0	0	0	0	0	0	0	0	0	0	16	16	25	30	33	26	19		7601	12728	9561	12215	7607	6547	7878	7955	8346	10918	10322	16536	21200	17206	12056	7742	9660		646	1215	1444	1225	2189	3492	3576	3236	5370	11565	17104	18766	20969	23466	27320	20312	17429	
5606	"Gimped yarn, gimped strip and the like of heading 5404 or 5405; chenille yarn, incl. flock ..."	210	205	55	51	82	0	47	0	26	1	1	2	29	2	1	1	19		26757	14170	16908	18646	11656	12069	13376	11587	15255	27978	35110	33599	40217	40890	35358	33417	34081		5861	5884	7576	7159	9283	8331	9711	11778	8009	13299	15903	15566	18157	24614	24166	21303	29835	
4904	"Music, printed or in manuscript, whether or not bound or illustrated"	2	0	0	3	5	8	32	13	10	3	8	2	14	3	6	14	20		28692	30182	32056	31530	35275	27479	30837	30065	28744	27525	25985	25681	23466	21132	19459	24427	21033		24	23	25	32	49	59	124	53	47	17	60	23	72	42	75	194	152	
5701	"Carpets and other textile floor coverings, of textile materials, knotted, whether or not made ..."	1003	435	432	542	385	463	1880	872	585	574	330	155	1331	204	36	225	20		32580	28174	32638	34127	44626	41150	46874	41341	25684	32761	33021	25845	29943	22751	22044	22370	23539		27797	25447	29246	40124	55387	83672	109902	122329	89382	111617	110970	104804	100034	94097	30164	9326	5393	
5801	"Woven pile fabrics and chenille fabrics (excluding terry towelling and similar woven terry ..."	104	124	141	110	1607	190	281	21	79	71	50	38	194	47	278	24	20		100905	167924	109701	123999	123506	107435	86673	71862	52621	51050	48851	52061	42599	48675	51972	54808	49607		31186	71519	120415	118791	130163	143430	81345	37289	32654	40135	59682	42282	46281	33746	24765	21963	31657	
8103	"Tantalum and articles thereof, n.e.s.; tantalum waste and scrap (excluding ash and residues ..."	0	0	0	17	1	1	37	14	2	3	8	5	3	484	8	312	21		217716	216471	226467	257356	188199	112579	106448	156678	119118	200483	264148	221230	254029	266581	206483	182195	210097		3	0	37	22	148	18	50	198	144	46	26	196	39	515	28	346	69	
8404	"Auxiliary plant for use with boilers of heading 8402 or 8403, e.g. economizers, superheaters, ..."	2003	514	155	398	625	1952	3452	1486	751	78	10653	3082	9433	10160	155	437	21		108293	95770	151824	92802	102102	117381	129311	132864	126217	175686	215430	202987	227962	227006	262787	138800	109909		73893	81028	29742	15935	27298	24665	34771	29691	28360	11351	82660	59790	125460	24168	47110	106370	13515	
2206	"Cider, perry, mead and other fermented beverages and mixtures of fermented beverages and non-alcoholic ..."	0	0	2	0	0	0	4	0	0	111	9	10	5	76	46	98	21		19813	17881	27662	55326	46139	34376	38413	37745	29014	33021	36084	35522	48541	77625	85575	73713	67906		0	0	2	9	17	2	10	6	0	168	557	974	1277	1757	1699	1524	160	
6402	"Footwear with outer soles and uppers of rubber or plastics (excluding waterproof footwear of ..."	72	36	109	15	43	46	52	58	46	47	18	47	24	55	15	0	22		133942	153764	148915	115724	119997	145303	155535	198081	163634	174081	205247	224942	246685	249124	250632	194984	192566		18019	28900	54029	95971	145110	179234	163655	207971	172104	218085	301904	283309	295706	260288	177899	135862	123844	
4421	"Other articles of wood, n.e.s."	39	20	19	35	29	20	51	47	50	68	89	206	750	174	60	67	22		165502	125625	130479	145317	179042	186575	190305	233737	224234	224317	278295	224505	223657	227333	204646	192632	160156		3841	4468	5702	7274	10639	12361	16993	20049	13809	21291	24659	27040	30071	29609	27417	24846	24481	
6102	"Women's or girls' overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, ..."	2	2	0	9	0	32	32	30	51	39	63	75	61	47	57	80	23		15017	12212	14794	14135	15536	14383	24379	51558	55640	42111	51871	42827	40912	49649	44814	36343	35259		1077	1785	2657	3338	3468	4830	6041	9961	8263	9859	11318	8116	9224	13009	13620	13607	17356	
6601	"Umbrellas and sun umbrellas, incl. walking-stick umbrellas, garden umbrellas and similar umbrellas ..."	123	8	4	6	5	1	16	7	6	18	41	218	35	12	172	50	24		9685	6956	6517	8258	9958	11417	14486	16008	13333	15438	21760	22965	20703	23661	26300	25432	30430		2743	3777	5312	8166	9095	9953	15132	19818	21461	37646	43282	28996	30236	28064	35458	32948	21160	
9615	"Combs, hair-slides and the like; hairpins; curling pins, curling grips, hair-curlers and the ..."	2	3	3	2	36	6	6	17	8	40	74	61	48	36	56	55	24		38884	32705	28100	28558	28812	28480	36367	41833	41023	37161	43109	52259	44305	36721	28179	27195	32949		3788	5056	5383	7545	9858	9791	16169	36223	25120	27088	33079	26561	25582	25295	17283	16329	17207	
4013	"Inner tubes, of rubber"	2	56	17	1	28	15	5	10	115	36	29	99	299	317	117	13	25		20785	20496	18120	23752	47822	20830	23166	24562	21179	17631	16318	21178	16821	14995	16439	11309	15598		5444	6572	7336	8982	12775	14114	13052	19341	13665	17497	19212	19930	17846	17635	18683	18435	16329	
7302	"Railway or tramway track construction material of iron or steel, the following : rails, check-rails ..."	1	25	1	9	2262	0	1080	106	66	1669	211	96	135	4	8	8	25		80568	74509	67604	107834	139865	174943	226316	347314	218516	216092	263713	340183	378696	343389	298156	242238	242675		4882	5838	15433	22721	39753	27483	47878	103737	84501	112720	92468	79346	69222	36795	31374	53630	54681	
9113	"Watch straps, watch bands and watch bracelets, and parts thereof, n.e.s."	12	0	0	12	12	0	3	10	14	14	13	25	51	72	20	48	25		7885	11803	11384	9588	8256	5509	7497	14943	17240	17879	12104	12015	9938	13412	13584	18526	16338		961	1636	1844	2347	2219	2944	3203	2824	2656	2665	3369	2582	3530	4105	4295	2875	2424	
