Product code	Product label	Turkey's imports from Viet Nam-Value in 2001	Turkey's imports from Viet Nam-Value in 2002	Turkey's imports from Viet Nam-Value in 2003	Turkey's imports from Viet Nam-Value in 2004	Turkey's imports from Viet Nam-Value in 2005	Turkey's imports from Viet Nam-Value in 2006	Turkey's imports from Viet Nam-Value in 2007	Turkey's imports from Viet Nam-Value in 2008	Turkey's imports from Viet Nam-Value in 2009	Turkey's imports from Viet Nam-Value in 2010	Turkey's imports from Viet Nam-Value in 2011	Turkey's imports from Viet Nam-Value in 2012	Turkey's imports from Viet Nam-Value in 2013	Turkey's imports from Viet Nam-Value in 2014	Turkey's imports from Viet Nam-Value in 2015	Turkey's imports from Viet Nam-Value in 2016	Turkey's imports from Viet Nam-Value in 2017	Viet Nam's exports to world- 	Viet Nam's exports to world-Value in 2001	Viet Nam's exports to world-Value in 2002	Viet Nam's exports to world-Value in 2003	Viet Nam's exports to world-Value in 2004	Viet Nam's exports to world-Value in 2005	Viet Nam's exports to world-Value in 2006	Viet Nam's exports to world-Value in 2007	Viet Nam's exports to world-Value in 2008	Viet Nam's exports to world-Value in 2009	Viet Nam's exports to world-Value in 2010	Viet Nam's exports to world-Value in 2011	Viet Nam's exports to world-Value in 2012	Viet Nam's exports to world-Value in 2013	Viet Nam's exports to world-Value in 2014	Viet Nam's exports to world-Value in 2015	Viet Nam's exports to world-Value in 2016	Viet Nam's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
6001	"Pile fabrics, incl. "long pile" fabrics and terry fabrics, knitted or crocheted"	0	0	0	0	0	0	0	0	405	446	0	0	0	0	0	0	0		3007	456	10593	7688	5322	10962	23811	24085	10525	7808	18543	6908	6599	8922	11278	36639	63925		10391	18618	29362	39330	35717	32138	35811	47366	48028	78946	159394	123210	168664	213834	197711	147784	167590	
6903	"Retorts, crucibles, mufflers, nozzles, plugs, supports, cupels, tubes, pipes, sheaths, rods ..."	0	0	0	10	0	122	0	0	6	6	0	6	0	0	136	0	0		0	400	1057	1253	1997	2398	3245	4800	5291	4918	5156	4912	4056	5283	6894	6635	4830		17619	22228	26329	30167	30355	36886	52584	47839	36889	50308	58033	57021	56850	63567	49801	45872	58888	
6905	"Roofing tiles, chimney pots, cowls, chimney liners, architectural ornaments and other ceramic ..."	0	0	0	0	0	1	0	0	0	88	26	0	0	0	0	0	0		0	23	5	81	511	681	787	761	777	1154	1800	1959	2088	2601	3284	3246	935		51	118	274	600	867	1112	1540	1656	991	787	1148	751	1481	1057	1521	705	473	
7016	"Paving blocks, slabs, bricks, squares, tiles and other articles of pressed or moulded glass, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	1	10	46	2295	2465	140	146	138	197	262	565	315	174	123	242	307		1559	1979	2419	4548	7658	5973	10425	9248	5384	8198	11060	9957	10017	10893	9962	10092	5593	
7018	"Glass beads, imitation pearls, imitation precious or semi-precious stones and similar glass ..."	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0		0	11	13	174	157	202	401	473	689	737	683	713	2372	1731	2535	2593	1699		6758	9002	12657	22218	30723	32538	38714	38746	30108	36242	35736	34420	39158	36852	25306	25814	24782	
7107	"Base metals clad with silver, not further worked than semi-manufactured"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		5	0	0	0	0	0	0	0	166	68	0	0	0	0	0	1	3		46	29	64	23	101	7	54	89	10	524	1834	976	1147	1675	1295	1197	1535	
7109	"Base metals or silver, clad with gold, not further worked than semi-manufactured"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5		3	0	0	3	2	3	0	16	57	8	15	4313	16	4	120	199	3	
7110	"Platinum, incl. palladium, rhodium, iridium, osmium and ruthenium, unwrought or in semi-manufactured ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		83	1	0	0	0	8	0	550	9	51	0	1545	530	231	1369	473	36		2101	5309	5487	1293	2535	1966	8101	4738	5081	4675	8027	4203	4634	4290	2596	3705	3677	
7115	"Articles of precious metal or of metal clad with precious metal, n.e.s."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	95	85	4	0	262	756	13457	581526	895	1553	2517	2586	3271	4668	2851	573		1829	2246	2294	4104	1297	4980	8715	4512	3823	5403	20427	25791	35094	8910	9124	4910	3404	
7203	"Ferrous products obtained by direct reduction of iron ore and other spongy ferrous products, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		333	2	2	25	0	0	0	2	0	830	3	24	1	0	3355	13			1847	8091	8697	2793	17471	10907	38119	34543	18945	99634	74569	140592	171171	76431	130190	75357	169027	
7209	"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, cold-rolled "cold-reduced", ..."	0	0	0	0	0	0	0	1103	0	0	4148	4444	0	3322	0	0	0		561	751	1916	1417	1591	2501	4438	49797	25981	372897	447691	313880	234719	273269	226930	322545	318291		95041	168187	271406	579741	511156	616180	629852	721087	401099	502307	568766	491248	499944	494521	365284	354293	539824	
7211	"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		350	274	1305	2300	1401	1342	3263	5974	4821	10356	15221	18245	15887	17318	12218	5853	2264		28344	46289	88047	119209	139195	142037	171599	280403	155090	230148	256706	251008	167331	69246	53891	50631	64050	
7222	"Other bars and rods of stainless steel; angles, shapes and sections of stainless steel, n.e.s."	0	0	0	0	0	0	0	0	0	2	0	0	24	34	0	52	0		11	29	5453	5249	6326	5607	581	1080	507	6406	11016	9256	9512	16089	14298	11326	4130		12438	17125	26948	36839	52372	54266	90170	90497	56401	70403	106926	100748	97566	115389	108049	87295	97222	
7224	"Steel, alloy, other than stainless, in ingots or other primary forms, semi-finished products ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	31	906	2534	1527	554	305	121	456	647	274	475	276	1143	1402	137		2927	2906	4522	7116	12501	13191	32146	14046	12726	16821	32018	30101	27814	38465	34512	31353	86203	
7302	"Railway or tramway track construction material of iron or steel, the following : rails, check-rails ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		39	187	178	200	72	1591	15	154	259	126	375	299	207	463	264	190	189		4882	5838	15433	22721	39753	27483	47878	103737	84501	112720	92468	79346	69222	36795	31374	53630	54681	
7304	"Tubes, pipes and hollow profiles, seamless, of iron or steel (excluding products of cast iron)"	0	0	76	265	122	31	265	112	0	25	0	0	0	0	0	57	0		17361	7868	4443	13819	12916	13400	26885	43254	24499	35165	37297	55585	70866	51876	41154	23850	11359		46981	81879	72892	119306	179636	222652	291380	322776	221232	304630	391034	370016	411851	390915	305519	255302	290593	
7317	"Nails, tacks, drawing pins, corrugated nails, staples and similar articles of iron or steel, ..."	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0		681	933	1888	2840	2252	2373	2416	5658	3176	5261	15192	30302	36446	37308	9532	7016	9389		1120	1752	2709	4416	3882	3803	10891	9416	5151	6204	9165	9217	10210	11441	10876	9933	11061	
7319	"Sewing needles, knitting needles, bodkins, crochet hoods, embroidery stilettos and similar ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		46	2	30	180	184	550	117	353	305	204	114	36	26	59	16	489	2558		1051	1137	1350	1417	1897	2010	2330	3039	1944	2631	2341	2575	2640	2302	2202	1954	2438	
7320	"Springs and leaves for springs, of iron or steel (excluding clock and watch springs, springs ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		81	202	343	1039	2148	4897	4307	5086	3196	3520	5982	8025	5903	8214	6729	7485	9777		12974	18755	24526	46143	50468	56852	79865	82444	59133	70218	87420	75457	85232	75316	79498	85614	83696	
7501	"Nickel mattes, nickel oxide sinters and other intermediate products of nickel metallurgy :"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	68		0	3	17	43	43	22	29	0	11	30	69	360	77	50	23	33	21	
7507	"Tubes, pipes and tube or pipe fittings "e.g., couplings, elbows, sleeves", of nickel"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	42	0	0	0	1	0	55	13	0	0	903	53	112		875	848	861	1100	891	1113	1666	1651	808	933	1702	786	722	1479	4389	1514	1615	
7608	"Aluminium tubes and pipes (excluding hollow profiles)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		28	1037	578	312	474	713	707	1233	916	3454	7831	7957	8174	8595	7015	9406	13170		5864	9670	13393	12262	9691	8070	17449	31330	18572	34638	53252	43479	41767	40540	35079	35928	41158	
7612	"Casks, drums, cans, boxes and similar containers, incl. rigid or collapsible tubular containers, ..."	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0		0	5	0	3885	1869	8865	7827	2730	3660	5584	18710	34302	57954	76215	56868	43824	20716		2359	4412	5125	7743	8824	11586	13844	20289	19728	35787	41085	42413	53937	54713	51604	45347	33526	
7802	"Lead waste and scrap (excluding ashes and residues from lead production "heading No 2620", ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0			0	20	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	
8204	"Hand-operated spanners and wrenches, incl. torque meter wrenches (excluding tap wrenches), ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		340	507	1278	1085	2350	1757	2236	2916	2302	2549	3218	2803	2405	2525	2872	2931	5228		3286	4764	6251	9907	12816	13956	22473	26706	17659	31529	47533	42485	52547	48717	39274	26214	24417	
8206	"Sets of two or more tools of heading 8202 to 8205, put up in sets for retail sale"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0		0	27	51	86	16	57	35	44	507	104	119	252	521	249	170	1389	1760		2386	2216	1715	1821	2058	1570	2451	4263	1525	2951	6063	4949	13506	9189	6527	4974	5958	
6602	"Walking sticks, seat-sticks, whips, riding-crops and the like (excluding measure walking sticks, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	8	10	5	13	0	0	0	6	31	0	3	0	10	0	91		6	11	26	52	98	132	250	289	196	314	577	374	366	502	340	415	378	
6805	"Natural or artificial abrasive powder or grain, on a base of textile material, paper, paperboard ..."	0	0	0	0	0	0	0	0	0	0	0	11	0	0	1	0	0		82	85	487	144	210	248	567	524	501	441	1514	1573	2023	2292	2187	1659	3121		12376	18053	24369	31928	37964	41500	44776	49130	33912	45782	55126	51751	56293	62817	51390	47791	52266	
6807	"Articles of asphalt or of similar materials, e.g. petroleum bitumen or coal tar pitch"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	4	0	5	4	0	0	0	25	54	169	76	42	44	12		6359	8051	8916	12370	15702	29442	21746	22950	23880	24537	23249	18277	20820	19049	14349	13308	15833	
7414	"Cloth "incl. endless bands", grill and netting, of copper wire, and expanded metal, of copper ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	103	0	0	2	0	0	0	0	0	0	0	0	0	0			248	262	448	680	610	845	0	0	0	0	0	0	0	0	0	0	0	
8423	"Weighing machinery, incl. weight-operated counting or checking machines (excluding balances ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1521	1378	1523	2117	1785	2617	3316	4536	4361	9306	6888	8041	9034	8639	8444	8834	12511		9624	14545	14712	24806	27754	39886	42365	40901	24746	33865	43157	39068	42304	42565	37764	33145	29060	
8425	"Pulley tackle and hoists (other than skip hoists); winches and capstans; jacks"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		93	56	253	233	600	354	247	326	464	3301	8212	6793	20655	1474	2692	1335	4977		6551	7879	11880	17766	31839	38098	44136	63958	36044	41767	54972	61361	72428	82565	72268	75476	73670	
8449	"Machinery for the manufacture or finishing of felt or nonwovens in the piece or in shapes, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	2	6	32	5	0	0	0	0	0	11	0	3	75		5178	1311	33674	21481	35078	6349	4548	26432	15499	60670	75942	39129	45121	26335	125876	32259	27704	
8464	"Machine tools for working stone, ceramics, concrete, asbestos-cement or like mineral materials ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0		19	248	106	151	206	323	778	1073	1391	1336	1138	1040	2194	2785	1685	2194	1664		33876	19132	26953	51101	49467	65819	87305	72895	33531	39135	104178	68208	105411	89469	61618	67007	58359	
8514	"Industrial or laboratory electric furnaces and ovens, incl. those functioning by induction ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	14	300	100	946	819	452	516	602	534	619	1709	833	1168	1339	1361	1074		25546	12582	36778	32472	45802	56667	59728	68244	95415	67387	117821	76897	69665	62859	75110	61219	60283	
8530	"Electrical signalling, safety or traffic control equipment for railways, tramways, roads, inland ..."	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0		0	33	35	2	0	0	0	93	147	870	1526	1377	1271	193	123	53	381		23938	27251	6780	8283	20240	19970	26318	41944	59008	46851	85920	39150	91158	62751	50480	38317	58466	
9008	"Image projectors, and photographic enlargers and reducers (excluding cinematographic)"	16	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2635	176	49	5	0	15	21	310	916	1046	1291	11	5	61	69	114	133		2488	2784	3376	1237	1570	908	1242	1192	174	195	302	164	196	119	77	47	106	
9011	"Optical microscopes, incl. those for photomicrography, cinephotomicrography or microprojection ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	48	98	5	34	233	53	28	272	123	251	436	231	466	255	208	673		6628	5188	9175	12426	16869	15666	21751	21492	16813	18238	21248	21739	21858	27858	22108	20620	20763	
9015	"Surveying, incl. photogrammetrical surveying, hydrographic, oceanographic, hydrological, meteorological ..."	16	43	163	179	44	6	3	0	0	0	0	0	0	0	0	0	0		1959	1496	3730	2451	52	1458	3840	3058	4197	5149	9721	11800	11537	13046	10012	3245	9295		12234	23623	16972	21316	46124	34709	48906	47202	59403	58677	62740	69588	75274	79863	73106	51377	67053	
8715	"Baby carriages and parts thereof, n.e.s."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		14	211	1112	394	229	11	8	8	2	0	8	20	2	8	8	6	528		2847	4345	6944	9234	8284	14024	13433	19781	13394	26349	39916	39568	36656	48350	44241	34457	33760	
9105	"Clocks (excluding wrist-watches, pocket-watches and other watches of heading 9101 or 9102, ..."	0	0	0	0	5	1	1	0	6	1	0	0	0	8	0	0	0		39	68	53	14	209	72	128	89	73	228	234	127	1019	1682	2682	4506	9157		2611	2645	4979	8033	8252	9197	11547	11716	6254	9533	14393	10432	13263	11992	8193	9016	6773	
9209	"Parts and accessories for musical instruments, e.g. mechanisms for musical boxes, cards, discs ..."	0	0	0	0	0	0	4	2	0	0	2	7	4	2	1	1	0		41	33	120	72	53	924	2067	2400	2547	852	1636	9334	10278	6230	8750	10247	9118		787	1232	1453	1718	2220	2736	3084	3244	2965	3823	4491	4086	4253	4166	3679	2979	3413	
9301	"Military weapons, incl. sub-machine guns (excluding revolvers and pistols of heading 9302 and ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			11718	33899	10210	2173	0	0	0	0	0	0	0	39871	16563	8651	0	0	0	
9204	"Accordions and similar instruments; mouth organs"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			26	20	33	56	41	75	0	0	0	0	0	0	0	0	0	0	0	
9706	"Antiques of > 100 years old"	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	59		871	1216	2010	1513	3860	2360	3887	4600	2473	2775	10908	8538	5947	4255	4097	5373	3496	
2201	"Waters, incl. natural or artificial mineral waters and aerated waters, not containing added ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		189	203	213	420	422	507	713	786	1287	1746	2024	509	551	2534	1827	1321	240		87	105	106	151	206	535	744	1165	825	1099	1751	1909	3262	2467	2975	2518	2063	
2308	"Acorns, horse-chestnuts, marc and other vegetable materials and vegetable waste, vegetable ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	59	2	67	162	136	193	389	811	1231	1442	2436	2812	3715	28004		17	40	102	130	113	215	688	682	463	464	521	1475	17308	20735	3438	2422	11410	
2403	"Manufactured tobacco and manufactured tobacco substitutes and "homogenised" or "reconstituted" ..."	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	28	0		5804	2673	1971	3025	4339	9905	3913	3472	17996	14460	6276	8066	4877	5125	16061	31748	3807		39804	45745	57956	73323	93446	84111	81816	103570	108667	91298	99695	127116	125657	151301	144314	161585	135384	
2502	"Unroasted iron pyrites"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			17	30	46	59	47	75	91	112	43	192	155	86	126	157	289	270	279	
2511	"Natural barium sulphate "barytes"; natural barium carbonate "witherite", whether or not calcined ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		7686	3143	3455	7247	8703	9364	11360	11889	7977	10598	11271	13814	11457	20491	12663	4232	4175		101	89	65	151	368	162	262	208	177	169	579	1226	4570	5562	1961	1945	2425	
2514	"Slate, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2635	591	619	255	136	22	40	474	2427	1072	1493	411	0	0	0	1	38		1	9	5	20	19	306	0	38	40	166	196	127	233	78	81	113	179	
2521	"Limestone flux; limestone and other calcareous stone, of a kind used for the manufacture of ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		267	0	17	2	39	174	676	2014	1197	198	47	21	391	35	21	1029	51453		5	4	0	0	4	28	2	6	6	2	0	0	9	18	9	2	25	
2523	"Cement, incl. cement clinkers, whether or not coloured"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1089	568	478	1220	904	4763	3919	3038	10384	96890	319465	552268	785532	912258	667328	560173	488993		8857	4053	8194	17087	36323	129502	94145	36658	6041	9629	7848	12502	13334	14358	17076	16526	11259	
2601	"Iron ores and concentrates, incl. roasted iron pyrites"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		4043	5175	10085	25072	16535	26860	20025	42669	37967	21395	53301	1440	57714	8573	2570	18547	178672		82142	163995	161185	205182	315080	538019	636803	749438	902329	923743	1169657	1148803	1159543	1067142	800476	697767	1010678	
2613	"Molybdenum ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	4	0	0	131	4186	5444	992	6148	8097	10084	11378	15074	11711	8632	32218		0	8	62	62	25	101	153	203	1644	841	506	104	9	410	125	8	12	
2615	"Niobium, tantalum, vanadium or zirconium ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3142	5404	3473	10277	14867	12101	9926	12701	8705	14041	29509	36945	28090	20731	9880	3142	4446		938	1618	1682	2343	4555	5851	5415	4740	2945	4874	9693	7728	5098	5293	5708	7847	8388	
2704	"Coke and semi-coke of coal, of lignite or of peat, whether or not agglomerated; retort carbon"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		19	6	4	19	0	198	5	5	9	64323	34616	38341	10076	8133	3998	22500	45108		48372	60020	56742	94738	107591	76638	95719	96879	58367	54984	128276	115869	131467	73004	110419	100617	468781	
2706	"Tar distilled from coal, from lignite or from peat, and other mineral tars, whether or not ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	11	0	0	0	0	0	0	0	0	13	24	1948	10332		1	8	2	9	27	44	51	55	0	26	628	73	34	108	142	207	231	
2715	"Bituminous mastics, cut-backs and other bituminous mixtures based on natural asphalt, on natural ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		79	0	65	37	79	375	29	18	148	150	8	22	9	26	390	602	766		267	1178	813	1317	1443	3274	6257	7381	3302	5164	5724	3020	2269	1587	1980	4061	3159	
2804	"Hydrogen, rare gases and other non-metals"	0	0	0	0	0	0	0	0	0	0	524	1247	0	0	0	0	0		55	75	43	114	2132	12942	11085	27432	35568	65078	91628	136961	147420	204809	198760	208916	257442		3809	5398	7429	10744	10908	13404	15093	23984	17826	28557	36113	32259	25038	36850	33175	33277	33535	
2806	"Hydrogen chloride "hydrochloric acid"; chlorosulphuric acid"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		25	1	102	0	5	26	35	15	14	7	257	43	28	61	155	16	4		124	737	794	1234	1614	2035	2653	2541	595	539	684	837	888	717	712	937	839	
2819	"Chromium oxides and hydroxides"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	1	0	0	0	1	0	4	3	0	195	90	0	4	4	0	2		1091	2070	2173	3309	3383	3878	4452	6037	4327	6291	5424	6637	6252	5218	5374	5227	5543	
2821	"Iron oxides and hydroxides; earth colours containing >= 70% by weight of combined iron evaluated ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	3	0	6	29	0	0	16	52	270	156	283	457	1192	675	1205	3013		2585	5240	6492	7291	8268	10299	15466	18198	15222	15581	18319	18057	19887	17289	14918	14124	13789	
2844	"Radioactive chemical elements and radioactive isotopes, incl. their fissile or fertile chemical ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		168	127	133	211	10	168	417	171	83	93	141	96	276	0	137	88	6		4476	4347	4628	6380	8016	6792	7275	11397	13170	15483	18940	18624	19920	20122	19063	22543	21194	
2904	"Sulphonated, nitrated or nitrosated derivatives of hydrocarbons, whether or not halogenated"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		42	111	0	4	9	0	0	0	585	3037	4378	2168	2810	2451	925	468	828		2414	3010	3392	3329	5252	6157	7232	6817	6687	8354	8581	7551	7426	7240	7375	7297	8577	
2916	"Unsaturated acyclic monocarboxylic acids, cyclic monocarboxylic acids, their anhydrides, halides, ..."	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0		0	1	270	238	3	8	29	826	776	392	269	338	39	183	159	182	67		44377	55150	78983	115643	173007	194067	212477	233489	183263	282632	369668	333710	340268	355588	299973	243153	322740	
0101	"Live horses, asses, mules and hinnies"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	34	0	2	0	0			12912	6605	1512	1351	1568	4265	7684	8554	5190	14660	4235	2674	8628	4506	3010	1770	1618	
0103	"Live swine"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		67	0	0	52	98	18	5	412	26	4	0	0	0	505	16343	118637			0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0302	"Fish, fresh or chilled (excluding fish fillets and other fish meat of heading 0304)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		62793	71527	76788	69712	31288	37561	32343	26932	36823	45774	53589	74501	36152	21277	17235	4191	16375		331	273	1011	2933	6420	10865	14589	20509	20130	26722	38604	46229	44060	50475	65548	45218	43300	
0503	"Horsehair and horsehair waste, whether or not put up as a layer, with or without supporting ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			190	291	325	202	274	410	0	0	0	0	0	0	0	0	0	0	0	
0704	"Cabbages, cauliflowers, kohlrabi, kale and similar edible brassicas, fresh or chilled"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3009	1997	1989	3101	13262	5382	6019	7589	3331	3763	4057	4764	3739	3625	9940	13703	11489		0	0	0	0	0	1	0	4	14	18	1052	430	162	15	394	75	27	
0809	"Apricots, cherries, peaches incl. nectarines, plums and sloes, fresh"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	99	126	91	0	113	28	0	5	2	8	1	22	5005	3		15	64	12	88	237	101	160	563	89	156	167	197	67	40	133	102	226	
1104	"Cereal grains otherwise worked, e.g. hulled, rolled, flaked, pearled, sliced or kibbled; germ ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		251	186	722	596	280	55	330	212	525	23	48	49	62	32	163	218	633		246	335	632	146	505	687	894	2023	9087	20384	26722	37235	39020	37777	42152	42478	41428	
1106	"Flour, meal and powder of peas, beans, lentils and other dried leguminous vegetables of heading ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		177	657	801	250	494	388	1458	7753	5170	3979	4711	4427	10783	10906	11087	12809	12186		1212	878	711	547	1570	1406	1415	1910	1859	1649	2577	617	1444	849	1035	1530	2798	
1212	"Locust beans, seaweeds and other algae, sugar beet and sugar cane, fresh, chilled, frozen or ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0		7405	2559	772	1091	1795	1190	1372	2673	2267	4731	4032	5291	4319	4135	4842	9911	7668		2081	3547	3910	3211	2540	4494	2380	1632	2040	1995	3571	6940	4938	8437	11613	7987	23950	
1214	"Swedes, mangolds, fodder roots, hay, alfalfa, clover, sainfoin, forage kale, lupines, vetches ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	17	109	79	86	37	176	0	21	7	17	0	19	25	31	63	2138		12	2	0	0	0	425	2111	0	23	2208	3030	6482	5694	1397	522	583	3533	
1502	"Fats of bovine animals, sheep or goats (excluding oil and oleostearin)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		369	17	7	206	0	190	272	28	67	281	736	3011	2604	2385	53	0	12		32074	47237	61550	55930	68082	69605	94343	131660	84807	106988	111854	110253	55815	69058	18897	14325	15684	
2921	"Amine-function compounds"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	10	0	17	0	0	0	8	31	1	25	188	221	157	84		54498	58044	65935	71365	84045	80130	89925	105642	98071	117154	122894	104944	100110	100699	86384	72981	105391	
2923	"Quaternary ammonium salts and hydroxides; lecithins and other phosphoaminolipids, whether or ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		147	22	41	73	71	18	300	158	65	153	44	12	120	0	11	25	185		3121	3946	4814	5527	6614	7922	7672	9199	9653	12672	15528	16369	21511	24484	23734	19788	22334	
2935	"Sulphonamides"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	8	0	17	16	177	181	94	96	65	123	54	125	150	183	171	7		37333	29808	33338	34254	29444	39208	27118	21879	21368	28312	31759	24855	21159	22739	21796	21311	27096	
2937	"Hormones, prostaglandins, thromboxanes and leukotrienes, natural or reproduced by synthesis; ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		9	0	29	4	0	24	204	22	232	59	58	13	7	214	169	67	1		27903	34803	36116	47370	48270	42382	38800	41551	31308	37209	35347	30468	40173	27619	28965	26688	28921	
