Product code	Product label	Turkey's imports from Germany-Value in 2001	Turkey's imports from Germany-Value in 2002	Turkey's imports from Germany-Value in 2003	Turkey's imports from Germany-Value in 2004	Turkey's imports from Germany-Value in 2005	Turkey's imports from Germany-Value in 2006	Turkey's imports from Germany-Value in 2007	Turkey's imports from Germany-Value in 2008	Turkey's imports from Germany-Value in 2009	Turkey's imports from Germany-Value in 2010	Turkey's imports from Germany-Value in 2011	Turkey's imports from Germany-Value in 2012	Turkey's imports from Germany-Value in 2013	Turkey's imports from Germany-Value in 2014	Turkey's imports from Germany-Value in 2015	Turkey's imports from Germany-Value in 2016	Turkey's imports from Germany-Value in 2017	Germany's exports to world- 	Germany's exports to world-Value in 2001	Germany's exports to world-Value in 2002	Germany's exports to world-Value in 2003	Germany's exports to world-Value in 2004	Germany's exports to world-Value in 2005	Germany's exports to world-Value in 2006	Germany's exports to world-Value in 2007	Germany's exports to world-Value in 2008	Germany's exports to world-Value in 2009	Germany's exports to world-Value in 2010	Germany's exports to world-Value in 2011	Germany's exports to world-Value in 2012	Germany's exports to world-Value in 2013	Germany's exports to world-Value in 2014	Germany's exports to world-Value in 2015	Germany's exports to world-Value in 2016	Germany's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
0805	"Citrus fruit, fresh or dried"	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0		24413	36208	29067	40064	57789	65320	58418	102177	87539	106433	103843	92926	117757	100343	105080	101306	92689		212	6637	9043	8859	15137	8054	14569	13630	12698	13120	18164	19326	17661	15365	19686	18661	20578	
0908	"Nutmeg, mace and cardamoms"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3937	3087	3934	3431	3877	5145	5995	7270	7927	10578	13901	12394	12758	10928	9725	10319	11349		35	41	44	61	26	36	53	67	82	91	109	140	105	160	588	774	1109	
1004	"Oats"	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		5155	6899	5265	6455	15394	10403	9413	12081	6338	6114	13014	12288	15244	14204	10914	12402	12008		13	318	43	2770	789	75	3017	1450	760	0	2815	495	0	27	674	7	36	
1201	"Soya beans, whether or not broken"	0	1	1	0	4	0	2	7	5	11	13	25	8	0	0	0	0		3827	7592	7197	9807	10612	9589	12126	23397	18277	17722	24131	21648	15497	38827	43057	40675	55535		67387	139614	226525	226828	328533	264797	409656	647900	429299	742426	687498	684804	642979	1119756	968176	885301	947920	
1208	"Flours and meals of oil seeds or oleaginous fruits (excluding mustard)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2948	4609	2829	3511	506	395	621	905	720	648	919	626	712	866	848	1655	3309		123	27	129	912	950	2531	2957	6502	42343	6888	8065	22042	14921	34566	50967	33379	3093	
1508	"Groundnut oil and its fractions, whether or not refined, but not chemically modified"	4	12	25	8	0	7	0	0	5	8	0	0	0	0	0	0	0		962	2261	4854	2453	859	1281	1726	2479	1962	1554	1876	2326	2369	2747	2526	2950	3517		7	14	28	17	15	18	20	13	10	65	77	58	71	64	72	76	52	
1510	"Other oils and their fractions, obtained solely from olives, whether or not refined, but not ..."	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0		74	76	110	662	681	877	1344	1146	450	494	615	812	760	803	829	1036	1530		0	102	0	0	0	0	0	109	13	58	148	1	0	41	37	90	0	
1804	"Cocoa butter, fat and oil"	69	45	0	0	0	0	0	0	0	0	23	116	234	5205	5810	4028	0		9651	7536	15563	27950	42055	52996	67299	147794	202350	220905	236567	159639	255551	494780	432671	479710	432072		598	1495	3498	2890	1932	10395	6597	20159	22524	29979	25815	38007	57081	68352	71043	59459	92658	
1903	"Tapioca and substitutes therefor prepared from starch, in the form of flakes, grains, pearls, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		9	3	23	10	19	51	167	13	10	8	58	133	118	348	287	217	240		0	1	1	1	5	2	1	5	3	2	0	18	1	2	0	0	0	
2105	"Ice cream and other edible ice, whether or not containing cocoa"	0	47	1	37	4	62	2	1763	6	4906	2585	3	7	145	16	1	0		177343	188275	265519	287928	334066	298058	347768	465553	496348	472640	448461	407484	451767	491943	419711	443997	449575		1394	1295	720	1150	1795	4676	5903	7074	954	8421	7834	3680	3216	4984	9047	3311	1880	
2209	"Vinegar, fermented vinegar and substitutes for vinegar obtained from acetic acid"	86	97	237	151	266	356	0	0	0	3	40	0	1	0	1	1	0		13624	16385	16481	15910	17690	19204	23285	26709	27007	26522	29489	30110	31834	34401	31321	31810	36272		125	180	386	260	635	705	227	466	293	412	618	433	555	722	710	462	436	
2527	"Natural cryolite and natural chiolite"	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2528	"Borates, natural, and concentrates thereof, whether or not calcined, and natural boric acids ..."	0	0	0	0	0	0	158	0	1	0	2	0	0	0	0	1	0		98	84	105	25	30	109	186	220	131	49	106	63	115	116	33	80	106		0	34	0	14	2	2	164	9	5	30	7	14	95	11	12	1	1	
2604	"Nickel ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		8144	11680	12262	18500	10662	14128	9730	2780	6941	11041	801	2556	108	6531	5198	7279	8999		0	0	0	0	0	2	1	0	0	1	1	1	1	0	0	3	1	
2607	"Lead ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		188	793	4390	126	3	652	1512	0	1859	13678	15509	55256	11454	0	0	0	92		1	0	8	0	0	0	1	5	0	14	7	0	909	97	221	12	20	
3706	"Cinematographic film, exposed and developed, whether or not incorporating soundtrack or consisting ..."	12	25	107	381	888	108	251	127	1019	133	84	51	78	3	74	0	0		2191	2409	4327	4986	8375	7638	11659	12961	11710	9512	5189	2359	1237	630	96	59	71		1747	2974	3216	6210	8637	7074	8626	9575	8011	5408	6512	4946	3423	185	206	0	1	
4106	"Tanned or crust hides and skins of goats or kids, pigs, reptiles and other animals, without ..."	44	11	0	0	6	10	0	0	0	0	6	3	2	0	50	0	0		23943	6132	4675	5403	5336	3586	8917	7797	2983	3864	4609	3006	3832	4761	4987	9710	3656		7766	2316	1905	1973	4165	5079	4423	4096	3420	6800	10291	11030	11110	10981	7601	9528	8409	
4108	"Chamois leather, incl. combination chamois leather(excluding glace-tanned leather subsequently ..."	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4110	"Parings and other waste of leather, parchment-dressed leather or composition leather, not suitable ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4111	"Composition leather based on leather or leather fibre, in slabs, sheets or strip, whether or ..."	1522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		30444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5110	"Yarn of coarse animal hair or of horsehair, incl. gimped horsehair yarn, whether or not put ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		134	34	0	7	2	0	0	48	55	121	222	290	285	298	362	331	334		1	0	128	0	0	0	70	172	140	0	298	620	560	679	597	564	91	
6501	"Hat-forms, hat bodies and hoods of felt, neither blocked to shape nor with made brims; plateaux ..."	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0		620	510	502	449	293	517	381	252	377	443	802	596	703	802	605	537	375		1	0	1	3	15	1	7	5	3	1	13	15	34	19	14	4	189	
6502	"Hat-shapes, plaited or made by assembling strips of any material (excluding blocked to shape, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		20	107	102	5	1	13	4	3	0	23	283	242	366	462	484	165	173		0	0	3	0	0	0	0	4	0	4	6	0	10	0	3	1	22	
7012	"Glass inners for vacuum flasks or for other vacuum vessels"	0	2	0	3	3	1	0	0	0	0	0	0	0	0	0	0	0		535	345	349	465	860	1394	0	0	0	0	0	0	0	0	0	0	0		72	129	106	124	72	23	0	0	0	0	0	0	0	0	0	0	0	
7503	"Waste and scrap, of nickel (excluding ingots or other similar unwrought shapes, of remelted ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		36422	30754	33139	58270	81742	57235	114100	75172	44288	79542	101278	80147	59136	85931	66023	50823	54914		0	0	0	0	0	0	0	0	1	37	66	14	0	0	95	135	298	
8002	"Tin waste and scrap (excluding ash and residues from the manufacture of tin of heading 2620, ..."	0	0	0	0	2	0	0	0	0	0	0	6	0	0	0	0	0		1353	2007	2507	3430	3202	4508	9772	17179	8335	18304	20071	13693	14586	15262	10876	12590	11404		0	0	0	3	20	6	0	22	0	0	0	6	8	0	0	32	33	
8005	"Tin foil of a thickness "without any backing" <= 0,2 mm, whether or not printed or backed with ..."	0	1	3	3	2	2	0	0	0	0	0	0	0	0	0	0	0		1475	2123	2600	5163	4754	4120	0	0	0	0	0	0	0	0	0	0	0		8	5	29	126	66	122	0	0	0	0	0	0	0	0	0	0	0	
9502	"Dolls representing only human beings"	13	0	5	5	4	5	0	0	0	0	0	0	0	0	0	0	0		53074	52322	56972	59713	61792	72405	0	0	0	0	0	0	0	0	0	0	0		4013	3977	7238	13115	15560	16821	0	0	0	0	0	0	0	0	0	0	0	
0202	"Meat of bovine animals, frozen"	0	0	0	0	0	0	0	0	0	5221	816	0	0	0	0	0	0		275318	210775	167864	141454	194251	185638	165548	227704	222419	264928	269768	270753	244658	245127	183195	167533	221744		0	0	0	74	0	0	0	0	0	19004	2754	5762	3966	0	49824	0	39594	
0209	"Pig fat, free of lean meat, and poultry fat, not rendered or otherwise extracted, fresh, chilled, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		35932	30317	31553	78419	93040	96867	95438	247039	190968	169012	268422	270109	203681	138655	100810	130418	116420		0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	3	
0210	"Meat and edible offal, salted, in brine, dried or smoked; edible flours and meals of meat or ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		158194	117494	115555	138787	190857	338147	394968	422468	363981	367199	472584	474188	500337	489184	419512	388285	424768		16	10	49	7	16	0	0	0	0	0	0	68	2	0	0	0	0	
0305	"Fish, fit for human consumption, dried, salted or in brine; smoked fish, fit for human consumption, ..."	0	0	0	0	0	0	0	41	239	0	0	0	0	0	0	0	0		65072	58434	72653	85160	98190	130218	148826	148013	192737	194909	311683	282478	325802	390093	340450	382888	403316		275	335	255	618	822	1174	1363	1791	959	1336	751	601	423	389	655	544	579	
0410	"Turtles' eggs, birds' nests and other edible products of animal origin, n.e.s."	0	0	0	0	0	0	0	0	0	0	0	1	0	7	0	0	0		945	1544	864	739	1776	1538	1319	1411	1345	652	1173	1325	1658	1306	1418	1490	2267		77	209	499	207	188	133	58	171	180	430	476	267	313	456	364	451	336	
0506	"Bones and horn-cores and their powder and waste, unworked, defatted, simply prepared, treated ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		4142	2259	1660	1798	2381	2970	4896	16386	12950	20021	36194	52426	72878	62210	61848	59336	54707		1	0	0	0	0	0	6	0	1	48	20	9	0	9	0	0	2	
0507	"Ivory, tortoiseshell, whalebone and whalebone hair, horns, antlers, hooves, nails, claws and ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0		1382	2689	1949	1657	1273	1606	1620	2026	2849	2752	3342	3972	5441	5994	7177	4328	4080		0	3	0	0	1	0	18	1	4	17	26	24	62	33	0	11	28	
0707	"Cucumbers and gherkins, fresh or chilled"	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0		12896	18242	10708	14007	23881	26117	19747	30874	26427	24668	19959	20583	27369	29800	28514	22566	22363		6	0	0	18	1	1	16	4	0	0	0	15	0	0	180	534	1	
1206	"Sunflower seeds, whether or not broken"	0	0	0	0	0	4	0	0	5	0	0	0	0	2	2	1	0		45555	9244	10130	20029	24227	15218	17484	34228	29113	63720	65963	49310	66025	60281	43572	42232	44208		42707	42008	153335	157376	161759	116520	260166	365145	240620	349690	589577	443959	474002	406155	237984	263005	356471	
1403	"Vegetable materials, such as broom-corn, piassava, couch-grass and istle, of a kind used primarily ..."	13	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		880	638	459	505	522	839	0	0	0	0	0	0	0	0	0	0	0		53	95	711	776	269	458	0	0	0	0	0	0	0	0	0	0	0	
1506	"Other animal fats and oils and their fractions, whether or not refined, but not chemically ..."	1	5	4	1	0	0	0	0	0	1	27	21	78	59	37	75	0		6740	7804	7894	11859	10834	17338	19339	27507	18014	32418	56510	65776	54341	47947	38450	50108	52577		2	6	5	5	0	0	0	13	1	1	27	41	78	72	667	661	757	
1006	"Rice"	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0		38782	42877	45260	45396	50677	51350	57596	99526	86136	74072	109307	90633	94963	107781	101727	106731	107851		57683	86383	122786	62025	97186	89105	112750	172790	135271	264541	152439	111346	150523	277321	166058	116207	148788	
1007	"Grain sorghum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		90	191	357	397	285	522	1439	1145	166	855	4243	3257	1465	558	366	389	383		28	0	0	1	0	0	28	54	9	18	2936	278	26	102	74	0	0	
2206	"Cider, perry, mead and other fermented beverages and mixtures of fermented beverages and non-alcoholic ..."	0	0	0	0	0	0	0	0	0	0	0	0	59	87	275	20	0		15010	18532	21604	20619	25023	36714	40036	42555	40169	45264	69534	72257	72138	82454	77658	85998	84635		0	0	2	9	17	2	10	6	0	168	557	974	1277	1757	1699	1524	160	
2304	"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ..."	0	0	0	63	0	0	0	0	0	3284	48283	148378	18847	0	4673	0	0		347690	350700	325940	406619	353143	322726	388675	628488	543536	494955	556425	807339	833049	776886	903554	619827	604749		84251	78913	101650	144863	134366	63853	98175	158425	152392	168923	243029	531424	627954	346499	195513	254558	281252	
2605	"Cobalt ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		162	0	0	2008	855	0	5336	3835	906	1196	0	79	0	2135	964	913	4839		28	30	0	0	0	0	0	0	0	0	0	0	0	2	0	0	65	
2618	"Granulated slag "slag sand" from the manufacture of iron or steel"	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0		12135	10608	12569	16086	19359	27920	54221	57927	38854	32580	34217	28962	26314	27215	22587	18270	30705		448	1254	430	0	16	0	3	0	0	0	0	0	0	0	0	0	0	
2621	"Slag and ash, incl. seaweed ash "kelp"; ash and residues from the incineration of municipal ..."	0	0	0	9	4	4	7	0	0	15	6	0	3	0	0	0	0		27141	35763	35623	42419	40070	40322	46797	57684	39713	45685	49067	42056	43969	39961	30571	29501	30212		0	5	33	581	153	10	33	18	13	27	14	0	34	44	509	1029	555	
3702	"Photographic film in rolls, sensitised, unexposed, of any material other than paper, paperboard ..."	4687	4293	1665	1696	601	130	233	44	118	32	29	306	36	30	2	2	0		349044	334315	304670	258159	172715	88827	77477	55752	39216	35916	40228	33753	38363	37743	39518	43754	45811		29151	34602	35870	38904	36257	34369	31452	31537	22932	21482	18442	15595	15589	9086	6045	4302	4490	
3704	"Photographic plates, film, paper, paperboard and textiles, exposed but not developed"	3	0	0	3	0	0	1	5	1	1	2	0	0	0	10	0	0		1437	1576	2425	3585	3164	2101	2305	536	186	131	420	333	493	518	592	786	402		34	58	30	58	20	26	205	350	443	557	491	187	361	413	562	384	283	
5102	"Fine or coarse animal hair, neither carded nor combed (excluding wool, hair and bristles used ..."	0	84	106	0	21	1	0	4	34	0	0	112	0	0	205	0	0		13569	12595	13805	15192	16905	14967	7622	6217	7752	12972	15936	12430	13599	10320	7220	5153	3988		98	617	332	552	655	562	656	1364	2098	2881	4724	3771	3004	2774	1656	1719	1021	
5003	"Silk waste, incl. cocoons unsuitable for reeling, yarn waste and garnetted stock"	0	0	0	1	3	29	5	0	7	60	142	124	58	67	0	0	0		8385	6081	6008	6007	7236	8161	8872	7110	5843	7349	10618	9479	12787	14037	10987	8099	7309		0	2	1	33	65	163	177	286	383	190	338	710	830	685	864	601	410	
6703	"Human hair, dressed, thinned, bleached or otherwise worked; wool, other animal hair or other ..."	1	0	0	15	2	0	2	0	0	3	0	0	23	0	0	0	0		424	492	582	670	1517	1894	1784	2293	1269	1613	3477	3283	1932	2441	1969	1732	1852		68	169	236	432	589	1032	758	894	1506	2090	2029	2220	3270	2595	2551	3058	3175	
7111	"Base metals, silver or gold, clad with platinum, not further worked than semi-manufactured"	12	1	8	3	0	11	0	0	0	0	0	0	0	3	0	0	0		3455	2159	1606	1936	3385	2628	3999	3303	2976	4578	5413	3838	4223	4651	5130	4671	4447		13	1	8	8	27	43	43	30	7	16	1	2	0	27	29	12	8	
7401	"Copper mattes; cement copper "precipitated copper""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		351	255	385	720	567	273	214	34	7	20242	251	52	30	2302	2376	2736	4382		33	0	83	59	0	21	0	1	0	0	0	0	16	2	7324	13	30	
7906	"Zinc tubes, pipes and tube or pipe fittings "e.g., couplings, elbows, sleeves""	1	1	2	2	4	50	0	0	0	0	0	0	0	0	0	0	0		6653	7869	8726	10800	11910	17660	0	0	0	0	0	0	0	0	0	0	0		18	14	15	38	145	227	0	0	0	0	0	0	0	0	0	0	0	
8524	"Records, tapes and other recorded media for sound or other similarly recorded phenomena, incl. ..."	7114	9434	12482	14505	17599	17614	0	0	0	0	0	0	0	0	0	0	0		1326075	2394411	3054206	3739281	4515392	4443167	0	0	0	0	0	0	0	0	0	0	0		141296	100128	132400	128662	236238	200487	0	0	0	0	0	0	0	0	0	0	0	
9110	"Complete, unassembled or partly assembled watch or clock movements or movement sets; incomplete ..."	0	0	0	0	0	0	0	5	3	0	0	0	5	0	0	0	0		4862	5546	7999	8736	4085	5756	7145	8893	5362	9486	5436	6195	5530	5178	3645	3225	3068		72	88	215	129	106	9	236	243	31	76	441	211	65	53	70	74	61	
0206	"Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		96059	125586	126900	216057	313559	314023	316942	603434	576214	544200	775291	874070	858352	846575	698281	839321	837216		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0307	"Molluscs, fit for human consumption, even smoked, whether in shell or not, live, fresh, chilled, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		14005	7429	18147	23311	24927	28169	22201	21004	20293	16934	36691	36009	33938	48639	52317	64529	66752		1050	1960	2673	2707	3781	2792	3382	5329	3858	5183	14415	17312	15066	14728	18224	14763	15587	
0408	"Birds' eggs, not in shell, and egg yolks, fresh, dried, cooked by steaming or by boiling in ..."	0	0	0	0	0	0	19	0	0	90	66	0	0	0	0	0	0		23155	29084	27134	28500	33929	42775	47125	63151	55387	55435	64717	74857	65745	61577	54376	53491	62861		544	407	142	350	260	369	266	596	805	844	610	435	448	444	369	231	280	
0409	"Natural honey"	60	300	240	467	336	0	0	0	113	0	0	0	0	57	0	0	0		40494	63398	79380	84248	80210	75988	85805	120640	110016	109864	120716	129527	140444	151120	142358	144868	145649		466	690	1212	639	521	126	215	4002	113	2	0	1	0	68	2	6	3	
0703	"Onions, shallots, garlic, leeks and other alliaceous vegetables, fresh or chilled"	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0		22745	26128	27712	34270	33073	41675	54409	52901	45386	67447	67791	60583	70690	62154	58722	56667	51875		167	911	1441	189	56	1629	4343	6730	2124	4276	10516	4634	6796	6627	8615	8065	1365	
0803	"Bananas, incl. plantains, fresh or dried"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		116903	164133	152715	213197	313139	406015	454107	531223	440711	381160	395790	280731	344037	391873	344824	328038	319520		16490	25622	36350	43250	61597	75220	100749	104829	84358	95349	110436	110391	115317	102537	108339	103121	102683	
0905	"Vanilla"	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	5	0		14466	19821	23133	25886	12546	10775	10477	12881	14050	12886	17221	17412	27490	31460	37772	43421	81167		8	0	1	0	19	45	45	53	29	41	95	165	141	243	318	181	180	
1003	"Barley"	0	1	0	0	0	0	0	0	0	2	0	17	16622	20	1	0	0		363799	270328	413106	144521	428407	312469	664753	483631	208835	333675	641002	447881	843496	234967	565796	499384	431264		6327	2435	15718	39814	10608	12850	13588	92092	27770	11933	13693	26706	85782	164189	48081	9807	72391	
1703	"Molasses resulting from the extraction or refining of sugar"	0	0	0	0	0	0	0	0	0	0	2	21	15	0	10	5	0		12361	16189	17090	23729	33943	18192	10609	29823	71051	63721	59174	66847	75709	59593	52892	50656	75718		620	7895	8753	16664	22720	14826	29251	41017	20314	16996	18815	55866	55198	75411	39310	46240	40545	
1802	"Cocoa shells, husks, skins and other cocoa waste"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		244	232	478	490	1118	1300	854	840	237	195	1440	2432	4845	4483	3325	3522	3779		0	5	56	425	309	319	0	0	0	0	0	0	0	2	296	6	78	
2305	"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	14	13	0	11	4	0	2	15	17	23	10	0	20	0	0	3		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	
2609	"Tin ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		83	0	0	2	190	159	0	3	339	16	2	1	0	0	0	0	5		0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	6	0	
2838	"Fulminates, cyanates and thiocyanates"	35	25	66	41	88	125	0	0	0	0	0	0	0	0	0	0	0		14793	14566	15611	17938	15534	13314	0	0	0	0	0	0	0	0	0	0	0		119	146	197	185	228	258	0	0	0	0	0	0	0	0	0	0	0	
2851	"Inorganic compounds, incl. distilled or conductivity water and water of similar purity, n.e.s.; ..."	441	768	1479	876	478	477	0	0	0	0	0	0	0	0	0	0	0		32305	25844	30377	31850	28707	31856	0	0	0	0	0	0	0	0	0	0	0		493	830	1582	949	644	587	0	0	0	0	0	0	0	0	0	0	0	
4815	"Floor coverings on a base of paper or paperboard, whether or not cut to size (excluding similar ..."	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0		20	2	19	13	20	40	0	0	0	0	0	0	0	0	0	0	0		3	312	9	14	10	10	0	0	0	0	0	0	0	0	0	0	0	
5304	"Sisal and other textile fibres of the genus Agave, raw or processed, but not spun; tow and ..."	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0		828	1261	699	61	2267	1664	0	0	0	0	0	0	0	0	0	0	0		233	282	269	524	259	387	0	0	0	0	0	0	0	0	0	0	0	
6213	"Handkerchiefs, of which no side exceeds 60 cm (excluding knitted or crocheted)"	1	1	1	0	2	1	4	0	1	0	1	0	1	1	1	0	0		4117	3840	3513	3478	3477	2872	3464	3201	3453	3884	4127	4447	4804	5122	4716	4594	5114		34	33	122	129	279	766	1267	1210	859	902	1075	508	615	812	731	702	788	
6503	"Felt hats and other felt headgear, made from the hat bodies, hoods or plateaux of heading 6501, ..."	5	7	8	2	4	9	0	0	0	0	0	0	0	0	0	0	0		4915	3629	3836	5301	6524	9045	0	0	0	0	0	0	0	0	0	0	0		28	32	57	99	337	212	0	0	0	0	0	0	0	0	0	0	0	
7416	"Copper springs (excluding clock and watch springs, spring washers and other lock washers)"	13	6	35	1	4	14	0	0	0	0	0	0	0	0	0	0	0		11906	10770	11303	19589	13491	14384	0	0	0	0	0	0	0	0	0	0	0		87	70	116	102	60	58	0	0	0	0	0	0	0	0	0	0	0	
7417	"Cooking or heating apparatus of a kind used for domestic purposes, non-electric, and parts ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2618	2319	402	817	4975	5531	0	0	0	0	0	0	0	0	0	0	0		27	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	
7805	"Lead tubes, pipes and tube or pipe fittings "e.g., couplings, elbows, sleeves""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		104	256	163	230	367	267	0	0	0	0	0	0	0	0	0	0	0		4	1	0	2	68	0	0	0	0	0	0	0	0	0	0	0	0	
