Product code	Product label	Turkey's imports from India-Value in 2001	Turkey's imports from India-Value in 2002	Turkey's imports from India-Value in 2003	Turkey's imports from India-Value in 2004	Turkey's imports from India-Value in 2005	Turkey's imports from India-Value in 2006	Turkey's imports from India-Value in 2007	Turkey's imports from India-Value in 2008	Turkey's imports from India-Value in 2009	Turkey's imports from India-Value in 2010	Turkey's imports from India-Value in 2011	Turkey's imports from India-Value in 2012	Turkey's imports from India-Value in 2013	Turkey's imports from India-Value in 2014	Turkey's imports from India-Value in 2015	Turkey's imports from India-Value in 2016	Turkey's imports from India-Value in 2017	India's exports to world- 	India's exports to world-Value in 2001	India's exports to world-Value in 2002	India's exports to world-Value in 2003	India's exports to world-Value in 2004	India's exports to world-Value in 2005	India's exports to world-Value in 2006	India's exports to world-Value in 2007	India's exports to world-Value in 2008	India's exports to world-Value in 2009	India's exports to world-Value in 2010	India's exports to world-Value in 2011	India's exports to world-Value in 2012	India's exports to world-Value in 2013	India's exports to world-Value in 2014	India's exports to world-Value in 2015	India's exports to world-Value in 2016	India's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
2403	"Manufactured tobacco and manufactured tobacco substitutes and "homogenised" or "reconstituted" ..."	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0		21793	18236	27658	32760	36434	54810	80279	86474	89916	99479	155280	138271	130748	149531	171462	232249	232685		39804	45745	57956	73323	93446	84111	81816	103570	108667	91298	99695	127116	125657	151301	144314	161585	135384	
2511	"Natural barium sulphate "barytes"; natural barium carbonate "witherite", whether or not calcined ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		7124	10285	9901	17047	25249	21536	34896	57143	63824	76335	105145	185313	188289	99245	72071	122058	122970		101	89	65	151	368	162	262	208	177	169	579	1226	4570	5562	1961	1945	2425	
2819	"Chromium oxides and hydroxides"	0	0	0	0	0	0	0	86	171	1	1	0	0	0	2	0	0		37	84	92	192	214	132	227	80	463	297	836	1347	2441	3043	3875	4399	6611		1091	2070	2173	3309	3383	3878	4452	6037	4327	6291	5424	6637	6252	5218	5374	5227	5543	
2844	"Radioactive chemical elements and radioactive isotopes, incl. their fissile or fertile chemical ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		7	41	7	69	1476	13	14	103	638	410	1053	827	2196	1894	786	1658	1710		4476	4347	4628	6380	8016	6792	7275	11397	13170	15483	18940	18624	19920	20122	19063	22543	21194	
3303	"Perfumes and toilet waters (excluding aftershave lotions, personal deodorants and hair lotions)"	0	0	0	0	0	0	0	0	3	0	26	75	44	28	85	1	0		16009	18251	25139	33233	39683	43236	52025	58031	99783	80668	100207	119453	148802	139140	141389	141476	179280		25062	31299	35847	34165	43812	41868	50980	57880	63720	77647	93019	89684	103198	99853	92120	89670	95213	
3807	"Wood tar; wood tar oils; wood creosote; wood naphtha; vegetable pitch; brewer's pitch and similar ..."	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0		13	32	80	69	7	425	727	374	510	1126	492	282	57	58	577	33	43		2	0	10	39	134	212	1115	710	735	539	572	1059	998	755	743	629	720	
3820	"Anti-freezing preparations and prepared de-icing fluids (excluding prepared additives for mineral ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		19	36	30	29	39	168	41	116	72	298	591	393	576	1207	1056	1293	1676		3026	4203	6406	8953	9540	10053	12728	11281	7340	11678	12197	15570	12928	12772	15248	17107	21871	
4301	"Raw furskins, incl. heads, tails, paws and other pieces or cuttings suitable for use in furriery ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		36	104	104	7	55	23	44	153	4	1	117	105	14	19	22	140	22		227	157	65	238	160	285	97	743	414	640	3094	4460	5096	5647	1566	2627	7417	
4411	"Fibreboard of wood or other ligneous materials, whether or not agglomerated with resins or ..."	0	0	0	35	0	0	0	0	33	61	28	0	0	0	0	5	0		2635	2973	3092	4626	5556	4842	9274	2899	9478	9648	11354	11161	13611	12315	11782	14795	17074		26353	54218	88739	132613	248116	238061	335173	274492	150219	238788	289802	323336	301876	195293	164079	128583	89142	
4704	"Chemical wood pulp, sulphite (excluding dissolving grades)"	0	0	0	0	0	0	0	0	27	9	0	0	0	0	0	0	0		0	0	0	0	26	81	0	1	0	0	0	0	2	0	0	888	2		6904	8481	8116	6845	6898	7315	7040	4455	2519	5223	9808	6526	4496	4151	4300	3198	14789	
4706	"Pulps of fibres derived from recovered "waste and scrap" paper or paperboard or of other fibrous ..."	0	0	0	8	54	0	0	0	0	0	0	0	0	0	0	0	0		419	57	205	115	60	36	203	796	674	362	854	1152	82	272	662	976	448		188	384	290	467	580	650	654	930	3357	2785	3379	4450	4046	2715	3276	2236	2686	
4905	"Maps and hydrographic or similar charts of all kinds, incl. atlases, wall maps, topographical ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		131	266	388	440	281	745	1088	2132	890	1744	3230	23010	4144	3407	2772	4196	4059		360	1588	625	621	1172	1066	2105	2312	2042	1449	1272	1451	1541	1783	1222	596	316	
5002	"Raw silk "non-thrown""	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0		3481	762	817	1428	3877	2873	1063	2534	1708	902	638	564	672	276	266	77	118		3792	2931	2951	3821	2910	2448	2764	1924	1146	2205	3359	1575	2425	2291	1524	1014	614	
5308	"Yarn of vegetable textile fibres; paper yarn (excluding flax yarn, yarn of jute or of other ..."	122	14	85	50	1	40	115	45	1	0	94	81	0	6	5	1	0		8190	6161	6580	6966	7589	7501	7094	6801	6265	6249	11352	10601	8636	6679	5867	5656	4854		879	683	1277	1782	2615	1567	1335	1070	961	849	1274	806	810	1453	1524	1457	1439	
5311	"Woven fabrics of other vegetable textile fibres; woven fabrics of paper yarn (excluding those ..."	1	0	0	0	0	0	2	0	0	0	0	0	15	1	0	0	0		1075	1708	522	376	135	306	316	522	547	1121	5066	3693	5644	6635	6359	7495	6596		4887	4932	9024	18913	16209	6356	2302	1321	1280	1749	2468	3857	6398	9149	3756	3913	3917	
5909	"Textile hosepiping and similar textile tubing, whether or not impregnated or coated, with or ..."	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0		910	629	1211	981	1563	1856	1955	3697	3175	2302	2373	3027	2396	3066	1402	908	1902		447	566	671	776	1090	1202	2493	2795	1654	1788	2083	1555	1398	1091	1470	887	1259	
6309	"Worn clothing and clothing accessories, blankets and travelling rugs, household linen and articles ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3461	3308	3910	3073	760	488	565	82	75820	53210	72235	64593	81548	89650	90517	62367	72676		14	2	5	4	1	13	73	48	6	8	5	2	13	1	0	0	9	
6812	"Fabricated asbestos fibres; mixtures with a basis of asbestos or with a basis of asbestos and ..."	38	129	394	544	713	667	1224	881	650	1052	47	0	0	0	0	0	0		4450	7499	5629	5981	6736	6042	7217	7907	7734	10448	10684	9503	8977	9520	9149	7887	8550		5714	7482	6508	4716	3684	2117	2430	2133	1296	1901	143	1	0	0	0	0	0	
7003	"Cast glass and rolled glass, in sheets or profiles, whether or not having an absorbent, reflecting ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		563	561	857	896	204	417	253	484	428	2609	5808	2354	1718	1173	1368	1836	1616		588	953	2150	2126	3771	6966	4768	4569	3716	3516	2895	3203	3996	3127	2304	2446	2897	
7005	"Float glass and surface ground or polished glass, in sheets, whether or not having an absorbent, ..."	33	212	49	0	0	2906	3401	1377	4506	1065	98	140	12	0	0	0	0		27224	35568	24216	18273	8185	24547	37406	42199	27773	24498	86097	36869	44497	50242	33550	33439	32353		20791	28405	39469	53139	84453	143627	170856	114670	87448	116384	115536	105949	147130	180137	159865	155501	147104	
7405	"Master alloys of copper (excluding phosphorus-copper compounds "copper phosphide" containing ..."	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	10	0		3	109	124	108	139	412	528	1833	743	2705	7744	6943	7253	5656	4485	2922	3649		198	301	490	772	611	765	1232	1901	930	1716	2475	3064	3348	3343	3404	3213	3748	
7410	"Copper foil "whether or not printed or backed with paper, paperboard, plastics or similar backing ..."	199	11	0	3	0	0	0	18	99	152	0	0	0	0	0	9	0		170	161	133	892	1854	1526	5129	18376	16438	16884	25352	12313	11561	10118	11296	10872	11387		10677	16150	18686	26148	27206	34347	33277	22132	13912	19039	21725	19944	19468	15906	17267	15667	17392	
7902	"Zinc waste and scrap (excluding ash and residues from zinc production "heading 2620", ingots ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	115	37	60	60	981	1450	159	106	139	108	82	240	1095	194	12	444		0	159	54	306	150	2164	5573	2951	304	282	87	139	146	360	312	409	1339	
8453	"Machinery for preparing, tanning or working hides, skins or leather or for making or repairing ..."	0	0	0	0	0	0	0	0	0	0	0	4	8	3	0	0	0		2162	1571	1441	1275	1329	1468	2917	4268	3221	1774	1776	2235	2194	1563	2070	2233	2655		7438	73196	25321	27288	28760	26648	31448	23588	13475	20827	29638	29853	31016	24090	21662	19937	16127	
8510	"Electric shavers, hair clippers and hair-removing appliances, with self-contained electric ..."	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0		378	819	426	318	2499	244	537	163	399	254	463	1663	632	1541	815	1815	1562		6105	8363	16074	27210	37532	47046	40793	50912	30658	47174	44047	43134	44700	42354	37477	43617	35894	
8520	"Magnetic tape recorders and other sound recording apparatus whether or not incorporating a ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		502	539	645	767	1136	2342	1225	188	0	0	0	0	0	0	0	0	0		947	1187	2255	4503	16442	25448	0	0	0	0	0	0	0	0	0	0	0	
8705	"Special purpose motor vehicles (other than those principally designed for the transport of ..."	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0		1564	1878	2064	2936	5461	13484	10429	14118	15645	32338	19654	38270	46225	42186	45512	38640	46451		67096	16804	31515	64448	98796	104970	159104	234511	154745	126184	109908	118512	179098	150020	97951	174666	125834	
8902	"Fishing vessels; factory ships and other vessels for processing or preserving fishery products ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		23	123	573	431	12583	310	36	669	711	18	23208	0	24	163	167	0	7		0	0	0	0	31	0	0	0	126	339	0	2818	0	0	0	0	0	
9003	"Frames and mountings for spectacles, goggles or the like, and parts thereof, n.e.s."	0	0	2	5	0	0	0	0	6	11	40	430	143	258	15	0	0		875	1573	1229	1773	1539	2521	1771	1659	1457	1348	1759	2208	2365	1614	2210	2646	2372		10580	11040	17793	27686	36102	44274	49736	42609	31206	40146	47133	47065	49717	55939	49561	47740	47606	
9101	"Wrist-watches, pocket-watches and other watches, incl. stop-watches, with case of precious ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		14924	9985	7702	14400	9669	5717	7660	4199	3222	3891	5313	9235	10921	7929	10581	12689	6233		10441	13214	17060	18011	19697	24672	41761	51714	34967	37692	35778	32178	47670	44600	37623	29753	30122	
9702	"Original engravings, prints and lithographs"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		13	0	3	11	0	15	4	6	28	19	34	120	571	117	2067	998	7199		2	2	1	4	3	30	16	71	3	6	243	481	582	155	360	349	122	
0407	"Birds' eggs, in shell, fresh, preserved or cooked"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		14528	12174	24967	36689	49416	25684	65158	63331	43219	38801	40681	49518	30596	41211	49859	39826	39849		5113	12640	10750	13293	14764	7568	10649	9360	8155	11590	13869	13676	24281	37014	25810	22617	31865	
0510	"Ambergris, castoreum, civet and musk; cantharides; bile, whether or not dried; glands and other ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1841	4014	2404	3215	2533	1613	2163	1046	788	1330	1947	2934	4070	4333	5570	5103	6757		14	12	0	1	1	1	0	1	0	0	0	0	0	1	0	0	1	
0701	"Potatoes, fresh or chilled"	0	0	0	0	0	169	268	588	177	5	106	37	185	59	0	0	0		1368	1571	7061	6498	9918	11170	13609	27706	13764	28632	37011	18938	34339	109637	54484	60276	59996		821	5765	5221	5857	7693	12969	17043	13304	8059	16955	21660	16467	7880	21744	28562	20264	11285	
0708	"Leguminous vegetables, shelled or unshelled, fresh or chilled"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		448	1209	2084	1502	1384	1344	1615	1749	1245	1676	546	1422	1403	8636	3258	1709	1294		48	1	0	0	0	0	0	2	19	0	1	0	0	0	0	0	33	
0711	"Vegetables provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water ..."	0	0	0	0	20	9	229	58	49	54	47	80	26	0	116	12	0		19865	21778	21961	28024	48498	51146	41662	59318	66602	36948	47195	50076	47352	67594	66712	61280	74599		2991	4457	2831	2898	4414	4335	7626	14377	8176	8705	12275	14968	19526	21944	15028	12312	10604	
0204	"Meat of sheep or goats, fresh, chilled or frozen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		8934	8746	20562	18844	17203	15383	27486	65473	182508	60348	53912	59476	120995	131643	128285	125345	135007		112	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0812	"Fruit and nuts, provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		55993	65173	21107	10153	5856	5940	6672	4912	5990	6403	1153	348	1099	415	866	2039	1988		0	0	0	1	25	17	10	0	0	0	0	0	0	0	4	1	1	
1401	"Vegetable materials of a kind used primarily for plaiting, e.g. bamboos, rattans, reeds, rushes, ..."	0	0	0	0	3	0	1	0	0	0	0	0	0	1	1	1	0		133	144	293	497	284	147	328	350	700	697	828	465	379	391	376	288	439		101	118	171	317	417	494	689	846	822	869	1035	868	1357	1728	1552	1356	1678	
1509	"Olive oil and its fractions obtained from the fruit of the olive tree solely by mechanical ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		78	33	13	45	40	92	39	42	49	53	460	2421	127	169	256	213	79		28	3453	1940	90	233	60	48	16	39	24	121	150	413	515	9515	4842	141	
1514	"Rape, colza or mustard oil and fractions thereof, whether or not refined, but not chemically ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		750	2591	1258	2227	1361	1985	2506	1468	3620	1783	3552	3236	5479	4480	5261	5014	6332		4957	7259	5824	1990	6011	2490	416	15377	423	757	3270	369	151	2691	2558	2326	536	
1601	"Sausages and similar products, of meat, offal or blood; food preparations based on these products"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		27	243	21	120	121	159	117	279	555	836	852	872	593	630	2027	298	994		56	23	2	36	25	74	118	157	122	219	243	457	727	1194	2059	825	98	
1603	"Extracts and juices of meat, fish or crustaceans, molluscs and other aquatic invertebrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		82	1646	720	330	227	1706	1093	4008	8842	41208	30531	738	373	89	629	1034	757		0	0	1	1	0	3	4	0	1	84	44	57	61	19	13	11	17	
1803	"Cocoa paste, whether or not defatted"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	1	71	120	0	3	0	35	1	0	1	7	686	172	33	23		543	1607	3241	4428	4269	4389	4719	4910	8405	10720	24775	24876	57183	76638	82197	71672	64338	
2004	"Vegetables prepared or preserved otherwise than by vinegar or acetic acid, frozen (excluding ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2168	3323	4755	6087	6032	4524	8379	5749	13698	12936	16362	19401	24916	27376	32451	30291	37810		552	303	281	956	685	412	793	1835	1852	873	1403	1431	1816	3291	8373	1178	1788	
2204	"Wine of fresh grapes, incl. fortified wines; grape must, partly fermented and of an actual ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		234	716	607	458	1174	1208	2504	3481	4411	2289	5392	4366	7673	7339	4342	7499	8734		152	185	160	1550	2634	3238	3132	4561	3197	5610	7076	9281	9646	15528	11386	7024	8093	
2603	"Copper ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0		597	4561	2815	7	3295	2364	397	9227	45	6383	29665	61	36445	18668	0	26472	42887		14680	13479	9348	4588	37067	27340	157	6155	1	362	35	354	230	43	6772	10	98	
2608	"Zinc ores and concentrates"	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0		8008	3512	50209	50119	88794	337478	460307	98539	62422	233004	42294	0	78124	12	177	78	60497		125	273	289	143	66	94	57	0	2	21	3	4	61	48	22	23	120	
2611	"Tungsten ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		21	40	483	157	0	169	68	395	818	0	1772	95	652	581	6	1	340		0	0	0	5	0	0	0	0	0	0	2	15	3	5	0	0	0	
2714	"Bitumen and asphalt, natural; bituminous or oil-shale and tar sands; asphaltites and asphaltic ..."	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0		181	949	928	1233	1445	1141	2112	15476	5677	8508	2915	3821	4178	1586	6621	10901	2621		145	295	183	227	755	324	353	230	157	249	751	1617	828	401	890	1601	1244	
2802	"Sulphur, sublimed or precipitated; colloidal sulphur"	0	304	56	13	0	43	27	0	1080	319	42	0	33	64	0	0	0		2501	2798	8155	3834	22674	6616	8092	9513	9965	16749	32622	29420	33016	25224	15773	25947	29657		55	481	479	146	122	133	235	457	1633	938	358	533	264	179	103	348	1019	
2845	"Non-radioactive isotopes; inorganic or organic compounds of such isotopes, whether or not chemically ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		134	133	876	17	74	88	33	6641	3861	2588	17	2847	16111	11387	2651	3916	25		78	73	688	410	313	284	476	500	503	607	1940	2025	2501	2794	1887	1461	1760	
2853	"Inorganic compounds, incl. distilled or conductivity water and water of similar purity, n.e.s.; ..."	0	0	0	0	0	0	1	0	0	0	3	19	0	0	0	0	0		0	0	0	0	0	0	0	0	2198	2320	3505	5521	3504	3760	1815	1614	3094		0	0	0	0	0	0	307	255	304	602	660	1241	1698	969	1477	1393	1628	
2901	"Acyclic hydrocarbons"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		928	2961	669	36911	80361	130851	142056	244051	132616	287130	340018	326478	186565	121072	108748	125583	253786		21674	12907	19648	72749	152332	69773	72128	45557	12742	44210	155484	87942	26256	252161	22366	22671	15524	
3602	"Prepared explosives (excluding propellent powders)"	0	37	15	9	30	35	0	24	130	1352	410	90	99	38	0	0	0		1195	1235	1881	2239	1862	3154	3811	10269	11436	14168	12923	12528	14924	15774	16840	19429	19230		1836	849	485	1023	3697	1097	1996	2319	1774	4036	4012	2274	4561	1632	4002	2246	1453	
3825	"Residual products of the chemical or allied industries, n.e.s.; municipal waste; sewage sludge; ..."	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	98	256	324	370	198	998	372	1124	420	442	795	879	347	871	262		0	334	1	0	4	1	1	5	37	2	26	0	13	5	0	0	0	
4103	"Other raw hides and skins, fresh, or salted, dried, limed, pickled or otherwise preserved, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0		345	101	1040	952	4374	12273	14873	14019	2223	1178	62	6	26	28	18	136	7		4518	10814	11305	6082	5007	7487	10196	7913	4176	5752	11015	13616	13000	10147	3519	3013	2479	
4115	"Composition leather with a basis of leather or leather fibre, in slabs, sheets or strip, whether ..."	0	0	0	0	4	0	0	0	0	0	0	0	2	0	26	7	0		0	0	70	369	265	560	393	620	107	255	288	416	444	186	367	399	333		0	4327	5190	4592	5509	6913	6096	4731	2832	2755	3581	3198	3143	3142	3620	3998	3363	
4304	"Artificial fur and articles thereof (excluding gloves made of leather and artificial fur, footware ..."	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0		83	317	52	144	44	38	102	52	24	13	115	46	21	158	243	157	97		163	179	91	96	153	577	1569	1638	503	1354	620	399	276	511	509	463	529	
4702	"Chemical wood pulp, dissolving grades"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	68	0	53	0	0	13	11	0	0	0	0	6	0	1	1	0		780	424	648	2756	6481	5058	3599	6147	979	1388	756	747	609	829	798	764	465	
4816	"Carbon paper, self-copy paper and other copying or transfer papers, in rolls of a width of ..."	0	0	0	17	21	19	5	6	4	0	0	0	0	0	0	0	0		2592	3920	3553	3759	4533	4029	4124	4487	6559	4697	4879	3855	3338	2652	1884	2073	2990		4185	5964	7692	11269	13607	13139	18383	17675	10342	14684	14688	15982	13789	13134	12204	11626	16475	
4902	"Newspapers, journals and periodicals, whether or not illustrated or containing advertising ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		9377	12813	12347	10357	5969	17283	59343	6374	5424	6658	4866	5183	4914	3777	3251	3171	2843		13576	20787	20308	25584	23229	22645	27215	29824	21092	19444	16518	14865	14345	9154	8536	6709	4569	
4909	"Printed or illustrated postcards; printed cards bearing personal greetings, messages or announcements, ..."	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	1	0		3127	3898	4537	5299	5853	6579	5466	5277	6373	5239	5259	4332	6485	6194	5958	6313	8017		118	227	140	210	483	376	361	572	684	674	773	656	584	533	425	363	257	
5302	"True hemp "Cannabis sativa L.", raw or processed, but not spun; tow and waste of true hemp, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		101	83	55	264	93	44	47	66	37	756	58	34	22	32	9	10	3		1476	1439	0	474	218	585	845	0	104	3	0	1	0	1	5	3	69	
5405	"Artificial monofilament of >= 67 decitex and with a cross sectional dimension of <= 1 mm; strip ..."	0	0	0	0	11	41	8	0	0	0	0	0	0	0	0	0	0		1211	677	1189	655	268	341	445	217	103	29	1	0	7	1	0	2	21		8	12	30	35	61	185	146	116	7	75	14	44	6	10	5	26	20	
5406	"Man-made filament yarn, put up for retail sale (excluding sewing thread)"	0	0	0	0	0	49	0	0	0	0	0	23	0	0	0	0	0		1864	1277	2385	2926	4004	2160	2482	707	1515	4283	1198	834	675	577	363	345	318		97	29	59	167	309	178	161	154	383	173	78	84	153	394	270	60	117	
5506	"Synthetic staple fibres, carded, combed or otherwise processed for spinning"	0	25	1	0	1	0	0	0	1	71	0	0	0	0	0	0	0		1219	2176	2522	4073	1374	1224	1294	6480	4580	4626	1924	4796	4612	3521	1998	1011	1005		4329	8034	8384	9313	12563	13014	12632	14151	11979	15986	24516	23289	20403	22066	16220	15417	18645	
5704	"Carpets and other floor coverings, of felt, not tufted or flocked, whether or not made up"	0	0	0	0	0	0	0	0	1	6	117	0	1	18	0	0	0		186	527	895	2512	12186	9205	5354	1799	1625	22917	4240	5392	11752	67314	5103	2676	2801		1075	1364	2391	4814	3959	3893	4185	3824	3164	3667	5941	4801	4018	3317	3515	5017	4708	
5803	"Gauze (excluding narrow woven fabrics of heading 5806)"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0		1740	3135	317	728	4886	7473	650	350	1026	1689	2682	2158	2362	4295	1428	472	543		123	76	76	90	148	64	122	431	167	273	330	265	467	32	78	47	34	
6701	"Skins and other parts of birds with their feathers or down, feathers, parts of feathers, down ..."	0	0	0	0	0	0	0	0	0	1	11	0	4	5	6	0	0		514	35	51	171	117	168	230	164	33	36	71	207	73	610	51	75	15		98	226	260	272	509	553	424	450	423	518	745	501	287	416	405	248	518	
6904	"Ceramic building bricks, flooring blocks, support or filler tiles and the like (excluding those ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		304	88	238	177	93	109	139	284	175	121	600	298	311	367	413	1359	2074		28	254	147	230	752	666	943	449	255	115	135	373	2435	2289	2063	1069	902	
7101	"Pearls, natural or cultured, whether or not worked or graded, but not strung, mounted or set, ..."	0	0	0	0	1	0	2	6	0	1	4	1	0	2	0	0	0		1532	2682	3228	15161	2095	1877	3397	2452	4679	729	1774	5494	404522	4352	2859	6390	3616		117	169	160	355	630	459	768	597	249	309	362	249	179	237	256	219	255	
7227	"Bars and rods of alloy steel other than stainless, hot-rolled, in irregularly wound coils"	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0		2408	717	2432	5000	7567	4735	3920	21535	3731	4066	60102	3488	4105	13686	2607	2357	29442		11368	18464	23876	46101	40607	35284	44261	84171	26272	46531	66338	56515	59735	104077	123027	128155	98946	
7502	"Unwrought nickel"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0		4028	61	39	107	1628	2439	651	1388	3282	1552	2614	250110	391653	675508	715387	90149	13241		11121	14164	23712	49308	51345	76576	146565	99304	41677	77963	100514	75239	67317	75581	68631	51461	52243	
7602	"Waste and scrap, of aluminium (excluding slags, scale and the like from iron and steel production, ..."	0	0	0	0	0	0	0	0	0	327	3036	2141	185	707	217	0	0		896	1678	731	1486	1408	1075	2839	3351	1690	4301	10822	8240	6013	9550	7675	5580	7354		9482	7945	15281	14368	24916	22207	43086	34567	18277	39951	47477	35825	35651	57871	66241	63155	124087	
