Product code	Product label	Turkey's imports from Spain-Value in 2001	Turkey's imports from Spain-Value in 2002	Turkey's imports from Spain-Value in 2003	Turkey's imports from Spain-Value in 2004	Turkey's imports from Spain-Value in 2005	Turkey's imports from Spain-Value in 2006	Turkey's imports from Spain-Value in 2007	Turkey's imports from Spain-Value in 2008	Turkey's imports from Spain-Value in 2009	Turkey's imports from Spain-Value in 2010	Turkey's imports from Spain-Value in 2011	Turkey's imports from Spain-Value in 2012	Turkey's imports from Spain-Value in 2013	Turkey's imports from Spain-Value in 2014	Turkey's imports from Spain-Value in 2015	Turkey's imports from Spain-Value in 2016	Turkey's imports from Spain-Value in 2017	Spain's exports to world- 	Spain's exports to world-Value in 2001	Spain's exports to world-Value in 2002	Spain's exports to world-Value in 2003	Spain's exports to world-Value in 2004	Spain's exports to world-Value in 2005	Spain's exports to world-Value in 2006	Spain's exports to world-Value in 2007	Spain's exports to world-Value in 2008	Spain's exports to world-Value in 2009	Spain's exports to world-Value in 2010	Spain's exports to world-Value in 2011	Spain's exports to world-Value in 2012	Spain's exports to world-Value in 2013	Spain's exports to world-Value in 2014	Spain's exports to world-Value in 2015	Spain's exports to world-Value in 2016	Spain's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
8607	"Parts of railway or tramway locomotives or rolling stock, n.e.s."	0	0	0	0	0	34	80	2898	23833	8595	902	4021	7038	2811	407	1610	126		146601	207625	231615	282060	406662	209275	338456	398337	267270	343255	340367	335336	496765	634522	398477	438433	391772		11062	21860	11351	50566	44036	33979	55618	76558	57697	74581	103737	86498	94247	96559	80854	105234	69697	
7323	"Table, kitchen or other household articles, and parts thereof, of iron or steel; iron or steel ..."	109	239	376	515	594	702	472	555	216	116	239	163	821	284	183	240	127		89663	107939	123526	140445	122984	120788	159045	177548	139274	136582	157232	133904	128689	132470	124235	140091	160402		11354	13424	19004	28387	39826	45981	59098	73096	66032	87464	103631	88252	99125	92913	99103	80843	57133	
8211	"Knives with cutting blades, serrated or not, incl. pruning knives, and blades therefor, of ..."	56	40	21	15	21	16	33	15	69	27	2719	70	145	260	267	143	128		23985	29125	33819	30383	39657	38147	50267	40758	28807	33102	36033	43542	41064	46377	40260	45846	46545		2054	2499	5146	7931	9212	10173	12921	15229	15366	25526	38729	31220	40384	38955	25891	16029	18214	
2620	"Slag, ash and residues containing metals, arsenic or their compounds (excluding those from ..."	0	0	0	27	0	27	670	221	100	336	171	0	186	70	183	0	129		250540	254199	304805	132314	216788	314473	433083	294466	384747	504340	640495	317223	249931	313478	288639	314881	214210		238	489	1621	4577	6350	18821	37618	19674	10350	17882	18329	17617	16767	21932	21347	21159	27617	
5808	"Braids of textile materials, in the piece; ornamental trimmings of textile materials, in the ..."	49	35	175	56	102	128	5	32	12	6	42	35	36	17	39	101	129		12550	17989	16112	14495	11410	7458	8883	16593	7255	3913	3976	6451	4127	3269	3800	3666	2666		1769	1854	2614	3289	3919	3375	3388	4746	12622	21627	22099	13185	9611	10046	10103	6458	8153	
8209	"Plates, sticks, tips and the like for tools, unmounted, of sintered metal carbides or cermets"	4	31	27	16	37	126	117	26	70	333	467	317	178	143	47	57	129		6313	7270	10218	12808	16606	15655	20739	15048	6858	17156	31023	25815	24585	32350	11289	11590	9311		9336	12589	22197	38863	45981	54286	68415	71530	40023	64413	90054	91818	90449	100840	90288	84795	96295	
6301	"Blankets and travelling rugs of all types of textile materials (excluding table covers, bedspreads ..."	553	336	345	202	344	343	632	536	476	369	429	168	111	107	37	43	131		51585	48328	54603	54382	51671	54964	67361	67197	49656	45365	51406	49693	48619	53354	48439	46737	45878		3262	3998	3745	4014	3852	3792	2670	3002	2455	3726	4293	5966	7231	4257	4709	3714	2629	
8521	"Video recording or reproducing apparatus, whether or not incorporating a video tuner (excluding ..."	0	8	57	112	242	130	256	7	36	1	102	1	28	2	1	828	131		109091	130981	131641	74156	94117	79405	61078	52391	42061	32901	28563	36671	33536	33072	25849	23189	24209		18029	27723	57323	50370	62043	61333	93003	74678	59495	69525	54755	45434	41357	36054	37583	30679	28312	
9619	"Sanitary towels (pads) and tampons, napkins and napkin liners for babies, and similar articles, ..."	0	0	0	0	0	0	0	0	0	0	0	402	343	242	52	40	131		0	0	0	0	0	0	0	0	0	0	0	199768	230567	238694	252837	257950	254812		0	0	0	0	0	0	0	0	0	0	0	79925	78970	98947	96448	136569	104563	
8436	"Agricultural, horticultural, forestry, poultry-keeping or bee-keeping machinery, incl. germination ..."	109	11	69	434	98	47	256	89	720	1359	473	835	2539	109	527	128	131		70163	68023	97125	118127	106184	119270	142604	170810	153261	207477	237656	262042	160638	171967	148221	131996	132171		6600	6786	6178	9588	10822	11115	17961	20636	18615	46138	49441	41791	52937	42287	37477	28234	49050	
3815	"Reaction initiators, reaction accelerators and catalytic preparations, n.e.s. (excluding rubber ..."	31	41	61	53	126	479	421	180	13	233	184	64	25	51	18	42	137		14270	17299	10297	20299	22110	40480	47302	53351	45938	50307	73939	57544	47236	78434	106866	111397	135842		44526	15753	26179	30524	36228	56083	76688	29315	52354	47823	73109	57078	49698	125964	84198	81351	104715	
5514	"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ..."	145	78	11	133	71	229	146	160	64	46	71	257	435	724	431	2008	138		31051	28229	32004	28246	22970	24788	30751	32721	24062	23737	30319	29258	35669	43471	33931	38917	41591		6645	8515	5933	5561	6712	7335	7635	7125	7990	20511	14529	10800	10759	11522	9938	7234	6987	
2102	"Yeasts, active or inactive; other dead single-cell micro-organisms, prepared baking powders ..."	0	1	0	12	8	21	0	0	0	0	25	19	7	66	107	247	139		6348	8040	8253	9107	8724	9845	11540	13439	11401	16923	18717	19761	21908	26616	26049	25569	27816		2581	2722	3547	3751	4510	5634	7266	7069	5560	8592	11485	12044	12702	14094	18206	18838	20752	
9024	"Machines and appliances for testing the hardness, strength, compressibility, elasticity or ..."	39	159	228	16	83	136	608	66	298	460	384	191	76	210	232	341	139		3079	3088	6730	5075	5841	5286	10825	9128	7448	6784	7485	12397	13062	17913	16276	15099	14882		13783	30375	29738	28104	30111	33774	48859	39513	27693	30139	43067	53159	57522	61005	43305	42983	34567	
2821	"Iron oxides and hydroxides; earth colours containing >= 70% by weight of combined iron evaluated ..."	32	54	62	86	91	146	185	218	566	751	357	194	294	282	181	124	141		6782	13004	6754	8176	8209	9626	10960	13672	11755	15773	14955	12252	12738	14067	12049	10093	11122		2585	5240	6492	7291	8268	10299	15466	18198	15222	15581	18319	18057	19887	17289	14918	14124	13789	
9015	"Surveying, incl. photogrammetrical surveying, hydrographic, oceanographic, hydrological, meteorological ..."	0	1	3	0	5	72	3	217	39	26	38	444	720	705	872	277	142		3644	6582	11791	8677	14667	12821	19133	20597	24422	31904	35400	35037	37695	47680	36855	29563	38321		12234	23623	16972	21316	46124	34709	48906	47202	59403	58677	62740	69588	75274	79863	73106	51377	67053	
1108	"Starches; inulin"	6	0	0	0	0	0	0	0	0	116	81	42	137	125	115	124	142		12955	5910	6884	10314	12997	16502	33407	31160	32651	100106	84067	66504	69294	59216	54577	57726	55611		2411	6404	6832	7483	8581	9785	13230	14751	15040	14082	16868	17450	14172	16690	14129	14264	15472	
4407	"Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, ..."	79	1	3	34	149	3	10	79	5	15	444	101	0	167	101	258	142		48550	60049	53450	45454	49026	66169	79224	79290	60185	66698	64198	55463	56426	73573	65793	72692	86120		21539	25839	27641	46722	66032	99675	113248	159720	99440	132290	210967	222298	238438	278957	281418	236491	240147	
7609	"Aluminium tube or pipe fittings "e.g., couplings, elbows, sleeves""	0	0	0	2	1	21	2	115	264	202	377	269	209	224	46	30	143		5043	8901	4695	6291	4222	5897	10375	16443	12590	15568	17231	14426	17003	15984	16889	17951	19247		643	718	744	1983	2384	2657	7890	5618	4568	6475	8451	8949	9168	10687	9071	7953	10811	
2824	"Lead oxides; red lead and orange lead"	15	32	215	0	169	221	245	624	63	264	0	0	77	115	52	28	143		1764	1885	1912	2492	2217	3811	34123	26509	24923	33525	43448	23227	8956	8435	7352	6247	13563		278	323	514	767	995	1568	2804	3301	1330	3247	4477	3797	3835	3776	5349	5101	6564	
5703	"Carpets and other textile floor coverings, tufted "needle punched", whether or not made up"	0	10	6	215	54	6	19	13	15	28	17	11	14	10	145	20	144		7363	10086	18083	21952	22287	23218	29875	38111	40981	30280	23322	22844	19099	23241	28996	40098	47119		16937	21658	26582	43888	61307	56231	52603	57154	30253	42806	48481	42465	45887	45671	43872	31309	31145	
3810	"Pickling preparations for metal surfaces; fluxes and other auxiliary preparations for soldering, ..."	8	39	43	13	69	229	518	83	81	92	60	43	122	76	22	54	144		1315	1678	1559	2009	1643	2645	2921	4403	3830	4754	9546	7782	4000	5809	4976	6688	8201		4598	5957	8452	9087	11383	13270	17481	17330	16073	17914	17654	16412	19111	16622	17621	16426	16621	
8711	"Motorcycles, incl. mopeds, and cycles fitted with an auxiliary motor, with or without side-cars; ..."	135	542	498	763	947	5381	4812	1595	455	396	1671	1135	229	53	0	96	147		361445	406663	497642	591153	539742	635603	675567	768218	487734	451290	361633	216910	120181	106127	109195	143671	177574		11838	8518	22218	99995	234084	364033	62577	51783	31290	54755	80826	104046	151445	178278	204341	240832	175092	
7001	"Cullet and other waste and scrap of glass; glass in the mass (excluding glass in the form of ..."	0	0	0	0	0	0	0	0	0	0	10	0	299	37	33	0	148		408	499	526	2369	3184	6034	9151	14792	12812	9177	9422	8894	11912	11438	10727	9725	6380		2	3	2	1	13	129	0	372	217	446	46	154	797	346	263	468	730	
5609	"Articles of yarn, strip or the like of heading 5404 or 5405, or of twine, cordage, ropes or ..."	47	1	3	6	0	21	6	32	19	17	73	126	119	93	216	167	149		1288	2274	2079	1839	2167	2483	2991	2726	2080	3476	5411	6520	8545	6382	5718	9005	13586		372	394	506	701	837	1341	1890	1906	1576	1828	2064	2188	2753	2203	2039	2097	2898	
0909	"Seeds of anis, badian, fennel, coriander, cumin or caraway; juniper berries"	0	0	0	0	7	22	0	0	0	0	0	0	0	0	0	0	149		1354	2145	1397	1556	2076	2018	2570	3384	5788	5606	6383	6682	6847	8841	8068	9916	14197		1367	599	553	875	3008	1296	2007	1720	1375	4337	2313	4449	3693	6391	7430	10632	11596	
2822	"Cobalt oxides and hydroxides; commercial cobalt oxides"	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	59	150		42	33	64	647	1149	660	1838	321	520	566	230	646	1221	1723	1230	654	2132		944	918	1224	2149	2162	2016	3091	6615	2915	4354	5442	5744	6763	9102	7044	5447	11046	
4501	"Natural cork, raw or merely surface-worked or otherwise cleaned; cork waste; crushed, powdered ..."	0	0	0	0	0	0	0	0	0	17	1	0	38	61	75	72	150		84875	88544	108924	81813	105836	84664	95631	86156	48879	55951	65785	54719	56838	59951	43882	56644	65951		306	370	325	296	224	305	308	318	197	221	242	186	258	261	214	215	384	
0901	"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes ..."	0	0	0	0	0	1	82	29	20	18	39	52	122	510	59	139	151		40303	34010	46704	53835	92400	93575	122513	143813	115503	147283	242153	237253	245483	272297	267466	262425	280186		13337	13146	13426	18289	22973	26496	43370	46091	44183	58920	82673	96580	96501	109170	146799	130503	191808	
5702	"Carpets and other textile floor coverings, woven, not tufted or flocked, whether or not made ..."	153	61	33	144	264	34	5	69	3	32	32	54	82	89	104	64	152		26473	28144	32131	36127	32681	38386	63330	57964	51271	37939	42718	50650	46623	50537	51563	52473	61713		4962	8103	10783	23170	21227	20510	21518	22137	15404	19564	23516	21940	28823	26881	21635	15135	13753	
3913	"Natural polymers, e.g. alginic acid, and modified natural polymers, e.g. hardened proteins, ..."	39	13	17	232	1243	1694	812	435	32	27	70	52	73	207	48	137	152		30067	38189	57449	59682	60564	64953	56464	51064	42871	51856	56022	50823	59270	57485	74797	39228	48247		5959	7178	8175	10903	12372	11894	13825	15288	12098	16589	22190	20914	27376	28190	23437	23677	22033	
2204	"Wine of fresh grapes, incl. fortified wines; grape must, partly fermented and of an actual ..."	22	4	0	86	147	201	56	154	45	168	136	182	89	386	230	95	153		1210667	1291826	1641009	1916518	1928199	2003044	2495096	2886843	2645733	2495176	3088908	3300536	3429986	3401347	2961720	2965686	3255166		152	185	160	1550	2634	3238	3132	4561	3197	5610	7076	9281	9646	15528	11386	7024	8093	
2823	"Titanium oxides"	0	0	1	0	0	0	5	1	57	167	2	0	0	325	0	3	156		515	697	1051	1144	1199	1910	2286	1816	1258	2576	5089	4349	3149	4024	2328	1148	5582		5247	5737	5986	8147	7431	8248	8883	8589	6216	9264	14280	12066	12978	12268	7539	8478	13483	
8539	"Electric filament or discharge lamps, incl. sealed beam lamp units and ultraviolet or infra-red ..."	286	1035	2974	311	123	97	166	122	162	204	240	138	169	132	52	49	156		96838	78217	91272	134839	101602	97216	126345	120676	83545	80701	76314	69139	74853	96002	105123	51046	56489		47601	65273	87181	116470	130145	153674	193815	229858	188506	234065	262975	227644	246969	203900	168973	146206	175916	
3504	"Peptones and their derivatives; other protein substances and their derivatives, n.e.s.; hide ..."	3	0	4	4	2	1	0	3	0	5	24	9	42	32	7	22	159		7028	6767	7618	7262	8748	9540	12526	17754	11305	13361	15675	19448	30358	30838	29771	31047	33809		1484	1568	2091	3245	4050	7432	8990	14018	19561	34403	24565	19600	16462	13485	8384	5498	3828	
4105	"Tanned or crust skins of sheep or lambs, without wool on, whether or not split (excluding further ..."	3762	589	638	1356	862	317	1143	907	104	394	556	471	921	348	29	24	159		148164	63124	60929	49520	44616	39652	50531	64992	39014	55403	70764	58506	68995	72012	61983	62942	61972		79817	13157	11032	9016	5531	4766	12321	17151	9651	21329	31522	24322	28101	29045	27358	13361	11860	
7206	"Iron and non-alloy steel in ingots or other primary forms (excluding remelting scrap ingots, ..."	0	0	0	0	1	27	0	8	30	0	0	0	28	247	177	207	160		1089	956	1663	2053	877	1373	1022	1867	352	650	233	1260	4491	1687	3624	4639	4757		5	8	2	101	10	599	1276	8300	284	23	72	28	172	952	540	509	520	
8416	"Furnace burners for liquid fuel, for pulverised solid fuel or for gas; mechanical stokers, ..."	0	2	97	131	51	3	347	595	830	783	457	117	150	547	210	95	165		10376	9846	9399	11388	14258	12330	22815	20207	12000	13384	24688	21475	19585	26430	20441	17653	14896		10507	35138	32198	28341	34769	41480	45698	52804	33522	39521	52840	53067	80585	64182	50033	48770	67207	
4818	"Toilet paper and similar paper, cellulose wadding or webs of cellulose fibres, of a kind used ..."	210	859	394	307	410	224	1117	451	3096	1625	394	234	287	178	188	535	167		212097	228456	294820	334249	353292	347212	433439	503647	471896	683495	625724	235521	237467	243678	195703	205142	203457		26394	23589	25639	28307	37131	40216	42664	50614	72790	67500	79322	27999	25787	25698	18533	15973	17186	
5810	"Embroidery on a textile fabric ground, in the piece, in strips or in motifs"	7	26	73	44	74	116	117	114	113	14	44	31	6	32	7	25	169		5601	6310	7873	7801	12224	17296	14154	12813	9369	9444	12856	9643	10691	9322	10184	11411	13316		2305	3355	5400	6984	18242	41695	43982	46914	22637	28701	30306	42327	54279	73743	65102	63574	76123	
2002	"Tomatoes, prepared or preserved otherwise than by vinegar or acetic acid"	0	5	22	47	55	64	14	0	0	7	0	47	47	154	531	141	170		101659	138451	182999	191156	192091	229477	283983	346539	370035	335570	337157	329549	381365	426444	394610	376862	398166		9	754	142	501	838	134	143	1589	2691	2789	2875	614	827	1203	1142	651	669	
2925	"Carboxyimide-function compounds, incl. saccharin and its salts, and imine-function compounds"	657	120	144	173	189	164	192	321	136	156	186	136	152	191	178	111	172		22969	22648	27934	30587	26310	29249	38406	56716	53622	62679	70841	68943	67326	60376	56391	55811	61360		6017	9508	14912	17313	12113	9976	11153	13493	11296	12518	16902	29926	42603	39683	23779	21763	22377	
6117	"Made-up clothing accessories, knitted or crocheted; knitted or crocheted parts of garments ..."	300	62	70	34	17	49	123	128	155	321	213	76	107	202	249	245	172		7418	11164	16744	24692	29387	21911	22399	33467	35572	40545	45415	46132	50045	55278	51657	56071	63715		3567	2234	2839	4964	6763	7994	8381	9706	15539	18499	19819	17647	17653	13498	13080	11937	11132	
3912	"Cellulose and its chemical derivatives, n.e.s., in primary forms"	20	71	241	203	153	210	116	200	129	208	233	231	216	272	70	152	173		8202	7060	11841	15155	14180	16363	15365	17367	14347	12232	14437	16540	14879	15274	12241	11222	8762		33624	45843	57897	75423	81751	92526	111982	119656	96818	120591	162974	164122	162108	165594	150473	148607	163949	
6214	"Shawls, scarves, mufflers, mantillas, veils and similar articles (excluding knitted or crocheted)"	50	70	126	137	124	35	282	438	338	179	325	303	555	231	223	119	173		7867	10579	11420	15248	20758	19126	25530	32554	44586	50249	69800	66188	72267	102874	103738	91060	73130		3596	4440	6858	12253	14591	16081	21079	36257	32695	42839	51552	45230	51521	56333	56067	39745	26361	
7311	"Containers of iron or steel, for compressed or liquefied gas (excluding containers specifically ..."	0	0	27	5	0	150	70	41	53	55	54	166	79	650	140	343	175		19575	15883	23789	25127	23860	32059	32939	25486	22156	32183	44498	26210	33444	42032	40862	29558	27607		2415	2524	5416	13553	23888	59299	55894	35661	21032	33268	40017	33083	75732	38913	38695	43980	36850	
5309	"Woven fabrics of flax"	85	371	1406	1798	1245	1274	1546	1616	416	626	695	842	476	35	532	129	175		18861	22015	36770	40398	38345	45522	47312	45863	28772	27309	25409	25748	21388	24862	23323	23454	22109		20224	28802	46849	64362	70247	66428	58006	44229	25845	26902	31152	34190	36720	29815	20794	18953	20483	
2505	"Natural sands of all kinds, whether or not coloured (excluding gold- and platinum-bearing sands, ..."	23	12	5	7	18	30	20	8	7	19	30	122	44	206	28	3	176		10246	13527	17298	21250	12902	13795	12490	14543	13639	12696	16389	21390	16269	16711	17925	19171	20013		3990	5012	5993	6473	8431	9491	12065	18830	12729	13615	20168	16801	25472	33403	27532	33936	37260	
2826	"Fluorides; fluorosilicates, fluoroaluminates and other complex fluorine salts (excluding inorganic ..."	199	351	422	507	201	80	99	121	124	182	399	217	283	321	271	272	180		10559	10198	10092	8919	8960	9513	14573	26694	18429	16139	10014	0	19902	11186	6807	6685	13386		2470	7563	4401	3403	5540	6604	8603	9019	3018	7846	7560	7707	8212	8157	9384	5926	6786	
9304	"Spring, air or gas guns and pistols, truncheons and other non-firearms (excluding swords, cutlasses, ..."	18	43	133	126	159	228	206	352	207	259	204	357	307	201	177	138	182		14642	19680	27862	26019	22332	27328	40533	49583	39034	36308	37869	46102	53730	45420	42269	39076	38614		695	472	563	697	1228	1646	2975	2539	1682	2489	1891	2461	2771	3109	3792	2826	3697	
2005	"Other vegetables prepared or preserved otherwise than by vinegar or acetic acid, not frozen ..."	128	48	65	155	2725	186	73	168	184	17	13	52	223	402	1373	176	183		505201	548448	680578	774622	808112	841574	959608	1064050	952753	989295	1065784	1048300	1040647	1184927	1013579	1111880	1095061		3204	4234	2172	4275	5286	3989	5603	8827	6717	8605	11531	11640	16411	18825	16470	13928	16717	
3505	"Dextrins and other modified starches, e.g. pregelatinised or esterified starches; glues based ..."	29	36	67	60	49	110	0	0	0	368	458	610	361	330	115	11	183		3040	3454	7955	15004	16624	14624	12937	15566	7881	9091	10202	12902	12868	12660	12237	13182	12460		19688	26569	31549	40395	50088	47971	64300	76564	65842	76952	100031	96272	99118	102122	81936	75326	76345	
9608	"Ball-point pens; felt tipped and other porous-tipped pens and markers; fountain pens, stylograph ..."	254	342	823	526	425	530	341	413	224	413	457	378	464	279	364	218	189		56844	60353	69622	82542	73904	70060	82538	80157	50629	49177	48940	39906	47904	46149	42037	41444	50324		21583	33516	38206	48104	55214	62613	67271	74391	52680	76533	96513	81763	88550	93021	82410	83783	64794	
6808	"Panels, boards, tiles, blocks and similar articles of vegetable fibre, of straw or of shavings, ..."	0	84	19	0	0	0	0	0	0	0	0	0	0	0	0	51	189		2986	2152	2248	1458	1004	2157	5341	10873	6251	5273	16284	28209	35805	61502	36123	21859	20225		145	485	324	767	452	437	325	632	108	179	452	331	291	672	319	324	693	
8111	"Manganese and articles thereof, n.e.s.; manganese waste and scrap (excluding ash and residues ..."	0	0	0	0	21	127	179	286	134	403	1213	1131	344	757	477	179	192		10582	8391	8139	12793	13597	10412	17819	16307	8606	3644	5492	14034	10596	10688	11640	8437	11211		138	308	407	1013	688	893	2584	3630	1781	2786	4125	2535	3487	4527	3489	3004	5526	
1513	"Coconut "copra", palm kernel or babassu oil and fractions thereof, whether or not refined, ..."	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	196		3951	3040	3607	3459	3441	5810	5628	18757	19240	16828	11963	10784	11323	11723	12431	11766	18404		23424	33473	41766	67206	75412	75156	92471	141968	102130	125685	191343	128825	107383	136816	104347	105375	127559	
9703	"Original sculptures and statuary, in any material"	0	0	0	0	0	3	20	4	245	0	11	92	85	33	52	42	199		22167	8193	5969	11798	7112	14788	26283	47571	61213	14573	41363	50315	40635	28995	29658	38998	30921		105	164	157	162	133	859	1965	1486	2333	3125	5290	9976	9993	18386	10149	9466	6944	
