Product code	Product label	Turkey's imports from Romania-Value in 2001	Turkey's imports from Romania-Value in 2002	Turkey's imports from Romania-Value in 2003	Turkey's imports from Romania-Value in 2004	Turkey's imports from Romania-Value in 2005	Turkey's imports from Romania-Value in 2006	Turkey's imports from Romania-Value in 2007	Turkey's imports from Romania-Value in 2008	Turkey's imports from Romania-Value in 2009	Turkey's imports from Romania-Value in 2010	Turkey's imports from Romania-Value in 2011	Turkey's imports from Romania-Value in 2012	Turkey's imports from Romania-Value in 2013	Turkey's imports from Romania-Value in 2014	Turkey's imports from Romania-Value in 2015	Turkey's imports from Romania-Value in 2016	Turkey's imports from Romania-Value in 2017	Romania's exports to world- 	Romania's exports to world-Value in 2001	Romania's exports to world-Value in 2002	Romania's exports to world-Value in 2003	Romania's exports to world-Value in 2004	Romania's exports to world-Value in 2005	Romania's exports to world-Value in 2006	Romania's exports to world-Value in 2007	Romania's exports to world-Value in 2008	Romania's exports to world-Value in 2009	Romania's exports to world-Value in 2010	Romania's exports to world-Value in 2011	Romania's exports to world-Value in 2012	Romania's exports to world-Value in 2013	Romania's exports to world-Value in 2014	Romania's exports to world-Value in 2015	Romania's exports to world-Value in 2016	Romania's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
9111	"Cases for wrist-watches, pocket-watches and other watches, incl. stop-watches, of heading 9101 ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	3	5	17	27	12	44	24	11	0	0	0	0	0	1	8		154	616	748	1818	1784	1662	1901	1490	1040	2130	2155	2040	3143	3845	2500	3556	3663	
9204	"Accordions and similar instruments; mouth organs"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0		26	20	33	56	41	75	0	0	0	0	0	0	0	0	0	0	0	
9207	"Musical instruments, the sound of which is produced, or must be amplified, electrically, e.g. ..."	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0		24	66	164	171	136	461	1527	1815	477	554	506	434	374	542	416	303	324		2180	3563	4445	6599	8702	8216	10629	12482	10679	15590	16759	17443	14822	13515	13461	13391	14207	
9301	"Military weapons, incl. sub-machine guns (excluding revolvers and pistols of heading 9302 and ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	8448	0	0	0	0	0	0	0	0	0	0	0		11718	33899	10210	2173	0	0	0	0	0	0	0	39871	16563	8651	0	0	0	
9706	"Antiques of > 100 years old"	2	2	0	0	0	5	6	0	0	2	3	0	0	0	0	0	0		0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0		871	1216	2010	1513	3860	2360	3887	4600	2473	2775	10908	8538	5947	4255	4097	5373	3496	
0503	"Horsehair and horsehair waste, whether or not put up as a layer, with or without supporting ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		190	291	325	202	274	410	0	0	0	0	0	0	0	0	0	0	0	
0704	"Cabbages, cauliflowers, kohlrabi, kale and similar edible brassicas, fresh or chilled"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		5	24	18	86	14	389	49	26	98	259	482	403	425	251	88	68	195		0	0	0	0	0	1	0	4	14	18	1052	430	162	15	394	75	27	
0809	"Apricots, cherries, peaches incl. nectarines, plums and sloes, fresh"	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0		3036	2240	5746	3583	2982	4315	2293	4612	3140	3002	4409	4303	4236	1985	2417	1254	1549		15	64	12	88	237	101	160	563	89	156	167	197	67	40	133	102	226	
1104	"Cereal grains otherwise worked, e.g. hulled, rolled, flaked, pearled, sliced or kibbled; germ ..."	0	0	0	0	0	0	0	0	258	38	81	203	0	0	1089	37	0		69	214	349	746	694	877	1494	1577	1771	1977	5527	6677	2421	2267	3890	4729	3820		246	335	632	146	505	687	894	2023	9087	20384	26722	37235	39020	37777	42152	42478	41428	
0101	"Live horses, asses, mules and hinnies"	0	0	0	0	0	0	0	6	0	0	0	0	2	0	0	0	0		26368	14991	11758	9955	7795	7616	14622	18761	10500	1171	634	36	962	1481	2254	419	3120		12912	6605	1512	1351	1568	4265	7684	8554	5190	14660	4235	2674	8628	4506	3010	1770	1618	
0103	"Live swine"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	4	11	0	0	0	0	1	0	87	368	498	1537	816	534	1980	780		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2201	"Waters, incl. natural or artificial mineral waters and aerated waters, not containing added ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1297	1541	1692	1870	2024	2450	3039	3507	2904	3433	3178	4011	3744	8854	4440	4994	6047		87	105	106	151	206	535	744	1165	825	1099	1751	1909	3262	2467	2975	2518	2063	
2308	"Acorns, horse-chestnuts, marc and other vegetable materials and vegetable waste, vegetable ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0		113	9	5	0	6	35	0	5	15	0	149	96	418	309	642	1221	3110		17	40	102	130	113	215	688	682	463	464	521	1475	17308	20735	3438	2422	11410	
2403	"Manufactured tobacco and manufactured tobacco substitutes and "homogenised" or "reconstituted" ..."	0	0	0	0	0	0	325	0	0	0	0	0	0	654	3088	2208	0		1200	988	565	1521	2001	3305	39	190	1588	3659	6309	8485	6908	4517	5622	8048	39378		39804	45745	57956	73323	93446	84111	81816	103570	108667	91298	99695	127116	125657	151301	144314	161585	135384	
2502	"Unroasted iron pyrites"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2	7	15	18	31	0	80	509	2	1	0	0	0	0	0	0		17	30	46	59	47	75	91	112	43	192	155	86	126	157	289	270	279	
2511	"Natural barium sulphate "barytes"; natural barium carbonate "witherite", whether or not calcined ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		29	0	0	0	0	1	0	0	416	53	585	363	2019	325	463	832	722		101	89	65	151	368	162	262	208	177	169	579	1226	4570	5562	1961	1945	2425	
2514	"Slate, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2	0	6	2	1	0	0	0	0	0	0	0	0	0	0	153		1	9	5	20	19	306	0	38	40	166	196	127	233	78	81	113	179	
2521	"Limestone flux; limestone and other calcareous stone, of a kind used for the manufacture of ..."	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0		0	0	0	6	0	2	1	0	0	0	0	0	1	0	723	1612	2399		5	4	0	0	4	28	2	6	6	2	0	0	9	18	9	2	25	
2523	"Cement, incl. cement clinkers, whether or not coloured"	0	0	0	0	2412	11475	1837	5203	274	0	0	0	0	9	0	0	0		37854	38022	32358	34512	34480	39423	16697	7486	1884	2145	22900	26092	10660	12585	5868	2907	2685		8857	4053	8194	17087	36323	129502	94145	36658	6041	9629	7848	12502	13334	14358	17076	16526	11259	
2601	"Iron ores and concentrates, incl. roasted iron pyrites"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	140	16	0	16	19	678	5626	18433	510	521	3534	8955	881	615	54	0		82142	163995	161185	205182	315080	538019	636803	749438	902329	923743	1169657	1148803	1159543	1067142	800476	697767	1010678	
2613	"Molybdenum ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	13	0	0	0	0	0	0	1194	3279	0	0	0	236		0	8	62	62	25	101	153	203	1644	841	506	104	9	410	125	8	12	
2615	"Niobium, tantalum, vanadium or zirconium ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	10	0	0	4	0	0		938	1618	1682	2343	4555	5851	5415	4740	2945	4874	9693	7728	5098	5293	5708	7847	8388	
2704	"Coke and semi-coke of coal, of lignite or of peat, whether or not agglomerated; retort carbon"	259	67	135	1844	0	0	486	7730	0	0	0	0	0	0	0	0	0		94	82	0	7261	5668	2754	418	5980	76	66	0	1	0	1	1	12	28		48372	60020	56742	94738	107591	76638	95719	96879	58367	54984	128276	115869	131467	73004	110419	100617	468781	
2706	"Tar distilled from coal, from lignite or from peat, and other mineral tars, whether or not ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	342	0	1201	3072	3569	3702	2349	1843	1597	375	96	0	0	0	0	0		1	8	2	9	27	44	51	55	0	26	628	73	34	108	142	207	231	
1502	"Fats of bovine animals, sheep or goats (excluding oil and oleostearin)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	1	6	65	38	106	181	404	400	393	135		32074	47237	61550	55930	68082	69605	94343	131660	84807	106988	111854	110253	55815	69058	18897	14325	15684	
1605	"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved (excluding smoked)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	277	365	1067	3322	3437	3650	4318	5761	6602	8610	8622	10939	7620	10292	12678		28	140	152	395	235	221	377	263	330	1169	316	651	911	1617	2557	1693	3034	
2002	"Tomatoes, prepared or preserved otherwise than by vinegar or acetic acid"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		597	659	571	320	155	47	100	429	2481	633	534	674	542	416	529	661	1016		9	754	142	501	838	134	143	1589	2691	2789	2875	614	827	1203	1142	651	669	
2806	"Hydrogen chloride "hydrochloric acid"; chlorosulphuric acid"	0	0	0	139	294	0	0	0	0	0	168	104	156	0	0	0	0		282	222	397	382	428	413	254	958	1566	3421	3686	1506	1655	1229	884	870	677		124	737	794	1234	1614	2035	2653	2541	595	539	684	837	888	717	712	937	839	
2819	"Chromium oxides and hydroxides"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		734	849	872	582	1230	923	1439	372	42	72	30	21	18	29	7	8	3		1091	2070	2173	3309	3383	3878	4452	6037	4327	6291	5424	6637	6252	5218	5374	5227	5543	
2821	"Iron oxides and hydroxides; earth colours containing >= 70% by weight of combined iron evaluated ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		26	5	16	46	97	132	208	373	357	414	404	456	407	726	1057	385	310		2585	5240	6492	7291	8268	10299	15466	18198	15222	15581	18319	18057	19887	17289	14918	14124	13789	
2844	"Radioactive chemical elements and radioactive isotopes, incl. their fissile or fertile chemical ..."	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		0	0	0	2	0	0	1	56	10	0	34	13	66	317	629	577	298		4476	4347	4628	6380	8016	6792	7275	11397	13170	15483	18940	18624	19920	20122	19063	22543	21194	
2904	"Sulphonated, nitrated or nitrosated derivatives of hydrocarbons, whether or not halogenated"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	25	5	50	78	19	13	0	423	1816	80	7	262	5	65	10	19		2414	3010	3392	3329	5252	6157	7232	6817	6687	8354	8581	7551	7426	7240	7375	7297	8577	
2923	"Quaternary ammonium salts and hydroxides; lecithins and other phosphoaminolipids, whether or ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	4	26	32	27	72	59	158	39	16	136	153	283	118	162	279		3121	3946	4814	5527	6614	7922	7672	9199	9653	12672	15528	16369	21511	24484	23734	19788	22334	
2935	"Sulphonamides"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	3	2	75	9	338	0	39	6	88	412	0	3	0	102	137		37333	29808	33338	34254	29444	39208	27118	21879	21368	28312	31759	24855	21159	22739	21796	21311	27096	
2937	"Hormones, prostaglandins, thromboxanes and leukotrienes, natural or reproduced by synthesis; ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	12	43	104	2	152	0	1566	2276	667	76	349	377	0	0		27903	34803	36116	47370	48270	42382	38800	41551	31308	37209	35347	30468	40173	27619	28965	26688	28921	
3203	"Colouring matter of vegetable or animal origin, incl. dye extracts (excluding animal black), ..."	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0		4	5	11	5	71	36	38	51	64	280	588	544	300	231	361	326	1483		1132	1572	2372	3583	3208	4632	4537	5809	5732	11517	15320	10144	11052	14068	11395	13059	15237	
3205	"Colour lakes (other than Chinese or Japanese lacquer and paints); preparations based on colour ..."	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		0	0	0	10	20	38	78	71	72	41	41	46	16	4	26	24	9		393	374	560	674	816	1113	1142	1158	1071	2270	1913	1531	1529	1572	1843	2352	2221	
3303	"Perfumes and toilet waters (excluding aftershave lotions, personal deodorants and hair lotions)"	0	0	24	0	0	6	55	0	21	0	0	0	0	20	1	0	0		555	1071	1700	3055	4431	5858	6687	8546	8014	13085	23106	28569	18830	27031	21997	18015	18661		25062	31299	35847	34165	43812	41868	50980	57880	63720	77647	93019	89684	103198	99853	92120	89670	95213	
3503	"Gelatin, whether or not in square or rectangular sheets, whether or not surface-worked or coloured, ..."	0	1	2	0	0	0	0	0	29	42	0	0	0	0	0	0	0		18	5	23	151	283	114	71	87	304	239	387	562	571	346	488	697	300		4520	6053	7607	9372	10059	11991	15949	19442	28832	22956	24064	32993	30116	29379	22896	19165	13050	
3601	"Propellent powders"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	154	0	33	8	0	20	0	0	3	35	0	117	51	0	21	0		678	165	1547	1353	3098	1098	1278	2673	3760	5702	8073	6506	6068	8415	9146	8001	8903	
3805	"Gum, wood or sulphate turpentine and other terpenic oils produced by the distillation or other ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	5	7	3	0	2	31	3	12	35	38	33	9	0	13		113	162	249	214	322	343	311	242	338	387	579	558	460	598	376	506	558	
3807	"Wood tar; wood tar oils; wood creosote; wood naphtha; vegetable pitch; brewer's pitch and similar ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	46	0		2	0	10	39	134	212	1115	710	735	539	572	1059	998	755	743	629	720	
3820	"Anti-freezing preparations and prepared de-icing fluids (excluding prepared additives for mineral ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		18	17	1	85	41	93	39	127	134	261	245	587	243	401	629	579	867		3026	4203	6406	8953	9540	10053	12728	11281	7340	11678	12197	15570	12928	12772	15248	17107	21871	
4003	"Reclaimed rubber in primary forms or in plates, sheets or strip"	0	0	0	0	0	0	9	73	37	93	330	0	0	0	0	0	0		210	0	2	0	6	10	19	236	106	446	676	332	643	484	15	36	54		473	525	523	981	1275	1858	3854	4796	3128	5550	9259	8950	8862	8953	6011	4875	6026	
4301	"Raw furskins, incl. heads, tails, paws and other pieces or cuttings suitable for use in furriery ..."	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		249	560	135	172	377	1423	207	440	344	698	132	569	11	1634	866	228	34		227	157	65	238	160	285	97	743	414	640	3094	4460	5096	5647	1566	2627	7417	
4905	"Maps and hydrographic or similar charts of all kinds, incl. atlases, wall maps, topographical ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2	14	9	48	17	272	66	72	15	8	101	899	1072	640	15	25	5		360	1588	625	621	1172	1066	2105	2312	2042	1449	1272	1451	1541	1783	1222	596	316	
4910	"Calendars of any kinds, printed, incl. calendars blocks"	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0		54	48	62	50	288	905	253	293	69	187	328	670	692	505	324	607	374		647	847	1002	1069	951	1243	1275	1275	1151	1143	1174	1255	1182	1026	973	825	714	
5002	"Raw silk "non-thrown""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		23	192	3610	8681	11712	8382	5182	8489	2991	3919	7729	5610	7269	10503	8360	7088	9330		3792	2931	2951	3821	2910	2448	2764	1924	1146	2205	3359	1575	2425	2291	1524	1014	614	
5007	"Woven fabrics of silk or of silk waste"	0	0	0	0	64	26	0	6	7	0	0	0	0	0	0	0	0		203	654	1630	6239	9744	14127	17416	18617	7810	7381	10333	13584	14554	17561	13161	12711	11618		4449	5706	7765	15717	24027	25174	30041	34603	26811	33348	38645	30754	37050	37115	32253	29061	29676	
5103	"Waste of wool or of fine or coarse animal hair, incl. yarn waste (excluding garnetted stock, ..."	0	0	0	0	15	0	0	9	0	0	0	0	0	0	0	0	0		201	381	861	1012	916	2052	349	91	43	142	775	1534	1568	3802	2112	2026	1849		301	437	598	1560	1279	1471	1944	1939	1053	1353	818	1594	901	1316	594	785	445	
5202	"Cotton waste, incl. yarn waste and garnetted stock"	3	16	0	0	9	0	5	1	0	0	0	0	0	0	0	0	0		182	133	71	178	274	588	557	175	55	172	58	319	184	47	129	188	101		2551	3510	6888	7300	2767	3891	4998	5597	5176	5600	14053	4542	7132	7165	10124	7909	21983	
5204	"Cotton sewing thread, whether or not put up for retail sale"	3	1	1	0	0	0	1	0	15	0	0	0	0	0	0	8	0		853	1049	1126	1225	1343	1254	1268	968	1018	955	1950	1620	1696	1128	1116	1069	1037		680	723	606	482	246	336	644	944	1195	2224	3220	4447	4278	2658	3088	3200	2206	
5306	"Flax yarn"	83	36	68	242	181	54	0	0	0	0	0	0	0	0	0	0	0		774	681	885	1468	2038	1107	1232	1075	636	1260	538	462	508	291	234	191	157		4293	7967	7215	9782	10200	12020	20859	14000	10677	13489	21196	27356	25975	24683	23928	19826	19869	
4501	"Natural cork, raw or merely surface-worked or otherwise cleaned; cork waste; crushed, powdered ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0		306	370	325	296	224	305	308	318	197	221	242	186	258	261	214	215	384	
4704	"Chemical wood pulp, sulphite (excluding dissolving grades)"	0	0	0	0	0	0	0	0	0	0	0	0	0	16	22	8	0		21	0	0	0	0	0	0	44	0	0	320	1	22	82	40	9	3		6904	8481	8116	6845	6898	7315	7040	4455	2519	5223	9808	6526	4496	4151	4300	3198	14789	
4706	"Pulps of fibres derived from recovered "waste and scrap" paper or paperboard or of other fibrous ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	11	28	2	0		0	0	0	0	0	1	3	20	8	14	28	39	68	229	125	97	2		188	384	290	467	580	650	654	930	3357	2785	3379	4450	4046	2715	3276	2236	2686	
5702	"Carpets and other textile floor coverings, woven, not tufted or flocked, whether or not made ..."	21	59	38	53	38	51	21	83	106	23	9	0	1	23	0	70	0		9126	11424	14112	11186	8329	6764	8577	8083	7924	7915	7279	6406	7306	5546	5698	4946	6367		4962	8103	10783	23170	21227	20510	21518	22137	15404	19564	23516	21940	28823	26881	21635	15135	13753	
5805	"Hand-woven tapestries of the type Gobelin, Flanders, Aubusson, Beauvais and the like, and needle-worked ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		18	428	700	717	860	1149	11	6	3	4	0	0	0	2	0	2	0		18	52	194	232	113	71	76	50	41	66	27	37	35	40	133	65	120	
5909	"Textile hosepiping and similar textile tubing, whether or not impregnated or coated, with or ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		14	41	3	10	1	1	2	5	6	18	9	22	55	17	87	19	6		447	566	671	776	1090	1202	2493	2795	1654	1788	2083	1555	1398	1091	1470	887	1259	
6309	"Worn clothing and clothing accessories, blankets and travelling rugs, household linen and articles ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		252	59	450	552	667	752	1021	999	1074	11872	8853	8462	10275	11348	9812	11630	6586		14	2	5	4	1	13	73	48	6	8	5	2	13	1	0	0	9	
6801	"Setts, curbstones and flagstones, of natural stone (excluding slate)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		240	231	281	331	291	358	163	1024	148	311	452	117	3965	872	997	209	37		583	20	419	812	6115	9041	5060	1283	2137	1109	809	1310	2756	1066	509	1574	2616	
6803	"Worked slate and articles of slate or of agglomerated slate (excluding slate granules, chippings ..."	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	3	0	3	0	14	62	0	4	12	2	15	703	895		356	1165	999	1199	1207	1409	592	640	414	594	624	706	1427	898	863	432	454	
6812	"Fabricated asbestos fibres; mixtures with a basis of asbestos or with a basis of asbestos and ..."	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0		98	20	31	52	125	39	2210	2	5	273	273	108	130	1	118	9	9		5714	7482	6508	4716	3684	2117	2430	2133	1296	1901	143	1	0	0	0	0	0	
6814	"Worked mica and articles of mica, incl. agglomerated or reconstituted mica, whether or not ..."	0	0	3	20	0	0	0	0	0	0	0	0	0	0	0	0	0		56	85	157	217	148	214	355	420	142	563	2022	1566	1512	2325	1537	1808	2194		497	400	680	1564	908	2312	3133	5361	2747	3390	5012	3680	4900	5223	4699	5449	7574	
6909	"Ceramic wares for laboratory, chemical or other technical uses; ceramic troughs, tubs and similar ..."	0	0	0	0	5	0	0	0	0	0	2	0	0	0	0	1	0		9	0	62	40	53	26	63	94	69	94	260	15	31	269	397	125	54		3083	4398	5920	9376	12644	13116	13178	15982	17118	28697	33650	26928	27667	31175	30390	32020	30531	
7003	"Cast glass and rolled glass, in sheets or profiles, whether or not having an absorbent, reflecting ..."	0	32	998	670	768	865	4	0	0	0	0	0	9	0	0	0	0		26	233	317	869	226	36	138	99	139	298	320	1049	789	94	330	258	59		588	953	2150	2126	3771	6966	4768	4569	3716	3516	2895	3203	3996	3127	2304	2446	2897	
7105	"Dust and powder of natural or synthetic precious or semi-precious stones"	109	32	109	165	72	0	35	13	0	0	0	0	0	0	5	0	0		0	0	0	0	0	1334	0	0	0	0	0	0	0	0	0	0	0		2748	2475	3138	3364	4462	4172	4415	3640	3822	4722	5280	5888	5653	5692	4904	4212	4524	
7207	"Semi-finished products of iron or non-alloy steel"	21680	9027	3043	4006	180	7087	34507	16231	865	6050	9248	10033	8013	804	152	0	0		74987	26342	29323	55486	34750	44769	95358	166673	26023	117032	186505	147974	111880	132902	58505	44339	118295		180204	172055	392722	628754	783499	1220885	1760684	3195545	1471923	1262581	1442835	1966077	2880981	2515445	1856027	1477335	2047602	
7221	"Bars and rods of stainless steel, hot-rolled, in irregularly wound coils"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		10	0	0	0	90	1	0	0	0	1	8	393	107	6	1	7	1		185	414	518	609	1021	545	567	1327	529	547	719	361	443	653	654	489	245	
7405	"Master alloys of copper (excluding phosphorus-copper compounds "copper phosphide" containing ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	43	396	2101	4885	729	1018	1838	1172	863	59	74		198	301	490	772	611	765	1232	1901	930	1716	2475	3064	3348	3343	3404	3213	3748	
7410	"Copper foil "whether or not printed or backed with paper, paperboard, plastics or similar backing ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	1	9	15	43	137	68	1008	56	238	41	59	43	3	75	165		10677	16150	18686	26148	27206	34347	33277	22132	13912	19039	21725	19944	19468	15906	17267	15667	17392	
7505	"Bars, rods, profiles and wire, of nickel (excluding electrically insulated products)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		236	371	305	564	897	514	1567	787	1464	1769	794	1866	5162	1385	322	358	717		1148	2621	3710	5600	6257	7909	13001	10252	4889	8333	9581	6392	8178	9049	7893	6503	9170	
7614	"Stranded wire, cables, plaited bands and the like, of aluminium (excluding such products electrically ..."	5503	75	573	132	150	33	0	0	41	0	0	553	438	48	21	0	0		7490	1133	4247	4856	7121	3708	4820	3811	1437	1387	5733	6202	4990	4995	2266	1978	2619		14384	3128	590	347	387	330	1873	18961	14738	9586	3566	13944	22396	2436	2375	12321	9576	
7902	"Zinc waste and scrap (excluding ash and residues from zinc production "heading 2620", ingots ..."	0	0	0	0	0	0	63	0	0	0	0	0	21	0	0	0	0		14	26	182	1141	1063	550	3517	699	1775	941	914	917	710	1098	1732	1186	1008		0	159	54	306	150	2164	5573	2951	304	282	87	139	146	360	312	409	1339	
8101	"Tungsten "wolfram" and articles thereof, n.e.s.; tungsten waste and scrap (excluding ash and ..."	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0		22	22	6	11	3	44	43	117	42	111	503	473	641	348	600	1185	882		1214	1482	1178	1823	2041	3035	3981	4254	2862	4684	7232	8145	5419	7008	5769	7014	7252	
8103	"Tantalum and articles thereof, n.e.s.; tantalum waste and scrap (excluding ash and residues ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		59	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	1		3	0	37	22	148	18	50	198	144	46	26	196	39	515	28	346	69	
