Product code	Product label	Turkey's imports from Bulgaria-Value in 2001	Turkey's imports from Bulgaria-Value in 2002	Turkey's imports from Bulgaria-Value in 2003	Turkey's imports from Bulgaria-Value in 2004	Turkey's imports from Bulgaria-Value in 2005	Turkey's imports from Bulgaria-Value in 2006	Turkey's imports from Bulgaria-Value in 2007	Turkey's imports from Bulgaria-Value in 2008	Turkey's imports from Bulgaria-Value in 2009	Turkey's imports from Bulgaria-Value in 2010	Turkey's imports from Bulgaria-Value in 2011	Turkey's imports from Bulgaria-Value in 2012	Turkey's imports from Bulgaria-Value in 2013	Turkey's imports from Bulgaria-Value in 2014	Turkey's imports from Bulgaria-Value in 2015	Turkey's imports from Bulgaria-Value in 2016	Turkey's imports from Bulgaria-Value in 2017	Bulgaria's exports to world- 	Bulgaria's exports to world-Value in 2001	Bulgaria's exports to world-Value in 2002	Bulgaria's exports to world-Value in 2003	Bulgaria's exports to world-Value in 2004	Bulgaria's exports to world-Value in 2005	Bulgaria's exports to world-Value in 2006	Bulgaria's exports to world-Value in 2007	Bulgaria's exports to world-Value in 2008	Bulgaria's exports to world-Value in 2009	Bulgaria's exports to world-Value in 2010	Bulgaria's exports to world-Value in 2011	Bulgaria's exports to world-Value in 2012	Bulgaria's exports to world-Value in 2013	Bulgaria's exports to world-Value in 2014	Bulgaria's exports to world-Value in 2015	Bulgaria's exports to world-Value in 2016	Bulgaria's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
2715	"Bituminous mastics, cut-backs and other bituminous mixtures based on natural asphalt, on natural ..."	0	0	0	0	0	272	1	0	2	0	0	0	0	0	0	1	1		19	13	148	36	424	373	104	82	96	247	321	115	288	88	103	111	1284		267	1178	813	1317	1443	3274	6257	7381	3302	5164	5724	3020	2269	1587	1980	4061	3159	
4901	"Printed books, brochures and similar printed matter, whether or not in single sheets (excluding ..."	0	1	0	0	0	0	0	5	1	0	2	2	5	4	0	0	1		730	1361	1867	1904	2597	3133	3183	2451	2127	4142	8271	9700	14663	16245	17278	20164	18834		16943	16950	21470	36165	40651	44960	50920	51822	43695	46389	57547	62055	64517	65741	72933	50579	60053	
7319	"Sewing needles, knitting needles, bodkins, crochet hoods, embroidery stilettos and similar ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1		6	4	7	26	15	18	5	8	25	10	29	14	21	60	9	1	3		1051	1137	1350	1417	1897	2010	2330	3039	1944	2631	2341	2575	2640	2302	2202	1954	2438	
5807	"Labels, badges and similar articles, of textile materials, in the piece, in strips or cut to ..."	11	3	1	0	14	8	2	8	1	74	53	50	43	13	24	9	1		177	190	404	634	860	656	1297	1654	1516	1503	2372	3203	5689	7194	7266	6962	9041		9638	13595	15108	17735	17076	19177	23884	21423	18781	19653	20219	19674	19434	21772	18594	19907	18598	
7211	"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ..."	0	0	5	0	974	118	4	37	0	7	31	0	0	0	0	4	1		12980	5701	2207	891	5796	1732	242	522	247	260	117	270	191	157	335	1280	2014		28344	46289	88047	119209	139195	142037	171599	280403	155090	230148	256706	251008	167331	69246	53891	50631	64050	
8530	"Electrical signalling, safety or traffic control equipment for railways, tramways, roads, inland ..."	0	0	0	0	0	0	0	0	0	55	0	0	0	0	4	0	1		722	1526	709	507	116	370	213	318	147	104	413	5477	7934	7493	6316	5955	9140		23938	27251	6780	8283	20240	19970	26318	41944	59008	46851	85920	39150	91158	62751	50480	38317	58466	
8541	"Diodes, transistors and similar semiconductor devices; photosensitive semiconductor devices, ..."	20	28	1	4	2	14	58	22	10	15	43	16	36	3	1	0	2		230	466	503	672	3008	4584	4594	16564	3971	12042	17428	14698	68215	14751	4248	4008	3254		56448	72058	86007	117950	111498	130138	182071	186968	163014	204073	260140	269003	314664	410827	630440	2963839	3789458	
7217	"Wire of iron or non-alloy steel, in coils (excluding bars and rods)"	66	71	91	70	0	16	0	0	0	0	0	0	0	5	6	0	2		5409	5069	5483	9598	8629	7768	5455	9068	4419	6348	6212	5610	5267	5665	3635	8768	15853		18959	18065	26968	41780	41829	43462	64039	77709	41166	65224	98020	76331	76219	77904	66267	58744	64702	
0303	"Frozen fish (excluding fish fillets and other fish meat of heading 0304)"	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	2		833	785	931	1205	1098	1803	2256	3111	4047	4599	4599	5178	5849	5103	3771	2253	3440		8676	14367	26114	40004	31799	36225	47874	56412	53405	66419	73177	70696	81856	76838	103583	78174	115447	
5109	"Yarn of wool or fine animal hair, put up for retail sale"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2		23	16	141	31	54	81	24	80	590	535	1314	810	1336	2231	2690	305	125		283	135	137	89	12	321	693	1308	107	268	326	299	393	825	767	389	312	
1101	"Wheat or meslin flour"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2		3961	2776	5110	682	1036	123	2125	9297	11311	9543	15341	20718	18971	17145	16183	14130	18139		4	1	1	13	24	22	26	4	1382	78	40	97	146	1595	1415	21238	33218	
8402	"Steam or other vapour generating boilers (excluding central heating hot water boilers capable ..."	274	0	151	4	0	0	0	0	0	0	7	130	0	0	0	2	2		490	453	384	677	1067	719	2000	54374	2194	626	1575	2880	5384	4411	3735	3819	5655		97230	198376	68993	30700	34589	52731	91608	175388	341611	216590	57362	339994	709329	155570	273721	420179	104572	
9608	"Ball-point pens; felt tipped and other porous-tipped pens and markers; fountain pens, stylograph ..."	47	31	22	9	41	6	0	0	0	0	23	111	170	0	1	6	2		2926	3637	3230	4716	5292	5439	5098	6405	6203	4845	4141	4115	4779	5109	3989	4331	3614		21583	33516	38206	48104	55214	62613	67271	74391	52680	76533	96513	81763	88550	93021	82410	83783	64794	
3901	"Polymers of ethylene, in primary forms"	158	980	3846	3669	11115	15556	15541	14688	11936	1	0	45	10	88	208	184	2		26161	22215	29278	36604	39916	51286	64907	65607	31639	6762	9861	9517	12334	13488	18404	21870	18758		194430	278232	379081	627233	863275	1028278	1403122	1559184	1157072	1636527	2134382	2304756	2557493	2617950	2406427	2340623	2442075	
9029	"Revolution counters, production counters, taximeters, milometers, pedometers and the like (excluding ..."	0	0	0	3	0	4	45	0	0	4	6	0	12	2	43	4	2		184	185	518	793	308	510	818	1384	378	358	687	669	533	605	709	665	725		9721	16675	30317	53866	59316	61213	78597	102242	64917	83079	95076	91484	106618	112553	133422	152642	199607	
8505	"Electromagnets (excluding magnets for medical use); permanent magnets and articles intended ..."	367	251	307	287	45	44	94	37	2	2	6	5	1	0	2	6	2		425	359	370	535	143	349	632	316	211	103	265	267	847	289	300	445	701		8652	14542	23570	35905	46136	49102	58814	58524	36614	52613	78496	64090	65699	70099	68864	64901	72304	
9614	"Smoking pipes, incl. pipe bowls, cigar or cigarette holders, and parts thereof, n.e.s."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2		1	3	374	6	2	1	1	5	4	2	7	4	10	4	352	343	293		243	291	750	469	712	967	1581	1906	1947	1548	1613	1759	1840	2046	1701	2684	2934	
5703	"Carpets and other textile floor coverings, tufted "needle punched", whether or not made up"	0	0	0	42	38	0	0	0	0	4	0	14	0	0	0	0	2		5635	8858	11018	11511	11977	11815	10618	12101	6793	10384	11020	10449	13075	12944	9332	10318	11258		16937	21658	26582	43888	61307	56231	52603	57154	30253	42806	48481	42465	45887	45671	43872	31309	31145	
8545	"Carbon electrodes, carbon brushes, lamp carbons, battery carbons and other articles of graphite ..."	1	0	0	59	5	0	0	23	4	0	0	0	0	1	0	0	2		122	124	149	199	134	225	1417	469	238	57	2166	44	914	291	561	86	317		52844	60841	74674	88296	90526	120591	168113	186209	144342	172443	210324	213786	192405	164538	119137	110576	225002	
8420	"Calendering or other rolling machines (other than for metals or glass) and cylinders therefor; ..."	30	0	0	54	0	1	2	63	18	114	34	4	3	2	2	1483	2		796	840	1015	1071	1224	1178	637	137	1476	2741	3847	3174	5051	3810	2348	1862	1572		3651	11324	14003	11150	13451	12792	13275	12740	7909	13344	20231	16440	19517	15638	15001	27894	13719	
3916	"Monofilament of which any cross-sectional dimension > 1 mm, rods, sticks and profile shapes, ..."	13	45	49	39	101	167	206	87	102	117	103	95	25	91	23	39	2		1279	5045	8339	8796	13664	20998	33942	46343	44029	55618	67234	67636	65940	65945	56890	54564	66394		13330	19164	24959	28726	31776	42180	49946	58073	40799	46124	61151	52220	60952	51746	52260	56692	57078	
6111	"Babies' garments and clothing accessories, knitted or crocheted (excluding hats)"	58	8	53	32	35	14	50	17	19	263	326	177	306	37	31	18	2		1950	4256	7907	8066	5494	6992	9222	11362	8258	8728	9034	6173	7464	8238	4399	5481	5142		1929	1891	2789	5031	4984	8370	16286	22126	19561	26227	33885	32699	43757	48027	47491	41409	32568	
8403	"Central heating boilers, non-electric; parts thereof (excluding vapour generating boilers and ..."	0	37	21	30	75	359	150	157	117	1	34	43	19	15	3	10	3		2720	700	712	631	446	888	1631	1682	320	656	4675	3250	2287	3224	2842	3584	4884		52435	71598	121021	169301	213620	296069	251838	271039	157481	183498	267531	235012	207674	171739	143052	131451	145554	
7008	"Multiple-walled insulating units of glass"	0	0	0	0	0	0	0	0	1	0	24	0	0	149	0	0	3		128	81	169	258	244	232	249	289	723	438	2023	3936	3301	1827	1895	2192	2237		1739	2504	6097	4383	3349	2139	3046	3049	721	5490	4006	2357	2296	2481	707	1155	1671	
5705	"Carpets and other textile floor coverings, whether or not made up (excluding knotted, woven ..."	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	3		948	762	1261	1856	1079	674	538	3065	319	279	144	79	79	746	37	37	138		885	919	1511	2088	2818	3235	4559	4858	3291	3761	5191	2985	5801	4498	4314	4367	4007	
8484	"Gaskets and similar joints of metal sheeting combined with other material or of two or more ..."	0	0	0	0	0	5	0	25	2	22	22	22	36	88	9	9	3		270	139	195	183	276	378	1177	1330	783	651	1400	1870	2276	1026	805	681	920		15078	19192	24403	29156	32538	36689	43182	51087	41283	65999	70663	68584	80970	88186	89538	91632	101705	
7615	"Table, kitchen or other household articles, sanitary ware, and parts thereof, of aluminium, ..."	0	0	0	0	0	0	18	0	0	0	4	33	0	0	7	1	3		99	178	147	186	219	348	2463	4258	611	592	1470	3247	3083	2659	1946	1327	1948		5173	6402	9171	12485	13934	13813	13475	19056	13533	25176	28518	30250	40031	33501	34086	27389	13346	
7314	"Cloth, incl. endless bands, grill, netting and fencing, of iron or steel wire, expanded metal ..."	199	0	0	0	0	0	0	8	3	1	1	0	0	1	0	0	3		1433	3218	3438	4569	3618	4362	4648	8135	10330	10634	21735	12055	10659	11869	8005	6578	5691		6995	8606	10113	11544	12067	18412	20660	20044	15109	19442	24032	26971	27291	25758	25765	26333	30669	
9504	"Video game consoles and machines, articles for funfair, table or parlour games, incl. pintables, ..."	0	1	1	0	0	4	7	4	0	30	0	76	269	90	50	67	3		322	509	1140	2974	3979	5649	19221	26320	12088	20611	30509	32130	48111	75712	105386	147418	146202		6374	7472	12072	17804	20185	20143	26231	39434	39034	53120	55838	47313	32581	50864	50750	42633	51286	
4823	"Paper, paperboard, cellulose wadding and webs of cellulose fibres, in strips or rolls of a ..."	0	0	23	6	1	0	8	5	0	2	0	2	1	1	3	1	3		367	243	330	344	475	666	647	693	542	954	1870	2096	3947	5978	3818	4402	3804		38259	43405	46123	62444	54832	48450	52793	57122	44875	39699	63170	60715	69419	82773	67386	59964	52161	
2839	"Silicates; commercial alkali metal silicates (excluding inorganic or organic compounds of mercury)"	0	0	0	0	1	0	0	0	0	0	0	215	0	9	2	3	3		40	5	21	5	1	17	42	4	8	14	20	238	21	51	1	38	3		1151	1425	1840	2580	3581	3955	4767	6073	7095	8344	9272	9783	14841	11929	9415	10024	14662	
7315	"Chain and parts thereof, or iron or steel (excluding watch chains, necklace chains and the ..."	19	31	20	2	9	34	20	10	10	0	0	17	22	38	6	4	3		166	154	104	183	201	122	167	149	449	207	264	229	154	224	207	646	949		6545	8940	11865	18287	19157	26822	31209	35172	24566	29972	43638	40971	40558	41981	39382	39598	48159	
3405	"Shoe polish, furniture wax and floor waxes, polishes and creams for coachwork, glass or metal, ..."	0	0	1	0	0	7	0	0	3	88	59	0	0	10	2	1	3		1040	1379	1999	2636	2936	3019	2049	3638	1528	2226	2767	2934	2179	2044	1788	1407	1936		4201	5250	6167	7120	8673	9202	11855	12697	11018	14005	18092	16787	18218	17888	15594	14846	14504	
6803	"Worked slate and articles of slate or of agglomerated slate (excluding slate granules, chippings ..."	0	3	0	0	0	0	0	0	4	0	0	0	0	1	0	0	3		4	4	3	0	7	24	68	168	29	34	68	132	148	170	305	16	3		356	1165	999	1199	1207	1409	592	640	414	594	624	706	1427	898	863	432	454	
2201	"Waters, incl. natural or artificial mineral waters and aerated waters, not containing added ..."	0	0	0	0	0	0	0	0	12	0	0	0	0	0	7	0	3		754	830	819	824	804	1017	762	724	433	147	537	1099	923	1792	2503	1344	1905		87	105	106	151	206	535	744	1165	825	1099	1751	1909	3262	2467	2975	2518	2063	
6805	"Natural or artificial abrasive powder or grain, on a base of textile material, paper, paperboard ..."	0	0	3	0	0	6	3	44	13	60	35	25	14	13	44	7	3		232	197	215	323	559	672	1690	2210	878	1363	2070	2120	2516	1429	1252	1984	1890		12376	18053	24369	31928	37964	41500	44776	49130	33912	45782	55126	51751	56293	62817	51390	47791	52266	
8415	"Air conditioning machines comprising a motor-driven fan and elements for changing the temperature ..."	1	0	0	0	0	0	0	0	6	1	1	0	0	0	3	0	3		402	501	733	971	1564	3694	17247	32940	43770	39303	53057	48987	60251	66992	52615	54110	58696		140276	126884	181407	247886	317355	375859	471837	515219	309715	383827	615388	557350	700444	544960	550041	633957	691274	
3811	"Anti-knock preparations, oxidation inhibitors, gum inhibitors, viscosity improvers, anti-corrosive ..."	2	0	0	28	62	0	649	802	495	965	320	14	271	290	877	1151	3		477	246	185	1374	1363	334	1598	3270	1201	935	1663	2460	2744	2011	2324	1612	681		39344	50916	61167	80303	86603	121968	135085	163383	148316	170550	187941	188169	201946	207334	187461	176928	203741	
2916	"Unsaturated acyclic monocarboxylic acids, cyclic monocarboxylic acids, their anhydrides, halides, ..."	0	0	0	0	0	0	0	0	0	263	0	0	0	0	0	0	4		13	32	72	87	65	62	85	174	57	345	132	137	246	171	128	104	192		44377	55150	78983	115643	173007	194067	212477	233489	183263	282632	369668	333710	340268	355588	299973	243153	322740	
7103	"Precious stones and semi-precious stones, whether or not worked or graded, but not strung, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4		0	0	0	0	0	0	0	0	0	24	4	0	0	5	10	5	9		709	803	819	2879	1763	965	1249	2451	1362	2753	2116	2007	1457	1514	1593	2282	2484	
2208	"Undenatured ethyl alcohol of an alcoholic strength of < 80%; spirits, liqueurs and other spirituous ..."	121	77	207	317	35	5	10	9	31	49	149	48	2	0	16	0	4		2947	4042	7357	4385	3991	5961	17190	20378	9531	8197	13753	18881	26062	14656	14139	23523	24522		5960	7415	9130	9313	7056	13205	14682	19729	43231	40007	85996	87684	108358	132298	125055	98122	127074	
8442	"Machinery, apparatus and equipment (other than the machine-tools of headings 8456 to 8465) ..."	87	0	0	0	2	0	129	798	1087	848	72	14	6	25	39	12	4		175	222	122	243	123	233	351	402	791	457	621	676	594	784	375	447	652		4894	9794	15320	18804	14840	19202	34594	55103	35400	43016	34627	32899	32966	28921	29184	28759	23970	
7212	"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ..."	0	4	6	0	0	19	0	11	0	0	0	0	0	0	1	0	4		5823	1192	4941	128	105	125	392	675	177	909	1161	935	928	630	733	1258	1017		8386	12882	13828	17778	17466	42158	109689	60904	48310	67898	61482	51979	54856	56954	54098	57984	61730	
3810	"Pickling preparations for metal surfaces; fluxes and other auxiliary preparations for soldering, ..."	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4		3	8	15	20	59	34	504	60	70	76	67	102	23	34	71	64	121		4598	5957	8452	9087	11383	13270	17481	17330	16073	17914	17654	16412	19111	16622	17621	16426	16621	
7210	"Flat-rolled products of iron or non-alloy steel, of a width >= 600 mm, hot-rolled or cold-rolled ..."	9531	15978	22895	29296	49330	72312	32885	858	474	368	0	1241	943	2331	0	204	4		36774	45199	53919	72135	75684	88452	43952	10153	6027	9554	11801	14006	10530	10475	6193	10046	13903		187323	233513	314778	420915	513847	582250	662014	896759	576642	777504	812672	671902	836631	892962	781408	740702	738681	
2608	"Zinc ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4		0	0	0	0	0	93	2920	4191	1148	15	1259	0	194	1580	2083	5485	11063		125	273	289	143	66	94	57	0	2	21	3	4	61	48	22	23	120	
8205	"Hand tools, incl. glaziers' diamonds, of base metal, n.e.s.; blowlamps and the like; vices, ..."	1	0	0	10	21	16	2	64	48	79	72	38	16	11	3	16	4		504	385	489	746	663	972	1238	674	615	964	659	634	1028	2185	2139	2486	4348		9721	9159	10575	16446	20815	27705	33942	38854	27412	40903	58931	48101	52221	58520	52019	34928	35566	
8459	"Machine tools, incl. way-type unit head machines, for drilling, boring, milling, threading ..."	331	763	822	800	947	290	277	696	85	10	262	529	791	419	369	10	4		6347	6807	6222	6363	6840	6044	6346	9014	5700	4352	6986	7068	6542	5301	2961	974	997		18906	29706	36281	54996	48833	69612	64385	75714	28485	49087	76762	104401	70397	72703	66390	65071	60961	
9020	"Breathing appliances and gas masks (excluding protective masks having neither mechanical parts ..."	0	0	0	0	0	1	0	0	0	0	0	11	24	181	8	4	4		91	31	32	30	232	389	81	94	78	61	101	734	859	792	1744	924	1135		1281	3726	2756	3521	3310	3485	5642	7540	4932	6687	8757	7603	14089	23102	21340	12176	18297	
3911	"Petroleum resins, coumarone-indene resins, polyterpenes, polysulphides, polysulphones and other ..."	19	30	71	244	403	621	813	768	313	17	0	0	2	0	1	4	4		878	1204	1152	1624	1978	2272	1827	1769	724	44	27	5	12	96	879	100	76		6337	9551	13399	17538	19581	27152	39488	46462	39385	53303	81803	77603	85780	98845	89357	90899	97290	
6305	"Sacks and bags, of a kind used for the packing of goods, of all types of textile materials"	0	92	1280	1094	442	509	927	1021	523	705	702	20	0	38	76	208	4		8432	8093	10782	11622	12293	17682	19965	29518	23873	30710	40328	31109	37366	38683	30463	29369	32870		3535	4438	9651	9236	10023	10531	13147	15311	8868	12474	8951	8528	11732	10441	9984	10717	6539	
5112	"Woven fabrics of combed wool or of combed fine animal hair (excluding fabrics for technical ..."	91	1573	1464	1091	776	396	195	128	97	548	29	120	544	331	155	31	4		5092	4357	7418	10266	11721	12275	13942	11068	11114	4907	5322	3429	4500	4746	5813	3611	4780		54777	70557	98813	156134	153560	141294	161460	162995	101617	110891	145120	115705	91730	95518	87496	70048	74985	
2519	"Natural magnesium carbonate "magnesite"; fused magnesia; dead-burned "sintered" magnesia, whether ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4		0	0	0	0	1	4	17	485	3	26	98	59	78	35	3	7	14		8804	16138	20556	17263	25160	26329	34816	42665	29247	42385	46361	36845	39493	40807	28863	31626	34597	
8452	"Sewing machines (other than book-sewing machines of heading 8440); furniture, bases and covers ..."	3	8	21	21	7	5	0	0	22	7	175	129	20	0	151	2	4		605	797	896	1685	1179	1135	1998	1788	2111	1546	3915	1358	1522	2183	1727	1512	1464		53904	139035	201255	140676	137787	127441	147913	108625	58724	105296	131157	153317	137879	125509	96503	108063	116267	
7220	"Flat-rolled products of stainless steel, of a width of < 600 mm, hot-rolled or cold-rolled ..."	0	0	0	0	0	0	0	0	0	5	0	30	0	0	59	66	4		6	0	37	10	24	100	4	67	62	44	98	82	189	436	115	28	74		23247	32423	49838	79038	97549	114822	140516	131757	88742	122248	134685	118804	107459	129929	103484	99209	129340	
4817	"Envelopes, letter cards, plain postcards and correspondence cards, of paper or paperboard; ..."	0	0	0	0	0	0	0	1	12	13	74	176	291	261	146	1	4		12	184	423	793	1051	502	994	816	559	966	1517	1393	1742	1336	635	240	343		112	120	119	241	457	2873	2161	713	683	1065	1224	1170	1244	1136	991	679	682	
6506	"Headgear, whether or not lined or trimmed, n.e.s."	0	0	0	10	0	1	2	0	0	0	3	7	0	1	1	6	5		39	76	158	215	205	254	429	1599	142	170	221	178	318	1045	682	516	945		1172	1414	2424	3512	5948	10388	9170	9370	7384	9198	11722	15180	17827	29961	25744	26309	24353	
9701	"Paintings, e.g. oil paintings, watercolours and pastels, and drawings executed entirely by ..."	0	0	0	0	0	2	0	0	19	0	10	13	24	33	0	2	5		64	64	35	212	457	365	381	1277	319	259	3676	580	911	2186	822	902	666		2344	978	1052	1825	2478	3939	12718	16390	8452	15826	22574	18647	32378	31389	20128	26163	21427	
9505	"Festival, carnival or other entertainment articles, incl. conjuring tricks and novelty jokes, ..."	0	0	0	0	0	0	0	0	0	0	0	7	0	0	109	0	5		238	627	690	984	1478	1781	2034	2780	1488	1729	2926	3524	2230	2265	2672	2262	2502		1438	1517	3045	5533	5948	4895	5854	7358	5215	9263	32056	25279	25342	28376	32203	21161	24524	
1901	"Malt extract; food preparations of flour, groats, meal, starch or malt extract, not containing ..."	0	0	0	0	0	0	0	0	0	527	618	347	110	11	0	0	5		297	490	1301	1291	380	442	1091	2525	3629	5470	6793	5886	7732	8185	7255	8094	9014		18356	16844	28484	32827	41700	55037	69149	86707	76925	83213	104786	111741	129035	136107	134363	126448	134444	
4801	"Newsprint as specified in Note 4 to chapter 48, in rolls of a width > 36 cm or in square or ..."	0	0	1	0	0	0	75	372	172	26	0	11	15	58	20	25	5		531	803	569	574	438	255	605	2862	3275	4862	6039	4702	5779	7475	6211	4829	4021		124395	106773	165615	235249	311629	362340	382491	395413	294970	299436	336595	294786	276277	243789	172708	131627	112524	
2811	"Inorganic acids and inorganic oxygen compounds of non-metals (excluding hydrogen chloride "hydrochloric ..."	0	0	0	0	0	1	3	0	21	0	0	0	0	2	1	7	5		904	574	408	516	610	804	858	1505	1240	1289	1383	943	1520	1678	1615	1675	1837		6876	10057	13266	18202	18424	22553	29495	31560	25020	30514	38072	35065	38837	42508	39862	39160	46732	
8716	"Trailers and semi-trailers; other vehicles, not mechanically propelled (excluding railway and ..."	1	7	1	1	0	5	27	77	112	22	8	0	63	19	29	3	5		3499	5026	6214	6467	5516	4521	7381	8103	10366	10916	15494	18550	24818	21965	16447	15855	23624		18399	33356	74099	121150	102045	149624	194697	195115	69484	128407	260935	208174	205574	197319	162081	142934	152017	
5513	"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ..."	356	712	272	75	1	0	1	1	281	0	15	0	0	0	0	0	5		1438	1770	498	320	298	275	872	1284	560	426	661	472	495	548	418	374	476		16825	28046	36305	67820	77830	91247	89570	88103	84508	89439	96250	48092	53444	47145	32804	27376	30168	
6907	"Unglazed ceramic flags and paving, hearth or wall tiles; unglazed ceramic mosaic cubes and ..."	27	0	0	0	0	0	1	0	28	54	17	0	1	0	0	0	5		371	254	57	18	41	60	203	1666	1959	5552	5436	6981	6581	6262	5913	7450	84224		1949	1293	3382	7086	27362	44835	27111	32616	22285	40467	36545	42021	49780	55519	38516	31770	32683	
6911	"Tableware, kitchenware, other household articles and toilet articles, of porcelain or china ..."	8	78	64	9	4	272	313	0	17	73	494	1032	0	0	0	0	5		2235	1776	569	426	203	646	263	101	287	1394	1933	717	582	667	147	104	276		8449	11138	19233	24621	44621	90409	121999	123753	91190	127824	146490	135058	147327	201072	200728	130895	121785	
9606	"Buttons, press-fasteners, snap-fasteners and press studs, button moulds and other parts of ..."	2	0	1	1	9	38	93	44	2	2	0	9	7	23	21	21	5		288	200	512	459	933	2015	2883	2605	1578	1763	1408	1133	928	1240	1347	1672	2147		17448	25176	32260	35032	39506	43248	54294	52161	36968	42165	46919	43163	40240	38876	31517	28058	27216	
7117	"Imitation jewellery"	2	0	0	0	22	0	6	19	56	150	232	106	69	34	14	5	6		0	0	0	0	307	376	380	953	649	1815	2282	2229	2405	2888	2080	1390	1113		4380	6528	10920	22106	33332	37556	48510	75081	63281	81003	106848	91194	103726	109277	101082	73161	63677	
2607	"Lead ores and concentrates"	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	6		0	7	939	774	2345	6652	8711	6133	2551	4218	14390	2880	12915	17031	5966	13420	23741		1	0	8	0	0	0	1	5	0	14	7	0	909	97	221	12	20	
5806	"Narrow woven fabrics of textile materials, with a width of <= 30 cm (excluding labels, badges ..."	0	47	44	83	25	48	8	59	6	14	0	2	5	6	18	19	6		388	966	528	840	595	563	590	1161	1006	503	588	673	870	1805	1548	2126	2334		14685	23519	28294	34529	34391	36349	41483	41745	34353	47611	51735	49275	56735	56606	52985	57327	63428	
