Product code	Product label	Turkey's imports from Egypt-Value in 2001	Turkey's imports from Egypt-Value in 2002	Turkey's imports from Egypt-Value in 2003	Turkey's imports from Egypt-Value in 2004	Turkey's imports from Egypt-Value in 2005	Turkey's imports from Egypt-Value in 2006	Turkey's imports from Egypt-Value in 2007	Turkey's imports from Egypt-Value in 2008	Turkey's imports from Egypt-Value in 2009	Turkey's imports from Egypt-Value in 2010	Turkey's imports from Egypt-Value in 2011	Turkey's imports from Egypt-Value in 2012	Turkey's imports from Egypt-Value in 2013	Turkey's imports from Egypt-Value in 2014	Turkey's imports from Egypt-Value in 2015	Turkey's imports from Egypt-Value in 2016	Turkey's imports from Egypt-Value in 2017	Egypt's exports to world- 	Egypt's exports to world-Value in 2001	Egypt's exports to world-Value in 2002	Egypt's exports to world-Value in 2003	Egypt's exports to world-Value in 2004	Egypt's exports to world-Value in 2005	Egypt's exports to world-Value in 2006	Egypt's exports to world-Value in 2007	Egypt's exports to world-Value in 2008	Egypt's exports to world-Value in 2009	Egypt's exports to world-Value in 2010	Egypt's exports to world-Value in 2011	Egypt's exports to world-Value in 2012	Egypt's exports to world-Value in 2013	Egypt's exports to world-Value in 2014	Egypt's exports to world-Value in 2015	Egypt's exports to world-Value in 2016	Egypt's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
1301	"Lac; natural gums, resins, gum-resins, balsams and other natural oleoresins"	0	0	0	0	8	13	12	0	13	13	10	47	30	123	32	136	0		695	795	523	380	391	212	101	2065	1289	249	54	177	175	112	269	88	141		536	802	1403	2045	2465	2733	2482	2725	2905	2747	3162	3804	5212	6436	5364	7006	6495	
1501	"Pig fat, incl. lard, and poultry fat, rendered or otherwise extracted (excluding lard stearin ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	3	0	0	0	0	0	0	0	0	0	42	163	343	0	0	181		0	0	25	73	58	86	139	200	247	397	668	1703	2098	1595	1421	1395	1529	
1503	"Lard stearin, lard oil, oleostearin, oleo-oil and tallow oil (excluding emulsified, mixed or ..."	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0		0	0	0	0	0	0	0	4309	12146	12690	6141	300	77	0	54	0	0		6	8	14	43	25	91	52	75	24	131	98	144	75	139	147	106	60	
1522	"Degras; residues resulting from the treatment of fatty substances or animal or vegetable waxes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	237	0	0	0	0	0	21	37	144	122	364	154	83	227	0	3		0	2	0	0	226	316	682	588	272	81	54	131	372	591	904	1101	1669	
1602	"Prepared or preserved meat, offal or blood (excluding sausages and similar products, and meat ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0		79	131	290	297	294	211	469	490	826	780	866	3955	4172	5189	13264	1378	4163		12	1	8	79	123	211	554	1460	414	759	924	1639	2430	3701	5412	3821	387	
1604	"Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		31	22	195	53	332	25	21	101	401	145	126	167	661	574	191	50	113		288	341	634	538	753	1201	730	594	2169	2036	1363	1397	1000	3164	4038	4446	3916	
1801	"Cocoa beans, whole or broken, raw or roasted"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		18	0	0	0	0	0	0	78	1	0	2	0	0	9	0	0	0		48609	68877	148020	153049	121805	98628	140908	158294	171672	230977	275472	243183	222428	266702	263600	281924	290959	
2001	"Vegetables, fruit, nuts and other edible parts of plants, prepared or preserved by vinegar ..."	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0		1373	1900	1790	3328	9744	8538	12818	12878	21990	19719	27580	28309	33812	37167	40183	47279	54698		233	255	264	451	505	271	607	1249	957	487	795	468	560	867	591	575	703	
2003	"Mushrooms and truffles, prepared or preserved otherwise than by vinegar or acetic acid"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	41	0	43	22	92	205	0	18	0	0	12	29		93	17	20	43	67	241	105	146	69	70	125	19	76	175	120	360	93	
2203	"Beer made from malt"	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0		548	313	11	60	53	16	43	8532	8824	3573	1720	4515	2574	2461	1161	862	870		138	140	224	1822	1780	1406	1222	1360	982	1352	5032	3651	5090	7225	9018	9176	10121	
2205	"Vermouth and other wine of fresh grapes, flavoured with plants or aromatic substances"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		24	0	0	0	0	1	0	0	0	17	0	0	5	0	0	0	0		44	84	99	82	52	369	431	782	779	956	1244	736	759	746	511	127	349	
2307	"Wine lees; argol"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1204	"Linseed, whether or not broken"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		18	14	122	59	0	41	55	260	329	132	160	499	9980	303	208	242	689		13	19	33	159	1610	2773	9675	573	432	2616	21389	54621	26212	24929	16896	69128	82802	
1205	"Rape or colza seeds, whether or not broken"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	30	0	0	0	0	11	0	24	1	15	4	55	1		406	83	56	1578	18197	58364	103849	148132	66215	150379	72222	99439	78743	213819	115316	106635	28426	
2504	"Natural graphite"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	7	9	28	9	5	2	133	103	54	5	7	0	3	0	160	0		2526	2636	2726	3904	5255	4499	5531	9110	4864	8361	18038	11268	12422	8578	8302	8825	11331	
2506	"Quartz (excluding natural sands); quartzite, whether or not roughly trimmed or merely cut, ..."	0	0	0	0	9	19	46	0	0	0	0	0	0	0	0	0	0		4	252	392	1979	1418	391	250	3429	3043	4719	7280	4813	6676	3512	6864	6581	7960		261	256	338	517	878	929	577	969	253	481	725	1071	1500	1216	777	700	758	
2512	"Siliceous fossil meals, e.g. kieselguhr, tripolite and diatomite, and similar siliceous earths, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	40	0	3	0	2	70	0	0	0	0	0	0	7		634	788	1099	892	964	1101	1068	1223	983	908	1332	1683	1789	1611	2672	1530	2254	
2515	"Marble, travertine, ecaussine and other calcareous monumental or building stone of an apparent ..."	27	74	277	110	53	139	69	92	0	0	0	0	0	7	0	0	0		23203	44388	45172	86549	82515	92165	100935	212324	433635	174340	152442	153380	157501	61724	34584	15586	26649		1020	781	2157	1528	924	1122	1742	1282	416	1134	1055	899	2092	3193	2452	2034	2765	
2522	"Quicklime, slaked lime and hydraulic lime (excluding pure calcium oxide and calcium hydroxide)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		61	149	213	879	326	885	87	144	133	219	33	241	203	152	73	263	62		30	59	32	59	70	194	184	251	215	302	486	617	977	904	974	1258	1544	
2524	"Asbestos (excluding products made from asbestos)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2	0	0	0	21	0	0	43	0	0	0	52	5	113	0	0		3298	3891	4265	3970	3873	2757	1331	392	0	0	0	0	0	0	0	0	0	
2602	"Manganese ores and concentrates, incl. ferruginous manganese ores and concentrates, with a ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	1	349	296	4	384	2749	183	1970	1013	6306	5341	9557	28	4045	54		60	55	110	70	143	209	279	1589	472	550	764	503	475	410	341	249	335	
2610	"Chromium ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	39	0	0	0	0	0	0	69	19	0		6933	3615	6528	6886	17937	15173	21410	37216	33557	29954	39022	56847	47418	34145	34860	25425	52532	
2612	"Uranium or thorium ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	34	457	0	5		0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	
2709	"Petroleum oils and oils obtained from bituminous minerals, crude"	0	7604	31643	37178	0	0	0	0	0	0	0	0	0	0	0	0	0		295897	315318	340923	403051	514714	884160	1050546	2194941	1568282	1777514	3013973	3022647	3059529	3050496	1994083	1808114	2106112		3877953	4087775	4776536	6091544	8649477	10706466	11784210	0	0	0	0	0	0	0	0	0	0	
2801	"Fluorine, chlorine, bromine and iodine"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		70	119	129	213	335	995	1086	1970	3701	3571	2954	1531	1016	395	296	253	357		179	354	676	1008	1334	1110	1415	1271	1036	776	651	693	465	387	442	326	273	
2807	"Sulphuric acid; oleum"	0	0	0	0	0	0	0	0	0	0	4482	0	0	0	0	0	0		22	314	58	51	213	128	248	2734	401	2837	2892	464	182	269	191	142	353		7045	10402	10476	18266	7906	9473	13797	24802	7491	17191	63924	30388	24091	15087	23896	18102	21324	
2816	"Hydroxide and peroxide of magnesium; oxides, hydroxides and peroxides, of strontium or barium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		7	2	0	0	0	16	0	0	0	15	0	0	2	28	2	0	10		458	615	732	881	729	1014	1820	1318	1715	1720	2369	2079	2196	2858	3121	3532	2243	
2828	"Hypochlorites; commercial calcium hypochlorite; chlorites; hypobromites"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0		21	0	15	6	0	586	199	715	1953	1454	1225	1512	2093	1285	3802	2240	2395		4411	1348	937	1494	2160	1879	1946	2392	3038	2481	1967	2122	2146	2078	2044	2198	1779	
2841	"Salts of oxometallic or peroxometallic acids"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		15	0	0	0	0	0	0	14	36	0	32	0	0	0	76	822	0		851	1268	1781	3600	9363	8067	4746	5173	3986	7670	7665	9447	11136	9772	9056	8787	9776	
2843	"Colloidal precious metals; inorganic or organic compounds of precious metals, whether or not ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	6	0	0	0	0	3	0	0	87	96	0	0	0	54		1848	2083	1927	3057	3590	6312	7082	7968	5213	7999	7919	10635	10215	9600	9701	19290	19817	
2852	"Compounds, inorganic or organic, of mercury, whether or not chemically defined (excluding amalgams)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0		0	0	0	0	0	0	58	133	94	107	106	155	186	141	105	173	124	
2924	"Carboxyamide-function compounds; amide-function compounds of carbonic acid"	6	0	0	0	0	0	0	0	0	0	0	0	2	0	0	13	0		0	0	0	12	5	0	0	0	0	91	0	0	0	77	48	18	0		21027	23475	28930	29462	28758	36055	36567	45206	41008	41445	49480	52715	49591	54575	48114	44803	60409	
2938	"Glycosides, natural or reproduced by synthesis, and their salts, ethers, esters and other  ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1058	74	123	63	6	29	23	11	8	0	0	42	0	0	2	0	0		4242	3863	5622	5432	8357	13971	19633	26165	16798	21815	15779	10489	9588	7640	7371	6754	9929	
3001	"Dried glands and other organs for organo-therapeutic uses, whether or not powdered; extracts ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	4	610	0	0	0	0	0	23	0	31	0	0	56	0	297	0		5973	6286	8641	9279	12462	15806	18234	12340	13794	15624	17047	19071	24645	24614	24204	29500	30449	
2911	"Acetals and hemiacetals, whether or not with other oxygen function, and their halogenated, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	3	0	9	0	0		531	1018	164	464	440	466	180	228	150	280	465	318	800	846	698	767	768	
3213	"Artist's, student's or signboard painter's colours, modifying tints, amusement colours and ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	31	0	83	213	827	350	347	567	752	576	291	115	285	279	201	102		1386	2443	2999	3464	4090	4954	4555	5376	4011	5072	5863	4884	5641	5001	4500	4324	4333	
3501	"Casein, caseinates and other casein derivatives; casein glues (excluding those packaged as ..."	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0		1	3	278	489	176	82	182	147	21	146	173	53	182	170	125	23	476		3081	2394	3998	6526	6364	8373	13889	12797	9990	22810	9796	7719	9816	16848	10040	5926	5662	
3603	"Safety fuses; detonating fuses; percussion or detonating caps; igniters; electric detonators ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0		3151	4522	2621	3316	5969	8226	14428	14911	14473	20020	29523	30683	32565	34913	25532	25165	29994	
3605	"Matches (excluding pyrotechnic articles of heading 3604)"	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0		981	467	425	664	235	93	107	108	492	177	144	63	0	63	118	111	72		83	237	213	301	353	537	1112	1816	2564	331	330	229	388	214	217	206	251	
3801	"Artificial graphite; colloidal or semi-colloidal graphite; preparations based on graphite or ..."	0	0	0	0	0	0	5	161	0	0	0	0	0	0	0	0	0		0	0	0	3	21	16	5	459	155	664	153	122	275	80	18	50	2		3111	3520	5494	6439	7908	10091	14667	18328	10200	15727	26013	18033	18374	20511	20932	19530	24944	
3924	"Tableware, kitchenware, other household articles and toilet articles, of plastics (excluding ..."	0	0	0	0	0	0	52	36	0	9	2	0	0	0	0	11	0		432	437	495	408	326	223	267	2889	3221	6123	6155	10913	12012	11816	11086	9498	13645		6529	8630	12415	18791	27970	34027	49250	59911	51352	66151	90617	81860	91128	93346	80982	68253	60142	
4007	"Vulcanised rubber thread and cord (excluding ungimped single thread with a diameter of > 5 ..."	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0		0	0	1	9	0	0	13	0	86	38	1	11	0	0	35	117	80		3571	5702	6383	7664	8403	10099	9218	10331	9629	16062	16537	16361	14114	10363	8455	6947	9907	
4012	"Retreaded or used pneumatic tyres of rubber; solid or cushion tyres, tyre treads and tyre flaps, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0		17	20	5	0	18	0	4	19	32	130	130	2	739	70	325	51	60		3347	4743	6983	8789	10821	12013	19537	24687	19479	24808	28962	29815	35264	34085	36479	39981	43528	
4014	"Hygienic or pharmaceutical articles, incl. teats, of vulcanised rubber (excluding hard rubber), ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	22	17	25	4	0	5	1	1175	79	38	24	0	10	56	6	33		4140	5192	8891	8475	9368	11660	11245	13241	9613	10867	11890	12778	13683	12901	12138	11532	12501	
4109	"Patent leather and patent laminated leather; metallized leather (excluding lacquered or metallized ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	3	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0		251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4114	"Chamois leather, incl. combination chamois leather (excluding glacé-tanned leather subsequently ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	785	280	118	77	0	2	436	574	0	71		0	954	1139	2584	2030	3832	4409	3971	1323	1284	2510	3599	4176	4591	2227	2245	3436	
4204	"Articles for technical use, of leather or composition leather"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3	40	7	1	11	758	3	0	0	0	0	0	0	0	0	0	0		125	127	124	157	467	159	0	0	0	0	0	0	0	0	0	0	0	
4401	"Fuel wood, in logs, billets, twigs, faggots or similar forms; wood in chips or particles; sawdust ..."	0	0	0	0	0	0	0	0	0	5	0	6	30	0	0	0	0		16	13	36	67	141	427	45	699	1028	6929	5137	3537	3063	418	1111	869	4064		3544	9135	26601	54987	71674	125860	148705	153768	129127	161452	190033	316104	207551	225878	316863	234983	198288	
4502	"Natural cork, debacked or roughly squared, or in square or rectangular blocks, plates, sheets ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	1	0	0	0	0	9	0	0	0	0	0	0	0	0	0		8	38	47	27	5	84	32	12	9	4	8	11	4	0	17	6	20	
4601	"Plaits and similar products of plaiting materials, whether or not assembled into strips; plaiting ..."	0	0	0	0	0	0	0	0	0	6	0	10	436	431	0	0	0		3	13	14	19	90	48	54	369	170	45	37	97	1275	564	964	572	1746		637	1184	2679	3544	3664	4505	3682	4211	2847	3558	4841	2311	2708	1937	1736	1462	1445	
4701	"Mechanical wood pulp, not chemically treated"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		8	0	0	0	0	0	0	0	0	0	8	0	0	8	0	0	0		691	1557	1470	819	4482	2039	7400	5425	249	1707	1938	120	239	505	1751	3326	6741	
4705	"Wood pulp obtained by a combination of mechanical and chemical pulping processes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	2	39	0	0	0	0	0	0	0		3464	1543	528	437	508	0	23	0	317	3781	7124	6399	1696	967	1370	1782	894	
4807	"Composite paper and paperboard "made by sticking flat layers of paper or paperboard together ..."	0	0	0	0	0	0	0	0	0	0	0	0	1	32	0	0	0		495	649	484	715	502	168	1598	0	6	0	5	15	48	259	73	45	217		1237	2199	5036	8898	11670	9168	9664	10419	6824	9804	11741	11290	13750	13358	12124	10179	13850	
4817	"Envelopes, letter cards, plain postcards and correspondence cards, of paper or paperboard; ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		82	82	102	3	61	37	9	939	734	930	692	1395	916	747	904	1270	1369		112	120	119	241	457	2873	2161	713	683	1065	1224	1170	1244	1136	991	679	682	
5203	"Cotton, carded or combed"	0	0	0	0	0	0	0	0	0	0	0	0	0	370	463	188	0		11	4	28	0	58	20	48	2127	4996	1170	702	532	636	488	848	2457	153		116	287	640	385	158	689	102	79	167	809	361	51	471	591	773	212	333	
5310	"Woven fabrics of jute or of other textile bast fibres of heading 5303"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		20	0	10	0	0	48	0	1253	1895	24	1470	765	1110	765	744	134	82		2866	3533	3227	2699	2420	3255	3204	3252	1458	3535	5234	5942	2792	2889	2030	3486	3008	
5511	"Yarn of man-made staple fibres, put up for retail sale (excluding sewing thread)"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		1	4	2	9	2	41	14	0	627	2310	722	51	0	0	224	149	4		597	642	462	1292	879	1147	590	858	952	1050	1136	1549	1302	2713	1373	779	336	
5705	"Carpets and other textile floor coverings, whether or not made up (excluding knotted, woven ..."	0	0	0	0	0	17	2	0	0	0	0	0	0	0	0	0	0		76	197	113	70	48	53	223	3765	18610	5881	1952	3894	7926	1232	238	1153	1645		885	919	1511	2088	2818	3235	4559	4858	3291	3761	5191	2985	5801	4498	4314	4367	4007	
5507	"Artificial staple fibres, carded, combed or otherwise processed for spinning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	49	11	0	0	0	147	51	441	51	163	35	0		1529	2873	2628	1789	1911	2045	2631	2955	951	2377	1565	1295	1537	2217	1142	1390	899	
5908	"Textile wicks, woven, plaited or knitted, for lamps, stoves, lighters, candles or the like; ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3	1	0	0	0	1	0	0	0	0	0	8	0	0	0	0	1		109	230	275	232	248	249	201	116	297	294	57	117	254	114	103	138	59	
6308	"Sets consisting of woven fabric and yarn, whether or not with accessories, for making up into ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		15	1	0	0	8	0	0	5530	8421	6085	7989	6238	6399	9809	6104	2602	3309		28	23	44	147	152	142	215	360	227	253	246	297	237	452	170	213	192	
6402	"Footwear with outer soles and uppers of rubber or plastics (excluding waterproof footwear of ..."	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0		51	15	21	75	30	19	158	945	1313	725	515	630	1218	549	530	220	173		18019	28900	54029	95971	145110	179234	163655	207971	172104	218085	301904	283309	295706	260288	177899	135862	123844	
6405	"Footwear with outer soles of rubber or plastics, with uppers other than rubber, plastics, leather ..."	0	0	0	0	0	0	0	0	0	0	2	31	0	0	0	0	0		101	171	596	265	819	158	740	1278	1360	880	1038	300	516	401	364	472	105		3383	3998	8439	11389	7052	7913	8684	12747	9767	14759	17889	21586	34491	29567	4666	3223	3573	
6506	"Headgear, whether or not lined or trimmed, n.e.s."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		25	21	3	46	1	3	24	15	36	51	65	329	242	40	23	18	157		1172	1414	2424	3512	5948	10388	9170	9370	7384	9198	11722	15180	17827	29961	25744	26309	24353	
6702	"Artificial flowers, foliage and fruit and parts thereof, and articles made of artificial flowers, ..."	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0		0	0	10	0	8	18	4	1	1	0	2	3	0	0	0	2	581		6126	7464	11306	15307	15784	21329	30569	28211	21611	26026	31736	26860	27517	33679	33615	31673	23781	
6704	"Wigs, false beards, eyebrows and eyelashes, switches and the like, of human or animal hair ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		346	390	566	790	1329	1926	3093	3183	2314	2675	3081	4734	4708	5327	4470	4297	5259	
6804	"Millstones, grindstones, grinding wheels and the like, without frameworks, for milling, grinding, ..."	0	12	0	0	0	0	0	0	0	0	4	0	1	1	0	12	0		98	381	31	16	68	44	30	28	201	172	435	178	81	99	70	33	185		10425	13070	16514	23966	26116	28939	43968	43260	23030	40755	56644	60139	65910	70280	70788	70023	68477	
6215	"Ties, bow ties and cravats of textile materials (excluding knitted or crocheted)"	0	0	0	1	1	28	0	10	0	4	0	1	0	0	1	0	0		0	4	1	0	0	0	15	13	44	2	10	0	16	6	0	0	125		3689	4828	6297	8728	8977	10920	15261	18755	13397	14287	17147	8204	9093	8727	6491	5125	4583	
6217	"Made-up clothing accessories and parts of garments or clothing accessories, of all types of ..."	0	0	0	0	0	6	1	4	2	141	12	183	99	146	0	0	0		4	94	117	145	17	1	24	234	832	915	1438	1474	782	652	352	807	498		3992	3581	5542	8339	7327	9368	10204	14421	11487	19533	20717	21769	21236	21322	15239	12162	12408	
7001	"Cullet and other waste and scrap of glass; glass in the mass (excluding glass in the form of ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	1	72	78	46	88	49	49	6	89	120	298	81	38	0	160	637		2	3	2	1	13	129	0	372	217	446	46	154	797	346	263	468	730	
7008	"Multiple-walled insulating units of glass"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		14	2	1	0	104	7	48	1	18	1346	2203	1746	2363	600	75	29	0		1739	2504	6097	4383	3349	2139	3046	3049	721	5490	4006	2357	2296	2481	707	1155	1671	
7011	"Glass envelopes, incl. bulbs and tubes, open, and glass parts thereof, without fittings, for ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		345	110	77	67	196	27	249	4142	270	22	73	82	188	318	209	163	128		1125	2970	357	3365	14419	6633	1058	1430	404	554	697	956	1119	874	710	364	682	
7102	"Diamonds, whether or not worked, but not mounted or set (excluding unmounted stones for pick-up ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2262	4374	7711	15684	25412	23424	32991	27540	11076	26828	30583	24645	19599	38082	56125	80749	77404	
7118	"Coin, incl. legal tender (excluding medals, jewellery made from coins, collectors' items of ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	15	0		0	0	0	0	6	0	6	1	1	3	0	2	1	5	1	0	0	
7216	"Angles, shapes and sections of iron or non-alloy steel, n.e.s."	0	0	0	289	0	788	1285	526	0	628	644	0	0	0	0	1	0		1775	12843	9261	14628	9748	11937	16413	106021	65320	35772	44138	18414	14494	3837	2739	8635	24614		25720	49285	56038	124418	181310	245124	442948	317772	152648	209524	335934	363192	376086	252735	256389	251841	178180	
7218	"Stainless steel in ingots or other primary forms (excluding remelting scrap ingots and products ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		56	0	152	5	222	8	0	2842	0	297	467	0	1382	1603	129	0	1		49	46	82	659	546	389	899	1882	472	685	1108	1179	1781	1792	724	345	363	
7402	"Copper, unrefined; copper anodes for electrolytic refining"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3	6	29	0	0	0	0	0	0	191	26	0	29	0	1	762	80		22464	11624	225	95737	213536	391159	252968	319030	28678	43732	36541	21590	3384	271	5453	5315	78	
7404	"Waste and scrap, of copper (excluding ingots or other similar unwrought shapes, of remelted ..."	983	1639	39	27	0	681	694	307	0	6406	24204	4628	3773	0	0	89	0		3200	4229	540	101	120	5046	3965	184	1390	13280	18461	686	917	1143	1491	481	2157		7170	8760	41489	80336	29229	34884	17301	6011	3976	25115	44063	23015	17780	56024	43785	72101	116500	
7901	"Unwrought zinc :"	0	0	0	0	0	0	0	0	0	0	0	0	0	247	0	0	0		0	0	0	130	75	203	9	270	332	1422	1074	765	1236	914	394	74	424		70579	85242	105269	163296	218919	469799	500752	326253	243033	422501	479627	470367	498616	583189	534111	547786	853480	
8001	"Unwrought tin"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	1	0	0	9	0	0	0	0		6334	7733	10004	19443	22113	24496	41735	51669	24053	51854	73551	46636	54882	59805	48490	46793	67432	
8006	"Tin tubes, pipes and tube or pipe fittings "e.g., couplings, elbows, sleeves""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	
8102	"Molybdenum and articles thereof, n.e.s.; molybdenum waste and scrap (excluding ash and residues ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0		180	265	214	581	571	985	1217	7162	1002	1571	2225	1996	1581	1308	1901	1343	1364	
8104	"Magnesium and articles thereof, n.e.s.; magnesium waste and scrap (excluding ash and residues ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	3	0	0	16	146	0	0	0	0	0	96	0	0		3580	3764	4616	7655	16461	12967	20691	42590	17789	33742	35964	33880	40821	31566	31847	21906	33167	
8106	"Bismuth and articles thereof, n.e.s.; bismuth waste and scrap (excluding ash and residues containing ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		34	40	52	91	88	231	616	659	435	269	578	237	365	273	172	283	131	
8403	"Central heating boilers, non-electric; parts thereof (excluding vapour generating boilers and ..."	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0		34	10	0	1	0	4	0	33	0	1	0	53	0	77	1296	0	1		52435	71598	121021	169301	213620	296069	251838	271039	157481	183498	267531	235012	207674	171739	143052	131451	145554	
