Product code	Product label	Turkey's imports from Egypt-Value in 2001	Turkey's imports from Egypt-Value in 2002	Turkey's imports from Egypt-Value in 2003	Turkey's imports from Egypt-Value in 2004	Turkey's imports from Egypt-Value in 2005	Turkey's imports from Egypt-Value in 2006	Turkey's imports from Egypt-Value in 2007	Turkey's imports from Egypt-Value in 2008	Turkey's imports from Egypt-Value in 2009	Turkey's imports from Egypt-Value in 2010	Turkey's imports from Egypt-Value in 2011	Turkey's imports from Egypt-Value in 2012	Turkey's imports from Egypt-Value in 2013	Turkey's imports from Egypt-Value in 2014	Turkey's imports from Egypt-Value in 2015	Turkey's imports from Egypt-Value in 2016	Turkey's imports from Egypt-Value in 2017	Egypt's exports to world- 	Egypt's exports to world-Value in 2001	Egypt's exports to world-Value in 2002	Egypt's exports to world-Value in 2003	Egypt's exports to world-Value in 2004	Egypt's exports to world-Value in 2005	Egypt's exports to world-Value in 2006	Egypt's exports to world-Value in 2007	Egypt's exports to world-Value in 2008	Egypt's exports to world-Value in 2009	Egypt's exports to world-Value in 2010	Egypt's exports to world-Value in 2011	Egypt's exports to world-Value in 2012	Egypt's exports to world-Value in 2013	Egypt's exports to world-Value in 2014	Egypt's exports to world-Value in 2015	Egypt's exports to world-Value in 2016	Egypt's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
8405	"Producer gas or water gas generators, with or without their purifiers; acetylene gas generators ..."	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0		0	12	6	64	3	18	542	0	0	150	1	65	20	218	225	104	0		125438	23690	3014	12550	16921	10667	21980	41655	14621	17711	29108	16127	16846	18532	16821	21104	25370	
8408	"Compression-ignition internal combustion piston engine "diesel or semi-diesel engine""	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0		0	289	20	32	0	9	77	1070	66	182	22	78	1171	46	690	14	3		301109	489022	840172	1419928	1806844	2152866	2707440	2881491	1519465	2088211	2662027	2053930	2275790	2278151	2264919	2274270	2424973	
8410	"Hydraulic turbines, water wheels, and regulators therefor (excluding hydraulic power engines ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	3	24	3	0	0	0	0	0	0	0	0	15	1	0	1		15374	22977	24300	37478	9014	20780	50488	101625	144415	191138	186414	158474	163489	150354	93056	71083	18916	
8412	"Engines and motors (excluding steam turbines, internal combustion piston engine, hydraulic ..."	0	0	0	2	0	3	0	0	0	0	0	3	0	0	1	0	0		61	37	0	12	4	57	0	2467	1276	179	151	7	1817	152	215	31	125		16426	19925	29834	26007	41571	56486	81832	98476	116799	99901	142030	127140	147409	148656	132588	179851	174243	
8417	"Industrial or laboratory furnaces and ovens, non-electric, incl. incinerators (excluding drying ..."	0	257	0	0	0	0	0	0	0	0	0	0	5	125	0	8656	0		25	179	74	67	35	155	67	279	376	443	388	130	339	203	225	638	331		30396	33497	50444	49159	70369	112104	163634	152539	97856	58114	126598	108310	202673	105020	91426	249609	98118	
8433	"Harvesting or threshing machinery, incl. straw or fodder balers; grass or hay mowers; machines ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0		14	40	38	166	79	1	144	1375	386	481	565	595	857	682	1271	60	485		28042	17700	27231	91593	175846	224952	185916	110035	73252	122240	216888	220052	308324	196575	188104	176419	171054	
8435	"Presses, crushers and similar machinery used in the manufacture of wine, cider, fruit juices ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3	9	2	0	0	0	0	65	259	84	5	504	97	145	0	4	1		1323	2790	1329	2703	6324	11053	10150	4061	3044	5662	2184	6988	9322	6387	5288	8711	3862	
8463	"Machine tools for working metal, sintered metal carbides or cermets, without removing material ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0		16	0	9	0	36	38	2	4	37	5	1	0	15	22	2509	20	25		18276	16996	27489	60468	53451	80120	56304	87408	33102	50799	103850	57631	61980	71619	52763	64912	57111	
8470	"Calculating machines and pocket-size "dimensions <= 170 mm x 100 mm x 45 mm" data recording, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	2	0	0	7	129	6	263	0	0	0	0	0	0	0		43467	63827	62982	131481	108894	105773	124578	165853	114414	119036	133528	111534	129549	91594	110404	109780	80750	
8486	"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	91	100	18	35	0	0	1764	309	0	13		0	0	0	0	0	0	4361	12491	15702	7167	7595	17404	27766	26519	13480	13096	26893	
8603	"Self-propelled railway or tramway coaches, vans and trucks (excluding those of heading 8604)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0		59324	3822	95174	31054	543	555	38074	199294	642286	388978	546301	361734	264576	313223	139523	262381	311705	
8605	"Railway or tramway passenger coaches, luggage vans, post office coaches and other special purpose ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	237	1434	288	294	50	1762	244	218	258	28	90	0	20	65	2372	
8702	"Motor vehicles for the transport of >= 10 persons, incl. driver"	0	0	108	0	188	0	0	0	0	0	252	1220	0	0	0	0	0		24	222	99	8447	7589	0	0	80368	70828	49330	51104	66290	78393	95177	71048	112664	75878		32279	24877	37386	66688	103390	257924	248608	320658	207086	166638	266514	261081	249108	268831	253092	186208	116557	
8707	"Bodies, incl. cabs, for tractors, motor vehicles for the transport of ten or more persons, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	61	65	41	27	1	17	2	18	307	130	63	105	208	961	251	42		5208	3293	7243	12833	13178	10957	14142	21627	12684	4531	24473	20240	28500	14746	5962	4423	7619	
8801	"Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	219	132	0	0	1	0	0	0	0	0		274	448	1182	500	922	1341	879	1673	2211	3126	3092	2923	3353	1507	2275	1751	444	
8802	"Powered aircraft "e.g. helicopters and aeroplanes"; spacecraft, incl. satellites, and suborbital ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		132759	115089	58915	1107133	147970	1366700	946590	1459064	887590	2708425	3345707	2639649	1960444	2676662	3442443	3869475	2120549	
8905	"Light-vessels, fire-floats, dredgers, floating cranes, and other vessels the navigability of ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	40	0	16	3580	0	0	0	0	4	0	0	0	0		64976	30261	7760	17122	19189	199	2409	11779	1358	12306	514	9160	135308	3730	13896	45288	43403	
8906	"Vessels, incl. warships and lifeboats (excluding rowing boats and other vessels of heading ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	22	0	1	19	1	0	59	0	9	4	14	532	28	0	33		320	139631	68660	106502	213839	806	13738	2102	2217	2984	125293	1817	89429	6321	2454	13398	107889	
8908	"Vessels and other floating structures for breaking up"	0	0	68	0	0	0	0	0	0	1080	260	0	0	0	0	0	0		0	0	0	0	0	0	0	64	5	0	5	0	0	0	0	0	0		9205	17599	19442	24424	23767	23889	37639	52728	54493	112792	207713	286959	253837	198953	154100	109615	195749	
9002	"Lenses, prisms, mirrors and other optical elements, of any material, mounted, being parts of ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2	0	3	2	0	0	2613	1357	1479	1678	256	884	350	144	161	141		6690	5634	13030	32353	45239	42243	29459	27617	20280	22079	30606	34734	44189	41003	31162	31377	39450	
9016	"Balances of a sensitivity of 50 mg or better, with or without weights"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	1	0	0	1	45	2	12	0	4	1	21	24	0	0	4	2		1734	3004	3452	3767	3510	3928	5076	4729	3078	3842	5202	4782	6697	6186	5181	4767	5644	
9033	"Parts and accessories for machines, appliances, instruments or other apparatus in chapter 90, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	12	0		2	2	0	0	0	0	0	0	0	0	7	7	0	1	0	46	0		4932	2892	3994	6623	5751	5611	5741	4864	3365	3170	6804	5260	6557	8203	27831	23322	28606	
9106	"Time of day recording apparatus and apparatus for measuring, recording or otherwise indicating ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	2	1	0	88	69	0	0	0	0	0	0	0	0		700	1286	1203	1449	2036	1894	1652	1515	4638	1866	1704	1476	1685	1308	1974	1868	1727	
9201	"Pianos, incl. automatic; harpsichords and other keyboard stringed instruments"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	5	0	3	15	0	1	13	4	27	1	0	38	2	0	1	0		1069	1897	2205	3172	3691	4251	4623	4659	3811	4383	5316	4633	5026	4414	3233	2759	2247	
9306	"Bombs, grenades, torpedos, mines, missiles, cartridges and other ammunition and projectiles ..."	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0		0	0	0	0	0	0	0	1602	0	2332	0	29	0	0	0	0	0		130755	108491	66646	83521	12559	15215	20164	21091	19450	21341	30497	48090	42250	45354	82665	30601	94952	
9503	"Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; ..."	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0		777	638	396	485	232	160	49	912	529	726	193	233	315	407	726	228	330		35008	36957	61400	90887	107305	165678	235587	235335	194910	285557	419339	369286	373989	382692	340087	409961	392082	
9505	"Festival, carnival or other entertainment articles, incl. conjuring tricks and novelty jokes, ..."	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0		221	432	177	85	259	36	141	111	103	86	18	41	129	232	77	826	209		1438	1517	3045	5533	5948	4895	5854	7358	5215	9263	32056	25279	25342	28376	32203	21161	24524	
9613	"Cigarette lighters and other lighters, whether or not mechanical or electrical and parts thereof, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		4	0	2	91	2	1	10	293	169	25	10	256	114	118	1	0	92		8903	8912	10134	14562	18881	20596	19944	19960	21167	25016	25958	28039	29868	31255	30067	26623	27607	
9701	"Paintings, e.g. oil paintings, watercolours and pastels, and drawings executed entirely by ..."	17	0	0	0	0	1	0	2	0	1	0	16	1	1	1	0	0		389	340	193	176	165	249	105	68	70	125	20	36	703	182	155	30	48		2344	978	1052	1825	2478	3939	12718	16390	8452	15826	22574	18647	32378	31389	20128	26163	21427	
9703	"Original sculptures and statuary, in any material"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		25	43	8	48	0	4	1	22	3	122	46	0	78	100	6	1	13		105	164	157	162	133	859	1965	1486	2333	3125	5290	9976	9993	18386	10149	9466	6944	
0504	"Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, ..."	0	0	0	0	0	0	0	81	16	34	0	0	0	93	0	7	0		4	0	0	0	39	74	187	15199	13025	13330	7393	9406	13023	19974	22299	19432	23071		11501	22173	26407	23532	18580	15094	12685	10610	11896	17940	29474	21580	25219	31025	22704	16997	24293	
0509	"Natural sponges of animal origin"	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	63	17	17	0	0	0	0	0	0	0	0	0	0		2	2	4	7	32	26	0	0	0	0	0	0	0	0	0	0	0	
0604	"Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, mosses ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		30	54	8	22	46	53	96	2878	4765	9128	7146	8337	2673	1042	1054	1341	1748		106	406	267	414	511	325	461	495	326	507	451	683	635	719	704	735	713	
1002	"Rye"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0		0	1727	4044	3070	7944	0	3859	5061	270	0	0	1	0	0	0	0	0	
1103	"Cereal groats, meal and pellets"	13	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0		94	59	104	165	414	564	491	1625	1172	729	760	501	921	1071	1085	1107	1097		31	4	100	78	242	38	211	541	41	180	206	135	167	273	907	264	341	
1109	"Wheat gluten, whether or not dried"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	3	0	0	0	250	0	1169	738	395	228	295	139	112	27	239	385		646	1215	1444	1225	2189	3492	3576	3236	5370	11565	17104	18766	20969	23466	27320	20312	17429	
2104	"Soups and broths and preparations therefor; food preparations consisting of finely homogenised ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0		1587	1296	3450	1486	2335	2055	3626	20562	18122	26836	29796	31718	41141	36357	33264	28345	20560		718	235	211	856	1947	2341	2330	4222	2756	2791	5363	5234	6187	4698	4423	3396	3649	
2401	"Unmanufactured tobacco; tobacco refuse"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	33	1	1	67	44	5	120	366	927	13615	1698	3458	6963	4827	126	33		243369	162087	176911	165947	182045	172137	219986	287678	289876	275522	297879	359985	378574	411040	391657	428532	392897	
2501	"Salts, incl. table salt and denatured salt, and pure sodium chloride, whether or not in aqueous ..."	0	0	874	5142	4635	7101	4710	11547	2696	3456	6831	6085	1600	372	0	0	0		7658	3434	8622	10701	13466	14088	8367	16272	19500	35776	57275	33082	25402	24925	26410	25018	27146		2257	2824	6956	9714	9293	10650	9370	16088	4739	5675	9110	8224	3547	2844	2381	2183	2242	
2513	"Pumice stone; emery; natural corundum, natural garnet and other natural abrasives, whether ..."	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0		0	1	9	27	10	79	4	47	23	35	136	20	1	29	32	6	716		121	92	152	328	262	125	357	222	240	255	348	608	977	422	722	617	1416	
2520	"Gypsum; anhydrite; plasters consisting of calcined gypsum or calcium sulphate, whether or not ..."	0	0	0	0	0	116	1	0	0	0	0	0	0	0	0	1	0		262	635	2188	933	1239	1303	1748	2487	7168	2443	3230	2913	3491	4207	6013	4388	6210		1148	1263	2109	3059	3644	5127	4405	5478	4644	5657	8889	6670	8019	7779	6173	6203	6793	
2614	"Titanium ores and concentrates"	0	0	0	585	0	0	797	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	5	0	0	0	109	108	47	0	0	0	0		1063	2319	2157	5682	4108	3850	5516	5265	3871	5170	10450	14706	10509	7809	7551	5844	6365	
2616	"Precious-metal ores and concentrates"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0		0	0	0	0	0	0	7	12	0	0	0	70	0	283	0	10	0		0	0	0	1	1	1	15	0	4	11	40	13	8	7	7	2	523	
2705	"Coal gas, water gas, producer gas, lean gas and similar gases (excluding petroleum gases and ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	39	0	0	0	0	11	0	15	0	33	0	0	0		0	0	0	0	0	4	9	4	11	16	11	0	2	3	0	0	0	
2707	"Oils and other products of the distillation of high temperature coal tar; similar products ..."	0	0	0	10	0	64	0	66	12	0	0	0	0	0	0	0	0		675	1425	1757	3931	2501	14513	2697	4449	121945	3719	2286	1229	993	22134	949	263	866		2242	2576	4424	8709	12857	14254	9583	13628	8095	14008	40175	23169	45892	74323	84949	47406	54360	
2716	"Electrical energy"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	78576	107569	109239	307671	184460	62529	57212	50107	21562	321		162280	128215	43453	15683	18208	18204	21519	15488	17245	20455	86565	255377	334202	438826	325171	213614	85501	
2805	"Alkali or alkaline-earth metals; rare-earth metals, scandium and yttrium, whether or not intermixed ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		6	51	103	174	181	83	78	153	146	57	0	1	154	64	10	71	34		86	56	165	251	226	256	296	448	270	958	2862	1074	911	2092	1021	2239	4193	
2822	"Cobalt oxides and hydroxides; commercial cobalt oxides"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	126	25	0	47	0	0	3	4	0	0	0	0	0	0	0		944	918	1224	2149	2162	2016	3091	6615	2915	4354	5442	5744	6763	9102	7044	5447	11046	
2824	"Lead oxides; red lead and orange lead"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	5313	9	0	99	67	0	0	0	0	0		278	323	514	767	995	1568	2804	3301	1330	3247	4477	3797	3835	3776	5349	5101	6564	
1213	"Cereal straw and husks, unprepared, whether or not chopped, ground, pressed or in the form ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		189	7	12	1037	917	3199	970	2838	2604	3482	8476	106	543	120	1	690	135		4	21	20	46	97	17	0	3	26	30	0	591	14188	193	54	31	3818	
1518	"Animal or vegetable fats and oils and their fractions, boiled, oxidised, dehydrated, sulphurised, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	10	3	34	0	99	66	40421	21141	17904	12829	4285	4573	2584	2162	2037	3559		848	1561	1979	2761	3237	4112	5685	8593	7840	9795	15175	13163	14939	15797	11143	7534	8529	
1901	"Malt extract; food preparations of flour, groats, meal, starch or malt extract, not containing ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		39	112	299	107	35	83	176	1490	2988	3135	2505	3658	3185	3175	4034	3119	1070		18356	16844	28484	32827	41700	55037	69149	86707	76925	83213	104786	111741	129035	136107	134363	126448	134444	
2005	"Other vegetables prepared or preserved otherwise than by vinegar or acetic acid, not frozen ..."	0	0	0	0	0	0	20	0	0	0	84	0	20	0	0	0	0		4440	7316	8699	4115	6208	9030	9989	31341	36332	36069	32260	52297	69403	99632	87505	110154	98791		3204	4234	2172	4275	5286	3989	5603	8827	6717	8605	11531	11640	16411	18825	16470	13928	16717	
0104	"Live sheep and goats"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		214	4	362	18	303	9	0	113	1124	4	4	1967	97	2395	38	25	0		11	0	0	0	0	0	0	0	123	26920	148016	42605	15687	3745	959	976	37313	
0106	"Live animals (excluding horses, asses, mules, hinnies, bovine animals, swine, sheep, goats, ..."	0	0	0	0	0	0	0	0	0	8	0	0	2	4	5	0	0		4460	4823	4369	4197	4874	3635	4368	9779	11268	13735	10905	13437	16902	18858	17006	17590	21457		725	1015	730	1052	859	1160	1530	2002	1385	1451	2271	2632	2525	3202	3550	3401	3333	
2915	"Saturated acyclic monocarboxylic acids and their anhydrides, halides, peroxides and peroxyacids; ..."	0	0	0	0	0	0	0	0	0	0	207	162	0	0	17	0	0		1	25	74	302	814	1281	34	12	61	51	200	260	73	113	19	168	13		83664	93653	115144	143808	177232	197975	230614	246691	180353	219275	293539	275589	295376	347329	292357	246999	280387	
2928	"Organic derivatives of hydrazine or of hydroxylamine"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		4111	5228	8095	6498	5958	4748	5687	6972	7235	7679	6781	6226	7518	7152	6727	7444	7787	
2934	"Nucleic acids and their salts, whether or not chemically defined; heterocyclic compounds (excluding ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0		86	131	247	0	34	6	0	0	0	47	0	0	0	0	0	0	0		70500	83940	100745	126848	151571	146440	140377	145345	111993	118931	111550	92798	88152	91548	96665	95548	125878	
2936	"Provitamins and vitamins, natural or reproduced by synthesis, incl. natural concentrates, derivatives ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		34	9	0	14	0	0	0	0	62	227	80	247	126	26	0	326	360		19306	25574	34182	36982	34621	36648	47081	85747	77953	85208	83087	79757	68952	72471	67683	79640	101179	
3101	"Animal or vegetable fertilisers, whether or not mixed together or chemically treated; fertilisers ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	284	16	74	78	729	461	88473	2524	492	13	93	140	43	945	94	195		297	444	804	1936	3091	2455	3468	5560	2771	4037	6023	6237	5568	7087	5857	5741	6640	
3502	"Albumins, incl. concentrates of two or more whey proteins containing by weight > 80% whey proteins, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	31	356	0	82	51	0	18	45		1237	1375	1285	2133	1811	2930	3221	3339	3203	3800	3132	4356	5854	7444	5463	3914	4788	
3504	"Peptones and their derivatives; other protein substances and their derivatives, n.e.s.; hide ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	83	138	15	0	546	64	0	307	0	0		1484	1568	2091	3245	4050	7432	8990	14018	19561	34403	24565	19600	16462	13485	8384	5498	3828	
3806	"Rosin, resin acids and derivatives thereof; rosin spirit and rosin oils; run gums"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	20	0	80	23	179	4	26	0	36	2	0	218		7396	9398	9852	14066	16056	22052	21592	22489	18795	33855	56860	43148	44367	55137	47523	41644	45170	
3821	"Prepared culture media for the development or maintenance of micro-organisms "incl. viruses ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	32	0	0	0	0	0	0	0	0	1	0	0	7	0	0	0		2892	4184	4711	6156	6336	7970	8792	12020	11877	12761	14312	15529	18193	20034	18748	17669	19097	
4004	"Waste, parings and scrap of soft rubber and powders and granules obtained therefrom"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		61	34	56	107	262	107	249	1159	2026	999	2156	980	857	460	459	247	341		467	120	293	517	585	1314	1015	1023	68	1261	1251	2550	6235	5294	3494	3267	5295	
4006	"Rods, bars, tubes, profiles and other forms of unvulcanised rubber, incl. mixed rubber, and ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	23	2	0	2	46	1	30	22	70	3	1261	22	189	12	2	0		2629	3002	2306	3113	3282	4041	5267	5497	5038	5166	9245	8537	8208	7371	6084	5724	5806	
4010	"Conveyor or transmission belts or belting, of vulcanised rubber"	0	0	0	0	0	2	0	0	4	0	1	0	0	0	0	0	0		4	25	17	51	151	278	36	265	966	2169	16	56	142	63	280	43	88		18333	26347	36380	51282	50773	62695	67319	78009	65411	83191	103089	88155	90486	95229	95882	97072	106261	
4206	"Articles of gut, goldbeater's skin, bladders or tendons (excluding silkworm gut, sterile catgut, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	14	2	153	0	20	8	1	7		253	421	369	377	269	104	56	5	1	0	5	1	9	11	13	7	11	
4302	"Tanned or dressed furskins, incl. heads, tails, paws and other pieces, scraps and remnants, ..."	0	0	0	0	0	0	8	0	0	6	43	14	4	0	0	8	0		0	0	0	0	0	35	0	1648	46	14	120	136	171	3	1	0	6		91818	118146	107752	83586	76224	104426	112109	89772	43114	68010	85196	86218	88483	71148	27226	21063	30627	
4403	"Wood in the rough, whether or not stripped of bark or sapwood, or roughly squared (excluding ..."	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0		2	3	145	112	118	29	174	295	131	92	13	95	181	46	244	56	130		66509	78408	100732	172825	208316	229455	254091	210506	113160	146994	175003	146782	107556	103788	89696	62218	33431	
4405	"Wood wool; wood flour "wood powder able to pass through a fine", 0,63 mm mesh, sieve with a ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	9	55	0	0	0	0	1	0	0	0	0	0		47	95	156	224	329	2233	2398	6343	1432	1987	3669	2633	2167	161	128	44	96	
4410	"Particle board, oriented strand board "OSB" and similar board "e.g. waferboard" of wood or ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		781	1085	593	1319	1822	1686	2093	3648	1838	1788	1202	2237	2290	2455	3218	1881	1560		7591	12180	25381	54061	56004	44828	52779	59570	59272	86776	89715	111756	110405	78541	80177	55759	61430	
4412	"Plywood, veneered panel and similar laminated wood (excluding sheets of compressed wood, cellular ..."	0	0	0	0	0	0	0	0	0	6	216	752	646	18	0	0	0		40	16	71	242	155	272	169	575	363	1348	765	2759	1841	1515	431	824	1094		8391	12209	21919	39863	65268	90672	110367	126214	69863	179878	272389	298861	325750	335490	311830	310815	269012	
4703	"Chemical wood pulp, soda or sulphate (excluding dissolving grades)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	2	0	0	0	0	0	4363	0	0	0	0	0	0	1	0		129965	154893	164072	200638	253664	322292	387838	440700	323682	512794	563521	532829	620826	641009	678690	658393	778493	
4707	"Recovered "waste and scrap" paper or paperboard (excluding paper wool)"	0	36	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0		98	1563	606	1030	1445	916	728	329	353	26	4	18	5	4	46	89	4		6986	23815	12211	9412	5482	8984	4631	15334	11526	17277	16100	8991	13198	33277	47526	73192	145881	
4801	"Newsprint as specified in Note 4 to chapter 48, in rolls of a width > 36 cm or in square or ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3	1559	573	0	997	18	9	0	0	47	14	1	75	8	32	39	119		124395	106773	165615	235249	311629	362340	382491	395413	294970	299436	336595	294786	276277	243789	172708	131627	112524	
4803	"Toilet or facial tissue stock, towel or napkin stock and similar paper for household or sanitary ..."	0	0	25	12	0	0	0	0	224	192	59	0	33	54	0	0	0		1	3	24	326	249	152	642	2138	7757	9253	5678	7103	10387	11159	14433	14976	56802		7179	13651	13936	18287	15690	22241	20543	14337	13781	19425	18921	13292	12140	18065	10667	5953	5020	
4906	"Plans and drawings for architectural, engineering, industrial, commercial, topographical or ..."	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0		17	7	2	8	6	17	5	1	0	0	0	95	0	0	0	0	0		8205	2144	1053	622	5340	551	1449	1024	648	1487	3533	300	381	2118	1684	992	2433	
5001	"Silkworm cocoons suitable for reeling"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0		2	0	0	0	0	2	0	0	0	0	0	0	0	1	6	0	0	
5104	"Garnetted stock of wool or of fine or coarse animal hair, neither carded nor combed"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	8	4	0	0	0	171	155	140	0	0	0	0	10	15	1	
5307	"Yarn of jute or of other textile bast fibres of heading 5303"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	275	0	8	89	10	0	69	48	0	0	37	0	0	0	16		22600	32872	39246	63467	75914	99430	97708	115166	104193	206932	194671	198207	183508	207386	197713	183707	266864	
6601	"Umbrellas and sun umbrellas, incl. walking-stick umbrellas, garden umbrellas and similar umbrellas ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	1	15	2	0	0	43	5	13	40	1	10	6	10	8	140	3		2743	3777	5312	8166	9095	9953	15132	19818	21461	37646	43282	28996	30236	28064	35458	32948	21160	
6808	"Panels, boards, tiles, blocks and similar articles of vegetable fibre, of straw or of shavings, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	25	25	0	0	28	0	46	0	82	14	0	78	22	18		145	485	324	767	452	437	325	632	108	179	452	331	291	672	319	324	693	
