Product code	Product label	Turkey's imports from China-Value in 2001	Turkey's imports from China-Value in 2002	Turkey's imports from China-Value in 2003	Turkey's imports from China-Value in 2004	Turkey's imports from China-Value in 2005	Turkey's imports from China-Value in 2006	Turkey's imports from China-Value in 2007	Turkey's imports from China-Value in 2008	Turkey's imports from China-Value in 2009	Turkey's imports from China-Value in 2010	Turkey's imports from China-Value in 2011	Turkey's imports from China-Value in 2012	Turkey's imports from China-Value in 2013	Turkey's imports from China-Value in 2014	Turkey's imports from China-Value in 2015	Turkey's imports from China-Value in 2016	Turkey's imports from China-Value in 2017	China's exports to world- 	China's exports to world-Value in 2001	China's exports to world-Value in 2002	China's exports to world-Value in 2003	China's exports to world-Value in 2004	China's exports to world-Value in 2005	China's exports to world-Value in 2006	China's exports to world-Value in 2007	China's exports to world-Value in 2008	China's exports to world-Value in 2009	China's exports to world-Value in 2010	China's exports to world-Value in 2011	China's exports to world-Value in 2012	China's exports to world-Value in 2013	China's exports to world-Value in 2014	China's exports to world-Value in 2015	China's exports to world-Value in 2016	China's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
0602	"Live plants incl. their roots, cuttings and slips; mushroom spawn (excluding bulbs, tubers, ..."	2	0	9	0	119	465	1406	2030	902	1303	1068	1008	1429	1208	881	731	1959		12194	17687	22382	31494	38886	47987	61826	65003	96954	104329	105110	115603	145857	272431	158980	163881	173986		8980	10885	13975	21262	30664	43739	46468	51538	31412	42958	59620	59216	82203	78447	65804	73287	71935	
2902	"Cyclic hydrocarbons"	243	639	946	1154	871	955	1103	2622	921	2012	2801	2334	2165	2202	3658	1903	1961		73267	98210	162601	122290	187515	424825	493569	805431	695501	627437	1127366	753547	784089	593062	530477	338140	478719		92530	89885	112701	218794	235508	243841	300490	307224	239536	377706	570751	610071	634940	578759	486336	457182	558919	
8403	"Central heating boilers, non-electric; parts thereof (excluding vapour generating boilers and ..."	2	0	2	5	545	3229	4869	2275	1345	2174	11284	5021	3889	7059	3661	1450	1982		3919	2887	3748	5123	9675	10833	12346	21886	34183	61857	95331	138581	164660	141953	133304	131127	140715		52435	71598	121021	169301	213620	296069	251838	271039	157481	183498	267531	235012	207674	171739	143052	131451	145554	
2906	"Cyclic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives"	130	92	300	394	544	709	825	1140	614	1991	1985	2032	2862	2747	1709	2477	2016		77223	81314	82009	108366	141165	181618	239829	286846	236383	306648	403387	440849	443546	424675	395087	400328	447946		1781	2571	3165	3327	3260	4325	5753	6739	3937	6999	9883	11111	12441	11911	10168	11039	12552	
6810	"Articles of cement, concrete or artificial stone, whether or not reinforced"	0	0	0	46	388	396	316	1230	1830	5026	10032	8821	11153	15287	9667	9442	2020		81688	89883	123380	166214	223541	257849	380744	507317	349202	466075	806055	983466	1804502	1827010	2742745	2082271	3262569		7425	611	480	2637	31539	15715	7436	8562	6587	13114	21269	21231	30498	33521	26059	26619	23947	
9024	"Machines and appliances for testing the hardness, strength, compressibility, elasticity or ..."	79	38	105	213	357	756	1209	600	488	1718	1035	1727	2033	4810	2822	2518	2035		5698	5545	7610	10419	16231	23177	36222	46790	40988	52290	65502	82160	83737	84100	99544	90932	95890		13783	30375	29738	28104	30111	33774	48859	39513	27693	30139	43067	53159	57522	61005	43305	42983	34567	
8475	"Machines for assembling electric or electronic lamps, tubes or valves or flashbulbs, in glass ..."	458	139	568	1016	3374	1917	5906	2005	1270	3581	5404	8786	5595	4153	4880	1929	2035		13615	19948	24239	46041	54561	77510	121480	206364	104438	105001	122947	113684	139692	181950	169296	208524	240413		15694	10459	18228	23005	36266	32326	52819	64628	14166	13660	42831	74959	35325	54532	84951	39423	44754	
8446	"Weaving machines "looms""	33	2	562	804	1111	403	302	479	186	1467	3466	3357	5106	5911	7200	3040	2051		8658	12546	17414	17850	27279	43303	50014	56123	75950	105447	163155	206261	218262	367240	387859	262891	308087		80524	207914	378428	306531	290736	300522	208692	161688	39834	148464	277749	412513	443435	320874	149690	205693	244402	
1212	"Locust beans, seaweeds and other algae, sugar beet and sugar cane, fresh, chilled, frozen or ..."	42	136	21	54	118	158	262	188	98	265	392	721	234	1275	736	898	2077		171903	208620	236340	278651	315903	341424	399503	468490	502143	576937	601634	502671	519552	615216	654623	549086	466008		2081	3547	3910	3211	2540	4494	2380	1632	2040	1995	3571	6940	4938	8437	11613	7987	23950	
9109	"Clock movements, complete and assembled (excluding watch movements)"	177	428	525	645	856	984	1198	1418	1358	1445	2765	2109	2102	2944	1935	1707	2081		20208	21907	23896	30425	19819	19343	23098	24831	25124	28096	35126	35285	36297	34563	39287	32540	27142		333	443	566	687	884	1022	1285	1466	1454	1548	2861	2226	2210	3028	1967	1769	2122	
9402	"Medical, surgical, dental or veterinary furniture, e.g. operating tables, examination tables, ..."	27	2	325	371	607	2251	3090	5308	2253	2396	3803	3029	3381	5858	3305	2761	2083		9096	16258	26955	47311	87947	112142	191631	294480	280112	339952	419069	533872	594389	690221	763739	596342	659750		7410	4471	12013	13311	24051	26190	31110	42455	19491	27218	32296	26977	26470	37285	29815	32656	24519	
2939	"Vegetable alkaloids, natural or reproduced by synthesis, and their salts, ethers, esters and ..."	477	466	528	651	771	617	1255	792	602	560	823	992	1218	1182	1160	1502	2107		69306	59152	63391	73127	74233	99104	117186	121699	122732	128887	124158	137759	136926	150467	155693	157869	145304		14616	15910	17239	16902	16254	17997	26260	32018	39686	35552	39119	37538	31887	28612	31881	35106	46859	
6114	"Special garments for professional, sporting or other purposes, n.e.s., knitted or crocheted"	230	90	967	1483	3364	2769	1517	1950	3339	4050	2566	1424	1121	1252	1891	1704	2143		129003	216637	345511	524653	453374	505959	673792	739283	775638	973403	1049925	1099112	1267307	1325958	1381586	1412586	1392307		1815	1181	2418	3853	7906	10110	12575	15162	11502	13598	9228	6197	6621	6684	7887	8982	10867	
9108	"Watch movements, complete and assembled"	67	1619	1322	431	1260	1526	1544	1130	871	1813	1803	1913	2603	2551	1633	2084	2172		101488	138502	162184	184977	146146	90640	132836	158885	121685	140806	290038	956497	1091100	318460	187264	166301	130364		532	2408	2132	2193	2958	2589	1944	1379	1110	2077	2144	2255	3130	3014	2169	2690	2673	
5106	"Carded wool yarn (excluding that put up for retail sale)"	13	67	6	13	16	86	156	109	139	326	276	28	120	1052	774	978	2193		109321	106303	125002	139070	119589	140830	147900	149570	101196	123017	165794	149260	150564	171208	155279	139639	116161		8290	12546	15820	15853	14088	13054	14301	15268	12313	10928	14765	12676	14167	15162	10877	9348	9801	
5910	"Transmission or conveyor belts or belting, of textile material, whether or not impregnated, ..."	27	107	0	26	14	3	212	465	547	758	1298	1457	1076	1318	1302	1017	2201		1637	3221	4082	4109	6199	11132	23160	47665	43945	64032	77876	79272	60197	69127	68490	69207	71657		1165	2265	2612	2372	3214	3364	4683	4762	4844	4906	5512	5694	5950	7948	7857	8432	10540	
8201	"Hand tools, the following: spades, shovels, mattocks, picks, hoes, forks and rakes, of base ..."	367	225	671	907	1662	1835	2439	2481	1301	3676	8100	5021	4945	3681	2668	2619	2220		112979	135686	165259	205376	262647	316012	365689	429106	386417	482319	563194	548727	583498	660574	662643	593484	635178		1482	1843	2517	3810	5159	5614	6225	6605	4546	9536	16059	11721	11440	8764	7337	6967	6135	
1604	"Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs"	16	33	56	45	76	114	51	98	142	100	157	94	237	2145	2648	923	2230		859666	866588	822555	1188855	1331119	1814677	2127791	2318191	1637703	2042036	2633947	3021998	3056731	3009702	2984160	2899473	3084733		288	341	634	538	753	1201	730	594	2169	2036	1363	1397	1000	3164	4038	4446	3916	
6106	"Women's or girls' blouses, shirts and shirt-blouses, knitted or crocheted (excluding T-shirts ..."	347	476	952	1470	2174	1393	1519	3633	5087	8947	11309	4375	3645	5281	4254	2465	2244		76363	94920	99191	144640	244424	990177	1161724	726175	456629	498329	586468	625563	658836	568891	504084	413660	242791		2221	2498	5114	11190	11904	16370	26113	41999	35156	44911	44390	27794	34250	28607	24631	17915	15236	
2829	"Chlorates and perchlorates; bromates and perbromates; iodates and periodates"	4	101	743	273	387	1585	850	1528	2463	3287	5856	2517	2771	2937	2732	2737	2284		16604	16261	17243	21934	21382	28624	41442	60240	70188	83510	115763	112124	106400	83482	74469	53106	54666		1513	1357	2097	1545	1938	3698	3059	3908	4065	5374	8508	5609	5925	5857	5305	5234	5373	
7105	"Dust and powder of natural or synthetic precious or semi-precious stones"	0	26	73	60	153	793	1219	764	865	1328	1373	1362	1362	1660	1641	1569	2288		15333	15985	12131	28525	36734	62644	78958	83327	60913	124221	158433	138165	135263	150334	138679	142035	199620		2748	2475	3138	3364	4462	4172	4415	3640	3822	4722	5280	5888	5653	5692	4904	4212	4524	
6209	"Babies' garments and clothing accessories of textile materials (excluding knitted or crocheted ..."	200	157	258	669	1516	1037	1102	2024	4000	4538	6621	4620	4356	4329	3813	2763	2303		257958	350287	477608	602167	663086	756303	872641	854892	687248	785318	806699	650942	692697	750018	658663	564821	572730		992	2995	1143	1525	2903	3668	6322	8774	13130	15131	19701	14351	19477	20614	21388	23509	16497	
7907	"Articles of zinc, n.e.s."	150	713	2362	5006	5879	4003	2228	3070	2182	2195	3105	2877	3161	2478	2390	1887	2346		54103	78302	108348	109024	137857	174050	250360	208749	157268	167332	152778	125552	203105	247284	268187	192898	170740		8224	1348	3274	6413	7289	6158	5104	7056	4195	5121	7296	6327	7753	7157	6946	7272	9726	
7418	"Table, kitchen or other household articles, sanitary ware, and parts thereof, of copper; pot ..."	112	14	53	109	372	128	554	469	929	1009	2354	2238	3299	4273	4738	2934	2380		28902	40979	44729	112256	164645	237003	145972	226550	175611	263475	325029	337683	335435	365475	341139	287323	304522		269	525	548	515	919	629	2101	2327	1856	2470	5056	4101	6018	6660	6640	5095	5036	
9406	"Prefabricated buildings, whether or not complete or already assembled"	1721	0	6	449	1841	143	1033	975	632	636	475	5294	928	825	2894	637	2385		14848	26138	54047	134572	310553	636880	1092899	1443723	1068920	1215014	1499392	1627336	1673277	1654733	1472036	1426101	1517184		11299	5584	6282	14183	25349	19607	25786	35423	23025	37858	45173	26730	28016	24361	18661	42363	16993	
4816	"Carbon paper, self-copy paper and other copying or transfer papers, in rolls of a width of ..."	0	0	3	0	9	160	212	225	287	1829	831	1044	2330	378	1689	3040	2415		7362	8911	13450	8100	8271	6709	7840	8852	9868	14011	42559	82847	101903	116373	115107	123811	170481		4185	5964	7692	11269	13607	13139	18383	17675	10342	14684	14688	15982	13789	13134	12204	11626	16475	
6813	"Friction material and articles thereof, e.g., sheets, rolls, strips, segments, discs, washers, ..."	84	264	691	913	955	2599	2176	1744	1496	2346	2778	2990	2257	1700	1666	2148	2425		3918	5622	1709	2467	3461	4489	6595	8966	6855	9980	32264	47140	47207	52832	52055	46835	59638		7194	11877	18438	24550	26645	32312	42840	44513	37335	46050	58122	36706	35687	33771	34373	32477	34545	
5804	"Tulles and other net fabrics (excluding woven, knitted or crocheted fabrics); lace in the piece, ..."	21	50	478	779	2058	2820	1946	1821	2278	2971	4383	3964	4722	7596	5187	5056	2450		52221	77519	122893	190317	231234	279335	291919	307634	273568	399019	477564	584876	638704	881115	880806	794627	767895		2272	3972	4870	4854	8047	8541	6351	6807	4920	5802	8619	8277	9949	12019	8381	7673	4751	
2106	"Food preparations, n.e.s."	18	47	71	217	277	1031	2359	3268	2734	2822	2411	3138	1782	2631	1971	2037	2451		216165	271923	305589	331055	364774	459299	625618	613325	565449	706600	990851	1070590	1254427	1324453	1275605	1362595	1460492		66857	96563	111909	169215	206998	242179	270133	265507	241539	269350	334928	336613	399792	437012	422162	406623	458934	
7226	"Flat-rolled products of alloy steel other than stainless, of a width of < 600 mm, hot-rolled ..."	0	0	0	0	98	1434	2154	4808	1911	4383	6862	4288	3781	3219	2835	3085	2552		5023	5610	9771	13284	38083	35426	43748	69905	35417	71155	109350	115113	117041	183238	147531	117711	154454		7922	9788	16255	18816	30065	38945	45782	73200	46327	67164	100357	75289	92239	67280	55172	37497	43263	
3207	"Prepared pigments, prepared opacifiers and prepared colours, vitrifiable enamels and glazes, ..."	5	230	922	2578	2737	6235	6794	6772	5624	7155	9024	10142	10636	9929	6492	4142	2554		21749	26559	41583	72747	110018	157044	210634	209416	170496	221789	278602	265685	376989	437158	396061	323306	319328		31401	38114	49512	59522	71175	82820	99798	105742	79392	104902	136994	136590	125917	110922	94399	90081	100014	
3404	"Artificial waxes and prepared waxes"	0	25	41	6	20	28	69	26	158	797	1229	1782	1540	2495	7813	4394	2568		4633	8183	13992	19733	25954	50711	71569	35349	18816	15021	19833	27626	33340	50589	46019	51061	70490		15633	15306	18382	22545	26269	29619	36156	40729	31784	41214	53578	51845	56844	65920	59304	59290	76081	
3908	"Polyamides, in primary forms"	0	36	338	231	390	435	603	725	907	973	1342	1632	1218	1409	970	1675	2589		13631	24482	41904	78117	131172	218911	302521	393164	297036	459106	624203	657114	580358	652067	718265	609538	788761		43737	62244	81271	109858	109500	126326	142664	172660	126118	200923	261209	247937	282165	288171	212753	213524	266648	
9620	"Monopods, bipods, tripods and similar articles"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2593		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263211		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4257	
6105	"Men's or boys' shirts, knitted or crocheted (excluding nightshirts, T-shirts, singlets and ..."	220	75	408	189	505	626	1326	2675	3618	6219	7403	5704	4778	4665	3867	3282	2594		77287	91154	143663	233241	300633	885162	1537835	1745613	1371250	1667343	1932887	1893769	2127394	1772903	1391051	1211402	1045556		1968	1388	3010	2641	3276	6941	9896	24316	31549	40991	47105	33058	35683	39541	42633	26865	26806	
7017	"Laboratory, hygienic or pharmaceutical glassware, whether or not graduated or calibrated (excluding ..."	163	297	653	645	2528	926	1537	1549	1412	1733	2103	2165	2002	2432	2447	2406	2596		8664	8324	7744	12737	18117	26985	38802	54172	44396	67177	79881	82838	86406	96647	97217	95620	93909		3539	4967	7056	8682	10881	9515	9323	8952	7023	7902	9022	9492	9855	10001	9697	10093	10263	
6113	"Garments, knitted or crocheted, rubberised or impregnated, coated or covered with plastics ..."	27	35	137	524	354	431	706	722	947	1362	1871	1659	2840	3329	3773	4155	2647		128940	83532	106056	168130	154142	116262	213704	161736	171899	183658	212418	190393	218194	264463	215762	204800	195205		183	160	427	642	663	763	961	1372	1533	2057	2737	2389	3717	4594	4868	5537	4919	
2507	"Kaolin and other kaolinic clays, whether or not calcined"	0	11	95	85	272	633	1032	997	1306	1934	2160	2668	2145	2838	2074	2103	2664		19306	22357	27422	39918	54342	72036	77515	96276	64048	88042	103560	117064	108370	120731	110608	110569	114517		12234	16211	21217	25981	30489	34722	42195	46819	34461	47559	57459	57848	54797	60137	54765	47643	53568	
8113	"Cermets and articles thereof, n.e.s.; waste and scrap of cermets (excluding ash and residues ..."	0	0	0	0	0	0	0	167	125	121	145	262	191	1182	1774	1545	2664		3222	2386	3445	16494	26702	39210	31644	28254	11825	8260	15084	32413	41249	42550	30716	21423	36919		250	280	442	889	1136	1443	1299	3480	1841	2924	4989	4973	5614	7200	11019	10183	12391	
2920	"Esters of other inorganic acids of non-metals and their salts; their halogenated, sulphonated, ..."	959	1068	799	1158	1059	1109	1281	2356	749	773	1790	1990	1701	2087	2614	2653	2765		14420	110815	130895	226639	252599	95030	131152	171047	102664	126611	178013	183881	212614	255255	240775	218935	257355		3746	4287	4346	5862	5401	6668	8279	11113	6411	8075	9501	9074	8052	8940	8354	8278	9941	
9023	"Instruments, apparatus and models designed for demonstrational purposes, e.g. in education ..."	67	186	697	1148	1805	2134	3084	3056	3328	3533	2418	2809	6972	4301	3386	3132	2785		10984	13351	22837	37872	57264	95907	152353	251390	273788	338749	337862	997347	729313	627217	609926	970705	875902		5719	7674	11964	13713	13350	20831	12596	15308	13153	18310	15551	19302	30191	30088	42042	29506	16454	
6704	"Wigs, false beards, eyebrows and eyelashes, switches and the like, of human or animal hair ..."	101	169	266	392	718	1476	2389	2362	1482	1843	1957	3164	2951	3595	2322	2368	2809		404353	418080	495825	581577	653499	828571	1118001	1241515	1509365	1843559	2260050	2695031	3047994	3710973	3676644	2718835	2639055		346	390	566	790	1329	1926	3093	3183	2314	2675	3081	4734	4708	5327	4470	4297	5259	
3802	"Activated carbon; activated natural mineral products; animal black, whether or not spent"	147	359	365	625	689	826	1456	1486	1915	1831	2406	2456	2742	2799	3032	4021	2831		74865	84574	98817	123748	138682	175246	233331	282217	237789	282668	381082	396693	413034	412028	394797	356361	399928		5616	6997	8336	10879	11624	12842	15284	17676	16172	19243	23854	29005	31976	33754	32188	28123	28717	
5508	"Sewing thread of man-made staple fibres, whether or not put up for retail sale"	7439	10573	9063	10766	14175	19949	26701	27401	12842	11903	9076	2816	1189	4428	1031	1865	2845		265026	266867	285656	319009	347453	415416	458607	496809	434084	503127	654848	540428	563245	542727	476631	399928	381505		9016	12022	11585	12506	16058	22092	27827	29436	36085	43764	49660	50174	50933	50449	46508	46259	50184	
0910	"Ginger, saffron, turmeric "curcuma", thyme, bay leaves, curry and other spices (excluding pepper ..."	21	70	38	25	54	146	614	278	423	752	497	610	794	1489	1495	2172	2859		90285	87981	96488	210584	239808	192798	182922	239434	307882	467020	448427	291841	425446	574566	482712	399956	468183		780	2055	1228	1026	1895	2094	6767	5120	4259	8005	5869	9297	10636	11660	14348	14494	16112	
5702	"Carpets and other textile floor coverings, woven, not tufted or flocked, whether or not made ..."	366	543	394	1034	1986	2723	2548	2410	1762	1295	2037	2842	5960	6696	6253	3070	2924		48587	62665	96681	122695	179325	215239	261562	308584	265017	321834	398620	416191	460889	502912	495939	402756	436790		4962	8103	10783	23170	21227	20510	21518	22137	15404	19564	23516	21940	28823	26881	21635	15135	13753	
9033	"Parts and accessories for machines, appliances, instruments or other apparatus in chapter 90, ..."	4	36	17	23	73	65	207	383	323	424	762	1153	1509	1887	4558	2946	3023		116261	146693	214584	257274	272625	278685	309711	406611	435608	596877	669456	536765	436835	441678	405079	304022	232759		4932	2892	3994	6623	5751	5611	5741	4864	3365	3170	6804	5260	6557	8203	27831	23322	28606	
3406	"Candles, tapers and the like"	486	605	1127	2706	3169	3075	3702	3553	2950	3435	3339	3749	5761	4450	4878	4079	3071		244386	284999	348633	480009	544737	594193	689907	697427	484498	544702	658857	600713	567958	581964	608900	590397	612428		673	1317	2140	4135	4799	4851	6611	5787	6340	6821	7664	7796	10626	9131	9183	7919	7072	
6504	"Hats and other headgear, plaited or made by assembling strips of any material, whether or not ..."	282	323	526	394	330	524	410	590	384	1075	1303	1473	2409	1601	2173	2494	3080		47006	43666	46035	50051	59735	75905	80990	84930	94483	138573	202723	214667	206453	226374	283680	292590	243167		315	348	632	454	386	598	515	696	430	1164	1494	1663	2598	1788	2363	2746	3352	
3004	"Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic uses, put ..."	0	53	11	76	50	29	1612	2817	2295	1290	3755	9784	4935	8268	5400	799	3105		266119	262707	300072	354254	446647	502185	689352	923496	945396	1156941	2010097	2355925	2498657	2696238	2824465	2771973	3081492		814187	1128723	1579342	2146260	2235372	2344586	2684062	3354230	3124980	3292926	3240021	2738872	2822853	2875248	2642577	2610787	2717837	
9612	"Typewriter or similar ribbons, inked or otherwise prepared for giving impressions, whether ..."	967	1299	1771	3290	3656	3850	3333	2407	2932	4662	5040	5341	5272	5950	5068	5147	3148		59824	62860	70682	90467	105260	109790	143861	160007	138306	171098	200685	203395	203507	181656	176246	175337	169357		11124	11824	14410	21961	21457	20438	23248	22021	20723	22962	24420	22375	23775	23884	20827	21403	20170	
8101	"Tungsten "wolfram" and articles thereof, n.e.s.; tungsten waste and scrap (excluding ash and ..."	10	75	136	194	320	574	1062	751	765	2383	2287	3556	1868	3310	2429	3553	3148		64932	43544	54630	67834	114711	185808	183133	180537	109686	153107	236750	208882	164197	225412	166754	173911	165956		1214	1482	1178	1823	2041	3035	3981	4254	2862	4684	7232	8145	5419	7008	5769	7014	7252	
4420	"Wood marquetry and inlaid wood; caskets and cases for jewellery or cutlery, and similar articles, ..."	393	288	737	1895	3015	3621	3264	3856	3982	6177	8016	5887	7089	5713	5685	3304	3152		273110	289219	349835	474895	532872	584495	521731	460698	406867	513939	560026	616812	676029	789443	894277	926223	1084855		1025	1007	1910	3790	5265	6022	6434	7364	6517	8691	10954	8586	10372	9158	7895	5585	5360	
8432	"Agricultural, horticultural or forestry machinery for soil preparation or cultivation (excluding ..."	4	0	3	89	158	374	478	2501	1699	5815	14479	17385	15672	16736	2237	1100	3161		29577	38045	57102	63336	74817	86409	156538	269925	259638	381637	558425	572208	627063	707836	583643	585110	687802		2014	1664	3889	5986	9482	15046	17290	26870	16839	32410	51083	50020	37151	36388	20529	18806	19847	
5808	"Braids of textile materials, in the piece; ornamental trimmings of textile materials, in the ..."	18	138	452	876	1143	1252	1355	1517	1420	2575	2061	1418	2167	2508	2337	2329	3199		21289	35278	48842	73322	89343	98751	117549	166005	169112	170377	242450	219688	219423	191694	180186	171565	159037		1769	1854	2614	3289	3919	3375	3388	4746	12622	21627	22099	13185	9611	10046	10103	6458	8153	
8903	"Yachts and other vessels for pleasure or sports; rowing boats and canoes"	43	239	312	565	938	1774	1471	3144	2461	2738	2209	2195	2802	2669	16478	1398	3204		17298	19264	38674	44990	61260	85271	159974	220779	170709	204232	223329	262309	337012	286249	302881	299954	323512		16957	17179	10045	7688	19613	26704	31537	28641	510062	38222	54642	19333	59449	27810	30736	33346	1754451	
3806	"Rosin, resin acids and derivatives thereof; rosin spirit and rosin oils; run gums"	1892	3220	3304	3902	5524	10271	9299	10888	8318	13818	20601	14551	7914	8899	6431	3950	3212		186870	199654	188385	231449	345946	524515	504973	522321	414823	824362	992328	528613	522047	551849	403348	292311	289007		7396	9398	9852	14066	16056	22052	21592	22489	18795	33855	56860	43148	44367	55137	47523	41644	45170	
2823	"Titanium oxides"	367	557	588	781	650	837	1011	1286	520	863	3380	2202	2619	3475	2134	2567	3216		7448	12941	17271	26591	29952	36808	51597	40417	66491	94334	118658	107454	97591	101287	89880	86990	118509		5247	5737	5986	8147	7431	8248	8883	8589	6216	9264	14280	12066	12978	12268	7539	8478	13483	
2815	"Sodium hydroxide "caustic soda", potassium hydroxide "caustic potash"; peroxides of sodium ..."	0	65	291	199	440	1990	594	3476	3826	4634	1665	1244	6944	3457	6630	3253	3226		104429	63213	69017	63643	180214	278317	351899	732251	511177	407934	777791	897748	780564	689143	560419	598763	734420		32398	22525	28274	30282	61841	71622	81478	120722	80060	79916	109557	126296	130503	106254	98692	113407	169465	
4903	"Children's picture, drawing or colouring books"	6	22	36	296	336	531	949	316	641	846	1947	2709	1104	1568	1906	1967	3227		92232	101827	113609	139372	168112	187882	231364	267077	303392	404059	489663	529103	602829	622261	577524	554206	544607		49	82	179	527	576	902	1363	1156	1467	2165	2992	4111	2457	3091	2916	3035	4159	
6809	"Articles of plaster or of compositions based on plaster (excluding plaster bandages for straightening ..."	1	2	5	48	18	136	883	1727	2526	3832	5031	8789	22986	17606	14656	8947	3249		14133	14565	22579	22581	38102	93899	110414	169845	142073	163305	172186	225233	271365	307585	334346	242075	202172		684	277	507	1697	973	1146	6160	9136	4532	5359	7359	10724	26714	20846	18424	12852	7659	
8204	"Hand-operated spanners and wrenches, incl. torque meter wrenches (excluding tap wrenches), ..."	287	444	962	1369	2061	3057	7461	8235	7516	12820	18890	15662	22055	18052	8741	2800	3254		74015	85535	103787	129240	159348	200876	283142	335571	332381	489440	607642	665975	701344	838438	772142	777018	835055		3286	4764	6251	9907	12816	13956	22473	26706	17659	31529	47533	42485	52547	48717	39274	26214	24417	
2826	"Fluorides; fluorosilicates, fluoroaluminates and other complex fluorine salts (excluding inorganic ..."	7	32	1307	409	567	746	868	1490	1018	1587	2196	2943	2528	2993	2751	2626	3278		86383	54291	55445	71095	95786	127445	204377	280234	166314	209603	292420	290275	309275	325599	307951	259092	249703		2470	7563	4401	3403	5540	6604	8603	9019	3018	7846	7560	7707	8212	8157	9384	5926	6786	
2830	"Sulphides; polysulphides, whether or not chemically defined"	106	421	414	239	367	586	708	1696	607	984	1833	1499	1909	2324	2859	2377	3285		23488	23996	29902	37733	53163	67562	110932	79500	64822	87070	103795	92637	112843	160991	151803	103072	97170		1591	4071	4697	5081	6510	7734	8438	11133	5590	7050	9067	8055	9013	9544	9632	9028	10639	
5607	"Twine, cordage, ropes and cables, whether or not plaited or braided and whether or not impregnated, ..."	10	148	134	187	275	398	833	1570	724	1053	1572	2539	3099	3138	2703	3479	3390		50607	54586	73020	94378	146965	189403	240287	361184	322727	405343	518668	559247	566424	616662	625476	614063	669628		2072	3858	7284	9678	9886	9490	13031	18547	8038	10289	12954	12093	14539	14309	15268	15517	16118	
9011	"Optical microscopes, incl. those for photomicrography, cinephotomicrography or microprojection ..."	612	507	1217	1196	1693	1641	1306	1022	1878	1714	2400	3672	2973	3445	3978	3793	3426		62732	64851	72323	87991	101347	119299	135009	148820	123627	174627	179432	203048	216823	227860	219665	235361	244642		6628	5188	9175	12426	16869	15666	21751	21492	16813	18238	21248	21739	21858	27858	22108	20620	20763	
2834	"Nitrites; nitrates"	132	157	159	191	554	197	235	113	722	1363	2025	1309	514	2134	3137	3060	3434		25565	29968	37543	42698	62374	68212	74674	95764	90874	121811	141337	135013	136149	135489	134546	131421	203160		2874	7115	7526	9276	16179	20734	20078	28771	25671	40256	43563	42645	33403	44038	35408	37537	33719	
2928	"Organic derivatives of hydrazine or of hydroxylamine"	3	35	0	14	138	189	152	510	752	1279	2030	1870	1989	2454	2862	3061	3474		7350	9836	15550	17735	25572	30778	37019	56506	47458	54206	87910	90670	116761	117021	136811	140094	146754		4111	5228	8095	6498	5958	4748	5687	6972	7235	7679	6781	6226	7518	7152	6727	7444	7787	
9111	"Cases for wrist-watches, pocket-watches and other watches, incl. stop-watches, of heading 9101 ..."	6	250	657	1676	1677	1604	1738	1320	906	1977	1997	1921	2954	3268	2390	3469	3504		74891	72518	75166	75720	93611	115152	165786	265738	108389	149617	215489	281999	322743	407946	436535	450243	427195		154	616	748	1818	1784	1662	1901	1490	1040	2130	2155	2040	3143	3845	2500	3556	3663	
3209	"Paints and varnishes, incl. enamels and lacquers, based on synthetic polymers or chemically ..."	16	0	0	3	2	40	71	52	66	143	84	237	254	810	2123	2980	3514		20361	20373	20056	23350	33456	44689	68200	77543	62560	59152	94368	101262	112155	120349	122477	97008	103665		16783	26734	35756	43449	56509	67964	85818	91519	69415	78228	92965	93086	106986	108078	95225	87887	93971	
8305	"Fittings for loose-leaf binders or files, letter clips, letter corners, paper clips, indexing ..."	768	1472	2378	4348	5030	6162	8619	10694	8439	9854	10676	11359	9892	9850	6760	5940	3517		109403	128519	132491	169855	180619	217723	271198	333038	254901	338699	399535	432877	423749	478548	462824	378262	420104		2852	4069	4787	6815	8971	9218	11149	13477	11410	14552	15211	14792	14240	16320	13871	13248	12183	
